equipment_age_years,operating_hours_total,hours_since_last_maintenance,vibration_level_mm_s,temperature_bearing_celsius,oil_pressure_psi,coolant_flow_rate,power_output_mw,load_factor_pct,ambient_temperature,num_previous_failures,manufacturer,equipment_type,last_maintenance_type,humidity_pct,startup_count_last_month,operating_mode,alarm_count_last_week,efficiency_rating,thermal_image_anomaly_score,target
0.6,2895.0,613.0,1.6,88.8,39.8,138.4,298.7,65.3,13.4,2.0,0.0,2.0,2.0,30.8,3.0,2.0,2.0,87.3,0.855,0
4.0,28433.0,19.0,5.12,59.7,41.9,106.5,294.3,61.9,34.4,0.0,1.0,0.0,2.0,39.6,1.0,0.0,1.0,71.2,0.168,0
6.7,38723.0,412.0,2.93,72.3,35.8,164.8,373.4,76.9,28.3,1.0,2.0,1.0,1.0,87.1,2.0,2.0,3.0,80.6,0.219,0
6.6,49499.0,448.0,2.43,88.9,40.1,115.1,414.2,68.3,44.7,4.0,2.0,1.0,2.0,22.2,4.0,2.0,1.0,93.4,0.064,0
2.0,14316.0,2615.0,1.19,78.5,48.3,104.8,206.4,65.4,26.1,1.0,2.0,0.0,2.0,60.2,4.0,1.0,3.0,73.8,0.645,0
11.4,83716.0,797.0,4.1,89.3,61.3,141.9,449.1,90.6,29.8,2.0,2.0,1.0,0.0,49.6,3.0,0.0,1.0,82.5,0.076,0
0.5,3037.0,517.0,1.92,86.2,41.7,143.8,261.9,47.5,6.2,1.0,2.0,2.0,1.0,30.8,4.0,0.0,2.0,94.0,0.346,0
7.0,45320.0,1548.0,2.39,78.3,47.9,97.0,261.7,52.5,26.4,0.0,4.0,1.0,1.0,87.1,3.0,0.0,0.0,99.2,0.118,0
3.3,20042.0,130.0,3.45,65.1,44.5,124.9,328.6,45.4,17.0,0.0,4.0,1.0,2.0,72.7,4.0,0.0,0.0,100.0,0.003,0
10.6,66220.0,2574.0,1.46,104.1,42.1,125.3,262.0,58.7,12.5,1.0,1.0,2.0,1.0,75.9,2.0,1.0,1.0,86.3,0.176,0
0.5,2836.0,2003.0,1.18,82.8,41.0,148.7,354.3,82.3,9.4,1.0,4.0,2.0,0.0,41.4,2.0,0.0,1.0,79.4,0.064,0
7.7,54758.0,1480.0,2.17,61.8,42.7,137.7,303.3,85.2,26.5,1.0,1.0,2.0,0.0,94.2,5.0,2.0,5.0,79.9,0.149,0
4.9,25373.0,225.0,1.52,65.8,32.9,145.0,293.9,93.8,21.6,2.0,4.0,2.0,2.0,25.3,1.0,0.0,1.0,73.8,0.145,0
0.5,3712.0,656.0,1.7,97.1,34.7,116.7,338.5,57.5,24.1,0.0,2.0,1.0,0.0,22.9,3.0,2.0,0.0,88.8,0.128,0
1.8,13471.0,346.0,2.1,101.3,37.5,137.3,333.6,72.8,20.3,3.0,2.0,0.0,2.0,53.8,1.0,2.0,1.0,87.8,0.608,0
1.4,9182.0,6.0,2.24,77.1,53.7,132.2,421.2,77.7,41.4,0.0,2.0,0.0,2.0,68.7,5.0,1.0,2.0,88.0,0.149,0
1.9,11741.0,70.0,3.76,78.6,52.1,95.0,418.6,77.1,21.4,0.0,2.0,0.0,0.0,47.0,4.0,0.0,1.0,71.9,0.144,0
6.7,39175.0,26.0,4.82,85.8,48.9,129.8,239.2,62.6,26.4,1.0,3.0,1.0,0.0,86.1,5.0,1.0,0.0,99.3,0.197,0
2.3,18898.0,1685.0,2.72,75.8,30.6,113.0,413.9,68.8,16.2,1.0,0.0,3.0,0.0,25.1,6.0,1.0,4.0,91.9,0.105,0
4.6,33055.0,1601.0,3.27,64.0,49.8,112.0,487.6,88.3,19.5,2.0,3.0,0.0,0.0,92.5,5.0,0.0,2.0,97.1,0.141,0
14.9,111328.0,499.0,1.25,76.0,43.4,110.3,355.5,87.2,10.9,3.0,1.0,2.0,2.0,77.9,2.0,0.0,2.0,90.6,0.715,0
7.9,63297.0,409.0,3.15,70.9,41.2,74.0,329.2,87.1,6.8,0.0,4.0,0.0,0.0,90.5,0.0,0.0,1.0,86.6,0.939,0
11.6,85873.0,1145.0,2.79,84.2,40.9,114.8,213.9,57.8,35.0,0.0,2.0,1.0,0.0,69.5,5.0,0.0,2.0,90.4,0.763,0
7.7,51223.0,102.0,3.73,85.8,40.3,142.9,326.2,89.4,37.2,1.0,2.0,0.0,2.0,47.2,5.0,2.0,1.0,76.0,0.038,0
2.1,15447.0,291.0,1.59,64.8,32.2,96.4,324.7,87.4,13.8,1.0,3.0,0.0,2.0,20.6,1.0,2.0,3.0,82.7,0.219,0
19.3,136187.0,367.0,1.77,69.7,37.8,115.7,275.1,87.8,16.3,0.0,1.0,0.0,1.0,20.6,2.0,0.0,0.0,82.0,0.254,0
1.8,15391.0,322.0,2.39,72.5,44.1,141.6,410.8,42.7,25.0,1.0,4.0,2.0,1.0,25.5,3.0,2.0,0.0,84.9,0.071,0
5.0,30027.0,251.0,1.07,71.5,49.1,103.6,258.3,79.0,27.9,1.0,3.0,1.0,1.0,81.2,2.0,0.0,1.0,86.4,0.147,0
10.3,65238.0,1008.0,3.67,80.6,40.6,133.9,271.5,67.5,19.2,0.0,3.0,0.0,0.0,58.6,4.0,0.0,2.0,88.1,0.172,0
5.9,48932.0,459.0,2.99,73.5,57.8,123.8,238.2,67.3,27.8,2.0,0.0,1.0,2.0,90.6,2.0,0.0,2.0,95.6,0.164,0
21.8,144136.0,556.0,3.15,50.5,37.2,110.7,453.8,34.1,-5.0,3.0,4.0,2.0,1.0,80.5,5.0,2.0,0.0,86.0,0.11,0
4.6,37333.0,723.0,4.1,83.2,52.3,104.7,296.4,87.3,8.7,0.0,2.0,1.0,0.0,42.1,5.0,2.0,1.0,75.6,0.241,0
15.3,122602.0,1460.0,2.74,87.1,47.6,134.3,265.2,75.7,24.6,0.0,1.0,1.0,2.0,75.9,3.0,0.0,1.0,80.1,0.175,0
0.5,2743.0,485.0,3.13,99.4,65.8,125.9,285.3,61.4,27.6,1.0,3.0,3.0,0.0,33.2,5.0,1.0,2.0,93.6,0.16,0
11.5,66566.0,175.0,3.05,78.0,46.3,120.7,326.4,64.3,28.9,0.0,4.0,3.0,0.0,76.1,2.0,1.0,1.0,89.4,0.356,0
3.1,23790.0,119.0,7.78,91.7,51.6,116.2,289.6,64.6,26.1,1.0,0.0,1.0,1.0,44.4,0.0,2.0,1.0,100.0,0.089,0
20.0,104329.0,1096.0,5.87,72.9,49.8,107.8,463.5,37.6,22.2,0.0,0.0,0.0,0.0,70.0,3.0,0.0,6.0,82.3,0.491,0
12.2,79090.0,813.0,8.45,78.8,47.4,97.7,212.5,76.6,40.8,3.0,2.0,1.0,2.0,68.2,2.0,1.0,2.0,84.6,0.064,0
3.4,20191.0,1138.0,2.91,59.9,50.3,103.5,232.9,62.5,31.6,0.0,3.0,0.0,0.0,38.5,1.0,0.0,1.0,89.9,0.205,0
2.2,13837.0,1264.0,3.86,79.4,51.9,129.7,419.6,78.3,35.9,2.0,4.0,0.0,2.0,63.0,3.0,0.0,0.0,87.9,1.656,1
7.9,53127.0,247.0,3.7,62.6,60.2,107.3,464.6,80.4,36.0,2.0,2.0,3.0,0.0,23.7,2.0,2.0,3.0,77.6,0.023,0
15.2,125578.0,2701.0,2.69,73.2,41.5,115.2,335.7,62.9,9.9,0.0,4.0,2.0,2.0,78.5,5.0,0.0,1.0,79.4,0.186,0
6.0,43966.0,2389.0,4.01,86.1,46.0,124.2,324.8,84.5,23.1,0.0,1.0,2.0,2.0,53.1,3.0,0.0,0.0,77.6,0.178,0
6.1,44142.0,253.0,4.53,92.2,49.8,136.7,349.6,47.3,31.7,1.0,4.0,2.0,1.0,88.7,3.0,1.0,2.0,82.4,0.33,0
1.6,12121.0,886.0,1.64,87.2,33.4,116.7,364.1,80.7,21.3,0.0,2.0,3.0,0.0,88.6,0.0,0.0,2.0,77.7,0.642,0
16.6,103823.0,82.0,1.94,82.4,44.6,123.0,371.1,71.9,15.3,3.0,4.0,2.0,0.0,94.6,2.0,0.0,2.0,80.5,0.344,0
16.0,134494.0,119.0,1.33,78.8,40.3,111.6,318.2,76.6,32.0,2.0,0.0,1.0,0.0,46.5,3.0,0.0,2.0,68.9,0.16,0
3.0,18936.0,179.0,1.87,92.3,52.2,132.3,283.8,56.2,21.5,1.0,3.0,1.0,0.0,55.6,3.0,1.0,0.0,88.2,0.151,0
2.4,19842.0,888.0,6.55,73.0,47.1,99.7,354.9,97.6,28.0,4.0,1.0,0.0,0.0,93.2,1.0,0.0,0.0,86.6,0.252,0
3.8,22220.0,449.0,3.13,69.6,41.7,143.8,428.9,76.4,21.0,0.0,2.0,1.0,0.0,77.6,4.0,1.0,0.0,89.5,0.937,0
13.9,76905.0,1413.0,5.47,94.9,46.7,130.9,275.5,88.7,29.1,0.0,2.0,2.0,2.0,24.7,6.0,0.0,0.0,94.1,0.102,0
0.5,3533.0,475.0,3.25,102.8,34.2,92.2,436.5,19.9,21.9,0.0,4.0,3.0,2.0,68.5,4.0,2.0,1.0,73.0,0.057,0
5.6,39025.0,981.0,1.64,90.8,45.5,144.0,318.6,44.1,23.9,2.0,0.0,1.0,0.0,84.2,1.0,1.0,3.0,86.7,0.63,0
1.8,10281.0,1149.0,2.72,93.9,45.2,136.9,332.0,75.8,17.6,2.0,4.0,0.0,1.0,91.4,2.0,2.0,4.0,82.9,0.37,0
13.4,96614.0,272.0,1.49,97.8,44.4,144.7,238.8,58.4,37.0,2.0,3.0,1.0,1.0,34.7,5.0,0.0,2.0,65.4,0.201,0
4.8,34952.0,457.0,2.12,70.1,34.5,111.0,449.8,95.9,35.3,1.0,0.0,1.0,1.0,32.9,3.0,0.0,1.0,75.9,0.104,0
5.5,30655.0,326.0,3.87,81.4,48.2,136.7,546.6,78.8,25.9,0.0,2.0,2.0,1.0,32.2,3.0,1.0,2.0,88.8,0.204,0
4.8,24781.0,209.0,1.78,85.0,32.9,131.7,345.8,62.9,7.9,2.0,0.0,1.0,2.0,26.1,1.0,1.0,1.0,75.9,0.567,0
4.5,28474.0,755.0,1.12,82.0,38.3,121.1,332.6,96.7,20.7,2.0,4.0,3.0,2.0,28.8,7.0,1.0,3.0,98.4,0.08,0
1.3,10578.0,248.0,1.31,102.2,41.8,112.7,398.8,82.6,36.5,1.0,1.0,3.0,1.0,58.7,2.0,1.0,0.0,86.0,0.315,0
1.2,8404.0,874.0,3.63,40.0,41.8,92.2,268.8,24.1,29.7,0.0,2.0,0.0,1.0,27.8,2.0,2.0,1.0,87.5,0.164,0
13.1,92536.0,825.0,3.32,78.8,38.0,90.5,494.0,82.1,31.9,3.0,1.0,0.0,2.0,69.3,5.0,2.0,2.0,85.8,0.051,1
10.6,54252.0,292.0,1.98,85.3,41.7,124.7,205.9,75.9,34.7,0.0,0.0,1.0,2.0,88.0,1.0,2.0,1.0,63.8,0.201,0
12.1,101449.0,45.0,1.62,87.7,47.1,87.1,396.2,90.6,36.3,0.0,4.0,1.0,1.0,35.5,1.0,1.0,1.0,84.8,0.603,0
1.1,5838.0,506.0,3.71,58.1,44.0,118.1,348.8,59.5,4.3,0.0,2.0,2.0,1.0,52.0,2.0,1.0,1.0,70.4,0.117,0
4.4,33160.0,1480.0,1.0,76.7,40.8,124.0,388.3,46.3,13.2,0.0,0.0,1.0,1.0,70.7,4.0,1.0,2.0,82.7,0.053,0
3.9,23918.0,580.0,2.03,76.0,47.7,97.7,472.3,72.5,31.4,2.0,4.0,3.0,1.0,68.6,6.0,1.0,0.0,86.8,0.27,0
2.4,18145.0,273.0,1.0,87.5,54.2,141.6,288.3,67.9,23.2,0.0,2.0,3.0,0.0,32.5,4.0,2.0,4.0,86.9,0.118,0
4.6,27960.0,1595.0,0.84,88.2,48.8,116.9,394.1,75.2,24.4,2.0,0.0,3.0,0.0,31.1,2.0,0.0,2.0,89.9,0.227,0
3.1,15602.0,668.0,8.08,62.6,38.6,116.0,303.0,82.7,24.9,4.0,4.0,1.0,0.0,54.5,2.0,2.0,3.0,92.0,0.141,0
2.7,13512.0,133.0,2.17,68.4,47.0,119.9,234.7,82.9,17.2,4.0,3.0,3.0,2.0,32.1,3.0,2.0,1.0,83.3,0.223,0
12.5,82217.0,922.0,3.65,75.1,39.3,111.1,285.0,89.3,13.4,2.0,1.0,1.0,2.0,47.2,3.0,2.0,2.0,78.1,0.021,0
21.1,105320.0,473.0,1.93,67.0,41.7,113.8,452.2,60.9,13.3,1.0,0.0,3.0,0.0,45.6,4.0,2.0,1.0,85.7,0.045,1
15.2,113722.0,649.0,6.36,87.8,40.1,128.5,304.5,64.5,13.0,0.0,3.0,0.0,1.0,94.1,1.0,2.0,3.0,72.8,0.793,0
9.7,60414.0,29.0,2.01,91.6,28.8,131.6,425.6,54.4,28.7,1.0,1.0,0.0,1.0,88.0,3.0,2.0,0.0,100.0,0.76,0
10.5,53490.0,1988.0,4.2,83.1,54.4,136.8,403.9,29.3,36.5,2.0,4.0,2.0,1.0,54.6,1.0,2.0,1.0,76.5,0.235,0
6.4,37691.0,618.0,1.5,90.0,33.9,118.0,288.6,79.0,7.6,0.0,3.0,1.0,2.0,76.0,5.0,2.0,1.0,72.3,0.336,0
18.8,145734.0,1444.0,5.15,58.3,58.0,137.5,323.0,83.2,36.7,1.0,4.0,0.0,2.0,63.6,3.0,1.0,0.0,90.5,0.253,0
17.4,136845.0,640.0,6.84,85.6,39.6,68.2,324.0,62.7,37.0,0.0,2.0,1.0,1.0,81.0,4.0,0.0,2.0,86.6,0.681,1
2.9,18036.0,7.0,4.48,58.5,58.7,116.6,349.0,81.5,23.6,0.0,2.0,2.0,1.0,41.7,5.0,0.0,2.0,89.7,0.713,0
5.2,29003.0,33.0,1.67,71.0,49.4,142.1,299.1,77.4,14.2,1.0,0.0,3.0,0.0,39.2,4.0,0.0,5.0,77.2,0.252,0
8.2,64325.0,545.0,1.91,87.7,43.0,83.2,330.8,58.2,21.3,2.0,4.0,3.0,0.0,23.6,7.0,0.0,2.0,83.2,0.011,0
8.0,42229.0,709.0,1.37,66.0,34.1,103.4,226.5,65.9,30.3,0.0,0.0,2.0,2.0,34.3,3.0,1.0,1.0,91.0,0.075,0
1.6,13647.0,109.0,1.3,77.8,38.2,138.3,512.8,59.5,26.7,0.0,0.0,1.0,1.0,84.4,5.0,2.0,1.0,63.1,0.456,0
5.7,48475.0,759.0,2.73,85.8,48.6,119.8,515.5,92.2,38.0,1.0,1.0,0.0,0.0,86.9,3.0,2.0,1.0,85.9,0.073,0
1.3,6704.0,256.0,1.88,72.5,50.8,88.1,385.1,69.1,30.3,2.0,4.0,3.0,2.0,72.5,6.0,2.0,4.0,91.1,0.345,0
34.2,190883.0,2013.0,4.6,67.1,54.9,158.2,282.3,74.3,25.4,2.0,2.0,3.0,0.0,86.7,2.0,1.0,3.0,89.2,0.132,0
4.7,26559.0,245.0,1.35,77.8,56.8,116.5,444.3,78.6,36.2,0.0,4.0,1.0,1.0,82.5,2.0,2.0,2.0,89.5,0.141,0
7.3,57643.0,859.0,2.43,82.5,46.0,130.5,296.3,72.2,17.0,2.0,3.0,0.0,0.0,90.5,4.0,2.0,1.0,68.7,0.28,0
5.1,25834.0,737.0,6.08,86.1,31.1,92.4,412.9,55.5,51.2,1.0,0.0,2.0,2.0,42.4,4.0,2.0,1.0,81.6,0.117,0
3.7,25711.0,2036.0,2.14,70.8,48.8,113.5,498.2,53.1,22.6,1.0,1.0,3.0,1.0,59.5,4.0,1.0,2.0,80.4,0.079,0
0.6,4653.0,256.0,4.44,82.6,42.2,150.6,390.9,73.2,33.2,0.0,2.0,2.0,0.0,68.5,1.0,1.0,1.0,97.5,0.12,0
26.7,204845.0,2486.0,10.21,67.2,51.8,74.3,501.1,70.1,32.0,3.0,2.0,1.0,0.0,80.5,3.0,2.0,0.0,90.2,1.047,1
1.7,10332.0,247.0,1.91,73.2,42.4,129.0,317.5,59.2,27.4,1.0,3.0,0.0,1.0,52.3,6.0,2.0,1.0,89.6,0.039,0
19.1,120658.0,325.0,4.33,80.8,48.8,104.3,475.4,53.5,8.5,0.0,0.0,3.0,2.0,45.9,2.0,1.0,3.0,86.7,0.054,0
4.3,28449.0,1892.0,1.96,73.2,53.5,101.2,272.2,93.1,49.2,0.0,3.0,2.0,0.0,78.8,2.0,1.0,0.0,80.9,0.357,0
23.4,128662.0,1570.0,4.66,71.3,26.1,117.5,349.6,88.7,33.3,0.0,0.0,2.0,1.0,29.3,2.0,1.0,0.0,89.9,0.045,1
6.2,51703.0,574.0,2.13,83.9,48.9,139.9,328.5,87.0,16.9,2.0,4.0,0.0,2.0,27.0,6.0,0.0,3.0,92.7,0.419,0
26.9,185738.0,715.0,1.36,93.5,38.0,102.0,438.5,60.1,11.3,0.0,2.0,3.0,1.0,77.6,4.0,0.0,1.0,77.6,0.097,0
5.3,27721.0,157.0,1.62,77.7,31.0,132.3,345.0,64.0,22.5,1.0,0.0,1.0,1.0,78.6,0.0,2.0,2.0,83.7,1.262,0
2.5,15234.0,874.0,1.17,85.2,53.7,117.0,314.4,70.1,39.0,1.0,3.0,2.0,2.0,63.4,4.0,2.0,2.0,100.0,0.102,0
22.0,141342.0,1398.0,2.47,56.3,44.5,116.8,370.5,51.4,29.9,1.0,2.0,1.0,2.0,54.1,3.0,2.0,1.0,81.9,0.07,0
5.4,26917.0,321.0,3.7,70.5,32.7,111.2,417.1,74.5,21.7,1.0,1.0,3.0,2.0,24.5,0.0,1.0,5.0,96.7,0.086,0
5.3,29816.0,566.0,5.56,76.8,35.8,115.0,432.6,78.8,10.2,1.0,4.0,1.0,2.0,83.1,5.0,0.0,4.0,81.1,0.009,0
11.3,67373.0,205.0,2.33,60.5,34.8,123.7,365.7,63.0,16.9,5.0,2.0,2.0,2.0,31.8,1.0,1.0,2.0,88.1,0.217,0
0.6,4259.0,211.0,1.92,76.7,44.3,135.9,287.8,80.5,10.1,0.0,2.0,3.0,0.0,58.0,4.0,1.0,2.0,78.3,0.138,0
24.1,136073.0,209.0,2.61,70.7,45.8,111.5,370.7,83.3,32.7,0.0,4.0,2.0,1.0,28.7,2.0,1.0,4.0,81.0,0.341,0
2.8,23518.0,618.0,3.62,68.1,30.9,127.0,422.8,76.6,7.2,0.0,2.0,2.0,0.0,72.3,3.0,1.0,3.0,89.2,0.14,0
3.2,24820.0,300.0,2.47,99.3,46.0,113.0,303.6,52.6,50.8,3.0,4.0,3.0,1.0,24.6,4.0,2.0,2.0,89.4,0.19,0
1.0,6228.0,60.0,2.84,68.5,39.3,102.7,349.2,58.8,32.4,1.0,1.0,0.0,1.0,73.0,1.0,2.0,3.0,100.0,0.159,0
5.3,39319.0,1123.0,4.3,84.0,58.1,133.6,426.6,93.0,32.4,1.0,1.0,3.0,1.0,51.3,3.0,1.0,3.0,90.0,0.274,0
8.7,44545.0,39.0,3.51,63.8,36.5,118.6,167.6,55.2,25.4,4.0,1.0,2.0,0.0,91.9,1.0,0.0,1.0,88.1,0.12,0
3.2,25253.0,197.0,1.93,95.4,49.7,121.9,280.2,93.0,17.1,0.0,2.0,1.0,0.0,87.8,6.0,1.0,0.0,85.6,0.22,0
1.4,10776.0,1886.0,1.95,64.1,47.1,127.0,331.5,67.9,20.0,0.0,1.0,1.0,0.0,84.8,5.0,0.0,1.0,80.1,0.371,0
1.0,7981.0,576.0,2.76,90.3,53.0,117.2,280.6,91.3,27.9,2.0,0.0,3.0,2.0,82.1,6.0,0.0,2.0,83.9,0.169,0
14.3,88814.0,1205.0,1.34,69.7,30.1,104.6,384.7,87.4,27.0,0.0,0.0,0.0,2.0,49.6,7.0,2.0,1.0,88.6,0.534,0
3.1,25491.0,1481.0,2.2,74.6,27.8,103.4,400.3,67.5,15.8,3.0,4.0,0.0,0.0,22.9,2.0,0.0,1.0,91.1,0.087,0
1.5,8333.0,287.0,2.5,74.0,55.3,144.3,275.1,81.2,20.9,1.0,0.0,0.0,2.0,47.0,3.0,1.0,3.0,91.7,0.136,0
2.2,18042.0,439.0,2.21,80.4,47.3,120.7,280.7,56.2,30.3,0.0,2.0,0.0,2.0,70.4,2.0,0.0,1.0,98.4,0.097,0
4.3,35313.0,472.0,2.71,57.1,51.7,113.9,317.6,99.1,23.3,1.0,2.0,2.0,2.0,66.2,2.0,0.0,1.0,74.9,0.535,0
9.2,77599.0,1447.0,2.38,49.8,50.9,100.6,299.1,88.8,53.9,0.0,4.0,0.0,0.0,37.8,4.0,0.0,2.0,84.7,1.006,0
0.5,3617.0,218.0,3.76,71.1,54.7,119.5,330.9,85.8,21.1,0.0,4.0,2.0,2.0,66.3,3.0,2.0,0.0,83.1,0.166,0
4.4,30635.0,43.0,3.93,79.2,30.6,124.6,307.3,61.7,24.8,1.0,1.0,1.0,0.0,85.8,5.0,1.0,1.0,94.5,0.076,0
7.1,48491.0,534.0,1.54,75.5,38.8,124.7,266.0,87.8,21.6,1.0,0.0,2.0,1.0,65.5,4.0,2.0,0.0,91.5,0.761,0
2.6,16050.0,1300.0,2.57,74.5,42.5,123.1,305.7,90.9,17.2,1.0,1.0,1.0,1.0,22.8,4.0,0.0,2.0,67.3,0.053,0
4.8,26171.0,125.0,5.78,71.0,45.5,95.7,170.0,91.1,3.5,1.0,1.0,1.0,2.0,40.3,2.0,2.0,2.0,77.5,0.372,0
9.4,50830.0,724.0,5.74,63.5,29.7,129.6,437.3,83.7,34.3,1.0,3.0,0.0,0.0,92.0,4.0,2.0,1.0,88.8,0.321,0
11.3,93460.0,327.0,1.95,78.0,37.2,117.2,356.4,88.5,32.1,0.0,3.0,1.0,2.0,57.7,6.0,0.0,1.0,85.8,1.022,1
5.8,33045.0,1761.0,4.12,75.4,42.3,121.2,311.3,62.9,21.4,0.0,0.0,0.0,2.0,33.4,7.0,1.0,2.0,96.8,0.144,0
1.4,7997.0,974.0,3.26,49.8,37.3,127.5,336.1,56.8,23.0,1.0,3.0,0.0,2.0,25.6,2.0,1.0,3.0,91.9,0.194,0
1.3,10982.0,1086.0,3.32,92.1,36.4,115.4,317.8,49.9,31.4,1.0,0.0,3.0,1.0,55.1,6.0,2.0,2.0,82.2,0.143,0
16.7,139257.0,49.0,1.6,81.3,36.6,149.9,233.3,75.0,5.3,0.0,1.0,2.0,1.0,70.1,3.0,1.0,1.0,94.0,0.483,0
7.0,54311.0,673.0,2.16,75.1,57.0,124.6,394.0,73.9,32.3,0.0,0.0,0.0,0.0,40.5,4.0,0.0,1.0,67.6,1.164,0
9.6,64041.0,241.0,7.79,73.4,31.6,79.9,374.7,48.8,23.0,2.0,4.0,3.0,0.0,88.6,4.0,1.0,0.0,86.0,0.094,0
8.7,48601.0,256.0,2.24,63.6,46.1,141.9,365.1,70.6,27.2,0.0,1.0,0.0,2.0,71.6,5.0,1.0,0.0,100.0,0.738,0
1.0,8482.0,1904.0,1.96,94.6,44.2,128.1,386.4,56.9,28.8,0.0,0.0,1.0,2.0,56.8,2.0,0.0,2.0,92.7,0.263,0
13.8,80544.0,443.0,3.1,82.1,52.2,105.1,327.6,85.3,32.5,3.0,2.0,1.0,0.0,20.4,4.0,1.0,1.0,74.4,0.105,0
2.6,18575.0,193.0,4.25,71.2,37.4,106.9,244.2,70.6,12.5,0.0,4.0,3.0,2.0,42.2,3.0,2.0,3.0,89.0,0.015,0
1.8,12916.0,917.0,3.32,57.3,52.3,109.7,351.5,60.2,35.9,2.0,2.0,3.0,1.0,43.9,3.0,0.0,3.0,80.0,0.476,0
5.0,40808.0,1280.0,5.4,70.0,51.5,120.6,501.6,75.9,16.3,0.0,2.0,1.0,0.0,54.8,5.0,2.0,0.0,89.9,0.661,0
0.5,3328.0,173.0,2.58,56.0,35.4,105.7,425.5,84.4,16.3,0.0,1.0,0.0,2.0,36.0,2.0,2.0,0.0,86.2,0.247,0
14.1,86868.0,1523.0,2.9,78.1,58.7,111.9,354.7,78.6,15.4,0.0,3.0,2.0,0.0,47.5,5.0,2.0,1.0,84.7,0.216,0
3.7,26586.0,445.0,1.87,70.6,52.5,156.1,202.5,48.8,31.7,3.0,3.0,2.0,2.0,86.9,2.0,1.0,1.0,93.4,0.352,0
0.7,4609.0,296.0,1.94,93.2,54.1,140.9,283.1,58.9,4.4,1.0,3.0,3.0,0.0,35.9,3.0,0.0,1.0,86.4,0.078,0
2.9,23091.0,679.0,3.26,87.7,40.6,116.8,325.0,83.9,25.6,1.0,2.0,2.0,1.0,21.7,2.0,1.0,3.0,88.3,0.19,0
11.2,66511.0,975.0,6.87,91.9,46.4,157.8,116.6,64.3,43.7,1.0,0.0,0.0,0.0,52.2,3.0,1.0,3.0,85.6,0.206,0
3.1,24912.0,295.0,2.38,65.0,50.5,121.8,270.4,69.0,28.0,1.0,0.0,1.0,2.0,67.8,2.0,0.0,2.0,84.1,0.026,0
1.2,9159.0,245.0,8.96,40.7,53.8,130.0,476.2,70.8,36.9,0.0,3.0,2.0,1.0,77.4,1.0,0.0,1.0,86.2,0.013,0
5.8,47908.0,731.0,1.37,82.2,33.5,104.5,369.6,45.1,22.9,2.0,3.0,2.0,2.0,31.3,4.0,1.0,1.0,77.4,0.103,0
4.0,25241.0,652.0,1.23,55.7,51.5,162.8,246.8,62.1,30.7,1.0,0.0,3.0,0.0,77.7,3.0,0.0,3.0,86.5,0.024,0
10.0,57213.0,1361.0,3.31,80.0,35.9,127.1,423.8,81.8,17.3,0.0,1.0,0.0,0.0,23.7,2.0,0.0,0.0,85.5,0.297,0
2.4,16109.0,936.0,4.89,82.4,49.2,105.9,332.6,75.2,44.6,3.0,1.0,1.0,0.0,23.6,3.0,1.0,0.0,93.4,0.037,0
1.8,14331.0,1143.0,2.71,75.7,39.8,131.8,368.3,78.5,27.4,3.0,3.0,0.0,0.0,52.3,3.0,1.0,1.0,81.7,0.072,0
4.2,32773.0,851.0,7.59,59.4,44.1,78.3,290.3,52.0,13.7,0.0,1.0,3.0,1.0,46.0,2.0,0.0,3.0,81.8,0.529,0
13.7,105078.0,339.0,4.04,98.6,32.6,125.2,300.7,83.0,37.0,0.0,1.0,0.0,0.0,84.0,2.0,2.0,3.0,76.6,0.096,0
20.6,118234.0,13.0,1.69,75.5,39.6,115.4,282.4,75.0,24.8,4.0,2.0,0.0,2.0,68.0,3.0,2.0,0.0,91.3,0.031,0
7.8,44109.0,1336.0,3.33,65.2,56.2,132.1,287.5,91.8,19.5,0.0,1.0,2.0,0.0,28.0,1.0,2.0,1.0,83.8,0.197,0
1.3,9016.0,802.0,3.62,79.4,56.4,66.2,368.6,84.9,26.0,1.0,3.0,0.0,2.0,32.3,3.0,0.0,1.0,69.2,0.013,0
2.1,10541.0,669.0,2.62,57.8,55.4,78.5,359.3,65.3,16.0,2.0,3.0,0.0,0.0,60.9,3.0,2.0,2.0,75.1,0.276,0
0.5,3392.0,680.0,2.4,93.1,47.4,96.8,395.9,59.3,44.1,0.0,3.0,0.0,0.0,41.7,4.0,2.0,2.0,83.8,0.423,0
5.9,38076.0,563.0,1.97,65.7,55.8,157.9,303.2,73.2,21.7,4.0,1.0,3.0,0.0,44.1,2.0,1.0,0.0,84.6,0.056,0
14.9,107130.0,96.0,1.29,89.4,35.8,128.4,487.1,79.4,19.7,2.0,2.0,2.0,0.0,42.9,3.0,1.0,2.0,85.0,0.197,0
40.0,338556.0,2998.0,2.77,78.0,48.0,131.9,196.3,77.8,4.7,1.0,4.0,0.0,0.0,68.8,5.0,2.0,3.0,84.8,0.297,0
1.7,9937.0,108.0,3.51,58.5,39.6,95.4,335.8,89.1,35.5,0.0,0.0,2.0,0.0,72.7,4.0,2.0,1.0,83.1,0.551,0
0.5,2982.0,203.0,1.97,54.1,36.5,144.8,332.9,69.0,20.5,0.0,2.0,2.0,0.0,92.1,2.0,2.0,5.0,96.1,0.497,0
0.5,3377.0,322.0,4.16,81.7,49.7,123.8,377.8,87.0,23.9,1.0,2.0,2.0,2.0,71.6,4.0,2.0,2.0,79.3,0.326,0
