property_age_years,property_value,square_footage,num_stories,roof_age_years,roof_material,heating_type,has_security_system,has_fire_alarm,distance_to_fire_station_miles,distance_to_coast_miles,flood_zone_risk,wildfire_risk_score,crime_rate_index,num_prior_claims,years_as_customer,credit_score,num_occupants,has_pool,has_trampoline,dog_breed_risk,tree_coverage_pct,target
2.0,232659.0,1664.0,1.0,2.0,0.0,2.0,1.0,0.0,0.6,40.5,0.0,1.34,4.46,1.0,3.0,602.0,3.0,0.0,1.0,0.0,59.7,0
57.4,159195.0,975.0,1.0,5.4,1.0,3.0,1.0,0.0,6.7,52.3,0.0,1.33,1.26,0.0,36.0,717.0,1.0,0.0,0.0,0.0,48.9,0
120.0,146468.0,1977.0,1.0,15.7,0.0,0.0,1.0,0.0,0.7,7.7,0.0,1.63,3.04,1.0,0.5,712.0,4.0,0.0,0.0,2.0,39.7,0
0.8,241111.0,2842.0,1.0,0.7,2.0,0.0,1.0,1.0,0.8,6.5,0.0,1.67,2.99,0.0,1.5,769.0,2.0,1.0,0.0,2.0,51.7,0
48.9,111072.0,1324.0,3.0,6.7,0.0,1.0,0.0,1.0,6.7,58.3,3.0,1.64,4.0,1.0,4.2,644.0,2.0,0.0,0.0,0.0,73.4,0
10.1,184527.0,2738.0,2.0,10.1,0.0,2.0,0.0,0.0,11.4,72.9,2.0,0.22,3.23,1.0,21.8,707.0,2.0,0.0,0.0,0.0,44.2,0
9.7,347530.0,1110.0,1.0,7.4,0.0,1.0,0.0,1.0,0.2,166.4,0.0,1.17,0.28,2.0,3.3,759.0,2.0,0.0,0.0,0.0,57.2,0
27.5,257014.0,1986.0,1.0,9.1,1.0,3.0,1.0,1.0,11.6,52.3,0.0,5.0,0.93,0.0,9.0,684.0,3.0,0.0,0.0,0.0,31.1,0
3.2,152284.0,2599.0,1.0,3.2,1.0,0.0,1.0,1.0,3.0,21.0,0.0,0.88,2.7,0.0,12.8,708.0,1.0,1.0,0.0,2.0,22.6,0
32.1,178640.0,3237.0,1.0,2.1,1.0,0.0,0.0,1.0,2.3,104.5,1.0,2.9,0.73,0.0,0.3,714.0,2.0,0.0,0.0,0.0,31.2,0
13.4,113204.0,871.0,2.0,13.0,2.0,0.0,0.0,1.0,11.5,6.6,3.0,5.04,3.86,1.0,7.4,728.0,5.0,0.0,0.0,0.0,27.7,1
53.3,109182.0,2326.0,1.0,2.8,4.0,1.0,0.0,1.0,16.4,19.0,0.0,2.92,3.06,1.0,6.2,749.0,3.0,0.0,1.0,0.0,50.9,0
48.3,139875.0,1696.0,2.0,4.2,0.0,2.0,0.0,0.0,0.3,17.6,0.0,4.19,2.63,0.0,33.3,724.0,1.0,0.0,0.0,2.0,34.4,0
18.8,131101.0,1679.0,2.0,9.1,0.0,0.0,0.0,1.0,3.0,27.5,1.0,5.1,3.23,0.0,6.5,706.0,4.0,1.0,0.0,0.0,88.3,0
11.1,127302.0,3198.0,2.0,11.1,4.0,2.0,0.0,1.0,2.6,66.1,0.0,0.68,0.34,0.0,8.5,723.0,1.0,1.0,0.0,0.0,78.4,0
4.1,243710.0,2570.0,2.0,4.1,1.0,0.0,0.0,1.0,0.6,47.1,2.0,1.07,3.75,0.0,28.3,745.0,3.0,0.0,1.0,3.0,26.3,0
3.1,123206.0,624.0,2.0,3.1,0.0,0.0,1.0,1.0,1.1,50.9,2.0,0.85,3.58,0.0,4.9,770.0,2.0,0.0,0.0,0.0,37.9,0
13.3,195446.0,1486.0,2.0,13.3,2.0,0.0,0.0,1.0,7.4,21.1,1.0,3.37,2.85,0.0,0.0,834.0,2.0,0.0,0.0,0.0,68.8,0
44.9,231223.0,1751.0,3.0,9.2,1.0,0.0,0.0,1.0,1.0,16.8,1.0,1.92,2.69,1.0,20.2,754.0,2.0,0.0,0.0,0.0,54.5,0
24.5,236945.0,2026.0,3.0,7.1,2.0,0.0,0.0,1.0,3.6,1.3,0.0,2.98,1.59,0.0,4.6,770.0,3.0,0.0,0.0,2.0,74.7,0
19.9,248355.0,920.0,1.0,9.6,0.0,1.0,1.0,0.0,11.4,104.0,0.0,1.77,2.47,3.0,3.2,802.0,2.0,1.0,0.0,0.0,35.0,0
78.2,136830.0,1411.0,2.0,1.3,1.0,1.0,0.0,0.0,0.2,50.8,0.0,2.81,0.21,3.0,2.2,764.0,2.0,0.0,0.0,1.0,12.4,0
50.5,259309.0,2343.0,2.0,5.2,1.0,1.0,1.0,1.0,9.5,30.8,0.0,1.3,2.33,1.0,4.9,710.0,2.0,0.0,0.0,0.0,40.0,0
28.0,548632.0,1193.0,2.0,8.3,3.0,0.0,1.0,1.0,25.0,54.9,0.0,1.26,2.31,0.0,5.6,726.0,4.0,0.0,0.0,1.0,48.5,0
10.1,128701.0,1780.0,3.0,10.1,1.0,2.0,1.0,1.0,1.8,65.6,0.0,2.44,3.67,0.0,5.8,727.0,5.0,0.0,1.0,0.0,66.3,0
83.1,72689.0,1310.0,3.0,6.9,1.0,0.0,0.0,1.0,1.2,41.6,0.0,1.74,2.83,1.0,24.9,720.0,3.0,0.0,1.0,0.0,51.9,0
11.5,92140.0,1284.0,2.0,11.5,0.0,2.0,0.0,0.0,5.7,40.8,2.0,0.99,5.7,0.0,3.4,705.0,2.0,1.0,0.0,1.0,62.3,0
9.1,126028.0,2111.0,1.0,9.1,0.0,1.0,0.0,1.0,17.0,48.9,0.0,3.52,6.45,1.0,2.9,637.0,3.0,0.0,0.0,0.0,57.1,0
0.9,200247.0,785.0,2.0,0.9,1.0,3.0,0.0,0.0,0.6,1.2,0.0,2.94,0.37,0.0,0.4,705.0,2.0,0.0,0.0,0.0,67.2,0
96.4,360733.0,1337.0,2.0,18.2,2.0,3.0,0.0,1.0,0.3,7.8,0.0,0.75,1.71,0.0,8.3,684.0,1.0,0.0,0.0,2.0,72.6,0
34.5,650089.0,1069.0,1.0,19.7,3.0,1.0,0.0,1.0,1.1,20.0,3.0,2.12,0.15,1.0,3.3,754.0,2.0,0.0,0.0,0.0,72.9,0
14.2,218128.0,1762.0,2.0,4.0,4.0,0.0,0.0,0.0,8.4,16.2,0.0,3.29,1.1,0.0,0.5,656.0,2.0,0.0,0.0,2.0,57.9,0
38.4,214565.0,1617.0,2.0,0.6,2.0,3.0,1.0,1.0,5.0,55.7,0.0,2.34,4.04,3.0,1.2,640.0,3.0,0.0,0.0,0.0,21.9,1
17.2,245915.0,1414.0,2.0,16.0,2.0,1.0,0.0,1.0,7.7,124.8,4.0,2.27,1.79,0.0,34.6,716.0,1.0,0.0,0.0,0.0,4.3,1
29.5,221037.0,1227.0,1.0,8.2,4.0,3.0,0.0,1.0,2.7,2.5,0.0,5.05,1.36,1.0,3.0,683.0,5.0,0.0,1.0,1.0,56.3,0
16.8,186730.0,1835.0,1.0,16.8,1.0,1.0,0.0,1.0,8.3,50.1,0.0,1.81,0.87,0.0,13.7,719.0,1.0,0.0,0.0,0.0,76.2,0
4.5,197027.0,2463.0,2.0,4.5,1.0,1.0,1.0,0.0,3.6,143.5,0.0,3.77,0.82,0.0,13.5,765.0,1.0,1.0,0.0,1.0,72.1,0
88.8,114502.0,1736.0,1.0,5.1,3.0,1.0,0.0,1.0,5.3,161.9,0.0,0.4,1.23,1.0,4.1,683.0,3.0,0.0,0.0,1.0,28.0,1
7.5,110448.0,1734.0,1.0,5.1,3.0,0.0,1.0,1.0,1.6,3.6,2.0,0.99,2.25,0.0,13.3,739.0,6.0,0.0,0.0,0.0,54.1,0
26.4,216697.0,1339.0,2.0,1.2,0.0,2.0,1.0,1.0,2.1,25.0,0.0,2.11,0.56,1.0,3.7,713.0,1.0,0.0,0.0,0.0,63.2,0
13.1,574439.0,1731.0,2.0,13.1,1.0,0.0,0.0,1.0,0.8,61.7,1.0,3.26,5.06,1.0,0.6,730.0,1.0,0.0,0.0,0.0,42.4,0
22.8,286730.0,2217.0,2.0,0.6,2.0,2.0,1.0,1.0,3.8,74.8,0.0,1.2,2.76,1.0,2.5,692.0,1.0,0.0,0.0,0.0,10.4,0
13.7,278160.0,1069.0,1.0,6.9,1.0,0.0,0.0,1.0,1.6,177.5,1.0,2.26,1.97,0.0,17.1,602.0,3.0,0.0,0.0,0.0,34.3,0
6.5,190593.0,2402.0,1.0,6.5,1.0,2.0,0.0,1.0,2.1,39.3,2.0,2.06,3.0,1.0,4.4,710.0,1.0,0.0,0.0,0.0,31.1,0
47.0,164246.0,948.0,1.0,8.8,1.0,1.0,0.0,0.0,4.5,20.8,4.0,2.45,2.76,0.0,0.1,610.0,1.0,0.0,1.0,0.0,41.5,0
22.5,426153.0,1752.0,2.0,4.2,0.0,2.0,0.0,1.0,1.7,10.0,2.0,1.03,4.81,0.0,5.4,816.0,3.0,1.0,0.0,0.0,25.5,0
3.7,162251.0,1585.0,2.0,0.9,1.0,2.0,0.0,0.0,1.4,2.7,2.0,4.46,1.69,1.0,5.1,712.0,2.0,1.0,0.0,2.0,48.5,0
5.7,168952.0,2977.0,2.0,5.7,2.0,1.0,0.0,1.0,2.3,12.4,2.0,1.8,1.27,0.0,7.5,749.0,2.0,0.0,0.0,0.0,46.7,0
2.5,90279.0,1279.0,2.0,2.5,4.0,0.0,1.0,0.0,0.7,101.9,2.0,0.85,4.69,0.0,13.0,774.0,7.0,0.0,0.0,2.0,65.6,0
79.3,367749.0,1749.0,2.0,10.3,2.0,1.0,1.0,1.0,2.2,12.3,3.0,2.0,4.92,0.0,3.4,705.0,1.0,0.0,0.0,0.0,47.6,0
8.1,176486.0,4303.0,2.0,1.9,0.0,2.0,1.0,0.0,1.5,164.7,0.0,4.42,2.48,0.0,3.4,814.0,2.0,0.0,0.0,0.0,91.9,0
49.6,121284.0,958.0,1.0,12.3,0.0,0.0,1.0,1.0,7.1,4.7,0.0,2.06,1.01,0.0,11.9,733.0,1.0,0.0,0.0,0.0,20.9,0
49.7,346919.0,1003.0,2.0,18.6,1.0,2.0,1.0,1.0,5.7,115.9,0.0,2.34,2.69,2.0,2.4,706.0,2.0,1.0,0.0,0.0,62.0,0
8.1,241548.0,2582.0,2.0,8.1,1.0,1.0,0.0,0.0,1.0,48.9,1.0,0.28,0.79,0.0,8.8,769.0,6.0,0.0,0.0,0.0,58.4,0
5.4,241996.0,1499.0,1.0,5.4,0.0,0.0,0.0,1.0,4.5,73.5,0.0,0.09,1.92,0.0,3.9,812.0,1.0,0.0,0.0,0.0,57.4,0
42.4,478381.0,1416.0,2.0,7.7,0.0,0.0,1.0,0.0,0.7,4.6,2.0,1.57,1.41,2.0,5.9,650.0,4.0,0.0,0.0,3.0,52.3,0
34.1,380779.0,1821.0,2.0,32.3,3.0,0.0,0.0,1.0,7.8,8.0,0.0,0.31,2.44,0.0,5.4,724.0,1.0,0.0,0.0,0.0,55.1,0
43.0,222081.0,1457.0,3.0,15.4,0.0,1.0,0.0,1.0,1.8,10.8,3.0,1.26,2.56,1.0,2.1,705.0,3.0,0.0,0.0,0.0,69.7,0
14.2,279884.0,1491.0,2.0,1.1,3.0,2.0,0.0,0.0,9.0,38.5,1.0,0.49,3.62,0.0,12.9,727.0,5.0,0.0,0.0,1.0,16.9,1
14.1,270683.0,1870.0,1.0,14.1,2.0,0.0,0.0,1.0,1.8,82.9,1.0,1.01,2.3,0.0,1.3,738.0,1.0,0.0,0.0,0.0,22.9,0
120.0,148647.0,831.0,1.0,9.1,0.0,3.0,0.0,1.0,12.1,12.1,2.0,1.47,1.84,0.0,10.8,706.0,1.0,1.0,0.0,3.0,66.6,1
29.6,219702.0,1872.0,1.0,13.9,0.0,0.0,1.0,1.0,19.4,6.8,0.0,3.74,5.63,0.0,4.4,747.0,1.0,0.0,0.0,1.0,67.8,0
0.4,146769.0,2031.0,2.0,0.4,2.0,0.0,0.0,1.0,2.3,31.5,0.0,1.76,2.48,0.0,9.2,709.0,1.0,0.0,0.0,2.0,73.3,0
8.6,281592.0,1618.0,3.0,3.1,4.0,0.0,0.0,1.0,5.3,92.2,0.0,2.23,4.26,0.0,13.0,719.0,5.0,0.0,0.0,3.0,45.4,0
10.5,78573.0,2646.0,1.0,10.5,4.0,1.0,0.0,1.0,1.4,28.9,0.0,0.93,0.69,0.0,21.2,705.0,4.0,0.0,0.0,2.0,86.0,0
62.3,86460.0,1293.0,2.0,2.9,0.0,0.0,0.0,1.0,2.6,179.2,0.0,0.35,0.95,1.0,4.2,757.0,1.0,1.0,0.0,2.0,35.4,0
32.3,482156.0,1358.0,1.0,4.0,3.0,3.0,0.0,0.0,2.3,3.8,0.0,2.33,1.9,0.0,9.3,710.0,5.0,0.0,0.0,2.0,85.8,0
4.5,154532.0,1599.0,1.0,2.9,3.0,1.0,0.0,1.0,1.9,91.8,1.0,2.46,1.06,0.0,11.9,675.0,1.0,0.0,0.0,3.0,38.5,0
46.4,207993.0,850.0,2.0,4.2,0.0,0.0,0.0,1.0,5.8,42.5,0.0,0.36,2.79,1.0,11.4,742.0,2.0,0.0,0.0,0.0,42.8,0
70.9,180841.0,1453.0,2.0,4.9,0.0,1.0,0.0,1.0,1.4,47.9,1.0,4.02,1.95,1.0,1.2,755.0,4.0,0.0,0.0,3.0,44.1,1
11.8,129514.0,1780.0,2.0,5.7,2.0,2.0,0.0,0.0,7.7,14.6,0.0,0.96,1.38,0.0,11.6,691.0,3.0,1.0,0.0,0.0,66.6,0
0.1,298220.0,2232.0,2.0,0.1,0.0,0.0,0.0,1.0,1.0,16.4,0.0,0.67,3.39,1.0,1.3,832.0,6.0,0.0,0.0,3.0,25.4,0
36.0,165166.0,1758.0,3.0,9.5,2.0,0.0,0.0,1.0,1.0,1.3,2.0,2.2,1.58,0.0,19.5,767.0,2.0,0.0,0.0,0.0,52.3,0
7.8,206954.0,1118.0,1.0,7.8,1.0,0.0,0.0,1.0,9.6,24.3,2.0,3.99,3.48,1.0,4.4,713.0,2.0,0.0,0.0,0.0,41.7,0
18.8,109230.0,2141.0,2.0,5.7,2.0,2.0,1.0,1.0,15.0,88.3,1.0,1.52,5.36,0.0,3.8,768.0,1.0,0.0,0.0,0.0,37.2,0
50.4,291396.0,1743.0,1.0,40.0,0.0,0.0,1.0,1.0,2.8,32.0,1.0,1.79,0.99,0.0,1.6,745.0,1.0,0.0,0.0,0.0,66.0,1
15.0,222426.0,976.0,2.0,0.9,0.0,0.0,0.0,1.0,10.9,6.9,1.0,0.23,1.46,0.0,5.2,779.0,1.0,0.0,0.0,1.0,17.8,0
22.5,134005.0,1720.0,2.0,13.2,0.0,0.0,0.0,1.0,0.3,3.6,1.0,2.12,0.92,2.0,3.3,686.0,5.0,0.0,0.0,0.0,12.9,0
14.3,235284.0,2109.0,1.0,14.3,4.0,2.0,1.0,1.0,0.7,15.9,1.0,2.62,1.46,0.0,2.7,764.0,4.0,0.0,0.0,0.0,58.1,0
9.0,199966.0,641.0,2.0,4.3,0.0,0.0,1.0,1.0,3.5,23.9,0.0,1.58,2.47,0.0,10.0,778.0,4.0,0.0,0.0,1.0,63.5,0
2.9,104603.0,920.0,2.0,1.1,2.0,1.0,0.0,0.0,1.0,77.3,0.0,1.45,2.47,0.0,2.4,704.0,2.0,0.0,0.0,1.0,61.7,0
2.5,163315.0,1070.0,2.0,0.8,4.0,3.0,0.0,0.0,1.1,24.7,0.0,0.79,4.48,0.0,28.4,710.0,2.0,0.0,0.0,1.0,72.2,0
3.4,158116.0,1465.0,2.0,3.4,2.0,3.0,1.0,0.0,12.3,36.3,0.0,1.21,3.49,0.0,5.0,762.0,1.0,0.0,0.0,3.0,46.8,0
56.7,207214.0,2035.0,2.0,1.9,2.0,2.0,1.0,1.0,5.7,37.0,0.0,2.55,1.98,3.0,12.2,714.0,1.0,0.0,0.0,0.0,90.9,0
1.3,349399.0,2028.0,2.0,0.1,0.0,0.0,1.0,1.0,15.2,29.5,0.0,0.48,3.69,0.0,1.1,708.0,1.0,1.0,0.0,1.0,53.9,0
24.2,173080.0,1774.0,2.0,2.6,0.0,3.0,0.0,1.0,0.4,42.5,0.0,0.97,5.49,0.0,1.6,665.0,3.0,1.0,0.0,0.0,66.0,0
16.7,207533.0,638.0,2.0,16.7,0.0,1.0,0.0,1.0,1.4,4.8,0.0,0.42,0.85,1.0,6.8,711.0,5.0,0.0,0.0,0.0,66.2,0
1.3,202820.0,1269.0,3.0,1.3,1.0,0.0,1.0,0.0,11.1,19.6,0.0,2.49,5.66,0.0,4.4,698.0,1.0,0.0,0.0,1.0,70.4,0
17.5,80545.0,1300.0,1.0,1.2,2.0,0.0,0.0,1.0,9.8,199.0,1.0,0.95,2.4,0.0,7.2,776.0,1.0,0.0,0.0,0.0,75.8,0
2.8,84521.0,1218.0,1.0,2.8,2.0,2.0,0.0,1.0,2.4,179.4,1.0,1.55,3.66,1.0,13.7,755.0,3.0,0.0,0.0,0.0,56.5,0
20.1,176092.0,2582.0,2.0,3.2,3.0,2.0,0.0,1.0,3.1,44.3,2.0,1.91,2.41,1.0,1.5,732.0,2.0,0.0,0.0,0.0,44.7,0
39.2,118910.0,974.0,2.0,10.4,1.0,2.0,0.0,1.0,2.4,7.7,1.0,2.12,5.3,0.0,14.9,719.0,4.0,0.0,0.0,0.0,37.0,0
3.2,119310.0,1562.0,1.0,3.2,3.0,1.0,1.0,0.0,1.7,114.4,2.0,2.2,2.15,0.0,12.7,666.0,2.0,0.0,0.0,1.0,47.8,0
22.6,316169.0,1070.0,1.0,4.2,0.0,0.0,0.0,0.0,3.8,61.6,0.0,1.05,1.8,0.0,40.0,797.0,2.0,0.0,0.0,0.0,46.6,0
69.4,292945.0,1700.0,1.0,30.7,1.0,0.0,0.0,1.0,2.8,27.7,0.0,2.01,1.09,0.0,14.4,831.0,5.0,1.0,0.0,0.0,82.8,1
23.6,354080.0,1292.0,1.0,0.0,3.0,1.0,0.0,1.0,5.5,6.0,3.0,5.06,3.83,0.0,2.7,739.0,5.0,0.0,0.0,0.0,33.1,0
1.2,346575.0,1426.0,3.0,1.0,1.0,1.0,0.0,1.0,0.2,24.1,1.0,0.68,6.44,1.0,19.6,840.0,2.0,1.0,0.0,0.0,57.5,0
53.2,388544.0,1834.0,2.0,10.9,3.0,1.0,0.0,0.0,8.3,25.2,3.0,1.77,6.12,0.0,1.2,753.0,4.0,0.0,0.0,0.0,17.0,0
91.7,244275.0,1355.0,2.0,18.2,0.0,0.0,1.0,0.0,4.5,33.6,3.0,3.72,2.09,0.0,0.5,796.0,4.0,0.0,0.0,1.0,7.2,1
27.1,69560.0,1206.0,2.0,27.1,0.0,0.0,1.0,1.0,4.2,44.2,1.0,2.54,4.61,0.0,0.2,696.0,3.0,0.0,0.0,0.0,55.7,0
4.2,92676.0,1795.0,3.0,4.2,0.0,0.0,0.0,0.0,0.7,105.6,2.0,4.36,3.28,1.0,20.7,671.0,2.0,1.0,0.0,0.0,40.7,0
1.9,157237.0,1812.0,1.0,1.9,1.0,2.0,0.0,1.0,11.2,98.4,2.0,3.03,1.25,0.0,4.7,672.0,2.0,1.0,0.0,1.0,9.7,0
7.4,338714.0,1885.0,2.0,1.1,1.0,3.0,0.0,1.0,2.0,25.0,2.0,0.64,2.95,1.0,6.1,746.0,1.0,0.0,0.0,0.0,63.5,0
1.4,123430.0,825.0,1.0,1.4,0.0,2.0,0.0,1.0,2.5,49.8,2.0,0.99,2.4,0.0,3.0,683.0,1.0,0.0,0.0,2.0,27.6,0
18.9,129091.0,3413.0,1.0,3.9,2.0,1.0,1.0,1.0,1.6,2.6,0.0,0.66,5.69,0.0,14.9,728.0,2.0,0.0,0.0,1.0,52.6,0
10.9,367005.0,2306.0,1.0,1.9,0.0,1.0,0.0,1.0,3.4,33.4,1.0,2.95,2.8,1.0,7.5,790.0,4.0,0.0,0.0,0.0,65.7,0
36.7,139433.0,1204.0,2.0,36.7,1.0,0.0,1.0,1.0,12.8,63.7,0.0,2.82,4.37,0.0,5.8,663.0,1.0,1.0,0.0,0.0,60.7,0
4.4,205985.0,1302.0,2.0,0.3,0.0,1.0,1.0,1.0,0.4,3.8,1.0,2.09,2.08,0.0,29.5,735.0,1.0,0.0,0.0,0.0,73.9,0
79.2,327566.0,1902.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,1.2,3.0,1.05,1.47,1.0,4.3,716.0,1.0,0.0,0.0,0.0,14.1,0
4.8,147297.0,2214.0,2.0,4.8,0.0,2.0,0.0,1.0,15.3,66.6,1.0,4.17,3.83,0.0,4.5,756.0,4.0,0.0,0.0,2.0,23.8,0
35.3,203508.0,2081.0,3.0,17.8,3.0,3.0,1.0,0.0,5.1,59.8,2.0,0.5,3.72,0.0,0.2,677.0,2.0,0.0,0.0,0.0,26.0,0
5.3,160752.0,2842.0,1.0,0.3,0.0,0.0,1.0,1.0,2.4,67.0,3.0,2.55,3.68,0.0,2.2,712.0,1.0,0.0,0.0,2.0,23.3,0
69.2,209193.0,897.0,2.0,2.1,1.0,1.0,0.0,0.0,0.4,3.5,0.0,0.74,1.16,3.0,4.7,695.0,2.0,1.0,0.0,2.0,73.9,0
11.8,156845.0,1241.0,1.0,11.8,0.0,3.0,0.0,0.0,1.5,35.7,1.0,1.35,0.48,1.0,25.3,769.0,3.0,0.0,0.0,0.0,50.4,0
35.2,143763.0,2163.0,2.0,0.4,2.0,3.0,0.0,1.0,7.0,20.2,4.0,0.7,3.23,1.0,6.5,716.0,1.0,0.0,1.0,0.0,75.5,0
40.9,80733.0,877.0,2.0,9.8,0.0,2.0,0.0,1.0,10.3,18.0,0.0,0.74,3.87,2.0,13.0,757.0,1.0,0.0,0.0,1.0,35.6,0
31.4,407673.0,2326.0,2.0,22.3,0.0,2.0,0.0,1.0,2.9,51.6,2.0,2.25,4.07,1.0,2.2,727.0,4.0,0.0,0.0,0.0,49.2,0
11.9,211528.0,2214.0,2.0,6.2,1.0,3.0,1.0,0.0,0.2,0.5,0.0,2.2,3.41,1.0,4.6,720.0,3.0,0.0,0.0,2.0,5.0,0
12.3,117554.0,1507.0,1.0,11.8,0.0,3.0,0.0,1.0,11.2,23.7,2.0,1.66,1.21,0.0,0.1,668.0,1.0,1.0,1.0,1.0,58.2,0
50.9,155261.0,1016.0,1.0,16.0,2.0,0.0,0.0,1.0,21.0,121.5,0.0,4.38,1.1,2.0,0.7,715.0,1.0,0.0,0.0,0.0,33.5,1
2.7,153734.0,972.0,2.0,0.3,1.0,1.0,0.0,1.0,1.6,4.3,2.0,2.37,1.97,0.0,15.1,670.0,3.0,0.0,0.0,1.0,76.3,0
13.1,112595.0,816.0,3.0,12.2,1.0,1.0,0.0,1.0,1.7,7.7,0.0,1.97,1.81,0.0,5.9,711.0,1.0,0.0,1.0,1.0,57.2,0
36.2,377241.0,908.0,2.0,6.0,3.0,1.0,0.0,0.0,14.6,1.8,2.0,0.24,4.71,1.0,10.2,636.0,2.0,0.0,0.0,1.0,96.3,0
12.5,371792.0,1599.0,1.0,5.2,0.0,0.0,1.0,1.0,0.2,12.1,2.0,0.62,4.92,0.0,0.5,718.0,2.0,0.0,0.0,0.0,27.3,0
39.4,149474.0,869.0,2.0,11.9,3.0,3.0,1.0,1.0,5.1,3.4,3.0,3.58,3.61,0.0,3.4,651.0,2.0,0.0,0.0,0.0,71.9,0
22.1,138359.0,1618.0,2.0,15.4,1.0,0.0,1.0,0.0,1.7,15.3,0.0,2.11,7.84,1.0,1.2,748.0,1.0,0.0,0.0,3.0,44.3,0
18.8,67517.0,1124.0,2.0,9.7,1.0,1.0,0.0,0.0,9.2,43.4,1.0,3.05,3.56,0.0,6.0,714.0,1.0,0.0,0.0,0.0,25.8,0
5.0,621797.0,1431.0,1.0,5.0,0.0,0.0,0.0,0.0,0.5,11.4,1.0,1.0,2.55,0.0,4.3,651.0,4.0,0.0,0.0,0.0,61.8,0
33.0,117208.0,1096.0,2.0,4.8,0.0,1.0,0.0,1.0,3.7,19.8,4.0,2.8,5.65,0.0,2.5,790.0,2.0,0.0,0.0,1.0,47.4,0
0.9,165790.0,935.0,2.0,0.9,1.0,2.0,1.0,1.0,7.7,59.1,0.0,3.12,1.69,0.0,7.4,769.0,5.0,0.0,1.0,0.0,7.2,0
21.6,375733.0,1539.0,1.0,15.4,2.0,1.0,1.0,1.0,1.4,19.9,2.0,0.81,0.94,0.0,6.9,734.0,4.0,1.0,0.0,0.0,61.8,0
23.8,192576.0,1913.0,3.0,12.2,4.0,1.0,0.0,1.0,1.3,0.5,0.0,1.21,4.97,1.0,2.0,728.0,1.0,0.0,0.0,1.0,46.8,0
14.6,405197.0,1030.0,2.0,9.5,4.0,1.0,1.0,1.0,0.5,3.4,0.0,2.8,3.24,1.0,2.1,693.0,1.0,0.0,0.0,0.0,41.5,0
8.6,189030.0,1862.0,2.0,8.6,1.0,1.0,0.0,1.0,3.5,15.3,2.0,1.62,0.57,0.0,4.8,757.0,4.0,0.0,0.0,2.0,43.2,0
8.8,353202.0,2345.0,2.0,3.5,3.0,2.0,0.0,1.0,3.4,4.9,0.0,4.82,1.5,0.0,3.8,694.0,1.0,0.0,0.0,0.0,41.2,0
21.5,124803.0,2836.0,2.0,6.4,1.0,3.0,0.0,1.0,12.2,91.4,4.0,1.45,3.49,1.0,8.8,766.0,1.0,0.0,1.0,0.0,56.9,0
10.6,500353.0,1401.0,2.0,10.6,1.0,0.0,1.0,1.0,3.6,41.7,0.0,1.55,1.75,0.0,12.0,711.0,1.0,0.0,0.0,0.0,37.9,0
7.7,438598.0,1065.0,2.0,0.6,2.0,1.0,0.0,1.0,2.4,124.4,0.0,1.42,3.72,3.0,6.6,774.0,2.0,0.0,0.0,0.0,74.6,0
51.3,175737.0,1494.0,2.0,3.9,1.0,0.0,0.0,1.0,2.9,21.3,1.0,1.61,6.49,0.0,5.5,767.0,2.0,0.0,0.0,0.0,60.2,0
4.9,192527.0,1617.0,2.0,4.9,4.0,2.0,0.0,0.0,1.2,3.7,0.0,1.08,2.0,1.0,6.4,713.0,6.0,0.0,0.0,0.0,41.3,0
0.0,365058.0,1607.0,2.0,0.0,2.0,1.0,1.0,1.0,0.3,11.9,0.0,1.52,3.1,1.0,17.8,716.0,3.0,0.0,0.0,1.0,77.7,0
36.0,286962.0,1643.0,2.0,25.5,0.0,0.0,1.0,1.0,7.4,38.6,2.0,0.87,6.88,1.0,8.7,817.0,4.0,0.0,0.0,0.0,91.7,0
25.1,235143.0,1232.0,1.0,6.9,3.0,2.0,0.0,0.0,4.9,13.6,4.0,3.5,4.18,0.0,7.4,751.0,4.0,0.0,0.0,1.0,57.2,1
2.5,100934.0,1910.0,1.0,2.5,0.0,3.0,0.0,1.0,1.1,84.5,4.0,2.5,1.42,1.0,5.3,816.0,5.0,1.0,0.0,1.0,83.6,0
41.1,170269.0,1016.0,2.0,6.6,1.0,2.0,0.0,1.0,3.7,73.8,0.0,3.91,1.72,2.0,2.4,682.0,3.0,0.0,1.0,0.0,50.8,0
18.7,275539.0,911.0,2.0,0.4,2.0,1.0,1.0,1.0,0.2,87.6,1.0,3.66,1.52,1.0,0.4,755.0,2.0,1.0,0.0,1.0,15.2,0
12.9,200347.0,1233.0,2.0,8.3,1.0,0.0,0.0,0.0,6.9,224.7,3.0,4.52,0.74,1.0,1.6,677.0,3.0,0.0,0.0,0.0,38.1,0
3.3,177683.0,1642.0,1.0,3.3,4.0,1.0,0.0,1.0,2.4,55.3,0.0,1.17,1.1,0.0,5.2,749.0,1.0,0.0,1.0,2.0,49.9,0
27.1,217973.0,1013.0,2.0,22.7,1.0,0.0,0.0,1.0,5.0,36.4,1.0,0.72,3.07,0.0,5.2,790.0,1.0,0.0,0.0,0.0,36.9,0
5.9,187894.0,1205.0,2.0,5.9,4.0,1.0,1.0,1.0,0.6,25.3,1.0,3.79,3.76,0.0,3.6,759.0,2.0,0.0,0.0,0.0,81.8,0
