packet_size_bytes,connection_duration_sec,num_packets,bytes_sent,bytes_received,protocol_type,service_type,flag_type,src_port_ephemeral,dst_port_wellknown,num_failed_logins,is_guest_login,num_access_files,num_outbound_commands,count_connections_same_host,serror_rate,rerror_rate,same_service_rate,diff_host_rate,dst_host_count,target
314,35.98,50,3481,195,3,1,3,1,1,0,0,2,2,9,0.009,0.227,0.7722,0.1099,20,0
100,56.62,38,13076,12144,3,5,3,1,1,0,0,3,0,9,0.0348,0.2257,0.861,0.351,33,0
558,0.82,63,6834,1257,2,8,0,1,0,0,0,4,0,6,0.0098,0.0783,0.6643,0.083,35,0
185,3.13,38,1093,35832,2,10,0,1,1,0,0,3,1,7,0.2085,0.0214,0.6954,0.1313,25,0
342,126.39,52,5846,3566,2,3,5,1,0,1,0,2,0,6,0.1817,0.2597,0.8489,0.3406,26,1
612,80.92,52,3427,1414,1,11,0,1,0,0,0,2,0,10,0.108,0.0175,0.6998,0.1693,28,0
142,53.97,46,124503,1402,3,8,1,1,1,0,0,0,0,5,0.0906,0.0714,0.6277,0.4468,30,0
563,3.96,61,10126,23349,1,8,4,0,1,0,0,1,0,14,0.0195,0.0742,0.8574,0.0287,35,0
100,32.57,38,92544,483,0,1,2,1,1,0,0,2,1,7,0.1715,0.0283,0.6298,0.1661,33,0
475,4.36,49,8423,5747,0,4,4,1,1,0,0,2,0,12,0.1079,0.0178,0.461,0.0748,24,0
349,0.87,61,32171,10022,2,3,2,0,0,1,0,0,0,7,0.0199,0.0241,0.519,0.043,30,0
688,59.9,64,4493,25671,1,6,2,1,0,0,0,3,1,14,0.0195,0.1473,0.6683,0.0553,26,0
1586,91.93,51,12198,32901,1,11,2,0,1,1,0,0,0,11,0.0619,0.0207,0.8735,0.2926,32,0
4996,11.67,45,129,100,1,3,0,1,0,0,0,3,0,10,0.0525,0.052,0.7388,0.1308,25,0
407,1.08,54,7428,100,0,2,5,1,0,0,0,1,0,6,0.0381,0.0246,0.5737,0.0907,30,0
902,40.98,53,2913,932,3,6,3,0,1,1,0,1,0,9,0.0029,0.2107,0.8596,0.275,37,0
838,16.62,47,540,2117,1,9,2,0,1,0,0,2,2,5,0.0765,0.0925,0.8636,0.0755,20,0
2324,50.75,53,5057,7141,1,2,1,0,1,0,0,3,0,11,0.0519,0.0723,0.8335,0.1521,28,0
228,37.51,59,1060,30116,0,8,4,1,1,1,0,2,1,9,0.2196,0.1253,0.7046,0.3146,26,1
5201,0.56,44,21108,6660,3,9,5,1,1,0,0,1,0,6,0.0459,0.0719,0.7218,0.2334,21,0
742,50.47,57,6200,880,0,5,0,0,0,1,0,3,0,8,0.0749,0.0964,0.7958,0.0959,26,0
612,95.6,62,264,17846,3,9,2,0,0,0,0,3,0,8,0.0055,0.0949,0.8599,0.1166,22,0
110,25.65,41,792,6281,3,11,3,0,0,0,0,1,0,9,0.2117,0.1307,0.8186,0.2392,23,0
5035,19.08,41,2551,1242,0,4,0,0,1,0,0,3,0,9,0.0864,0.0634,0.62,0.5385,27,0
730,3.53,62,1321,127,0,7,5,1,1,0,0,1,0,8,0.008,0.0181,0.6134,0.157,29,0
3307,9.68,52,15010,100,3,0,0,1,1,0,0,2,0,15,0.0465,0.0222,0.7509,0.1113,24,0
1440,38.41,50,1298,2223,2,6,5,1,1,0,0,0,0,10,0.0083,0.0449,0.7432,0.1878,28,0
100,58.3,48,100,2748,1,5,3,0,0,0,0,4,0,11,0.0476,0.0955,0.9615,0.1808,43,0
585,45.53,50,1398,2895,3,0,3,1,0,0,0,1,1,11,0.0066,0.1467,0.6516,0.2082,23,0
183,56.29,51,7633,564,2,1,0,1,0,0,0,2,0,13,0.1146,0.021,0.5714,0.1889,36,0
341,14.63,49,2752,2904,0,10,5,1,1,0,0,2,2,12,0.2245,0.03,0.8394,0.1327,33,0
1341,29.92,44,5452,1545,2,6,1,1,0,0,0,1,1,10,0.03,0.0063,0.4782,0.2011,33,0
2419,25.84,62,198,418,3,10,5,1,0,0,1,2,1,11,0.0192,0.0089,0.8971,0.217,29,0
1573,28.11,49,16603,578,0,11,0,1,1,0,0,2,1,12,0.1102,0.0628,0.9192,0.1966,32,0
778,2.27,49,55492,19865,2,10,2,1,0,0,0,1,1,16,0.114,0.0131,0.9392,0.0939,32,0
135,83.2,40,5045,100,3,10,3,0,1,0,0,3,0,13,0.0326,0.0094,0.9425,0.1777,32,0
1042,40.73,55,431,10604,0,1,4,1,0,0,0,3,1,8,0.0842,0.0584,0.9367,0.4098,36,0
951,35.18,56,47914,16675,1,6,0,1,0,0,0,3,0,10,0.1327,0.0261,0.7892,0.1385,31,0
334,1.59,62,10446,284,0,5,3,1,1,1,0,0,0,19,0.1139,0.0681,0.5472,0.1349,33,0
100,38.57,46,25864,3936,1,1,4,0,1,0,0,0,1,7,0.0678,0.0325,0.7224,0.07,30,0
552,4.05,43,15740,2541,2,5,4,1,0,1,0,2,0,6,0.0047,0.0533,0.8327,0.1677,28,0
136,4.4,43,1738,161,0,6,4,1,1,0,0,3,1,12,0.2065,0.1777,0.6067,0.1521,21,0
100,7.36,53,679,13536,0,3,2,1,1,0,0,0,0,9,0.2426,0.035,0.4646,0.0177,34,0
228,19.52,58,5488,9365,0,4,3,0,1,0,0,1,1,7,0.0723,0.0151,0.8071,0.3618,28,0
100,14.69,52,118748,5409,2,0,4,0,0,0,1,0,0,10,0.0077,0.2262,0.5771,0.2709,32,0
12029,34.82,42,11522,438,1,8,2,1,1,0,0,0,0,8,0.2012,0.0478,0.6908,0.1884,25,0
741,4.49,61,27695,376,0,8,2,1,0,0,0,1,0,8,0.0107,0.0299,0.8166,0.4498,27,0
474,47.85,46,13206,241312,0,7,2,1,1,1,0,2,1,9,0.0511,0.0768,0.4571,0.162,22,0
692,73.94,54,8611,41334,2,7,1,0,1,0,0,1,1,2,0.264,0.0694,0.3073,0.4864,30,1
1047,18.44,58,759,290,3,9,1,0,0,0,0,1,0,11,0.0202,0.0256,0.8549,0.069,37,0
2427,1.51,45,100,2999,2,10,3,1,0,0,0,2,0,9,0.211,0.0083,0.6936,0.0775,28,0
100,6.88,47,634,8422,1,3,2,0,1,0,0,2,1,10,0.0722,0.0238,0.8602,0.2633,28,0
5337,84.02,60,35205,1011,2,5,0,1,0,0,1,1,2,13,0.0332,0.0187,0.6892,0.0532,34,0
141,92.54,57,513,279,2,0,2,1,0,1,0,2,0,10,0.0345,0.0253,0.617,0.096,29,0
131,4.11,52,90830,1141,2,0,0,0,1,1,0,0,0,12,0.0962,0.0162,0.5959,0.2276,28,0
4757,8.55,57,253,100,3,10,0,1,1,0,0,2,1,11,0.0683,0.0056,0.7205,0.184,20,0
285,15.47,46,362,51718,3,8,5,0,1,1,0,1,0,8,0.2625,0.0485,0.7541,0.1118,29,0
2256,36.63,48,18842,589,0,8,0,1,0,0,0,5,0,8,0.3728,0.0571,0.8165,0.1747,28,0
101,73.72,52,8367,83697,0,10,0,1,1,0,0,3,0,11,0.0891,0.1543,0.6622,0.1673,33,0
213,16.68,49,7006,19188,3,6,2,0,1,1,0,1,0,9,0.0488,0.0507,0.4341,0.1252,33,0
226,2.48,49,330,1987,2,8,0,1,1,0,0,2,0,7,0.3327,0.2432,0.7163,0.0569,26,0
424,4.65,49,15594,339,1,2,0,0,1,2,0,3,0,7,0.0862,0.1104,0.5723,0.2838,26,1
426,19.71,54,7088,1424,0,11,5,1,0,0,0,1,2,5,0.5223,0.0182,0.6843,0.182,36,1
183,32.05,49,2090,2119,2,0,1,1,0,0,0,1,0,11,0.1189,0.2406,0.7432,0.0795,30,0
266,0.3,56,31120,26181,2,1,1,1,1,0,0,0,0,6,0.0313,0.0605,0.841,0.1173,37,0
8649,16.22,46,998,3261,3,3,5,1,0,0,0,1,0,13,0.1064,0.2199,0.8101,0.1212,40,0
413,74.49,51,20276,4264,3,0,1,1,1,0,0,1,0,5,0.0317,0.1195,0.7131,0.3513,36,0
302,9.08,51,11369,1996,2,5,1,0,1,2,0,1,0,10,0.2669,0.0179,0.8053,0.4236,43,1
741,52.97,58,402,7186,3,8,2,1,0,0,0,2,1,5,0.0627,0.0402,0.7881,0.2396,18,0
1193,24.18,53,11520,244,2,2,3,0,0,1,0,3,0,14,0.2537,0.0243,0.7629,0.2712,33,1
568,129.93,56,4953,100,0,9,2,0,1,0,0,4,0,13,0.0788,0.0425,0.8164,0.2879,32,0
1470,77.77,59,7262,23863,3,6,2,1,0,0,0,2,1,11,0.2543,0.0386,0.8237,0.1652,43,0
787,25.67,60,145019,30960,3,10,5,1,0,2,0,2,2,5,0.0042,0.089,0.7252,0.0852,32,1
1134,9.88,49,2446,2398,1,5,2,1,1,0,0,4,1,9,0.1362,0.0911,0.652,0.1796,26,0
174,8.05,44,21225,42660,1,6,1,1,0,0,0,0,0,12,0.0698,0.0494,0.8661,0.1191,35,0
395,53.91,50,1372,878,0,3,0,1,1,0,0,4,1,9,0.1891,0.104,0.7834,0.0468,33,0
230,78.06,50,1421,2071,1,4,2,0,1,0,0,3,1,8,0.0296,0.0925,0.4624,0.1498,23,0
624,47.49,42,9702,19121,3,3,0,0,1,0,0,1,1,6,0.0032,0.0256,0.7474,0.6534,31,0
385,12.54,54,326,12084,1,3,4,0,0,0,0,2,1,6,0.0199,0.0543,0.6554,0.1698,28,0
3688,64.47,60,699,19566,2,4,4,1,0,1,0,3,0,15,0.003,0.1229,0.8452,0.1006,30,0
100,13.15,57,20975,364,0,7,4,1,0,0,0,1,0,8,0.064,0.0083,0.6132,0.1826,34,0
114,11.8,48,3756,40137,0,9,2,1,1,0,0,3,0,10,0.118,0.1499,0.6344,0.0467,26,0
6063,14.72,50,5745,5000,3,3,5,1,0,0,0,0,0,4,0.0426,0.041,0.7329,0.4732,28,0
490,25.98,44,117,154,0,7,1,1,1,1,0,1,0,10,0.2923,0.0796,0.1788,0.0194,32,1
457,29.59,60,261,284,0,2,5,1,1,0,0,3,0,16,0.3137,0.084,0.8664,0.1557,36,1
100,0.71,50,26449,10315,1,3,1,1,0,0,0,4,0,8,0.0496,0.1183,0.9842,0.0419,25,0
3056,8.04,52,5605,10788,2,10,5,0,1,0,0,1,0,18,0.2445,0.0704,0.6371,0.1214,33,0
1168,6.0,56,1122,432,3,5,1,0,0,0,0,2,0,9,0.2024,0.1364,0.9745,0.0757,30,0
883,4.36,54,100,1992,1,4,2,1,0,0,0,2,0,9,0.0646,0.053,0.9111,0.137,32,0
100,49.44,57,743,1044,2,10,1,1,1,0,1,3,0,15,0.0904,0.0378,0.449,0.077,30,0
202,7.23,46,882,500000,3,2,5,1,1,0,0,1,0,11,0.0336,0.0334,0.5558,0.3826,29,0
8647,14.59,37,29155,5614,0,3,3,1,1,0,0,3,0,13,0.1108,0.0196,0.8834,0.2397,40,0
587,23.04,33,5282,8124,2,11,2,0,1,2,0,0,2,9,0.1799,0.0159,0.7895,0.1062,30,1
1134,10.03,42,943,12602,1,4,3,1,1,0,0,1,1,11,0.0105,0.0969,0.8446,0.199,20,0
5640,39.45,44,3133,3896,2,10,3,1,1,0,0,0,1,5,0.0177,0.0473,0.7719,0.1834,28,0
344,6.76,53,7234,3065,3,5,4,1,1,0,0,2,0,15,0.0389,0.0452,0.6054,0.1925,19,0
100,107.16,34,14016,8812,2,4,2,1,0,0,0,6,1,19,0.0071,0.0739,0.8888,0.3523,38,0
631,24.73,40,5462,1135,0,5,5,1,0,0,0,0,0,7,0.1058,0.0272,0.2983,0.0099,39,0
2426,4.25,47,1549,46509,2,9,3,0,0,0,0,0,1,10,0.0062,0.0001,0.8022,0.2206,27,0
309,1.35,48,1672,8786,1,2,2,1,1,0,0,0,2,10,0.0895,0.0475,0.6149,0.0566,26,0
6430,8.64,57,100,16088,0,2,0,1,0,0,0,2,0,4,0.104,0.0228,0.7927,0.1738,35,0
150,11.5,61,3456,12218,0,8,5,1,1,0,0,3,0,5,0.0924,0.1637,0.5457,0.1283,25,0
741,7.1,52,16056,15527,3,11,4,1,0,0,0,1,1,10,0.0628,0.0567,0.8363,0.2463,28,0
100,15.98,59,585,13227,2,9,4,1,1,0,0,2,1,12,0.0157,0.1013,0.867,0.0394,35,1
379,52.33,53,204,87922,3,9,5,1,1,0,0,2,1,11,0.0712,0.1392,0.9008,0.2522,31,0
113,36.71,40,750,35411,1,6,1,1,1,1,0,1,3,10,0.2331,0.2067,0.5249,0.082,24,1
299,35.55,51,159,388,0,11,5,0,1,0,0,3,1,7,0.2439,0.0068,0.6888,0.2751,30,0
1218,62.89,45,42977,2554,1,2,3,0,0,1,0,1,0,13,0.2699,0.0248,0.6637,0.2749,30,1
419,22.16,61,318,3875,3,10,4,0,1,1,0,2,0,7,0.0032,0.0348,0.4549,0.1722,31,0
176,13.97,57,2002,1070,2,6,2,1,1,0,0,4,0,10,0.2969,0.0014,0.9444,0.1196,34,1
6709,41.16,56,472,5579,2,3,3,1,0,0,0,2,0,15,0.5716,0.0605,0.9303,0.484,40,1
100,58.57,50,111241,2662,1,1,0,1,1,0,0,2,0,9,0.0909,0.0738,0.6796,0.1482,35,0
1476,88.15,52,286,14870,1,10,1,1,0,0,0,3,0,9,0.1535,0.0668,0.8955,0.128,18,0
660,10.08,52,54677,178,0,2,4,1,1,0,0,2,0,12,0.0786,0.0304,0.5851,0.0811,23,0
100,3.05,37,139,106564,2,5,4,1,0,0,0,4,0,16,0.1252,0.0408,0.9044,0.2578,27,0
113,72.13,43,100,59694,1,6,4,0,0,0,0,3,0,13,0.1228,0.0921,0.9801,0.1837,36,0
475,4.94,42,16585,4905,1,6,2,1,0,0,0,3,0,11,0.1219,0.1574,0.6001,0.1021,30,0
1619,4.39,50,609,4361,1,10,0,1,1,0,0,1,0,14,0.0684,0.0704,0.8974,0.2747,37,0
770,18.37,31,27746,1193,0,2,5,1,1,0,0,2,1,11,0.051,0.0248,0.6144,0.4066,28,0
399,4.78,48,1174,147252,3,3,3,0,0,0,0,5,1,14,0.0216,0.201,0.7985,0.3333,34,0
149,1.02,63,838,1035,0,0,2,0,1,1,0,3,1,8,0.1231,0.1033,0.7059,0.3837,23,0
100,14.61,46,464,13937,0,3,1,1,0,1,0,3,1,12,0.0877,0.1489,0.8641,0.3285,28,0
398,1.36,46,1251,7213,0,7,4,1,1,0,0,0,0,10,0.0125,0.2283,0.7967,0.433,26,0
929,33.84,43,3975,15261,2,3,3,1,0,0,0,0,0,7,0.1403,0.023,0.6689,0.1518,26,0
281,16.27,44,100,130,1,1,2,0,1,0,0,2,1,11,0.0917,0.0642,0.643,0.1786,24,0
1288,57.94,55,33310,12744,2,8,0,1,1,0,0,3,0,8,0.0241,0.0066,0.698,0.0392,26,0
488,34.75,46,1022,41572,1,2,5,1,0,0,0,2,0,10,0.0763,0.0462,0.762,0.2782,40,0
658,41.54,44,158,7042,3,9,2,1,1,0,0,1,1,11,0.0006,0.1118,0.5813,0.0546,17,0
238,34.16,54,1390,1026,2,10,3,1,1,3,0,4,0,8,0.1357,0.0094,0.7216,0.2885,39,1
307,2.97,57,3134,5502,2,0,0,0,1,0,0,3,1,9,0.0557,0.0456,0.5559,0.1633,27,0
887,28.87,55,100,2881,2,4,5,1,1,0,0,0,1,5,0.0287,0.0146,0.8058,0.4145,43,0
6515,26.28,54,434,4917,2,8,3,1,0,0,0,5,1,6,0.0468,0.0228,0.4074,0.4174,22,0
462,35.54,63,13490,100,1,11,3,1,0,1,0,0,0,7,0.0155,0.0401,0.461,0.201,30,0
207,28.98,38,5224,2190,3,4,1,1,0,0,0,3,0,7,0.0038,0.0697,0.8842,0.2344,20,0
100,6.88,44,269,100,2,11,5,1,0,0,0,0,0,6,0.006,0.0011,0.6864,0.4043,32,0
2915,7.11,53,2540,1433,3,2,3,1,1,1,0,0,0,7,0.0466,0.0166,0.5883,0.3244,22,0
199,16.03,55,264,1421,3,10,3,0,1,1,0,2,0,14,0.0485,0.1545,0.5819,0.2526,29,0
100,2.34,58,6656,811,2,3,1,1,0,0,0,1,0,9,0.0583,0.019,0.8252,0.0172,23,0
100,48.41,49,541,111,1,9,1,1,0,1,0,3,0,6,0.0199,0.2439,0.7844,0.1974,28,0
1742,47.14,52,100,125,3,0,1,1,1,0,0,2,0,8,0.0328,0.0086,0.9165,0.2,36,0
100,9.61,53,344,417,3,1,0,1,1,0,0,2,0,10,0.0238,0.2022,0.8726,0.1337,18,0
4127,99.27,43,4527,1567,2,7,4,1,0,0,0,3,0,11,0.0418,0.2543,0.9116,0.2145,31,0
453,14.9,49,7238,13618,0,3,0,1,1,0,0,1,0,8,0.0126,0.1046,0.5628,0.1202,33,0
819,18.35,51,19360,3538,3,7,3,1,0,2,0,1,0,13,0.129,0.0077,0.8604,0.0954,37,0
100,1.63,52,369,210,2,0,5,1,1,2,0,1,0,6,0.0452,0.1522,0.9156,0.2552,35,1
210,31.36,47,5710,3100,3,8,5,0,1,0,0,1,0,11,0.0774,0.0535,0.7189,0.0643,43,0
200,8.82,33,1122,802,0,6,1,0,0,0,0,2,0,9,0.0585,0.0377,0.4516,0.5707,27,0
409,46.1,51,100,1451,3,9,1,1,1,0,1,1,0,11,0.0385,0.0597,0.7061,0.2101,27,0
664,3.9,47,260,2614,2,3,1,1,0,1,0,1,0,16,0.0306,0.1671,0.5204,0.4103,24,0
3590,4.31,44,128,1079,0,1,2,1,1,0,0,1,0,13,0.2372,0.0078,0.7936,0.2225,28,0
513,14.72,42,6111,11124,2,3,3,1,0,0,0,1,0,7,0.011,0.1707,0.8344,0.1789,21,0
1647,0.65,45,3911,1434,3,5,4,0,0,0,0,2,0,11,0.0085,0.0216,0.6079,0.2462,35,0
922,31.21,36,178373,73481,1,11,3,1,1,0,0,1,0,8,0.0842,0.0197,0.7303,0.2444,30,0
1641,81.21,46,11564,100,1,3,4,1,1,0,0,4,1,8,0.0556,0.0024,0.8771,0.4398,37,0
590,13.79,50,17990,25535,1,8,4,0,0,0,0,2,2,7,0.0127,0.0648,0.722,0.2619,29,0
248,66.58,51,100,65168,0,3,3,0,1,0,0,0,1,11,0.0413,0.0102,0.9566,0.0104,26,0
100,51.95,46,3146,897,1,1,5,1,0,0,0,1,0,7,0.0029,0.0017,0.8522,0.1482,31,0
289,49.85,41,1331,14895,0,3,5,1,0,0,0,0,0,3,0.0958,0.0281,0.7527,0.0875,24,0
1472,8.68,48,10888,6663,1,11,2,1,0,0,0,4,0,7,0.0198,0.0613,0.8118,0.3144,30,0
1671,14.27,55,2582,100,1,0,2,1,1,0,0,4,0,10,0.0605,0.1186,0.7013,0.3468,24,0
6877,1.45,42,2893,24061,0,1,1,0,1,0,0,1,0,12,0.1864,0.0265,0.3579,0.2814,29,0
256,54.0,40,36453,22722,2,11,2,1,0,0,0,2,0,6,0.0497,0.0324,0.8985,0.2365,32,0
1938,6.28,46,1708,32751,0,2,3,1,1,0,0,2,0,11,0.1125,0.1055,0.6642,0.1408,31,0
100,13.01,58,6252,7298,1,0,0,0,1,0,0,2,0,15,0.0238,0.0173,0.7722,0.2786,31,1
100,8.84,62,861,1713,0,3,4,1,1,0,0,4,1,8,0.026,0.0486,0.866,0.1486,33,0
338,4.76,44,153,1097,2,2,3,0,0,0,0,2,0,10,0.011,0.0868,0.9751,0.2769,22,0
100,4.0,48,7039,3631,1,10,4,1,1,0,0,2,0,13,0.0165,0.02,0.7739,0.1789,34,0
210,10.98,48,3617,100,1,5,4,1,1,0,0,3,0,12,0.2064,0.1946,0.9044,0.0477,27,0
141,19.14,41,164,4785,2,10,2,0,1,0,0,3,0,11,0.0942,0.0076,0.3955,0.1448,25,0
368,2.41,61,474,960,1,5,4,0,1,0,0,1,1,4,0.0778,0.0064,0.8111,0.0636,28,0
100,28.7,51,364,7254,2,1,5,0,1,1,0,1,2,17,0.2688,0.0027,0.824,0.0534,25,1
100,25.39,47,9701,1897,0,8,2,1,1,1,0,2,1,10,0.1598,0.0114,0.8599,0.2897,31,1
100,28.37,46,3027,5830,1,6,2,1,0,0,0,2,0,7,0.0592,0.0821,0.6713,0.122,31,0
3621,53.56,49,2510,2678,3,0,4,1,0,0,0,2,1,17,0.1821,0.0374,0.6024,0.2698,26,0
893,14.47,48,16304,10463,0,6,0,0,1,0,0,2,0,10,0.0568,0.0176,0.6982,0.1064,38,0
3795,12.28,58,593,100,1,6,2,0,1,0,0,3,0,9,0.0958,0.0161,0.6413,0.1641,27,0
213,33.55,48,2128,48929,2,8,5,1,1,0,0,3,1,5,0.0327,0.1438,0.6165,0.1726,24,0
103,32.75,57,8640,2735,1,10,0,1,0,0,0,3,1,11,0.0004,0.0639,0.6602,0.125,34,0
192,1.41,42,4467,266,3,7,1,1,1,0,0,1,0,3,0.2034,0.119,0.6676,0.1144,29,0
102,128.81,48,788,3119,3,5,1,0,1,0,0,2,0,9,0.0527,0.0075,0.6562,0.185,33,0
3047,5.89,64,9814,1290,2,6,2,1,1,0,0,0,0,11,0.2879,0.0471,0.8642,0.1059,35,0
100,62.3,53,1277,276,3,7,1,1,0,0,0,0,1,9,0.1204,0.1889,0.3506,0.0556,30,0
2690,2.96,42,5415,100,0,8,3,0,1,0,0,1,1,6,0.1044,0.0604,0.6507,0.0788,31,0
1844,0.61,46,209327,3372,1,11,5,1,1,1,0,1,0,11,0.0998,0.1078,0.5612,0.1687,30,0
121,86.25,49,29448,27814,0,9,4,1,1,0,1,0,0,9,0.0428,0.0313,0.6542,0.115,20,0
100,30.05,51,100,438,1,6,2,1,0,0,0,2,0,11,0.1065,0.0792,0.5119,0.4262,32,1
100,12.67,33,100,69773,3,10,0,1,0,0,0,0,0,11,0.0891,0.0613,0.7183,0.1924,32,0
1721,110.21,47,904,14649,3,8,3,1,0,0,0,3,0,11,0.0451,0.0949,0.8264,0.2094,24,0
100,13.67,56,900,216,2,4,3,0,1,0,0,2,0,8,0.0705,0.0141,0.8032,0.304,31,0
1549,9.52,54,4922,901,2,5,1,1,1,0,0,1,1,11,0.3984,0.0688,0.9741,0.4298,29,0
651,14.06,44,207,6859,1,9,2,1,0,0,0,1,1,16,0.2051,0.0717,0.7677,0.306,36,0
495,54.98,54,5095,6824,2,5,4,1,0,1,0,1,0,10,0.3073,0.1323,0.7968,0.0479,27,1
135,22.24,42,2595,294,0,0,0,1,1,0,0,1,0,7,0.0542,0.0585,0.8103,0.1432,30,0
1672,22.12,62,8741,434,0,3,1,0,0,0,0,1,1,8,0.1026,0.0902,0.7857,0.2283,26,0
937,12.51,47,1769,100,3,0,2,1,1,0,0,1,0,9,0.0762,0.007,0.6393,0.2309,34,0
913,50.82,41,259560,913,2,5,2,1,0,1,0,1,0,10,0.1658,0.0025,0.825,0.1187,32,1
185,8.04,56,949,1641,2,3,5,1,1,1,0,3,1,12,0.0867,0.0735,0.479,0.2956,23,0
8033,6.18,39,2493,121,0,10,2,1,1,0,0,1,1,18,0.0277,0.1064,0.9433,0.276,34,0
449,8.55,39,37063,1974,3,8,1,1,0,0,0,1,0,7,0.2039,0.197,0.9276,0.0621,31,0
384,73.09,44,20699,6843,2,3,2,1,0,0,0,3,2,12,0.1345,0.0055,0.8177,0.4871,31,0
1233,49.95,45,1761,13607,0,7,3,1,0,0,0,4,0,11,0.0085,0.0032,0.613,0.1681,25,0
13136,55.54,51,18437,17566,1,3,2,0,1,0,1,5,0,8,0.0603,0.0275,0.5701,0.0561,32,0
100,18.73,49,15674,1783,0,7,3,1,0,1,0,2,0,16,0.0812,0.0224,0.8727,0.0532,25,0
273,13.53,46,7830,34270,2,5,0,1,1,0,0,2,0,9,0.0024,0.0531,0.9449,0.0225,29,0
2240,1.73,58,1389,2010,3,7,2,1,0,0,0,2,0,9,0.1289,0.0004,0.9914,0.1023,36,0
2240,75.14,45,1803,357,3,11,0,0,1,1,0,2,0,8,0.0382,0.019,0.4459,0.281,31,0
1096,1.21,56,32643,502,1,9,3,1,0,0,0,3,0,10,0.0658,0.0234,0.717,0.1372,39,0
213,11.84,61,1088,7819,2,10,3,1,0,0,0,4,0,9,0.3299,0.0473,0.8196,0.1023,30,0
109,2.65,47,100,1074,1,2,3,1,1,0,0,1,1,7,0.1836,0.1455,0.8892,0.0793,34,0
289,7.8,54,2045,4963,1,11,1,1,0,1,0,2,0,8,0.0695,0.0071,0.6445,0.0884,34,0
4683,19.36,47,688,14745,1,11,0,0,1,0,0,2,0,11,0.4069,0.0026,0.6642,0.2579,35,1
4309,6.93,42,7759,371,0,4,5,1,0,0,0,2,0,9,0.0619,0.0772,0.7187,0.2595,29,0
269,27.03,52,415469,19209,2,2,3,0,0,0,0,1,1,11,0.1095,0.0125,0.5773,0.0922,29,0
100,7.91,63,221,102,1,2,0,1,1,0,0,3,0,12,0.0645,0.0386,0.8443,0.2247,26,0
2502,80.8,58,556,1627,0,10,4,0,1,0,0,6,0,8,0.1176,0.0255,0.8099,0.1603,38,0
364,9.61,53,17794,724,0,0,4,1,1,0,0,1,1,11,0.0548,0.023,0.7399,0.1692,26,0
368,29.57,45,2164,4669,1,11,2,1,1,0,0,1,0,4,0.0012,0.1154,0.8322,0.2411,29,0
137,26.84,58,294,206,0,6,2,1,0,0,0,4,0,14,0.016,0.0517,0.596,0.1545,31,0
198,11.04,49,591,367,2,8,2,1,0,1,0,4,0,10,0.0306,0.0733,0.7183,0.2019,24,0
100,9.84,53,21242,8221,0,6,3,0,1,0,0,3,0,10,0.0376,0.0549,0.8628,0.1477,32,0
544,106.52,50,100,6931,2,1,3,1,1,0,0,1,1,10,0.189,0.0099,0.7143,0.1993,30,0
100,2.34,44,2479,11235,0,0,0,1,1,0,1,2,0,7,0.0926,0.0129,0.5853,0.1993,31,0
1156,43.08,43,100,2274,1,10,2,0,0,0,0,2,1,18,0.0414,0.1409,0.6297,0.2914,31,0
279,3.69,55,1343,217,3,3,3,0,1,0,0,3,1,14,0.044,0.0218,0.7756,0.1972,28,0
424,3.43,59,10402,2373,2,11,3,1,0,0,0,1,2,11,0.3088,0.072,0.8586,0.175,42,1
680,29.66,57,18145,12723,2,6,2,1,1,0,0,0,0,10,0.0598,0.0474,0.6576,0.1426,30,0
113,29.79,56,7489,2624,2,1,3,1,1,1,0,1,3,16,0.0004,0.0159,0.8993,0.1724,38,0
492,32.88,57,1191,3931,0,7,3,1,1,0,0,0,0,7,0.0028,0.1369,0.9072,0.2994,19,0
522,19.97,44,2421,1704,0,5,2,0,0,0,0,1,1,10,0.1892,0.0091,0.8945,0.1508,26,0
228,37.34,43,68712,351,0,8,3,1,0,2,0,0,0,10,0.0448,0.0001,0.7945,0.2591,24,1
176,9.0,44,4795,522,2,0,2,0,1,1,0,1,0,11,0.0368,0.0382,0.8618,0.0403,32,0
232,42.68,49,687,3195,0,3,5,1,1,1,0,1,0,9,0.055,0.0084,0.9017,0.3655,32,0
100,20.5,43,2566,2550,2,10,5,1,0,0,0,1,3,9,0.002,0.188,0.9143,0.1868,35,0
382,1.32,48,3258,176,1,7,3,1,1,1,0,1,2,14,0.0032,0.0025,0.8199,0.1418,28,0
934,52.39,49,585,21970,3,4,4,1,1,0,0,1,0,10,0.0499,0.0553,0.8423,0.157,30,0
222,6.87,52,6342,7199,3,8,3,0,0,0,0,2,1,12,0.0371,0.0016,0.6414,0.1234,33,0
353,0.53,58,14581,43793,2,11,2,0,1,0,0,1,0,10,0.0244,0.0721,0.9089,0.3589,41,0
119,3.83,47,47215,1164,3,9,0,1,0,1,0,3,0,9,0.0666,0.0064,0.8409,0.1865,34,0
1045,63.84,43,200,254,2,8,4,1,0,0,0,1,1,7,0.1381,0.0457,0.7869,0.1948,34,0
1215,67.04,46,817,352,0,2,5,1,1,2,0,2,1,12,0.0391,0.0316,0.7545,0.1553,29,1
4319,2.7,53,201,71641,2,8,3,0,0,0,0,2,0,11,0.0213,0.0237,0.8847,0.0231,20,0
