transaction_amount,merchant_category,time_since_last_transaction,distance_from_home,is_online,transaction_hour,day_of_week,card_age_days,avg_daily_transactions,amount_vs_avg_ratio,num_transactions_last_hour,is_international,merchant_risk_score,customer_age,account_balance,credit_limit_utilization,num_declined_last_month,velocity_score,target
10.91,7,3.36,5.5,1,1,2,1168,11.88,0.13,3,0,0.3061,51,4889.41,0.3839,1,2.6742,0
36.69,5,37.57,17.7,0,18,4,3141,14.14,0.48,1,0,0.1125,44,11432.37,0.5577,2,0.2314,0
55.93,9,1.49,42.0,1,4,1,2584,10.28,0.85,2,0,0.6016,34,2060.0,0.1273,0,2.8429,0
621.85,4,1.09,11.1,0,21,6,805,13.11,3.54,0,0,0.3632,18,5283.99,0.2491,0,2.123,0
88.05,1,5.22,54.8,0,13,5,644,11.04,0.49,0,0,0.4615,47,1870.96,0.6687,1,0.3365,0
39.12,7,19.66,5.8,0,19,5,1909,14.56,0.33,4,0,0.3659,45,993.51,0.3394,2,2.8006,0
19.41,1,16.97,1.9,0,8,3,1368,13.52,0.14,0,0,0.3305,54,1079.24,0.59,0,0.1159,0
33.01,3,4.2,12.2,0,19,6,1238,4.89,0.31,0,0,0.8005,51,3985.36,0.1454,0,0.9795,0
23.25,9,24.99,10.2,0,23,0,511,5.6,0.12,1,0,0.562,24,1489.57,0.1801,0,0.4217,0
14.97,6,0.05,12.5,0,22,3,2731,0.63,0.1,1,0,0.5829,47,1853.21,0.4651,0,20.5106,0
18.9,7,0.86,27.0,1,1,5,129,4.85,0.59,1,0,0.2476,52,3428.31,0.0674,0,3.486,0
7.81,1,12.64,11.5,1,0,2,2623,8.04,0.04,0,0,0.4603,23,5062.38,0.4181,1,0.3075,0
165.37,9,7.86,33.0,0,5,3,1707,8.87,1.44,1,0,0.9588,32,1933.47,0.123,0,0.986,0
5.87,0,6.53,1.0,0,11,5,3642,0.59,0.03,1,0,0.7778,38,1591.69,0.3988,0,0.9196,0
178.15,1,0.97,19.4,0,9,2,1069,11.2,2.33,1,0,0.3016,44,563.5,0.2999,0,3.0275,0
22.99,2,4.74,30.3,0,13,1,3352,3.95,0.15,2,0,0.9723,57,4611.46,0.4622,0,1.8502,0
29.35,2,9.33,33.5,0,17,5,3019,12.89,0.2,2,1,0.4061,21,4372.8,0.5121,0,1.3674,0
160.14,1,8.17,39.5,0,10,4,3362,7.8,1.12,4,0,0.2417,18,1392.16,0.223,0,2.808,0
110.67,8,5.96,32.1,1,16,3,3592,3.39,1.48,0,0,0.5789,18,38013.74,0.1532,0,0.5048,0
37.27,3,18.26,9.7,0,10,2,1839,12.82,0.19,0,0,0.5599,46,2669.76,0.1397,0,0.1655,0
23.34,9,21.14,16.4,1,9,5,794,11.1,0.13,3,0,0.2578,60,4496.84,0.6073,0,1.3962,0
73.74,1,7.06,6.4,0,18,5,1780,4.81,1.0,1,0,0.6401,27,13937.75,0.2881,0,0.9891,0
27.09,2,2.74,7.6,1,9,2,3075,7.82,0.16,1,0,0.6166,38,2727.89,0.4008,0,1.9549,0
11.02,2,31.57,20.5,1,15,2,2961,0.99,0.08,1,0,0.8979,22,4909.96,0.2068,0,0.0803,0
19.2,5,10.21,1.7,0,22,6,2862,4.06,0.1,2,0,0.2841,47,5710.19,0.1491,0,1.5493,0
101.45,0,1.16,4.6,0,6,6,2027,3.48,0.66,1,0,0.313,40,4384.04,0.4914,1,2.8601,0
143.95,6,18.11,5.1,1,14,1,2967,7.61,1.23,4,0,0.7388,28,1108.48,0.1317,0,3.0325,0
74.81,8,7.2,12.3,1,14,0,2952,8.52,0.71,0,0,0.1959,47,11088.78,0.3137,0,0.3503,0
35.83,1,8.09,12.6,1,9,2,1921,1.86,0.21,0,0,0.2422,18,2331.12,0.5153,0,0.1863,0
54.33,3,2.47,0.8,1,23,1,3265,10.32,0.28,1,0,0.7138,44,6535.43,0.2897,0,1.8149,0
1010.66,4,8.67,13.1,1,8,0,1675,13.32,7.14,2,0,0.6262,37,1581.3,0.1639,0,1.8878,0
17.99,7,5.76,7.7,0,9,6,3608,13.14,0.14,1,0,0.0108,18,4181.19,0.546,0,0.4757,0
45.76,6,3.01,13.5,1,17,4,310,4.3,0.32,3,0,0.2241,35,3439.99,0.1261,0,3.0074,0
145.51,2,4.5,24.6,0,8,1,596,6.6,1.49,2,0,0.9484,36,1885.39,0.1915,0,1.4579,0
86.53,7,4.79,1.1,1,9,6,1261,8.33,1.45,4,0,0.0238,56,1163.93,0.5461,0,2.3277,0
25.92,0,24.65,4.8,0,0,6,1561,12.05,0.51,2,0,0.8379,64,1992.3,0.3901,1,1.0566,0
19.62,4,13.11,9.7,0,13,0,1735,12.35,0.4,1,0,0.1689,46,1286.92,0.0574,0,1.3805,0
61.91,7,4.0,14.5,0,21,5,1531,2.89,0.44,1,0,0.6538,26,1530.59,0.1632,0,0.9608,0
17.02,1,4.25,9.6,1,23,1,3458,8.2,0.45,0,0,0.3987,22,29215.2,0.1447,0,0.7606,0
14.49,9,5.16,13.7,1,0,4,947,14.33,0.07,3,0,0.5223,54,5263.67,0.3965,0,2.4628,0
43.73,3,6.04,7.6,0,22,5,744,5.29,0.25,1,1,0.2009,63,343.11,0.6716,0,0.7808,0
64.17,6,1.12,7.2,0,20,3,2502,12.96,0.8,1,0,0.4533,81,14488.28,0.2122,0,3.029,0
42.58,6,0.9,5.3,0,13,2,200,6.8,1.97,1,0,0.163,18,34072.51,0.2937,0,3.4206,0
63.68,5,3.43,35.0,0,4,5,1681,8.83,0.38,0,0,0.8184,42,6532.73,0.1859,0,0.4766,0
8.43,8,3.23,29.3,1,17,1,729,2.89,0.06,2,0,0.8223,51,2179.66,0.5735,0,2.5742,0
5.78,5,1.74,31.9,0,8,3,1224,4.45,0.05,1,0,0.1438,51,3235.55,0.6748,0,2.1183,0
18.5,6,8.14,33.1,1,7,2,1180,2.96,0.35,2,0,0.8148,52,3263.33,0.4183,1,1.5072,1
1.04,5,4.99,19.6,0,21,6,1225,2.89,0.02,2,0,0.1149,54,3037.06,0.6431,0,1.6643,0
28.77,5,0.95,55.6,0,2,1,2606,4.53,0.74,0,0,0.9495,52,1903.67,0.1536,1,2.5482,0
63.24,2,0.36,1.2,0,5,5,3099,5.05,0.52,0,0,0.1664,27,5998.05,0.5143,0,6.5521,0
15.81,6,8.53,45.6,0,16,4,2935,14.29,0.4,1,0,0.2517,26,18657.13,0.3549,1,0.2885,0
32.67,3,8.46,11.4,0,23,0,1402,8.72,0.2,5,0,0.1777,18,1437.43,0.336,0,3.2699,0
97.1,0,20.88,3.8,0,4,4,1379,13.19,4.73,2,0,0.7425,42,2213.26,0.4481,0,1.3906,0
239.7,6,10.52,1.5,1,8,6,125,1.08,2.54,2,0,0.0601,46,2282.92,0.3692,0,1.3868,0
76.7,6,1.54,20.9,0,18,4,770,11.93,0.55,1,0,0.5007,37,2075.76,0.2604,2,2.6098,0
19.66,6,4.47,14.3,0,11,5,309,6.79,0.12,1,0,0.5044,44,5297.73,0.614,1,1.1466,0
21.39,9,6.57,46.7,1,22,0,3153,9.33,0.21,4,0,0.7222,24,7176.89,0.1955,0,2.6309,0
33.79,3,4.35,2.3,1,2,5,1475,12.44,0.32,1,0,0.7498,77,5571.69,0.3936,0,1.4195,0
84.97,6,19.71,1.6,0,0,2,2587,12.96,0.55,3,0,0.7837,37,1558.74,0.2279,0,1.5935,0
22.33,8,1.46,14.9,0,17,6,3058,7.52,0.21,2,0,0.6262,57,1584.89,0.1974,0,3.3974,0
9.25,3,1.69,15.8,0,10,0,2568,2.63,0.05,2,0,0.3015,22,3637.63,0.0653,0,3.1312,0
27.52,5,1.01,5.2,1,15,1,1027,10.42,0.16,3,0,0.1792,49,4153.92,0.263,0,4.9101,0
13.22,8,11.03,38.2,0,9,1,1176,4.71,0.1,3,0,0.6846,40,1112.75,0.4938,0,1.4434,0
8.91,6,2.49,18.1,0,12,6,2385,10.12,0.08,1,0,0.2039,31,5312.13,0.2781,0,1.6384,0
62.94,7,1.74,2.6,1,12,5,1099,9.63,0.47,4,0,0.6326,40,2046.41,0.1879,1,4.0099,0
53.74,9,2.52,11.7,1,18,4,263,12.26,0.51,2,0,0.4426,52,2344.57,0.2842,0,2.2455,0
35.06,5,3.63,25.3,0,16,0,2484,11.89,0.24,1,1,0.9835,56,9623.69,0.3689,1,1.8287,0
7.72,3,32.88,0.2,0,15,5,1961,7.01,0.04,0,0,0.4548,43,211.65,0.4263,0,0.0912,0
56.37,0,6.49,2.6,0,22,2,2798,9.0,0.54,1,0,0.4674,33,2271.48,0.259,1,1.1422,0
39.84,0,27.86,7.0,1,2,0,773,0.88,0.21,1,0,0.1179,53,3555.59,0.1604,0,0.8494,0
137.54,8,47.92,41.2,0,20,6,170,14.01,0.74,0,0,0.5914,42,1230.22,0.095,1,0.0781,0
51.65,8,3.51,17.5,0,0,0,3119,5.69,0.98,1,0,0.1769,46,2444.81,0.0951,0,1.7262,0
60.1,2,0.25,2.0,1,10,0,1136,4.01,0.77,2,0,0.1273,47,2886.47,0.2302,1,10.1703,0
12.1,7,6.75,3.4,1,15,3,2032,10.1,0.07,1,0,0.0101,57,1409.05,0.1203,0,0.7193,0
12.84,1,0.58,15.5,0,6,5,2056,9.56,0.12,1,0,0.3268,68,2904.34,0.5249,0,4.553,0
18.9,6,10.71,2.2,0,2,2,3514,2.45,0.31,0,0,0.1487,46,4146.56,0.3867,1,0.5242,0
62.96,6,1.09,19.5,0,1,5,2215,10.43,0.34,0,0,0.7443,47,1891.49,0.4154,1,2.5732,0
110.52,1,25.29,0.2,1,19,1,3630,7.03,2.93,2,0,0.5116,21,3359.09,0.2203,0,1.3893,0
20.95,7,1.75,5.4,0,4,4,2054,3.29,0.18,0,0,0.1218,33,1142.46,0.063,1,1.9816,0
90.73,3,1.7,18.2,0,23,3,1212,7.94,1.0,0,1,0.239,34,1061.89,0.3873,0,1.1624,0
8.61,8,0.93,0.5,0,23,3,2989,12.23,0.05,1,1,0.9039,61,2303.89,0.2325,0,3.1143,0
32.84,8,11.59,18.3,1,7,2,446,5.92,0.19,0,0,0.5166,39,8067.44,0.2411,0,-0.1411,0
6.06,4,0.31,16.0,1,21,3,1632,14.28,0.03,1,0,0.4191,45,387.94,0.0688,0,8.2202,0
15.78,9,3.49,1.6,0,10,2,416,1.97,0.27,3,0,0.9343,61,64828.43,0.4175,1,2.522,0
149.23,0,4.47,8.3,1,23,3,2638,5.35,0.75,0,0,0.172,37,6453.0,0.5665,1,0.8646,0
47.91,4,0.1,2.3,1,8,1,2039,6.25,0.35,2,0,0.6264,55,3568.78,0.0533,0,16.3759,0
34.32,8,8.45,62.6,0,0,6,167,12.98,0.22,1,1,0.5798,28,4246.99,0.051,0,1.2208,0
8.52,2,3.18,4.2,0,19,4,2473,12.76,0.07,0,0,0.1412,66,6144.49,0.2655,0,1.4278,0
31.89,1,1.94,2.2,0,18,1,977,1.23,0.19,2,0,0.8663,34,7951.1,0.1522,1,2.5983,0
35.39,6,17.22,11.2,0,13,1,730,6.73,1.17,1,0,0.339,50,6376.02,0.2789,0,1.3422,0
19.07,7,0.31,55.6,1,23,0,1018,12.91,0.15,0,0,0.1238,44,10405.02,0.0381,0,7.1297,0
56.84,6,30.34,42.2,1,17,2,2855,9.89,0.56,3,0,0.9885,53,1554.85,0.2015,0,2.0243,0
150.94,4,0.82,2.9,0,13,5,1507,5.11,1.59,2,0,0.7559,53,1216.32,0.3141,0,4.445,0
66.66,8,6.71,9.7,0,22,2,795,11.58,1.0,1,0,0.5809,39,3792.02,0.0296,0,0.7892,0
21.3,3,7.56,4.0,1,3,0,1134,8.99,0.14,1,0,0.809,74,3047.55,0.2412,0,0.8785,0
48.79,5,2.46,92.8,0,3,1,2347,9.82,1.24,1,0,0.4943,38,1882.96,0.2069,0,2.1128,0
376.92,8,1.83,20.3,1,9,0,1410,13.98,4.47,0,1,0.2882,24,2157.64,0.2367,0,1.5792,0
6.1,5,3.43,54.3,0,2,0,2767,4.13,0.04,1,0,0.5901,54,10221.28,0.2871,1,1.4662,0
16.13,2,18.33,3.6,1,3,4,118,7.34,0.12,2,0,0.5657,50,30690.62,0.3594,0,1.5779,0
9.06,2,3.78,10.4,0,18,2,2392,11.5,0.16,0,1,0.3748,54,2145.08,0.6503,4,0.9867,0
5.13,3,13.01,8.0,0,0,2,2690,8.04,0.09,1,1,0.4674,38,1844.98,0.4372,0,1.1137,0
15.44,9,17.31,30.2,0,7,4,1583,8.86,0.39,0,0,0.4433,69,1703.41,0.2592,0,0.7151,0
30.2,0,14.71,6.6,0,7,6,2071,12.77,0.21,0,0,0.9592,41,2586.85,0.3685,0,0.1863,0
41.85,8,2.98,6.3,1,17,0,1515,6.17,0.69,3,0,0.1361,51,11221.41,0.4739,0,2.8636,0
32.83,0,4.41,11.0,0,17,3,613,14.11,0.3,1,0,0.4696,53,424.63,0.269,1,1.0513,0
106.0,5,4.23,13.0,0,13,4,1755,9.88,1.85,1,0,0.6759,47,5967.77,0.1736,0,1.0641,0
55.29,8,7.0,71.5,0,6,0,2737,5.79,0.4,1,0,0.2067,50,1375.35,0.6031,1,0.8178,0
35.45,0,14.68,1.0,0,21,3,3350,9.27,0.23,0,0,0.9343,54,3740.0,0.4827,2,-0.1634,0
90.32,8,23.07,49.1,0,17,3,850,1.07,0.54,2,0,0.5062,55,1274.57,0.1604,1,1.3526,0
8.77,9,21.58,12.7,0,16,1,406,11.13,0.06,0,0,0.34,71,2188.29,0.4486,0,-0.0335,0
153.96,7,17.71,2.9,1,2,4,2292,8.12,0.86,1,0,0.379,61,1645.2,0.0831,0,0.7773,0
19.95,2,9.06,4.1,1,12,4,798,0.61,0.13,1,0,0.8194,43,2913.63,0.453,0,0.4451,0
28.75,6,4.97,6.2,0,22,0,345,13.15,0.52,1,0,0.9641,62,20365.21,0.2378,1,0.4093,0
47.37,9,0.06,30.3,1,6,6,1467,0.74,0.44,1,0,0.6156,43,2171.03,0.1021,0,20.5315,1
2.86,7,12.88,12.9,0,0,2,1957,9.22,0.09,1,0,0.8719,55,12231.58,0.2306,2,0.3783,0
62.84,2,2.42,44.4,1,19,3,46,2.36,1.21,2,0,0.8518,62,1727.24,0.5439,0,2.7295,0
67.1,0,5.22,22.4,0,23,3,1627,2.28,0.62,2,0,0.1302,28,22326.05,0.1551,0,1.5899,0
107.83,6,24.51,0.9,1,23,2,3226,0.5,4.1,0,0,0.1626,39,5041.54,0.1789,0,0.1187,0
57.74,2,1.53,10.3,0,8,5,1268,8.57,0.35,1,0,0.6612,47,1467.8,0.2421,2,2.5011,0
110.6,1,8.18,22.5,1,1,5,1620,10.24,0.61,6,0,0.7975,67,16084.58,0.1505,1,4.233,0
163.15,1,9.36,0.9,1,12,2,1319,9.28,2.81,1,0,0.5529,30,808.86,0.1124,1,1.5747,0
105.67,5,2.6,19.9,1,13,4,1413,2.32,0.71,2,1,0.8554,43,1724.06,0.3346,0,2.6526,0
11.73,7,11.04,6.1,0,3,1,1752,14.93,0.15,1,0,0.7564,18,800.68,0.2637,0,0.7432,0
17.61,1,8.89,2.4,1,23,3,1636,6.77,0.1,2,0,0.7666,46,4924.37,0.1044,0,2.0822,0
190.28,3,5.32,0.4,0,23,3,1272,14.15,1.22,2,0,0.103,35,1024.16,0.2687,0,1.8808,0
31.03,3,5.88,6.9,0,16,6,1591,8.32,0.21,1,0,0.1454,54,3692.23,0.5293,0,1.6527,0
50.44,9,2.04,13.8,1,15,1,1799,8.9,0.75,3,0,0.9197,21,58567.13,0.3252,0,2.9596,0
23.5,4,21.56,37.0,1,19,3,2702,1.33,0.14,2,0,0.8742,21,1000.66,0.2846,0,2.104,0
2.26,1,12.28,13.8,1,22,0,3111,8.95,0.01,0,0,0.7897,39,1768.96,0.1303,0,0.2017,0
35.78,5,5.43,33.1,0,7,6,45,5.59,0.21,1,0,0.7908,25,14561.09,0.6601,0,1.5365,0
29.72,9,0.67,11.2,0,0,5,1622,8.15,0.17,1,0,0.4073,30,2297.12,0.5328,1,4.0279,0
16.43,5,6.66,5.5,0,12,6,2004,6.89,0.19,0,0,0.4579,41,1795.62,0.2993,0,0.4398,0
27.91,1,4.72,56.7,0,15,3,2045,14.51,0.84,1,0,0.5754,56,5616.83,0.4199,0,1.0414,0
33.71,9,1.03,8.8,0,2,1,999,5.19,1.21,1,0,0.5004,24,11618.61,0.5879,2,3.147,0
22.3,0,13.49,10.0,1,3,5,3353,1.5,0.37,3,0,0.8219,43,10753.35,0.064,0,1.9703,0
4.83,6,45.34,7.2,0,16,4,1905,2.74,0.19,1,0,0.08,46,273.72,0.2682,0,1.066,0
20.02,9,1.7,1.8,0,1,1,595,12.88,0.2,0,0,0.4784,67,1426.32,0.3942,0,1.622,0
7.46,4,2.26,3.3,1,13,4,57,8.32,0.06,2,0,0.5273,24,38712.08,0.458,0,2.9817,0
60.02,7,0.78,20.6,0,2,4,2831,9.85,0.82,4,0,0.1072,57,1723.5,0.2337,0,6.1516,0
57.68,6,7.06,18.2,0,15,1,1852,9.11,1.89,0,0,0.4357,46,2508.4,0.3984,1,0.3554,0
14.5,8,15.85,0.5,0,11,0,2281,14.78,0.15,4,0,0.0902,67,3329.58,0.1487,1,2.9159,0
6.14,2,5.2,7.0,0,7,2,1031,13.72,0.05,1,0,0.8658,35,1489.72,0.4683,0,1.2763,0
9.07,8,4.93,28.0,0,21,6,2524,14.45,0.08,3,0,0.5802,18,5565.13,0.1282,1,2.7858,0
8.17,2,10.07,10.3,1,22,5,1050,9.91,0.04,2,0,0.7745,53,4090.14,0.2487,0,1.7391,0
17.1,7,1.03,3.4,0,8,6,1411,9.6,0.13,3,0,0.9181,63,3507.74,0.5319,0,4.2134,0
238.92,5,0.88,12.9,0,22,6,789,9.58,2.41,3,0,0.2178,38,4218.57,0.2008,0,4.6757,0
51.94,3,17.85,26.1,0,5,5,3361,13.25,1.01,1,0,0.0224,46,2394.5,0.1815,0,0.4364,0
38.73,3,3.82,5.4,1,16,6,1237,7.41,0.59,1,0,0.8938,19,11102.97,0.2922,0,1.1605,0
41.72,0,1.3,9.9,0,17,3,51,12.55,0.58,0,0,0.9061,53,2853.03,0.1197,0,2.4305,0
15.53,4,7.34,18.5,1,8,2,3046,14.11,0.09,2,0,0.8165,47,508.78,0.3971,0,1.6153,0
6.67,8,13.51,0.8,0,20,1,2671,7.34,0.06,1,0,0.7921,68,3351.08,0.3564,1,0.371,0
309.26,5,5.97,24.7,1,18,3,330,11.28,3.19,2,0,0.345,18,3528.49,0.526,0,1.6496,0
15.14,6,4.08,0.3,0,10,5,2900,2.82,0.23,0,0,0.7314,46,1860.31,0.1167,0,0.6445,0
5.45,6,0.57,35.8,0,22,5,2118,8.06,0.03,0,0,0.0197,20,4189.73,0.2416,0,4.701,0
11.05,7,8.03,13.5,1,15,5,1795,11.29,0.06,0,0,0.0532,45,1253.56,0.1484,0,-0.1046,0
6.53,6,11.97,11.3,0,2,3,1501,9.22,0.07,1,0,0.4213,25,2449.0,0.4056,0,0.2976,0
76.77,4,1.2,6.7,0,1,4,3250,3.24,0.45,1,0,0.6909,21,4026.88,0.2705,1,3.084,0
28.16,8,11.24,44.8,1,10,5,3015,3.52,0.15,0,0,0.5373,45,1407.12,0.2195,0,0.3385,0
30.76,7,9.02,4.1,0,12,2,1284,14.47,0.26,2,0,0.9564,46,4544.39,0.4362,0,1.3827,0
180.13,8,18.38,1.8,0,8,3,1495,6.6,1.46,2,0,0.5391,40,1351.23,0.4415,0,1.1737,0
32.11,3,6.09,9.2,0,0,2,2194,10.75,0.26,2,0,0.015,61,4847.16,0.3685,0,1.6441,0
94.48,1,2.88,45.0,1,19,4,1396,14.72,0.67,2,0,0.4488,45,1307.3,0.2981,0,2.5068,0
18.9,8,9.48,2.6,0,12,5,2941,3.04,0.36,1,0,0.7644,48,3004.29,0.187,0,1.0706,0
154.74,1,11.96,14.2,0,7,2,2578,13.39,0.88,1,0,0.8424,24,3960.82,0.2188,2,1.2329,0
2.0,0,2.72,29.5,0,14,1,2827,9.56,0.01,1,0,0.4569,65,3448.41,0.5469,0,2.1373,0
69.04,1,2.13,20.4,0,15,3,2284,13.63,0.49,0,1,0.2591,79,19486.82,0.2254,0,1.8117,0
43.94,7,7.99,6.1,1,23,5,1085,6.79,0.6,2,0,0.5303,27,4990.39,0.0719,0,1.2715,0
35.43,6,1.36,5.5,0,21,4,1455,7.35,0.24,2,0,0.8268,40,4522.77,0.1356,0,3.5428,0
124.25,6,11.52,46.6,1,18,1,2917,11.93,1.09,2,0,0.5073,67,1269.77,0.4801,0,1.4694,0
32.76,3,14.55,4.1,1,13,0,3121,11.57,0.23,4,0,0.2822,38,3014.69,0.2798,0,2.9755,0
123.04,2,4.38,10.0,1,17,4,2959,12.99,2.88,1,0,0.5287,42,3466.89,0.1331,0,1.7749,0
15.28,5,8.31,55.4,0,0,0,2295,10.34,0.47,1,0,0.0974,30,10784.69,0.2531,0,0.7828,0
7.75,2,2.24,12.8,0,11,4,267,8.83,0.37,2,0,0.862,66,1790.46,0.0561,1,2.7792,0
53.86,4,0.5,10.0,0,4,5,1633,4.42,1.33,1,0,0.5523,37,983.95,0.0162,0,5.8671,0
17.49,3,3.49,34.1,0,2,6,2843,0.79,0.1,2,0,0.1097,49,2940.31,0.3029,0,1.7361,0
11.75,5,4.09,73.4,1,18,2,3486,14.4,0.08,4,0,0.0995,44,11680.27,0.3539,2,3.0345,0
14.53,2,13.5,19.9,0,17,2,1685,7.49,0.15,0,0,0.4268,47,3474.85,0.0477,0,-0.1343,0
98.43,5,5.47,37.1,1,11,2,978,0.83,1.58,2,0,0.4285,30,1752.25,0.341,0,1.5862,0
94.72,5,23.01,0.1,1,4,0,1263,11.13,3.8,1,0,0.0051,35,2428.34,0.5142,0,1.14,0
62.66,6,2.63,13.2,0,11,4,1794,5.49,1.44,0,0,0.4724,18,7988.32,0.0554,0,0.9298,0
28.06,3,4.9,11.2,0,1,3,239,3.63,0.36,2,0,0.8608,69,12182.79,0.2892,0,1.8724,0
81.54,2,18.56,2.0,1,10,3,1212,9.04,0.5,2,0,0.4557,63,5739.38,0.1117,0,1.4998,0
4.62,7,9.54,0.1,0,18,3,2533,3.04,0.03,1,0,0.1903,40,1084.35,0.3958,0,1.0433,0
48.13,1,20.9,21.6,0,1,1,958,8.43,2.23,1,0,0.6117,24,2246.32,0.1957,0,0.4418,0
20.47,2,3.07,10.0,0,22,6,1980,7.04,0.13,1,0,0.0132,18,1079.94,0.2253,0,2.1543,0
996.99,1,12.93,0.0,1,3,2,1148,12.93,9.81,1,0,0.214,36,774.05,0.5347,0,1.1055,0
59.47,1,32.45,2.8,0,12,4,3418,10.41,1.01,2,0,0.4413,52,100139.34,0.2325,1,1.5581,0
251.97,8,12.3,10.3,0,15,2,1162,13.4,2.41,1,0,0.6844,49,6444.23,0.2974,0,0.7764,0
178.53,9,5.87,14.2,1,2,6,3448,13.92,1.44,1,0,0.9774,48,26585.7,0.1297,0,1.3275,0
44.73,8,23.33,19.2,0,18,6,1836,0.7,0.44,1,0,0.6649,71,4410.35,0.5952,0,0.2332,0
158.44,3,3.14,15.8,0,23,2,2664,10.42,5.32,1,0,0.9586,55,5687.73,0.2876,0,1.3849,0
3.95,1,17.12,18.1,1,7,2,2457,1.38,0.12,0,0,0.7386,42,588.45,0.1255,0,-0.3232,0
20.82,8,10.22,5.3,0,18,5,2412,5.82,0.14,1,0,0.0437,51,7632.61,0.2848,0,0.7409,0
19.43,1,3.13,3.5,1,15,1,545,14.73,0.12,2,0,0.5442,36,2375.65,0.157,0,2.5524,0
7.77,1,29.21,30.5,0,12,3,594,2.49,0.1,5,0,0.3948,56,1274.12,0.4521,0,3.0369,0
5.0,1,2.39,18.2,0,10,3,3369,7.17,0.16,1,0,0.07,23,1266.27,0.0512,0,1.9151,0
43.74,1,7.04,22.2,0,8,0,1814,14.86,0.72,0,0,0.506,46,2516.29,0.1181,0,0.2646,0
8.75,4,8.57,16.4,1,6,0,850,0.91,0.08,1,0,0.3732,50,1861.33,0.3509,0,0.8929,0
11.9,1,4.92,2.7,0,6,0,2154,3.88,0.21,0,0,0.2164,47,11112.55,0.5158,0,0.3543,0
38.15,3,21.66,11.7,0,5,2,1452,11.21,0.47,0,0,0.9342,76,523.68,0.2241,0,-0.4038,0
22.77,7,0.2,14.6,1,1,0,1651,2.35,0.16,2,0,0.944,52,982.51,0.1131,1,11.5222,0
347.9,5,7.35,0.8,1,20,4,230,0.58,2.55,2,0,0.1275,28,2373.76,0.1076,1,1.5531,0
31.63,4,16.19,47.4,1,16,0,1545,3.81,0.16,2,0,0.4401,48,4540.56,0.1548,1,1.3669,0
31.76,5,1.22,0.2,1,19,0,1823,8.98,0.28,0,0,0.5025,54,2643.79,0.3402,0,2.1429,0
24.4,1,8.5,6.5,0,10,0,3362,13.77,0.21,3,0,0.498,51,6445.76,0.181,0,1.805,0
49.13,8,6.98,9.0,1,14,6,1616,13.95,0.31,2,0,0.3053,39,3103.06,0.3857,0,1.8916,0
48.91,7,4.1,0.8,1,8,3,1601,6.35,0.83,1,0,0.1676,39,2154.45,0.1284,0,1.7801,0
40.47,1,0.33,0.1,0,16,0,3123,10.92,0.53,1,0,0.9555,28,6903.23,0.1427,0,7.3127,0
109.36,2,5.03,7.6,1,23,1,2934,5.81,0.62,0,0,0.9256,30,668.08,0.0661,0,0.6221,0
13.45,1,21.96,21.4,0,6,0,263,7.35,0.07,0,0,0.0776,64,3499.86,0.1191,1,0.0989,0
60.5,3,4.61,5.4,0,9,1,2785,4.63,0.53,0,0,0.893,41,4470.04,0.2031,0,0.7082,0
49.44,7,12.56,29.0,0,18,4,1891,3.58,1.53,1,0,0.5436,33,11043.69,0.2802,0,0.4805,0
14.36,0,8.11,4.4,0,7,5,487,8.02,0.08,0,0,0.1607,43,1297.66,0.123,1,0.3315,0
11.08,0,3.03,32.7,1,4,1,2505,13.68,0.32,1,0,0.0247,26,12306.24,0.1299,0,1.2937,0
12.0,1,4.79,42.8,1,0,5,386,12.48,0.18,0,0,0.2832,23,8219.11,0.3471,0,0.7586,0
21.08,1,2.16,36.6,0,22,6,3470,2.28,0.2,1,0,0.071,18,1092.77,0.5853,1,1.7305,0
6.23,7,6.49,48.1,0,3,6,178,7.13,0.03,4,1,0.0607,31,839.64,0.168,0,2.89,0
125.32,9,21.63,65.3,0,5,0,3473,1.98,0.77,2,0,0.6049,52,4900.51,0.2715,0,0.9343,0
26.85,3,0.55,6.3,1,23,5,399,9.5,0.24,1,0,0.4444,20,27749.28,0.5709,0,5.0466,0
28.17,3,6.41,5.4,1,9,2,1750,6.25,0.16,2,0,0.6703,54,1621.0,0.0983,0,2.1952,0
19.93,0,2.65,2.8,0,1,3,1706,11.04,0.14,3,0,0.7604,48,1391.06,0.3684,0,3.0617,0
19.1,1,12.75,1.9,1,13,4,2884,10.77,0.1,3,0,0.288,26,1039.2,0.078,1,2.1148,0
95.22,9,4.66,6.9,1,17,4,1635,8.57,0.92,5,0,0.9508,34,5305.78,0.2595,0,3.2569,0
108.21,5,5.16,5.8,0,2,1,289,2.94,2.06,2,0,0.5979,32,2412.26,0.4756,0,1.9937,0
16.46,8,16.43,2.9,0,15,5,2410,9.4,0.22,0,0,0.3831,58,258.02,0.226,1,-0.0577,0
54.82,5,1.92,29.5,0,17,6,2284,8.58,2.65,3,0,0.8024,63,16232.53,0.1972,0,2.9254,0
9.72,6,3.66,18.8,1,2,6,3018,1.49,0.07,1,0,0.9168,41,585.33,0.2091,0,1.5452,0
7.19,2,23.17,12.3,0,14,1,1105,13.54,0.04,2,0,0.8979,46,3632.12,0.1107,0,1.3119,0
8.81,5,2.17,29.4,0,13,2,649,6.32,0.05,0,0,0.2197,44,2244.45,0.1803,0,1.4123,0
