recency_days_since_last_purchase,frequency_purchases_last_year,monetary_total_spend,avg_order_value,num_catalog_requests,email_open_rate,website_visits_last_month,loyalty_program_member,years_as_customer,age,household_income_bracket,home_ownership,num_children,distance_to_store_miles,previous_campaign_responses,category_preference,seasonality_score,credit_card_on_file,returned_items_last_year,target
12.7,2.0,107.6,53.8,2.0,0.1487,7.0,0.0,4.9,61.0,0.0,1.0,0.0,14.9,1.0,5.0,0.6173,1.0,0.0,0
208.7,3.0,82.61,27.54,4.0,0.3585,11.0,1.0,7.6,42.0,1.0,1.0,1.0,19.5,1.0,5.0,0.226,0.0,0.0,0
109.3,3.0,71.41,23.8,0.0,0.6124,7.0,0.0,2.6,49.0,2.0,1.0,0.0,6.4,1.0,2.0,0.3418,0.0,1.0,0
34.4,2.0,1285.45,642.72,2.0,0.148,4.0,0.0,1.6,46.0,4.0,0.0,2.0,15.7,0.0,4.0,0.4638,1.0,2.0,0
44.9,6.0,221.35,36.89,2.0,0.4311,6.0,1.0,2.0,38.0,3.0,1.0,3.0,15.7,2.0,2.0,0.9394,1.0,1.0,1
94.5,2.0,237.29,118.65,3.0,0.0971,13.0,1.0,0.2,53.0,4.0,0.0,1.0,14.0,0.0,3.0,0.1198,1.0,2.0,0
27.1,6.0,70.46,11.74,0.0,0.2602,7.0,1.0,12.3,30.0,0.0,0.0,2.0,2.0,0.0,3.0,0.4427,1.0,0.0,0
2.4,2.0,194.47,97.23,1.0,0.4506,5.0,0.0,3.3,29.0,3.0,1.0,0.0,8.5,1.0,4.0,0.7066,0.0,1.0,0
30.6,2.0,325.66,162.83,1.0,0.151,6.0,0.0,5.8,45.0,2.0,0.0,3.0,12.3,0.0,3.0,0.8483,0.0,1.0,0
13.4,3.0,942.42,314.14,2.0,0.0865,2.0,0.0,5.8,83.0,3.0,1.0,0.0,2.9,4.0,5.0,0.6863,1.0,1.0,0
60.8,2.0,227.39,113.69,4.0,0.3807,4.0,0.0,3.7,45.0,2.0,2.0,3.0,2.5,3.0,4.0,0.0654,1.0,0.0,0
110.8,5.0,18.97,3.79,3.0,0.0401,2.0,0.0,0.3,48.0,2.0,1.0,2.0,1.0,0.0,0.0,0.1873,0.0,2.0,0
55.1,3.0,141.45,47.15,1.0,0.363,7.0,1.0,1.8,72.0,3.0,1.0,4.0,8.7,3.0,2.0,0.183,1.0,0.0,0
14.2,6.0,1060.14,176.69,1.0,0.6393,6.0,0.0,5.1,39.0,2.0,0.0,1.0,8.7,1.0,5.0,0.2386,1.0,0.0,0
35.9,5.0,94.65,18.93,3.0,0.2634,5.0,0.0,5.1,45.0,1.0,1.0,1.0,11.7,1.0,1.0,0.63,0.0,2.0,0
83.2,4.0,133.06,33.27,2.0,0.1815,3.0,1.0,4.3,34.0,4.0,1.0,1.0,34.9,1.0,0.0,0.7074,0.0,0.0,0
114.1,2.0,1754.69,877.35,0.0,0.39,1.0,0.0,1.8,30.0,2.0,0.0,1.0,12.2,4.0,5.0,0.4797,1.0,1.0,0
20.1,3.0,238.96,79.65,2.0,0.2203,2.0,0.0,3.5,31.0,2.0,2.0,2.0,36.5,2.0,0.0,0.6405,0.0,1.0,0
20.9,7.0,381.03,54.43,3.0,0.2435,2.0,1.0,1.5,60.0,2.0,2.0,2.0,7.8,3.0,0.0,0.399,1.0,0.0,1
103.5,5.0,369.82,73.96,4.0,0.0429,6.0,0.0,12.4,27.0,3.0,1.0,3.0,46.6,0.0,3.0,0.6184,1.0,1.0,0
72.7,4.0,118.88,29.72,2.0,0.538,0.0,0.0,4.1,50.0,3.0,1.0,1.0,25.6,0.0,3.0,0.8807,1.0,2.0,0
42.4,4.0,214.05,53.51,6.0,0.5799,2.0,0.0,5.8,35.0,1.0,1.0,1.0,8.5,2.0,5.0,0.8343,1.0,0.0,1
265.3,4.0,236.78,59.2,1.0,0.1285,2.0,0.0,2.4,48.0,3.0,2.0,1.0,5.8,5.0,4.0,0.3033,1.0,1.0,0
34.3,6.0,1405.27,234.21,0.0,0.3729,6.0,0.0,2.6,44.0,3.0,1.0,0.0,20.8,1.0,5.0,0.6375,1.0,0.0,1
1.8,7.0,59.16,8.45,0.0,0.1309,5.0,0.0,3.5,52.0,1.0,1.0,2.0,2.5,3.0,4.0,0.0502,0.0,2.0,0
129.6,2.0,131.36,65.68,3.0,0.222,6.0,1.0,0.1,39.0,2.0,1.0,1.0,22.9,1.0,3.0,0.8825,0.0,2.0,0
7.7,4.0,182.36,45.59,1.0,0.3422,4.0,0.0,4.0,55.0,2.0,2.0,1.0,19.8,2.0,2.0,0.1341,0.0,1.0,0
17.1,1.0,76.47,76.47,1.0,0.2163,4.0,0.0,2.7,59.0,2.0,2.0,2.0,0.5,0.0,4.0,0.7759,0.0,0.0,0
0.7,2.0,119.02,59.51,1.0,0.3807,6.0,0.0,1.4,48.0,2.0,1.0,1.0,5.7,2.0,4.0,0.6528,1.0,0.0,0
74.0,3.0,65.53,21.84,1.0,0.6701,1.0,1.0,5.2,47.0,2.0,0.0,3.0,11.2,0.0,0.0,0.6785,1.0,0.0,0
61.7,8.0,700.75,87.59,2.0,0.1553,5.0,0.0,0.9,42.0,1.0,1.0,2.0,3.0,0.0,4.0,0.1368,1.0,0.0,0
81.8,3.0,162.78,54.26,3.0,0.1658,5.0,1.0,0.6,66.0,3.0,1.0,1.0,9.3,2.0,4.0,0.3189,0.0,0.0,0
92.5,4.0,151.71,37.93,1.0,0.2544,8.0,0.0,1.3,31.0,2.0,1.0,3.0,0.4,0.0,2.0,0.5633,1.0,1.0,0
131.4,4.0,158.21,39.55,6.0,0.2697,6.0,0.0,1.3,43.0,3.0,1.0,0.0,9.3,1.0,0.0,0.0872,0.0,1.0,0
51.2,1.0,209.72,209.72,1.0,0.1847,4.0,0.0,2.7,44.0,2.0,2.0,0.0,1.2,1.0,0.0,0.5941,0.0,0.0,0
23.5,4.0,406.8,101.7,2.0,0.3752,5.0,0.0,1.3,44.0,2.0,1.0,0.0,1.0,2.0,4.0,0.723,0.0,1.0,0
81.8,4.0,141.16,35.29,1.0,0.2939,3.0,0.0,6.3,46.0,2.0,1.0,2.0,19.5,2.0,0.0,0.4665,0.0,0.0,0
132.6,2.0,334.82,167.41,2.0,0.4137,7.0,1.0,5.4,59.0,3.0,2.0,4.0,2.4,2.0,1.0,0.6365,1.0,3.0,0
3.3,4.0,139.08,34.77,5.0,0.0829,3.0,0.0,6.7,59.0,0.0,1.0,1.0,60.5,0.0,5.0,0.8593,0.0,0.0,0
61.5,6.0,981.78,163.63,2.0,0.1275,4.0,0.0,0.5,33.0,3.0,2.0,0.0,0.4,3.0,0.0,0.414,1.0,0.0,0
8.7,4.0,215.11,53.78,1.0,0.1829,4.0,1.0,0.4,33.0,0.0,1.0,1.0,27.8,0.0,2.0,0.0026,1.0,1.0,0
70.8,6.0,378.18,63.03,0.0,0.514,8.0,0.0,1.0,36.0,2.0,1.0,0.0,86.1,1.0,5.0,0.9251,1.0,0.0,0
2.5,3.0,146.05,48.68,1.0,0.4647,5.0,0.0,0.1,52.0,1.0,2.0,2.0,13.2,1.0,4.0,0.7359,1.0,1.0,0
103.1,2.0,273.01,136.51,2.0,0.2768,8.0,0.0,3.9,54.0,2.0,1.0,3.0,0.7,2.0,2.0,0.4744,0.0,1.0,0
110.4,2.0,90.24,45.12,3.0,0.2943,3.0,0.0,1.4,51.0,0.0,1.0,1.0,7.6,3.0,2.0,0.0156,0.0,0.0,0
186.6,3.0,361.65,120.55,3.0,0.1759,7.0,1.0,5.1,54.0,3.0,2.0,0.0,10.9,4.0,5.0,0.251,1.0,0.0,0
2.2,3.0,666.69,222.23,2.0,0.519,3.0,0.0,0.6,52.0,1.0,1.0,1.0,7.7,1.0,4.0,0.95,1.0,1.0,0
58.0,4.0,309.57,77.39,2.0,0.5525,8.0,1.0,0.5,43.0,0.0,1.0,0.0,6.3,0.0,5.0,0.7549,1.0,0.0,0
5.2,3.0,257.14,85.71,3.0,0.1483,1.0,1.0,3.6,39.0,0.0,0.0,0.0,12.5,2.0,2.0,0.8806,1.0,3.0,0
11.5,1.0,279.27,279.27,1.0,0.2866,4.0,0.0,0.3,23.0,0.0,1.0,2.0,33.1,1.0,0.0,0.8343,1.0,0.0,0
3.0,5.0,291.97,58.39,0.0,0.225,4.0,0.0,2.0,42.0,2.0,1.0,0.0,4.4,2.0,4.0,0.1764,1.0,1.0,0
4.4,2.0,584.23,292.12,5.0,0.2007,11.0,1.0,0.7,52.0,0.0,1.0,0.0,9.2,2.0,5.0,0.4054,1.0,0.0,0
118.6,3.0,374.75,124.92,4.0,0.271,6.0,1.0,2.5,35.0,1.0,1.0,2.0,1.3,0.0,4.0,0.6728,1.0,0.0,0
41.0,6.0,83.66,13.94,2.0,0.1192,3.0,0.0,10.5,57.0,3.0,1.0,1.0,0.8,3.0,5.0,0.2126,0.0,2.0,0
107.8,2.0,286.1,143.05,3.0,0.1598,3.0,0.0,0.8,34.0,3.0,1.0,0.0,28.4,0.0,4.0,0.3037,0.0,1.0,0
10.2,1.0,416.09,416.09,2.0,0.6334,5.0,1.0,2.4,56.0,4.0,1.0,1.0,3.8,1.0,3.0,0.097,0.0,1.0,0
5.1,3.0,91.07,30.36,4.0,0.3337,5.0,0.0,5.0,38.0,2.0,1.0,1.0,5.3,2.0,1.0,0.9389,1.0,0.0,0
49.4,2.0,167.09,83.55,2.0,0.4293,4.0,0.0,12.9,34.0,2.0,1.0,0.0,27.6,0.0,0.0,0.9327,0.0,0.0,0
160.7,9.0,125.9,13.99,1.0,0.2308,5.0,0.0,1.8,56.0,2.0,1.0,2.0,42.0,0.0,2.0,0.8221,1.0,1.0,0
292.0,1.0,953.85,953.85,2.0,0.2733,5.0,1.0,2.3,38.0,4.0,0.0,1.0,8.0,1.0,3.0,0.6369,1.0,0.0,0
74.1,1.0,78.75,78.75,0.0,0.1397,3.0,1.0,2.1,57.0,4.0,1.0,0.0,44.7,2.0,5.0,0.5673,1.0,0.0,0
56.4,3.0,381.26,127.09,3.0,0.735,4.0,0.0,11.7,36.0,0.0,0.0,2.0,29.2,3.0,2.0,0.6082,0.0,0.0,0
36.0,2.0,520.83,260.42,3.0,0.1354,8.0,0.0,2.6,34.0,2.0,1.0,0.0,8.7,2.0,1.0,0.44,0.0,0.0,0
74.3,4.0,280.96,70.24,0.0,0.041,3.0,0.0,3.3,54.0,1.0,0.0,1.0,11.3,1.0,0.0,0.7206,1.0,0.0,0
4.9,2.0,353.4,176.7,2.0,0.4037,1.0,0.0,17.3,53.0,2.0,2.0,0.0,7.9,1.0,5.0,0.121,1.0,2.0,0
22.3,2.0,552.2,276.1,1.0,0.1705,6.0,0.0,11.1,32.0,3.0,2.0,1.0,2.1,0.0,5.0,0.6121,0.0,0.0,0
223.7,1.0,511.26,511.26,0.0,0.2159,6.0,1.0,6.1,53.0,1.0,1.0,1.0,3.2,1.0,1.0,0.2493,1.0,0.0,0
6.7,4.0,1356.55,339.14,5.0,0.49,7.0,1.0,6.2,50.0,1.0,1.0,0.0,5.3,3.0,1.0,0.3088,0.0,0.0,1
128.6,5.0,143.96,28.79,3.0,0.5558,2.0,0.0,0.1,32.0,2.0,0.0,1.0,17.4,1.0,3.0,0.869,1.0,0.0,0
19.3,8.0,20.85,2.61,4.0,0.1957,2.0,0.0,1.7,33.0,1.0,0.0,0.0,39.2,1.0,2.0,0.413,1.0,1.0,0
2.6,4.0,92.26,23.07,3.0,0.3011,3.0,0.0,2.1,44.0,3.0,1.0,0.0,10.3,1.0,0.0,0.1278,1.0,0.0,0
164.2,2.0,34.04,17.02,2.0,0.0764,8.0,1.0,0.1,64.0,2.0,2.0,3.0,16.1,1.0,5.0,0.8801,1.0,0.0,0
99.6,2.0,179.54,89.77,3.0,0.0609,5.0,1.0,0.8,61.0,0.0,1.0,2.0,7.0,4.0,5.0,0.5733,1.0,0.0,0
45.2,4.0,165.5,41.38,2.0,0.1288,4.0,0.0,4.3,45.0,4.0,0.0,0.0,11.1,0.0,3.0,0.4417,1.0,0.0,0
29.8,7.0,51.13,7.3,5.0,0.1495,2.0,1.0,3.5,53.0,3.0,1.0,0.0,11.5,1.0,0.0,0.8058,0.0,0.0,0
12.3,6.0,479.6,79.93,3.0,0.3243,5.0,1.0,5.6,48.0,1.0,1.0,1.0,19.9,1.0,5.0,0.4945,1.0,0.0,0
36.7,3.0,778.04,259.35,2.0,0.3439,5.0,0.0,1.8,24.0,0.0,2.0,3.0,35.6,0.0,2.0,0.5197,1.0,0.0,0
36.1,2.0,507.61,253.8,4.0,0.3754,4.0,1.0,1.4,55.0,1.0,2.0,0.0,15.4,0.0,5.0,0.5251,0.0,0.0,0
68.1,3.0,80.33,26.78,1.0,0.1626,4.0,0.0,1.5,39.0,1.0,0.0,1.0,3.6,0.0,2.0,0.6569,0.0,0.0,0
80.1,4.0,629.95,157.49,0.0,0.3195,5.0,0.0,1.3,28.0,4.0,1.0,1.0,9.9,3.0,3.0,0.193,1.0,1.0,0
24.6,2.0,366.79,183.39,1.0,0.0509,6.0,0.0,3.4,32.0,2.0,1.0,1.0,10.1,2.0,5.0,0.9829,1.0,0.0,0
98.3,5.0,56.45,11.29,2.0,0.3588,5.0,0.0,0.7,51.0,2.0,2.0,0.0,2.2,1.0,3.0,0.4133,1.0,0.0,0
105.8,4.0,372.04,93.01,3.0,0.1793,6.0,0.0,7.4,70.0,2.0,0.0,1.0,17.2,0.0,0.0,0.4571,0.0,1.0,0
99.8,6.0,411.08,68.51,2.0,0.3592,1.0,1.0,3.0,33.0,2.0,0.0,0.0,11.9,0.0,4.0,0.9008,0.0,0.0,0
41.1,5.0,232.94,46.59,2.0,0.3551,5.0,0.0,6.4,43.0,3.0,1.0,1.0,6.7,2.0,2.0,0.9678,0.0,0.0,0
45.8,4.0,92.9,23.22,1.0,0.0695,6.0,0.0,3.3,56.0,2.0,1.0,1.0,49.6,0.0,2.0,0.5136,0.0,1.0,0
0.6,3.0,913.21,304.4,6.0,0.0476,7.0,0.0,0.3,34.0,1.0,0.0,2.0,16.2,2.0,3.0,0.5555,0.0,0.0,0
23.5,4.0,156.91,39.23,1.0,0.5139,4.0,1.0,0.3,57.0,4.0,1.0,1.0,17.7,2.0,5.0,0.8024,1.0,1.0,0
31.4,6.0,266.26,44.38,1.0,0.1858,3.0,1.0,1.0,33.0,3.0,0.0,1.0,3.3,2.0,2.0,0.1825,1.0,0.0,0
71.6,4.0,701.88,175.47,1.0,0.2116,4.0,1.0,1.0,53.0,4.0,1.0,1.0,19.6,1.0,1.0,0.4685,0.0,1.0,0
6.4,2.0,242.45,121.22,3.0,0.4384,5.0,1.0,1.8,56.0,0.0,0.0,0.0,6.8,3.0,2.0,0.4463,1.0,0.0,0
26.0,4.0,84.46,21.12,5.0,0.1376,6.0,0.0,6.4,66.0,3.0,1.0,1.0,3.6,1.0,2.0,0.2241,0.0,2.0,0
19.8,0.0,48.63,48.63,3.0,0.0839,5.0,0.0,2.7,44.0,1.0,0.0,1.0,11.1,1.0,2.0,0.1776,0.0,0.0,0
105.5,6.0,172.46,28.74,4.0,0.0663,7.0,1.0,1.2,21.0,2.0,1.0,1.0,7.7,1.0,5.0,0.0968,1.0,1.0,0
51.2,6.0,925.84,154.31,0.0,0.6264,7.0,0.0,12.2,59.0,1.0,0.0,2.0,9.9,2.0,2.0,0.6418,0.0,0.0,0
20.3,8.0,210.89,26.36,3.0,0.1122,6.0,0.0,2.5,42.0,0.0,1.0,0.0,6.5,0.0,0.0,0.3347,0.0,1.0,0
3.8,5.0,55.37,11.07,2.0,0.161,2.0,0.0,0.1,61.0,1.0,1.0,0.0,0.2,0.0,3.0,0.8581,0.0,2.0,0
81.8,1.0,889.11,889.11,4.0,0.365,5.0,0.0,1.1,40.0,4.0,1.0,1.0,12.1,1.0,3.0,0.7471,0.0,0.0,0
16.4,3.0,319.03,106.34,3.0,0.0929,5.0,1.0,1.6,29.0,3.0,2.0,1.0,1.3,1.0,1.0,0.0449,0.0,1.0,0
93.7,2.0,161.13,80.56,2.0,0.1032,3.0,1.0,0.3,41.0,1.0,2.0,3.0,19.4,0.0,2.0,0.5255,0.0,0.0,0
207.0,6.0,115.1,19.18,0.0,0.2964,8.0,0.0,4.0,42.0,2.0,1.0,0.0,11.6,0.0,0.0,0.7013,0.0,0.0,0
4.0,5.0,72.94,14.59,2.0,0.5432,7.0,0.0,6.4,46.0,2.0,0.0,3.0,1.2,0.0,4.0,0.5436,1.0,0.0,0
50.3,4.0,740.89,185.22,3.0,0.3487,6.0,0.0,6.7,40.0,0.0,1.0,0.0,22.0,1.0,2.0,0.3899,1.0,0.0,1
29.1,1.0,441.11,441.11,2.0,0.0618,7.0,1.0,11.5,53.0,3.0,2.0,1.0,4.9,0.0,0.0,0.6307,1.0,1.0,0
311.3,2.0,312.15,156.08,1.0,0.1009,5.0,1.0,4.3,28.0,2.0,1.0,1.0,2.3,0.0,0.0,0.8995,1.0,1.0,0
5.6,1.0,1379.41,1379.41,3.0,0.351,5.0,0.0,1.3,64.0,2.0,2.0,2.0,37.2,1.0,1.0,0.7425,0.0,0.0,0
37.9,2.0,278.79,139.4,2.0,0.2875,5.0,0.0,10.2,56.0,0.0,0.0,1.0,2.3,0.0,3.0,0.4772,1.0,1.0,0
48.1,6.0,469.78,78.3,1.0,0.2677,5.0,0.0,2.0,53.0,1.0,1.0,3.0,2.5,1.0,2.0,0.353,0.0,1.0,0
71.6,4.0,163.52,40.88,4.0,0.1916,5.0,0.0,0.1,53.0,2.0,1.0,0.0,6.4,4.0,5.0,0.4463,1.0,0.0,0
8.2,1.0,597.73,597.73,0.0,0.2367,2.0,0.0,1.5,48.0,2.0,1.0,3.0,4.0,3.0,5.0,0.1889,0.0,1.0,0
2.1,5.0,136.23,27.25,1.0,0.3208,1.0,0.0,2.3,52.0,1.0,1.0,1.0,4.8,2.0,4.0,0.9842,0.0,0.0,0
21.0,3.0,450.61,150.2,4.0,0.1217,10.0,1.0,3.2,42.0,2.0,1.0,2.0,16.6,1.0,0.0,0.3053,0.0,2.0,0
16.6,4.0,349.63,87.41,1.0,0.2368,5.0,0.0,0.4,47.0,2.0,2.0,1.0,11.5,2.0,1.0,0.2841,0.0,0.0,0
72.5,4.0,39.48,9.87,1.0,0.3668,4.0,0.0,10.6,66.0,1.0,2.0,3.0,5.5,2.0,3.0,0.0147,1.0,1.0,0
47.3,6.0,439.76,73.29,1.0,0.2147,5.0,0.0,8.4,59.0,1.0,0.0,3.0,9.8,0.0,4.0,0.4764,1.0,0.0,0
17.8,2.0,168.53,84.26,2.0,0.1737,7.0,0.0,0.3,41.0,4.0,0.0,2.0,8.5,3.0,2.0,0.1211,0.0,2.0,0
61.4,3.0,321.81,107.27,1.0,0.3319,4.0,1.0,0.1,60.0,2.0,1.0,1.0,13.8,2.0,3.0,0.8117,1.0,0.0,0
15.1,1.0,425.41,425.41,1.0,0.1051,6.0,1.0,6.5,45.0,1.0,0.0,1.0,10.6,1.0,1.0,0.1701,1.0,1.0,0
2.4,4.0,2419.05,604.76,2.0,0.2076,5.0,0.0,11.7,26.0,2.0,0.0,0.0,18.6,2.0,3.0,0.6575,0.0,0.0,0
78.2,2.0,392.79,196.4,2.0,0.2263,8.0,0.0,3.3,47.0,1.0,0.0,1.0,8.3,2.0,2.0,0.4368,0.0,0.0,0
18.6,5.0,613.35,122.67,1.0,0.2818,6.0,0.0,3.3,67.0,2.0,0.0,4.0,21.4,3.0,1.0,0.0182,1.0,0.0,0
14.2,4.0,508.78,127.2,1.0,0.1391,1.0,1.0,0.1,63.0,2.0,1.0,0.0,3.2,0.0,3.0,0.4254,0.0,0.0,0
18.7,8.0,107.76,13.47,2.0,0.2068,6.0,0.0,2.2,73.0,3.0,2.0,2.0,3.6,1.0,4.0,0.0471,1.0,0.0,0
37.5,2.0,2735.41,1367.71,1.0,0.5089,5.0,1.0,9.3,75.0,0.0,2.0,2.0,8.1,2.0,4.0,0.8749,0.0,0.0,0
2.7,4.0,257.04,64.26,0.0,0.2386,7.0,0.0,4.7,54.0,1.0,1.0,2.0,3.6,1.0,2.0,0.5651,1.0,1.0,0
59.5,9.0,275.71,30.63,0.0,0.6671,3.0,0.0,8.2,57.0,2.0,1.0,3.0,2.4,2.0,0.0,0.6963,0.0,1.0,0
59.0,1.0,221.18,221.18,2.0,0.3313,6.0,0.0,2.8,35.0,1.0,1.0,0.0,6.2,3.0,0.0,0.2675,0.0,1.0,0
138.0,6.0,48.16,8.03,0.0,0.2145,3.0,0.0,4.9,48.0,4.0,0.0,1.0,2.7,0.0,1.0,0.2717,1.0,1.0,0
23.9,4.0,442.51,110.63,1.0,0.0913,7.0,0.0,10.6,59.0,3.0,2.0,0.0,3.0,0.0,2.0,0.7698,0.0,2.0,0
16.6,8.0,113.62,14.2,3.0,0.1654,6.0,0.0,0.8,32.0,2.0,1.0,2.0,5.3,3.0,5.0,0.9108,0.0,0.0,0
71.4,2.0,522.56,261.28,3.0,0.012,7.0,0.0,2.8,31.0,2.0,2.0,1.0,13.8,0.0,0.0,0.7778,1.0,0.0,0
17.7,4.0,186.35,46.59,3.0,0.2961,2.0,0.0,4.3,62.0,2.0,1.0,0.0,12.3,1.0,5.0,0.474,1.0,0.0,0
17.9,4.0,128.17,32.04,2.0,0.1682,2.0,0.0,9.9,58.0,4.0,2.0,0.0,2.8,3.0,5.0,0.3859,1.0,0.0,0
45.0,8.0,78.97,9.87,1.0,0.2383,6.0,1.0,5.1,45.0,2.0,1.0,0.0,7.2,0.0,0.0,0.0874,1.0,1.0,0
21.6,4.0,374.6,93.65,1.0,0.1801,5.0,0.0,0.2,41.0,3.0,0.0,2.0,46.6,2.0,2.0,0.5922,0.0,1.0,0
223.9,5.0,545.24,109.05,1.0,0.4114,5.0,0.0,3.2,40.0,0.0,1.0,0.0,22.5,6.0,0.0,0.6153,0.0,0.0,0
82.4,0.0,249.59,249.59,2.0,0.2317,4.0,0.0,0.3,48.0,3.0,1.0,4.0,98.1,2.0,5.0,0.2215,0.0,0.0,0
176.1,1.0,53.13,53.13,2.0,0.0254,3.0,0.0,1.6,47.0,2.0,1.0,0.0,15.2,4.0,4.0,0.3073,1.0,0.0,0
57.5,1.0,50.11,50.11,0.0,0.4077,4.0,0.0,15.5,63.0,1.0,1.0,0.0,1.0,1.0,3.0,0.1591,1.0,0.0,0
90.6,5.0,161.07,32.21,2.0,0.2263,6.0,0.0,1.6,49.0,3.0,0.0,2.0,26.2,0.0,1.0,0.6045,1.0,0.0,0
15.1,6.0,875.34,145.89,0.0,0.3179,4.0,0.0,7.7,18.0,1.0,0.0,2.0,4.8,0.0,5.0,0.3312,1.0,1.0,0
94.4,0.0,330.51,330.51,1.0,0.21,6.0,0.0,7.5,31.0,2.0,0.0,3.0,48.9,2.0,0.0,0.0968,1.0,1.0,0
6.1,1.0,667.09,667.09,1.0,0.3918,6.0,1.0,1.5,44.0,2.0,0.0,0.0,29.7,1.0,4.0,0.549,1.0,1.0,0
7.9,6.0,60.04,10.01,2.0,0.6095,5.0,0.0,12.4,83.0,1.0,1.0,1.0,6.0,2.0,3.0,0.5654,1.0,2.0,1
62.8,4.0,148.17,37.04,3.0,0.5316,4.0,1.0,1.6,48.0,1.0,0.0,0.0,5.1,2.0,4.0,0.5579,1.0,0.0,0
28.4,7.0,188.6,26.94,2.0,0.3475,9.0,1.0,2.4,54.0,0.0,2.0,2.0,9.9,0.0,2.0,0.2241,0.0,2.0,0
0.4,9.0,184.64,20.52,3.0,0.3528,8.0,1.0,2.3,27.0,3.0,2.0,1.0,10.9,2.0,2.0,0.842,1.0,2.0,1
2.5,2.0,238.72,119.36,2.0,0.1553,6.0,1.0,0.0,62.0,3.0,1.0,1.0,18.0,3.0,1.0,0.7343,0.0,0.0,0
19.1,3.0,305.53,101.84,0.0,0.0955,7.0,1.0,4.5,45.0,4.0,2.0,0.0,5.9,2.0,2.0,0.4902,0.0,0.0,1
111.7,2.0,4708.83,2354.42,1.0,0.0791,2.0,0.0,14.7,46.0,3.0,1.0,2.0,15.7,2.0,2.0,0.4582,1.0,1.0,0
19.6,2.0,71.1,35.55,1.0,0.5747,5.0,0.0,2.6,62.0,3.0,0.0,1.0,14.4,1.0,3.0,0.2943,0.0,0.0,0
71.8,4.0,182.15,45.54,0.0,0.1274,5.0,1.0,3.6,18.0,2.0,1.0,1.0,10.1,1.0,1.0,0.074,0.0,2.0,0
6.3,6.0,153.76,25.63,1.0,0.2545,3.0,0.0,0.7,45.0,0.0,1.0,2.0,0.9,0.0,3.0,0.6134,0.0,1.0,0
43.1,9.0,980.38,108.93,2.0,0.0388,3.0,0.0,5.9,49.0,3.0,1.0,2.0,1.2,1.0,4.0,0.794,1.0,0.0,1
17.9,1.0,546.18,546.18,3.0,0.3927,3.0,1.0,0.8,36.0,2.0,2.0,2.0,12.8,2.0,1.0,0.9283,1.0,1.0,0
62.8,5.0,311.37,62.27,2.0,0.299,7.0,1.0,2.9,37.0,4.0,2.0,2.0,3.1,2.0,5.0,0.7534,1.0,0.0,0
59.4,4.0,410.78,102.7,1.0,0.0268,7.0,0.0,10.1,46.0,2.0,0.0,1.0,1.3,1.0,0.0,0.0472,1.0,1.0,0
110.5,0.0,160.4,160.4,1.0,0.0391,4.0,0.0,4.9,43.0,2.0,1.0,3.0,0.6,1.0,5.0,0.034,0.0,0.0,0
28.3,4.0,138.33,34.58,2.0,0.1935,5.0,0.0,0.6,82.0,4.0,1.0,0.0,14.5,0.0,5.0,0.9215,1.0,0.0,0
24.1,8.0,193.36,24.17,2.0,0.2522,7.0,1.0,3.0,64.0,1.0,0.0,0.0,32.8,1.0,0.0,0.0816,0.0,0.0,0
68.8,4.0,5169.11,1292.28,1.0,0.4966,2.0,1.0,0.8,44.0,0.0,0.0,5.0,0.5,1.0,3.0,0.2342,1.0,0.0,0
88.2,5.0,261.73,52.35,1.0,0.3935,4.0,0.0,0.4,40.0,2.0,0.0,4.0,4.1,0.0,4.0,0.6368,0.0,0.0,0
202.7,7.0,204.41,29.2,2.0,0.4843,9.0,0.0,0.0,69.0,2.0,1.0,5.0,13.5,2.0,1.0,0.31,0.0,2.0,0
12.6,5.0,249.69,49.94,1.0,0.1871,6.0,1.0,2.0,65.0,2.0,1.0,0.0,11.7,2.0,0.0,0.421,1.0,0.0,0
97.1,4.0,138.47,34.62,3.0,0.2231,5.0,1.0,3.4,65.0,1.0,2.0,0.0,34.3,1.0,5.0,0.5723,1.0,0.0,0
9.4,9.0,194.73,21.64,1.0,0.1095,8.0,1.0,3.3,41.0,1.0,2.0,0.0,21.7,2.0,3.0,0.0569,0.0,0.0,0
46.1,9.0,284.87,31.65,1.0,0.1243,3.0,0.0,5.3,49.0,1.0,1.0,0.0,0.3,2.0,5.0,0.0954,0.0,0.0,1
75.0,3.0,222.41,74.14,4.0,0.4639,7.0,0.0,2.6,51.0,3.0,1.0,0.0,52.6,0.0,0.0,0.4604,1.0,0.0,0
71.4,6.0,316.22,52.7,1.0,0.4448,5.0,0.0,0.8,60.0,1.0,1.0,2.0,3.2,2.0,1.0,0.2663,0.0,1.0,0
27.9,3.0,126.58,42.19,1.0,0.1985,6.0,0.0,0.9,34.0,0.0,1.0,2.0,20.7,2.0,3.0,0.7786,1.0,1.0,0
173.6,4.0,665.32,166.33,4.0,0.0847,3.0,0.0,0.3,70.0,2.0,1.0,1.0,13.6,0.0,3.0,0.4511,1.0,1.0,0
92.8,2.0,327.66,163.83,1.0,0.1892,8.0,0.0,2.6,59.0,1.0,1.0,0.0,11.7,2.0,0.0,0.195,1.0,0.0,0
14.6,4.0,535.63,133.91,4.0,0.2383,6.0,1.0,2.9,43.0,1.0,1.0,2.0,43.2,1.0,3.0,0.2123,1.0,1.0,0
