claim_id,policy_age_months,policy_type,premium_amount,claimant_tenure_years,prior_claims_3yr,prior_fraud_flags,claim_amount,days_to_report,police_report_filed,witnesses_present,claim_description_length,incident_hour,weekend_incident,holiday_adjacent,out_of_state,recent_policy_change,coverage_increase_90d,payment_issues,adjuster_experience_years,documentation_complete,repair_shop_preferred,is_fraud
4241,40,home,818.02,5.1,2,0,1162.86,6,1,0,147,15,1,0,0,0,0,1,3.9,0,1,0
4242,18,home,649.9,1.5,0,0,2407.97,1,0,0,225,17,0,0,0,0,0,0,3.6,1,0,0
4243,50,home,1424.37,7.6,0,0,4673.21,2,0,0,122,7,0,0,0,0,0,0,12.9,1,0,0
4244,21,auto,1058.11,1.1,1,0,4629.52,5,0,1,137,23,0,0,0,0,0,0,21.7,1,1,0
4245,19,home,561.36,16.8,0,0,2883.92,16,0,0,138,19,0,0,0,0,0,1,5.2,1,1,1
4246,98,auto,513.66,0.1,0,0,13537.9,8,0,0,135,7,0,0,0,0,0,0,8.0,1,1,0
4247,10,auto,679.02,4.2,0,0,6018.68,0,0,1,132,6,1,0,0,1,0,0,8.1,1,1,0
4248,4,home,2725.71,0.5,0,0,5282.96,1,1,0,116,21,0,0,0,0,0,0,2.9,1,0,0
4249,31,auto,3316.41,2.6,0,0,17963.31,0,1,0,450,2,0,0,0,0,0,0,25.0,0,0,0
4250,125,commercial,1214.99,5.0,0,0,2376.53,0,1,1,301,7,1,0,0,0,0,0,12.2,1,1,0
4251,17,auto,1181.42,5.8,1,0,2760.17,0,0,0,118,1,0,1,0,0,0,0,2.2,1,1,0
4252,2,home,926.89,7.7,1,0,3329.73,1,0,0,132,13,1,0,0,1,0,0,3.2,1,1,1
4253,14,auto,687.29,4.5,1,0,1216.56,1,1,0,332,19,0,0,0,0,0,0,7.0,0,1,0
4254,25,home,2181.11,1.4,0,0,4807.78,2,1,0,260,20,0,0,0,0,0,0,11.2,1,1,0
4255,6,home,2798.36,11.0,2,0,9180.92,8,1,0,184,4,0,0,0,0,0,0,7.1,1,1,1
4256,38,commercial,701.55,8.3,0,0,1385.57,7,1,0,164,2,0,0,0,0,0,0,9.3,1,1,0
4257,219,auto,1052.14,0.9,1,0,1721.66,2,1,0,134,8,0,0,1,0,0,0,0.6,0,0,0
4258,21,commercial,875.74,8.8,2,0,5120.6,5,1,0,150,18,0,0,0,0,0,0,3.1,1,1,0
4259,15,auto,888.81,18.0,1,0,6923.56,2,0,0,139,18,1,0,0,0,0,1,0.5,1,1,0
4260,18,auto,1984.17,5.1,1,0,3835.14,2,1,1,112,16,0,0,0,0,0,0,5.7,1,1,0
4261,4,auto,569.08,1.7,0,0,3319.51,5,1,1,362,2,0,0,0,1,0,0,12.2,0,1,0
4262,77,home,1384.69,4.7,1,0,18947.23,2,1,0,213,23,0,0,0,0,0,0,5.4,0,1,0
4263,19,auto,1578.32,2.1,1,0,2746.75,3,1,0,206,23,0,0,0,0,0,0,6.7,1,1,0
4264,17,home,1021.39,5.6,0,0,22316.71,0,1,0,74,11,1,0,1,0,1,0,7.4,0,0,0
4265,38,home,1713.91,3.9,0,0,2796.37,3,0,0,230,15,0,0,0,0,0,0,9.9,1,1,0
4266,21,auto,1180.66,13.3,1,0,8249.53,6,0,0,52,12,1,0,0,0,1,0,0.7,0,0,0
4267,37,commercial,2015.38,4.8,1,0,2729.13,10,0,0,82,6,0,0,0,0,0,0,15.1,1,1,0
4268,2,auto,512.29,1.2,1,0,3198.89,0,1,1,221,12,0,0,0,0,0,0,5.6,1,1,0
4269,60,home,921.14,6.5,0,1,2606.4,2,0,0,217,15,0,0,0,0,0,0,0.5,0,1,0
4270,101,auto,1057.96,1.8,0,0,10182.87,3,0,0,53,3,0,0,0,0,0,0,3.5,1,1,0
4271,37,auto,500.0,1.6,2,0,25077.63,11,1,0,222,15,0,0,0,0,0,0,1.9,1,1,0
4272,111,auto,637.16,2.5,1,0,5448.53,1,1,0,300,19,0,0,0,0,0,0,0.5,1,0,0
4273,5,auto,730.11,0.1,2,0,1724.46,0,1,1,94,5,0,0,0,0,0,0,3.6,1,1,0
4274,23,auto,1761.82,17.4,0,0,9207.65,0,0,0,218,4,1,1,0,0,0,0,0.5,1,1,0
4275,33,auto,770.14,3.8,2,0,21499.43,0,0,0,155,20,0,0,0,0,0,0,0.9,1,0,0
4276,31,auto,728.48,7.4,1,0,11749.63,10,1,0,168,9,0,0,0,0,0,0,0.5,1,0,0
4277,18,auto,1650.35,1.5,2,0,1232.75,4,1,1,169,19,0,0,0,0,0,0,4.1,0,1,0
4278,14,auto,500.0,6.9,1,0,2670.21,2,0,0,131,19,0,0,0,0,0,0,0.5,1,0,0
4279,4,home,500.0,4.2,1,0,2176.7,10,0,0,377,22,1,1,0,0,0,1,4.4,1,0,0
4280,17,auto,915.26,2.8,0,0,5213.85,1,0,0,277,7,0,0,0,0,0,0,5.6,1,0,0
4281,6,home,531.74,17.6,2,0,8727.96,13,0,0,353,7,0,0,0,0,0,0,6.5,1,1,0
4282,47,home,541.94,3.4,0,0,14987.87,7,1,0,155,22,0,0,0,0,0,0,6.4,1,1,0
4283,8,home,1460.77,5.4,3,0,7339.2,0,1,0,139,3,0,0,0,1,0,1,10.1,1,0,0
4284,2,home,1699.33,0.1,1,0,22353.21,3,0,0,183,9,0,0,0,0,0,0,8.5,1,1,1
4285,28,auto,1626.9,1.8,0,0,31232.31,9,0,0,257,0,0,0,0,0,0,0,8.0,1,0,1
4286,32,home,1909.1,11.0,1,0,20646.69,2,0,0,168,2,0,0,0,1,0,0,1.1,1,1,1
4287,73,auto,2039.72,7.1,2,0,2504.45,21,1,0,154,20,0,1,0,0,0,0,2.4,1,0,0
4288,30,home,500.0,3.8,1,0,9873.46,9,1,0,155,7,1,0,0,0,0,0,1.1,1,1,0
4289,15,home,1373.62,11.5,0,0,8518.42,6,0,0,211,10,0,0,0,0,0,0,11.6,1,1,0
4290,58,auto,841.51,3.3,2,0,32672.71,0,0,0,155,1,0,0,0,0,0,0,2.0,1,1,0
4291,27,home,754.68,4.2,1,0,113269.54,0,1,1,117,4,0,0,0,0,0,0,5.5,1,1,0
4292,2,auto,1451.29,2.4,1,0,3377.08,5,0,0,114,5,0,0,0,1,0,0,3.1,1,1,0
4293,30,auto,500.0,4.8,0,0,6235.25,5,0,0,117,19,0,0,0,0,0,0,3.4,1,1,0
4294,85,auto,500.0,1.9,3,0,5699.84,0,0,0,75,19,1,0,0,0,0,1,15.1,0,1,0
4295,18,home,1505.36,2.4,2,0,17108.93,9,0,0,96,5,0,0,0,0,0,0,2.2,1,1,0
4296,12,home,1399.53,17.0,1,0,4577.85,10,1,1,365,7,0,0,0,0,0,0,0.8,1,1,0
4297,5,home,1174.23,0.6,1,0,10377.22,2,1,1,195,15,0,0,0,0,1,0,5.2,1,1,0
4298,5,auto,706.3,0.6,1,0,5409.82,4,0,1,201,1,0,0,0,0,0,0,3.8,0,1,0
4299,20,auto,1590.68,0.2,0,0,1151.79,3,1,0,124,6,0,0,0,0,0,0,0.5,1,0,0
4300,32,home,1540.95,1.9,0,0,5122.41,0,1,1,53,14,0,0,0,0,0,0,5.2,1,0,0
4301,3,auto,1144.42,2.5,1,0,6476.01,0,0,1,197,15,0,0,0,0,0,0,2.3,1,1,0
4302,101,home,608.71,0.5,1,0,6905.16,7,1,1,183,14,1,0,0,0,0,0,0.8,1,1,0
4303,50,auto,886.58,4.0,1,0,14962.63,3,0,1,193,1,0,0,0,1,0,0,1.2,1,0,0
4304,31,auto,1667.23,4.4,0,0,3525.96,4,0,0,166,3,0,0,0,1,0,0,5.3,1,0,0
4305,63,auto,2129.4,7.0,1,0,1866.88,4,0,0,75,16,0,0,0,0,0,0,2.6,1,1,0
4306,3,home,931.44,18.6,0,0,22309.38,2,1,0,349,22,0,0,0,0,0,0,8.8,1,1,0
4307,23,auto,967.93,4.8,1,0,3407.36,0,1,0,300,20,0,0,0,0,0,0,0.6,1,1,0
4308,35,auto,1011.47,0.6,0,0,6542.62,7,0,1,322,2,0,0,0,0,0,0,9.0,1,0,0
4309,63,auto,1258.21,0.5,0,0,5776.27,3,1,0,59,8,0,0,0,0,0,0,4.7,1,1,0
4310,55,auto,820.13,7.5,0,0,1179.71,0,0,0,190,17,0,0,0,0,0,0,9.6,1,1,0
4311,11,auto,500.0,5.3,0,0,23440.48,0,0,0,253,10,0,0,0,0,0,0,7.7,1,0,0
4312,101,auto,1990.98,0.9,1,0,7307.37,0,0,0,199,20,0,0,0,0,0,0,4.8,1,0,0
4313,4,home,2690.13,1.5,0,0,10095.27,0,1,0,148,19,1,0,0,0,0,0,4.5,1,1,0
4314,74,auto,807.38,6.9,1,0,19320.86,0,0,0,198,19,0,0,0,0,0,0,1.3,1,1,0
4315,127,home,643.34,4.2,0,0,4776.13,1,0,0,216,14,0,0,0,0,0,1,1.5,1,1,0
4316,7,home,1023.98,4.4,1,0,9959.75,1,0,0,203,17,1,0,0,0,0,0,12.2,1,1,0
4317,46,auto,998.49,1.2,0,0,6539.68,5,1,1,87,7,1,0,0,0,0,0,1.0,1,1,0
4318,1,auto,1804.0,5.0,2,0,12188.75,1,0,1,317,6,0,0,0,1,0,0,23.3,1,1,0
4319,18,home,1127.01,7.4,1,0,3823.9,5,0,0,309,22,0,0,1,0,0,0,8.7,1,1,0
4320,26,auto,737.81,10.8,0,0,26760.47,8,0,0,206,16,1,0,0,0,0,0,4.6,1,0,1
4321,31,auto,567.25,6.7,0,0,1779.8,2,0,1,211,7,1,0,0,0,0,0,8.9,1,1,0
4322,98,auto,1690.56,4.3,1,0,22011.43,6,0,0,81,8,1,0,0,0,0,0,3.1,1,0,0
4323,40,home,1479.94,5.6,3,0,23910.64,0,0,1,139,4,0,0,1,0,0,0,7.2,1,0,0
4324,23,auto,1863.63,3.3,1,0,7584.86,1,1,0,76,7,1,0,0,0,0,0,1.3,0,0,0
4325,59,commercial,675.81,1.3,0,0,5168.18,5,1,1,596,12,1,0,1,0,0,0,1.0,1,1,0
4326,108,home,2749.62,10.7,0,0,21828.03,13,0,0,182,22,0,0,0,0,0,1,3.1,1,0,1
4327,1,auto,500.0,3.8,0,0,14190.28,4,0,0,224,14,0,0,0,0,0,0,7.1,1,1,1
4328,145,auto,1563.69,4.5,0,0,2409.23,2,0,0,142,23,1,1,0,0,0,0,3.8,1,1,0
4329,3,auto,500.0,23.1,0,0,9615.88,1,0,0,50,20,0,1,0,0,0,0,6.6,0,0,0
4330,60,auto,738.66,21.0,1,0,4315.21,2,0,0,91,6,0,0,0,0,0,0,9.7,1,0,0
4331,11,auto,2393.5,4.4,0,0,8490.01,5,1,0,80,18,1,0,0,0,0,0,3.3,1,1,0
4332,5,auto,1661.84,0.2,2,0,10082.58,1,0,0,165,9,1,0,0,0,0,1,4.5,0,1,0
4333,20,auto,834.55,2.5,0,0,2476.75,3,1,0,112,20,0,0,0,0,0,0,1.8,1,1,0
4334,37,auto,846.05,13.8,1,0,1350.06,7,0,0,272,8,0,0,0,0,0,0,6.8,1,1,0
4335,17,auto,1153.22,1.7,0,1,3087.81,1,0,0,107,17,0,0,0,0,0,0,10.4,1,1,0
4336,2,commercial,1418.1,30.0,1,0,19242.54,6,1,0,165,14,0,0,0,1,0,0,1.4,1,1,0
4337,32,auto,2050.4,0.4,0,0,6268.54,7,1,0,102,15,0,0,0,0,0,0,4.6,1,1,0
4338,83,commercial,872.95,4.2,1,0,19734.56,9,1,1,266,14,1,0,0,0,0,0,5.3,1,1,0
4339,17,auto,500.0,3.6,1,0,32221.67,0,0,0,210,21,1,0,0,0,0,0,0.7,1,1,1
4340,8,auto,1186.17,1.5,1,0,6310.98,0,0,0,93,15,0,0,0,0,0,1,2.0,1,0,0
4341,21,auto,872.43,14.8,1,0,9010.08,15,0,0,146,14,0,0,0,0,0,0,1.4,1,1,0
4342,1,auto,572.31,4.8,2,0,12832.72,0,1,1,102,3,0,0,0,0,0,0,2.8,1,1,0
4343,61,auto,1272.62,1.3,1,0,721.59,3,0,0,302,3,0,0,1,0,0,0,18.0,1,0,0
4344,63,commercial,985.79,2.4,0,0,2899.33,0,0,0,105,5,0,0,0,0,0,0,3.2,0,1,0
4345,31,commercial,1278.26,6.4,1,0,5285.64,8,0,0,222,21,0,0,0,1,0,0,0.7,1,1,0
4346,15,auto,701.19,1.8,0,0,16484.0,0,0,0,171,3,0,0,0,0,0,0,10.3,1,1,1
4347,57,auto,1398.78,10.6,2,0,1287.45,0,0,1,110,22,1,0,0,0,0,0,3.5,1,0,0
4348,29,auto,567.62,0.9,0,0,11726.38,3,1,1,329,10,0,0,0,0,0,0,20.3,0,1,0
4349,62,auto,724.97,1.5,0,0,3264.85,1,1,1,133,20,1,0,0,0,0,0,12.0,1,1,0
4350,35,auto,971.21,0.8,0,0,9515.29,5,1,0,76,13,0,0,0,1,0,1,0.5,1,1,0
4351,55,auto,2619.95,0.6,0,1,3781.06,5,1,0,152,17,0,0,0,0,0,1,5.5,1,1,0
4352,32,auto,1623.62,1.8,1,0,4240.88,4,1,0,108,9,0,0,0,0,0,1,5.0,1,1,0
4353,19,auto,1879.19,30.0,2,0,3384.3,8,0,0,387,19,0,0,0,0,0,0,0.5,1,1,0
4354,114,auto,2227.28,0.5,0,0,3801.93,5,1,0,223,7,0,0,0,1,0,0,12.1,1,1,0
4355,28,auto,6643.65,1.2,2,0,18638.97,1,1,0,272,3,0,0,0,0,0,0,9.7,0,1,0
4356,33,auto,1119.68,1.6,0,0,1958.25,0,0,1,73,12,0,0,1,0,0,0,25.0,1,1,0
4357,8,commercial,2230.99,4.8,0,0,1369.98,6,0,0,333,6,0,0,0,0,0,0,0.5,1,0,0
4358,35,auto,1819.5,6.8,1,0,1678.82,6,1,0,131,12,1,0,0,0,0,0,3.0,1,0,0
4359,30,home,1804.46,7.0,2,0,3246.49,9,0,0,95,16,0,0,0,0,0,0,0.9,1,0,0
4360,7,home,2662.76,0.1,1,0,4864.23,1,1,0,202,5,0,0,0,0,0,0,7.5,0,1,0
4361,2,commercial,889.22,5.3,2,0,6520.99,1,0,0,124,0,1,0,0,0,0,0,3.1,1,1,0
4362,33,home,854.62,5.0,0,0,4889.52,4,0,0,114,15,0,0,0,0,0,0,11.7,0,1,0
4363,51,home,1286.76,3.6,1,0,2920.17,0,0,1,273,13,1,0,0,0,0,0,7.5,1,1,0
4364,26,home,1000.9,2.4,1,0,39052.49,1,0,0,69,2,0,0,0,1,0,0,3.4,1,0,1
4365,9,auto,1285.95,8.0,0,0,10041.47,8,1,0,109,10,0,0,0,0,0,0,0.7,1,0,0
4366,39,auto,2395.57,2.1,0,0,2550.64,2,0,0,182,0,0,0,1,0,1,0,4.4,1,1,0
4367,3,commercial,863.44,1.3,0,0,5430.32,0,0,0,195,6,1,0,1,0,0,0,5.7,1,1,0
4368,20,home,941.68,1.9,0,0,16126.49,5,0,0,70,17,1,0,0,0,0,0,2.4,1,0,0
4369,6,commercial,1196.5,2.9,1,0,3169.01,0,0,0,209,11,0,0,0,0,0,0,1.3,1,0,0
4370,7,home,978.32,1.2,0,0,4395.07,1,0,0,195,7,0,0,0,0,0,0,2.4,1,0,0
4371,8,home,500.0,4.7,1,0,3562.25,0,0,0,90,14,0,0,0,1,0,0,4.7,1,0,0
4372,17,home,820.52,10.8,2,0,17195.59,4,1,0,51,7,0,0,0,0,0,1,5.4,1,1,0
4373,1,home,1546.4,4.5,0,0,8358.99,4,0,0,82,0,0,0,1,0,0,0,10.3,1,1,0
4374,18,auto,2250.2,3.0,1,0,2847.11,0,0,1,237,9,0,0,0,0,0,0,0.5,1,1,0
4375,25,commercial,615.66,8.0,0,0,46715.58,0,0,0,140,13,0,0,0,0,0,0,6.1,1,1,0
4376,23,home,614.22,6.9,1,1,2032.05,3,0,1,98,15,0,0,0,0,0,0,11.6,1,0,0
4377,17,home,1113.34,2.3,2,0,5384.22,7,0,0,231,23,0,1,0,0,1,0,4.7,1,0,0
4378,65,home,500.0,4.6,0,0,18300.48,15,1,0,112,11,0,0,0,0,0,0,5.2,0,0,0
4379,5,auto,877.88,6.5,0,0,4880.19,0,0,1,244,22,0,1,0,0,0,1,2.7,1,0,0
4380,25,auto,500.0,1.4,0,0,3963.4,6,1,1,153,13,0,0,0,0,0,0,10.8,0,1,0
4381,2,commercial,2174.45,2.3,0,0,8501.58,1,0,1,65,7,0,0,0,0,0,1,4.2,1,1,0
4382,2,auto,746.45,0.6,4,0,6479.57,0,0,0,212,7,0,0,0,0,0,0,2.5,1,0,0
4383,30,auto,2505.93,22.0,1,0,2404.28,2,1,1,162,1,0,1,0,0,0,1,3.4,0,1,0
4384,30,auto,1913.64,0.4,0,0,11161.44,4,1,1,191,11,0,0,0,0,0,0,0.5,1,1,0
4385,75,home,793.81,0.9,0,0,2414.52,4,1,1,122,8,1,0,0,0,1,0,7.5,1,1,0
4386,29,home,641.64,3.3,1,0,1377.24,0,1,0,96,8,1,0,0,0,1,0,0.5,1,1,0
4387,115,home,995.48,10.0,0,0,6784.48,13,0,0,241,19,1,0,0,0,0,0,2.7,0,0,0
4388,1,home,1040.73,2.2,1,0,2343.87,0,0,0,187,5,0,0,0,0,1,0,3.2,1,0,0
4389,3,auto,1303.85,7.3,0,0,5817.42,1,0,0,131,22,0,0,0,0,0,0,5.4,1,1,0
4390,1,auto,743.77,5.6,0,0,8296.32,2,0,1,163,20,1,0,0,0,0,1,2.3,1,0,0
4391,7,auto,1592.72,5.1,1,0,6824.43,14,0,0,105,13,1,1,0,0,0,1,0.5,1,1,0
4392,28,home,1252.21,9.3,1,0,129446.07,23,0,0,174,5,0,0,0,1,0,0,0.5,1,1,1
4393,37,auto,925.01,0.1,1,0,24661.12,0,1,0,244,14,0,0,0,0,0,0,8.3,1,0,0
4394,1,home,768.15,13.2,1,0,9989.4,1,1,1,567,19,0,0,0,0,0,0,1.4,1,1,0
4395,105,auto,999.8,8.8,0,0,9431.09,3,0,0,155,17,0,0,1,0,0,0,1.1,1,1,0
4396,66,auto,728.91,13.9,1,0,12958.31,5,0,1,240,1,0,0,0,0,0,0,7.0,1,0,0
4397,12,commercial,1129.15,7.9,2,0,5775.87,5,0,1,210,13,0,0,0,1,0,0,3.2,1,1,0
4398,2,auto,1144.5,10.5,2,0,5288.43,1,1,1,182,1,0,0,0,0,0,0,9.4,0,1,0
4399,6,home,1249.94,1.1,1,0,5503.78,1,0,0,124,2,0,0,0,0,0,0,17.1,1,1,0
4400,4,auto,2652.14,1.9,2,0,3618.88,0,1,0,101,4,0,0,0,1,0,0,3.4,0,0,0
4401,4,auto,1026.36,1.9,1,0,44061.7,9,0,0,118,15,1,0,0,1,0,0,0.9,1,1,1
4402,26,auto,1812.2,0.6,0,1,2122.49,2,0,0,140,12,0,0,0,0,0,0,2.8,1,1,0
4403,10,auto,1230.03,6.5,0,0,15294.99,9,1,0,119,23,1,0,0,0,0,0,1.5,1,0,0
4404,15,home,973.48,0.7,0,0,13163.92,1,0,0,80,6,0,0,0,0,0,1,1.1,1,0,0
4405,164,auto,1033.2,0.3,0,0,11712.9,7,0,0,203,11,0,0,1,0,0,0,2.8,1,1,0
4406,41,auto,1064.85,7.5,3,0,6219.04,0,0,1,92,12,1,1,0,0,0,0,8.0,1,1,0
4407,107,auto,1261.28,11.8,1,0,2407.65,8,0,0,240,9,1,0,0,0,0,0,14.0,1,1,0
4408,5,home,678.81,7.2,0,0,9276.26,11,0,0,120,5,0,0,0,0,0,0,2.7,1,1,0
4409,17,home,527.07,8.7,1,0,9274.0,1,1,0,79,19,0,0,0,0,0,0,1.4,1,1,0
4410,29,auto,1521.04,4.5,0,0,62770.14,0,1,0,86,10,0,1,0,0,1,0,0.5,1,1,0
4411,2,auto,1718.25,10.9,0,0,11409.58,1,1,0,155,17,0,0,0,0,0,0,2.3,1,0,0
4412,1,home,1592.11,3.4,2,0,7961.78,10,0,0,148,12,0,0,1,0,0,0,7.2,1,0,0
4413,39,home,1184.99,22.3,0,0,6074.23,1,1,0,83,12,0,1,1,0,1,0,0.5,1,1,0
4414,36,auto,1609.39,0.5,0,0,4026.27,1,1,0,111,3,0,0,0,0,0,0,1.9,1,1,0
4415,19,home,1566.68,8.3,0,0,7766.24,19,0,0,204,10,0,0,0,0,0,0,12.1,1,0,0
4416,24,home,1625.9,5.1,6,0,11094.5,5,0,0,174,1,0,0,0,0,0,0,0.6,1,0,0
4417,19,home,713.53,4.3,1,0,2798.3,8,0,1,121,14,0,0,1,0,0,0,2.7,1,1,0
4418,1,home,633.67,6.5,0,0,3725.61,6,0,1,290,0,0,0,0,0,1,0,7.3,1,1,0
4419,14,commercial,902.99,9.2,1,0,2471.76,2,0,1,50,21,0,0,0,0,0,0,1.4,1,0,0
4420,7,auto,1087.14,9.9,1,0,9676.82,9,0,1,88,13,0,0,0,1,0,0,7.6,1,1,0
4421,3,commercial,971.69,1.0,1,0,18302.59,4,0,0,94,22,0,0,0,0,1,0,19.5,1,0,1
4422,113,auto,500.0,1.1,0,0,500.0,5,0,0,266,22,0,0,0,0,0,1,0.5,1,0,0
4423,32,home,2593.71,0.1,2,0,4296.41,1,0,0,215,4,0,0,0,0,0,0,10.9,1,0,0
4424,46,auto,956.21,0.7,1,0,35774.79,19,0,0,507,11,1,0,0,0,0,0,2.3,1,1,1
4425,13,auto,1195.54,1.5,0,0,12524.4,9,0,0,195,6,0,0,0,0,0,0,1.3,1,0,0
4426,17,home,2043.2,6.4,0,1,8773.24,0,0,0,146,20,0,0,1,0,0,0,5.3,1,1,1
4427,9,home,500.0,3.2,2,0,1801.93,1,0,1,438,15,1,0,0,0,0,0,7.9,1,1,0
4428,3,auto,849.08,7.1,4,0,14274.91,6,0,1,92,22,1,0,0,1,0,0,0.5,1,1,1
4429,7,auto,903.65,3.3,1,0,5551.69,0,0,1,101,20,0,0,0,0,0,0,1.5,1,1,0
4430,57,auto,926.9,4.1,0,1,12709.11,2,0,0,75,7,0,0,0,0,0,0,0.5,1,0,0
4431,40,commercial,1005.52,0.6,0,0,56187.88,3,0,0,215,16,0,0,0,1,0,0,0.5,0,1,0
4432,28,home,2261.01,7.5,1,0,1596.98,1,1,0,158,1,0,0,0,0,0,0,5.8,1,1,0
4433,23,auto,1535.68,7.1,0,0,25196.51,10,0,1,139,12,0,0,0,0,0,0,4.3,0,1,0
4434,92,home,1770.5,1.8,0,0,4413.81,11,0,1,156,22,0,0,0,0,0,0,2.6,1,1,0
4435,2,commercial,1122.78,2.0,1,0,20506.8,15,1,0,151,16,1,0,0,0,0,0,2.8,1,1,1
4436,11,auto,544.74,1.2,5,0,3263.15,0,0,1,67,6,0,0,0,0,0,0,0.6,1,1,0
4437,15,home,500.0,8.4,1,0,2208.01,0,0,1,307,8,0,0,0,0,0,1,2.8,1,1,0
4438,54,auto,510.45,6.9,1,0,12493.05,4,0,0,108,18,0,0,1,0,0,0,2.4,1,1,0
4439,176,home,1312.75,4.7,2,0,1115.43,7,0,0,187,14,0,0,0,0,0,0,8.7,1,0,0
4440,9,auto,1114.19,1.4,0,0,2726.63,1,0,0,104,20,1,0,0,0,0,0,7.0,1,0,0
4441,74,auto,987.24,0.9,2,0,2731.92,1,1,0,118,5,0,0,0,0,0,0,2.2,1,0,0
4442,63,auto,912.07,0.3,3,0,2977.57,3,0,0,126,7,0,0,1,1,0,0,8.8,1,1,0
4443,9,auto,2998.48,0.2,0,0,10901.37,3,0,0,155,0,0,0,0,0,0,0,5.9,0,0,0
4444,18,home,726.73,1.0,0,0,9901.49,3,1,1,239,20,0,0,0,0,1,0,5.7,0,0,0
4445,18,auto,1743.95,0.5,4,0,5230.68,2,0,0,115,20,0,0,0,0,0,0,3.2,1,1,0
4446,137,auto,1097.68,4.1,1,0,2687.42,6,1,0,120,9,0,0,0,1,0,0,5.0,1,1,0
4447,7,home,1063.72,2.2,0,0,4908.03,4,0,0,117,7,0,0,0,1,0,0,18.3,1,1,0
4448,57,auto,1974.99,2.9,2,0,1599.28,3,0,0,104,3,0,0,0,0,0,0,0.8,1,1,0
4449,14,auto,2278.48,4.5,0,0,1589.74,6,0,0,179,8,0,0,1,0,0,0,7.3,1,1,0
4450,47,commercial,972.85,5.4,0,0,2763.88,1,0,0,288,20,0,0,0,0,1,0,2.2,1,0,0
4451,19,home,1635.33,5.2,2,0,1318.17,11,1,0,184,22,0,0,1,0,0,0,9.9,1,1,0
4452,31,auto,1315.47,1.5,0,0,6437.32,2,0,0,135,23,0,0,0,0,1,0,4.3,0,1,0
4453,64,auto,1100.72,8.3,1,0,10131.99,1,0,0,358,9,1,0,0,0,0,0,8.0,1,1,0
4454,58,commercial,1214.55,12.5,0,0,5656.62,3,0,0,105,5,1,0,0,0,0,0,9.4,1,1,0
4455,72,auto,777.43,1.9,0,0,1841.59,1,1,0,158,18,1,0,0,0,0,0,16.3,1,0,0
4456,2,auto,941.01,0.1,1,0,3529.0,1,0,0,318,9,0,0,0,0,0,0,6.5,1,0,0
4457,42,auto,820.31,11.5,2,0,14030.13,0,1,0,79,0,0,0,0,0,0,0,1.7,1,0,0
4458,5,auto,1721.05,12.9,0,0,18036.53,5,0,1,134,20,0,0,0,0,0,0,2.0,0,1,0
4459,19,home,1045.66,0.3,2,0,1667.68,12,0,0,183,19,1,0,0,0,0,0,5.6,0,1,0
4460,28,home,573.15,0.1,1,0,8698.79,5,1,0,172,15,1,0,0,0,0,0,1.3,1,0,0
4461,18,commercial,763.78,8.5,1,0,2452.8,4,0,1,122,1,1,0,0,1,0,0,4.1,1,1,0
4462,26,home,500.0,1.8,4,0,18245.15,6,1,1,343,14,0,0,0,0,0,0,5.8,1,1,0
4463,203,auto,856.41,12.3,0,0,19268.57,16,0,0,118,3,0,0,0,0,0,0,3.5,1,1,1
4464,5,auto,1117.47,1.2,0,0,500.0,2,1,0,104,4,1,0,0,1,0,0,2.9,1,0,0
4465,40,commercial,1024.47,9.9,0,0,2177.32,2,0,0,137,10,1,0,1,0,0,0,2.7,1,1,0
4466,18,auto,2951.52,0.4,0,0,8469.4,1,1,0,86,16,0,0,1,0,0,0,3.1,1,1,0
4467,5,auto,1461.84,1.5,0,0,600.46,0,1,0,65,6,1,0,0,0,0,0,0.8,1,0,0
4468,6,commercial,1429.71,18.1,1,0,24263.53,2,1,0,220,19,1,0,0,0,0,0,2.2,1,1,0
4469,107,auto,500.0,1.3,1,0,8261.2,0,1,1,152,8,0,0,0,0,1,0,4.1,1,0,0
4470,76,auto,913.86,0.7,2,0,1169.62,9,0,0,117,6,1,0,0,0,0,0,6.6,1,0,0
4471,85,home,859.77,9.7,1,0,14932.17,6,1,0,251,20,0,0,0,0,1,0,5.4,0,0,0
4472,171,commercial,740.23,0.6,1,0,15049.07,1,1,1,161,21,1,0,1,0,1,1,0.5,1,1,0
4473,8,auto,735.14,0.5,2,0,9805.53,1,1,1,130,10,0,1,0,0,0,0,0.5,1,1,0
4474,15,home,500.0,2.0,1,0,8481.93,4,0,0,98,17,1,0,1,0,0,0,0.6,1,0,0
4475,39,auto,579.45,5.0,0,0,12789.67,7,1,0,125,8,0,0,0,1,0,0,0.9,1,1,0
4476,23,auto,1697.73,6.2,0,0,1791.38,6,1,0,132,0,0,0,0,0,0,0,21.7,1,0,0
4477,19,commercial,1021.0,10.7,0,0,6435.71,0,0,1,238,7,0,0,0,0,0,0,1.2,1,1,0
4478,15,commercial,851.33,3.9,0,0,2371.7,7,0,0,109,7,1,0,0,0,0,1,7.1,1,1,0
4479,32,auto,1093.67,2.5,2,0,16218.42,10,1,1,166,0,0,0,0,0,0,0,3.2,1,1,0
4480,30,auto,1965.88,2.2,1,0,5091.1,0,1,0,138,2,0,1,0,0,0,0,2.8,1,1,0
4481,6,auto,1098.94,9.4,0,0,542.91,7,1,0,109,20,0,0,1,0,0,0,0.5,0,0,0
