gpa_first_semester,gpa_current,credit_hours_completed,credit_hours_attempted,course_withdrawal_count,financial_aid_amount,unmet_financial_need,is_first_generation,is_pell_eligible,campus_housing,extracurricular_count,advisor_meetings_per_semester,declared_major,distance_from_home_miles,age_at_enrollment,high_school_gpa,sat_score,num_absences_current_semester,part_time_work_hours,library_visits_per_month,target
2.58,2.95,44,44,1,5226.39,3338.67,0,0,1,0,0,1,123.7,20,2.89,1103,3,15.6,2,0
2.72,2.62,43,49,1,12546.19,7099.81,0,1,1,0,1,1,22.3,17,3.56,1047,4,2.8,1,0
3.26,2.96,38,43,2,7788.08,969.3,0,0,1,2,0,1,103.3,17,2.78,987,3,2.1,3,0
2.93,2.53,47,51,2,7320.01,1986.34,0,1,0,1,1,1,65.9,17,3.07,1274,1,1.9,3,1
2.68,2.61,48,51,1,19488.87,703.19,0,0,0,0,1,1,6.2,21,3.66,1223,2,2.8,2,1
2.99,3.04,55,58,0,3070.87,2293.36,1,0,0,2,1,1,117.8,17,3.59,1129,3,2.9,2,0
1.7,1.97,38,41,0,30286.58,1006.64,0,0,1,2,0,0,246.9,17,3.54,1293,5,8.4,4,0
1.3,1.63,45,47,3,3484.72,36.78,0,0,1,4,1,1,29.2,18,3.24,1031,3,9.0,0,1
4.0,3.79,46,48,3,3322.17,7215.08,0,1,0,2,3,0,74.1,17,4.0,1393,1,9.2,1,0
2.1,2.23,50,53,2,3321.67,2319.43,0,0,1,1,1,0,68.0,17,3.56,1470,3,21.5,4,0
3.3,2.77,42,44,1,8437.22,303.64,0,1,0,3,0,0,67.1,17,2.77,1058,4,6.6,7,0
2.71,3.26,40,41,1,7030.3,3882.42,0,0,0,5,1,1,21.8,23,4.0,1110,6,8.7,1,0
4.0,3.47,45,49,2,2317.74,552.02,1,0,1,1,2,1,14.8,22,3.14,1232,3,2.8,3,0
3.49,3.44,56,59,0,20616.93,468.09,0,1,0,0,0,1,42.7,20,3.26,1124,1,0.5,2,0
2.45,3.02,45,47,0,2034.72,2488.22,0,0,0,1,1,1,37.4,23,2.39,942,1,12.0,2,0
2.61,2.99,47,49,0,5407.56,4568.9,1,0,0,4,0,0,21.1,17,3.39,987,2,24.9,8,0
2.87,2.85,49,50,1,30530.66,4397.97,1,1,1,2,2,1,57.7,17,3.91,1314,2,10.1,3,0
3.65,3.2,47,49,0,1026.16,294.78,0,0,1,2,1,1,406.8,19,3.72,946,3,2.8,4,0
2.74,2.72,38,40,2,24187.87,4032.01,0,0,1,1,0,1,242.1,18,3.29,1241,2,14.4,5,0
2.46,2.7,43,51,1,3201.8,1841.17,1,1,0,0,1,1,29.5,17,2.98,1015,3,23.8,3,0
2.36,2.35,35,38,2,3848.75,2214.93,0,0,1,0,1,1,201.2,26,4.0,1175,8,8.8,4,0
3.09,3.57,37,37,0,220.6,9798.76,0,1,0,1,0,0,115.0,17,3.08,1184,2,16.5,3,1
1.7,2.18,51,55,1,3375.01,1703.76,1,1,1,1,1,0,840.3,19,4.0,1393,2,1.5,3,0
3.57,3.13,41,45,1,2612.97,1388.33,0,0,0,1,1,1,61.1,17,2.92,1449,5,3.0,6,0
2.55,2.79,41,44,0,6827.92,4870.06,0,0,0,1,1,0,30.0,21,4.0,1171,4,4.0,4,0
3.67,3.07,61,67,3,2443.71,5036.08,0,1,0,1,1,0,250.7,17,2.55,1311,1,10.3,3,1
2.63,3.09,46,49,1,1591.04,11716.65,0,0,0,3,2,0,87.5,17,2.07,876,2,7.1,9,0
3.26,3.47,46,48,1,6047.5,6212.97,0,1,0,1,3,1,87.4,22,3.87,1181,2,7.6,2,0
2.88,2.78,36,37,2,3224.48,1563.98,0,0,1,1,0,1,61.1,17,2.99,1037,1,37.6,5,0
2.21,2.69,47,49,2,38257.01,3773.14,1,0,0,0,1,1,21.7,18,3.0,991,3,1.8,7,0
1.94,2.38,49,55,0,4208.43,5042.01,1,1,1,3,1,0,42.6,19,2.55,1098,5,15.4,4,0
2.94,2.77,36,38,0,22382.51,1718.04,0,0,0,1,1,0,340.6,17,2.96,1050,3,0.6,8,1
2.97,2.98,49,51,1,9915.59,550.97,0,0,1,1,3,1,58.0,17,3.6,1301,4,5.0,3,0
2.7,3.21,37,38,1,50000.0,3410.32,0,0,1,2,3,1,61.6,20,1.96,859,4,10.0,4,0
2.03,2.64,46,51,0,23971.49,5484.94,0,1,1,0,2,0,225.1,17,3.48,1339,3,5.1,4,0
3.61,3.48,54,55,0,2993.3,1992.18,1,0,1,0,0,0,135.0,20,3.46,992,2,6.2,1,0
3.8,3.49,48,51,0,1828.16,3420.22,0,0,0,2,1,0,227.0,22,3.54,1248,3,0.2,1,0
3.63,3.13,44,48,1,6488.1,2600.16,0,1,0,0,0,1,13.1,17,3.88,1078,4,6.3,4,1
2.94,3.03,50,56,1,27419.15,1483.1,0,0,0,2,2,0,72.8,17,2.46,1131,3,0.5,5,0
3.13,2.68,49,52,1,5313.03,9173.32,0,1,0,2,2,1,22.0,18,3.14,1350,2,5.6,6,1
1.94,2.52,50,51,3,14302.65,1913.98,1,0,1,2,1,1,19.5,17,3.11,1155,1,2.4,6,0
2.84,3.02,62,64,1,2376.7,430.06,0,0,0,1,2,1,61.5,17,4.0,1307,8,4.0,2,0
3.45,3.23,43,43,2,6300.97,266.84,0,1,0,4,2,0,849.9,23,2.73,1144,1,7.2,6,0
3.39,3.48,40,42,2,28091.58,11014.23,1,0,1,0,2,1,119.0,21,3.26,1413,6,5.7,5,0
2.82,3.23,47,48,2,15038.45,218.06,0,1,0,1,3,0,23.5,18,2.86,981,2,4.3,7,0
2.77,1.82,43,48,1,782.26,1550.48,1,0,0,2,1,1,377.3,20,3.2,1194,2,1.5,3,1
3.59,3.78,46,47,0,1542.99,3017.04,0,1,1,0,3,1,89.1,20,2.56,600,4,3.5,1,0
2.41,3.17,46,49,0,823.73,1272.41,1,1,1,1,0,1,76.3,20,3.28,957,5,4.8,5,0
2.64,3.32,44,48,0,5034.91,2492.37,0,0,1,0,1,1,33.9,17,2.68,650,3,0.1,6,0
3.11,2.76,54,58,0,15233.09,836.39,0,0,0,3,0,0,16.6,22,4.0,1000,4,18.5,3,0
2.95,3.31,47,48,0,2771.15,393.78,0,0,1,1,2,1,48.4,19,2.54,1260,3,4.9,5,0
2.62,2.86,48,50,2,4174.81,1899.56,0,0,0,5,1,1,324.7,18,4.0,1012,3,6.5,1,0
1.11,1.9,46,53,0,3631.99,2472.89,0,0,0,2,0,1,32.2,19,3.13,1261,4,1.8,5,0
2.05,2.13,61,66,0,5180.55,322.38,1,0,1,0,1,1,20.4,20,2.59,1024,3,1.5,3,0
3.5,3.0,49,49,2,6356.45,865.1,1,1,0,3,0,0,14.2,17,3.14,1188,3,3.5,4,0
3.25,2.9,34,39,2,2010.49,1220.19,0,0,1,1,2,1,66.8,18,2.77,739,3,3.1,6,0
3.33,3.13,48,50,0,3663.15,9884.05,0,1,1,3,2,1,159.6,20,3.53,1017,5,2.6,3,0
3.0,3.02,41,45,2,10835.32,502.73,1,1,1,1,1,1,24.7,18,4.0,1184,6,7.8,7,0
2.63,2.74,42,43,3,6106.28,1889.79,0,0,0,0,0,0,19.0,17,2.99,1113,4,12.9,7,0
2.48,2.65,33,37,1,2292.83,796.66,0,0,0,1,2,1,48.0,17,2.6,898,5,0.9,5,0
2.43,2.39,53,56,1,19582.52,4985.12,0,0,0,0,0,1,148.3,17,3.15,1197,4,0.2,2,0
2.99,3.0,48,50,1,11645.89,9800.8,0,1,1,2,1,1,125.8,17,3.36,1116,3,6.4,3,0
2.09,2.58,24,30,2,1717.22,75.86,0,0,1,1,3,1,175.7,23,2.86,1174,3,5.1,4,1
1.49,2.29,46,51,2,2757.72,3009.9,0,1,1,0,3,1,138.9,18,3.11,1185,1,13.3,3,0
3.89,3.05,32,37,1,14461.79,6380.33,0,1,0,2,1,1,25.1,19,3.18,1001,2,0.5,5,0
3.53,3.23,55,60,2,3483.78,9985.62,0,1,0,0,0,0,44.2,24,3.56,960,6,6.9,4,1
2.28,2.79,39,44,0,6847.77,8395.52,0,1,1,0,3,0,17.8,17,4.0,1211,6,0.8,5,1
3.09,2.68,43,47,1,5643.4,598.36,0,0,1,1,1,1,37.5,23,3.51,1316,4,10.4,4,0
3.54,3.24,41,45,0,1316.06,1373.13,0,0,1,0,2,1,72.5,19,3.91,1069,2,2.6,5,0
2.92,2.82,50,53,0,12642.93,1448.58,0,0,0,3,1,0,117.4,19,4.0,1182,4,2.2,6,0
2.64,3.21,36,42,3,3450.26,2216.37,0,1,0,1,5,0,56.2,19,3.14,1046,4,3.0,3,0
2.71,2.87,40,42,2,10563.44,4468.11,0,0,1,2,1,0,163.6,17,2.93,1082,0,8.6,5,0
2.46,3.15,50,54,0,4693.0,2102.76,0,0,1,4,2,0,84.3,24,3.87,904,4,0.0,4,0
2.3,2.56,35,40,0,20657.18,7672.32,0,0,0,3,2,1,65.7,22,3.35,1067,1,6.8,3,0
2.54,2.58,48,51,0,2397.88,3834.86,1,0,1,2,1,0,11.2,21,3.3,1115,2,19.6,4,0
2.34,2.96,35,37,1,12225.33,497.42,1,1,0,3,3,0,33.0,21,3.89,1035,1,8.9,3,0
3.26,2.91,44,48,0,34069.06,7026.49,0,1,0,0,0,1,70.5,19,2.88,766,1,22.9,1,0
2.46,3.18,40,41,0,41089.36,11776.06,0,0,0,0,0,1,64.9,19,2.79,1179,3,1.3,7,0
3.01,3.03,36,40,0,3514.33,8847.48,1,0,1,2,0,1,31.6,22,2.94,1063,3,0.4,4,0
3.26,3.02,48,49,1,904.6,1760.86,0,0,0,0,0,0,90.0,17,3.05,1139,4,0.6,6,0
1.42,2.49,44,47,1,3502.84,7593.93,0,1,1,1,1,1,21.5,19,4.0,1451,2,2.8,3,1
2.13,2.48,33,34,0,4330.04,10.01,0,1,0,2,1,1,328.1,21,3.53,1035,4,1.8,7,1
2.42,2.86,34,36,0,2641.72,1890.99,0,0,1,1,2,1,70.7,23,3.85,1174,6,5.1,2,0
3.77,3.57,43,46,0,16144.19,4895.7,0,0,1,2,0,1,19.6,21,2.3,1052,5,3.8,3,0
1.68,2.17,51,53,0,3116.28,1914.15,0,1,1,3,3,0,52.5,17,2.93,872,3,15.0,6,0
2.81,2.8,45,50,4,4464.27,8031.99,1,1,0,2,3,0,54.8,21,2.95,1057,4,13.6,6,1
1.26,2.53,46,49,2,3282.31,1592.62,0,1,1,1,1,1,32.5,21,3.63,1071,1,22.7,3,1
2.42,3.29,44,49,1,1002.08,2608.71,0,0,1,1,2,1,116.2,17,3.0,1174,2,10.2,7,0
3.22,2.9,48,51,2,4829.35,4734.67,0,0,1,0,1,1,288.1,17,3.82,1026,4,2.7,4,0
2.36,2.42,51,56,4,7282.46,2949.18,1,0,0,3,2,1,14.1,17,3.53,1053,3,5.3,3,0
2.98,2.66,45,47,1,1376.23,6933.26,0,0,0,1,1,0,96.7,17,3.91,1242,1,1.4,8,1
4.0,2.8,48,49,3,788.08,7302.34,0,0,0,4,5,1,368.6,20,2.67,865,2,5.5,2,0
3.21,2.68,51,55,3,5289.16,6705.51,0,0,0,3,1,1,19.2,21,3.48,1191,2,7.4,5,0
2.61,2.61,37,39,0,6029.99,5698.09,0,1,0,3,3,1,32.6,17,3.18,1262,4,1.2,6,0
4.0,3.34,46,47,0,3254.58,1126.39,0,1,1,1,2,1,13.8,19,2.82,1105,4,5.0,5,0
2.56,2.11,45,50,2,118.75,5905.18,0,0,0,3,1,1,103.7,17,3.59,1123,4,11.0,3,1
2.19,2.7,49,54,2,7677.91,9741.13,0,1,1,2,0,0,12.0,26,2.7,1059,5,12.1,5,0
2.81,3.13,35,41,1,1371.46,62.05,0,1,0,1,3,1,79.3,19,3.43,1018,5,24.2,5,0
2.38,3.0,52,53,2,2101.73,68.44,0,1,0,5,0,1,22.3,23,3.68,1235,3,4.1,8,0
2.61,2.61,40,44,0,3768.7,6601.32,0,1,1,1,0,0,35.0,17,3.41,1281,2,9.4,2,1
3.88,3.45,42,45,3,21924.12,2852.71,1,1,0,3,1,0,100.4,17,3.29,1193,2,1.7,4,0
2.5,2.63,38,39,1,6874.48,1054.37,0,0,1,1,0,0,47.7,17,3.87,1532,2,0.7,2,1
3.55,3.63,45,46,2,8778.02,691.19,0,0,1,1,0,1,38.7,17,2.76,998,2,21.2,1,0
3.2,3.22,38,39,0,9473.98,9322.99,1,1,1,4,0,1,154.2,22,3.39,1019,0,5.8,5,0
4.0,3.22,43,48,0,2673.8,6079.59,0,0,1,1,1,1,152.4,20,3.54,1006,3,0.6,5,0
2.2,2.4,44,47,0,3699.59,192.04,0,0,1,2,1,1,42.1,17,1.94,1006,0,5.0,6,1
2.58,2.59,42,44,1,8630.32,1499.25,0,1,0,0,1,1,62.1,20,2.79,1113,1,23.5,6,0
3.9,3.03,45,49,1,35961.72,39.85,0,1,1,0,0,1,82.1,17,3.54,1131,4,6.9,1,1
2.46,2.48,53,55,1,9058.03,583.91,1,0,1,2,0,1,48.0,17,3.89,1168,1,4.7,4,0
2.94,2.74,34,37,1,3792.85,1594.14,1,0,0,0,0,1,68.0,18,3.45,1358,5,14.1,4,0
3.6,3.39,51,56,1,2946.41,425.99,0,0,1,2,0,1,35.8,22,2.95,1212,4,0.7,10,0
1.5,2.41,43,49,3,18600.88,1828.51,0,1,0,3,0,0,87.7,18,2.59,1078,2,3.2,5,0
4.0,3.68,49,50,0,627.88,3669.14,0,0,1,2,1,1,105.9,23,4.0,1006,2,3.5,6,0
3.35,3.26,43,46,2,7849.81,384.9,0,1,1,0,1,1,60.7,27,3.25,1069,3,23.8,2,0
4.0,3.11,48,49,0,8364.44,2835.79,0,1,1,1,0,1,23.0,23,2.46,987,3,14.4,2,0
2.3,2.69,56,59,0,8860.69,1331.73,1,0,1,0,1,1,103.7,24,3.13,1064,1,3.6,2,0
2.94,2.88,48,52,0,5596.63,3577.87,1,1,0,0,0,1,56.8,20,3.15,989,5,2.9,4,0
2.58,3.06,39,44,2,14759.16,4426.66,0,1,0,1,1,0,25.0,17,2.86,1179,1,9.2,3,0
3.26,3.4,43,46,0,2281.16,5306.49,0,0,0,2,3,1,80.7,18,4.0,1144,2,1.8,3,0
3.64,3.82,45,50,1,3587.76,1680.38,0,0,0,5,1,1,104.2,20,2.73,795,2,4.8,2,0
2.71,3.19,43,47,2,4234.05,1711.04,0,0,1,2,1,1,48.0,20,4.0,1085,6,4.5,3,0
2.75,2.46,53,56,2,7751.57,431.2,0,0,0,3,2,1,9.5,19,3.18,1274,1,3.0,1,1
3.14,3.26,30,34,2,1289.36,1892.67,1,1,1,0,2,0,29.6,21,3.44,1233,1,3.3,4,1
2.12,1.99,34,36,0,23011.08,1768.58,1,1,0,2,1,1,310.5,17,3.22,1000,4,2.4,4,1
1.4,1.97,57,63,1,6980.89,724.66,0,0,0,0,1,1,134.5,18,2.88,1022,3,0.6,3,0
2.41,2.72,41,43,1,1703.01,20.66,0,0,0,3,1,0,27.4,18,3.57,982,3,8.2,1,0
3.78,3.52,49,51,0,15140.19,3442.87,0,1,0,1,1,1,120.3,17,2.32,1115,2,0.6,8,0
3.24,3.72,42,46,4,7744.38,1643.87,0,0,1,2,3,1,276.8,17,2.67,1095,0,0.5,4,0
2.83,2.43,45,50,0,38478.14,4400.41,0,0,0,2,2,1,126.4,21,2.52,985,8,2.1,3,1
2.66,3.15,44,45,2,12665.56,1808.26,0,1,1,0,1,1,12.6,25,3.44,1142,2,26.2,3,0
2.98,3.2,41,43,0,7574.35,3633.53,0,1,1,0,1,1,102.4,17,3.61,1190,1,24.0,5,0
2.58,3.18,46,48,0,3663.54,1174.58,0,1,0,2,1,1,36.3,17,2.6,865,5,3.4,4,0
2.48,3.22,44,47,0,3514.29,2945.02,0,1,0,2,2,1,239.3,18,2.41,1159,5,1.0,4,1
2.66,2.63,44,45,2,2971.43,1193.5,0,0,1,4,0,1,58.0,17,3.04,1192,2,1.3,7,1
3.01,2.6,44,47,1,5927.55,3922.15,1,0,0,1,0,1,27.1,20,2.78,1261,2,0.3,6,0
2.56,2.71,46,53,3,4302.91,4830.48,1,0,0,0,2,0,168.5,19,3.2,1123,4,1.2,2,1
3.75,3.53,38,46,1,18891.76,7895.48,1,1,0,0,1,0,5.0,17,3.04,1208,2,9.4,7,0
2.72,2.83,46,48,0,7805.4,4422.55,0,0,0,0,0,0,79.1,21,2.85,1010,3,3.6,5,0
2.37,2.68,46,48,1,27322.69,3043.37,1,1,0,0,1,1,117.3,22,3.69,992,3,21.8,5,0
3.13,3.27,50,51,1,4392.35,614.43,0,0,0,0,2,0,32.1,17,3.05,1011,3,4.9,2,1
3.09,3.41,42,46,0,2741.55,1265.67,0,0,0,2,1,1,10.1,19,3.65,1070,2,1.2,8,0
2.63,2.83,39,44,2,5376.75,5649.59,0,0,1,0,0,0,16.1,22,3.4,832,2,1.5,2,1
1.23,1.96,58,59,0,11399.76,2739.52,1,0,0,1,2,1,12.5,25,2.86,1036,3,11.1,2,0
2.66,3.09,66,68,1,4554.56,5556.1,0,0,0,2,1,1,46.0,20,2.64,1015,4,2.4,3,0
2.37,3.35,45,45,0,11935.39,4968.29,0,1,0,2,1,0,10.3,17,2.78,1181,1,7.0,2,0
3.1,2.63,59,59,1,2632.13,2067.04,0,0,0,1,2,0,223.2,22,3.5,1034,4,3.2,1,0
2.34,2.83,46,47,0,5179.69,6485.51,0,0,1,2,0,1,60.4,21,3.23,1207,2,5.3,4,0
3.08,2.71,37,44,2,1733.05,3012.61,1,0,0,2,1,1,52.1,22,3.74,1060,2,12.7,3,0
1.96,2.44,44,47,3,11787.48,6391.55,0,0,0,1,0,0,9.9,21,2.76,1176,3,4.3,9,0
2.3,3.09,44,46,0,1586.31,7479.31,0,1,1,2,2,1,212.4,17,3.1,1196,3,1.9,4,0
3.06,2.67,46,48,1,659.97,5162.48,1,1,1,2,2,1,13.0,17,1.81,1146,7,1.3,7,1
2.83,2.87,48,49,2,2852.45,757.44,0,0,0,0,0,1,48.4,26,3.75,1239,3,6.8,5,1
3.95,3.95,44,45,3,9951.68,735.9,1,1,1,1,2,0,19.4,17,3.12,996,3,2.2,6,1
2.73,3.02,46,52,0,3178.68,1973.12,0,0,0,3,2,1,68.5,21,3.22,1043,1,8.6,2,0
2.81,2.54,54,58,2,7195.72,9532.44,0,0,0,1,2,1,249.1,19,3.09,937,1,2.3,1,0
2.69,2.87,49,49,0,41830.91,1159.42,1,1,1,5,0,1,73.0,25,2.73,1258,4,6.9,3,0
2.25,2.99,37,41,1,9118.22,156.8,1,1,1,0,3,1,1163.5,17,3.52,1029,3,3.5,6,0
2.75,2.53,33,35,0,1113.59,2206.1,0,0,1,2,0,1,61.8,17,3.87,905,3,0.4,4,0
3.27,3.01,41,43,1,1595.55,3514.45,0,1,0,1,0,1,69.5,18,3.35,1024,1,3.3,2,0
1.09,2.06,50,54,0,5881.57,2545.09,0,1,1,1,1,0,25.6,17,3.86,1303,3,4.1,4,0
2.59,2.39,47,49,0,45616.89,742.3,1,0,1,0,1,1,51.1,17,3.99,1362,4,3.7,2,0
3.17,2.97,39,46,0,14569.76,5566.35,0,0,1,0,1,1,602.8,18,3.86,1371,2,6.4,3,0
3.7,3.26,52,56,0,1399.08,5683.1,1,1,0,0,2,1,102.0,17,3.24,1277,3,0.2,8,1
3.22,3.61,47,48,1,39837.49,830.42,1,1,0,1,1,1,9.9,17,3.25,879,4,7.5,4,0
2.06,2.5,27,28,2,6433.17,1001.06,0,0,1,2,1,1,34.6,18,3.24,1204,7,7.1,2,0
2.76,3.25,43,47,0,10728.43,2803.74,1,0,1,1,2,0,5.0,19,3.3,1083,8,7.3,2,0
1.91,2.19,52,56,1,17918.32,249.81,0,1,0,0,2,1,567.3,18,3.14,1032,6,9.2,1,0
1.54,2.16,43,47,1,2830.9,1775.18,1,1,0,2,2,0,187.7,21,3.04,1307,3,9.8,3,0
0.99,2.54,36,38,0,4766.85,7775.22,0,1,1,1,3,1,222.4,17,2.95,1202,3,13.8,7,0
2.85,3.2,70,75,1,8179.04,8993.36,1,1,0,1,0,1,8.3,23,3.17,891,3,10.0,2,1
1.63,1.98,42,44,2,1116.41,1383.28,1,1,0,1,0,1,21.6,20,3.45,1181,4,13.9,8,0
2.93,3.11,50,53,0,6455.38,2940.29,1,0,1,1,2,1,100.1,18,2.8,944,3,2.1,5,0
2.41,3.05,36,39,5,6029.05,2169.31,1,1,1,2,0,1,195.1,18,2.99,1057,2,5.9,5,0
1.36,2.54,46,50,2,1324.32,598.97,1,1,1,0,2,0,191.6,17,3.35,1049,1,8.3,2,0
3.3,3.29,47,50,1,27008.19,1655.72,1,1,0,2,1,1,5.0,25,2.59,737,2,25.0,6,0
3.3,2.88,51,56,3,1831.18,2029.71,0,0,0,0,0,1,96.1,18,3.56,1085,1,0.1,4,1
2.77,2.62,41,45,2,22679.27,10892.4,0,0,0,1,0,1,32.2,17,3.37,1240,1,28.8,4,1
3.31,3.0,45,48,0,7204.93,278.75,0,0,0,1,1,0,438.5,17,2.46,1056,2,9.5,7,0
3.31,3.02,44,48,0,20130.42,4347.84,0,0,1,1,2,1,155.2,21,2.05,880,3,2.8,8,0
2.93,2.35,51,56,0,1428.54,913.5,0,0,1,4,1,1,9.4,22,2.75,1021,1,6.9,4,0
3.44,3.28,48,53,1,2370.72,6.13,0,0,1,0,0,1,36.0,17,4.0,1290,4,0.3,10,0
3.59,3.21,33,40,2,5884.2,11165.41,0,1,0,2,2,1,45.4,19,3.13,1212,1,2.1,6,0
2.74,2.53,43,46,1,8923.74,3478.13,0,1,1,1,2,1,56.8,19,3.03,1206,4,31.7,1,1
3.41,2.68,40,47,0,3223.89,2855.89,0,0,0,1,4,1,16.0,17,3.42,1256,1,0.5,4,0
2.47,3.35,38,41,0,9027.86,3124.35,0,0,0,0,2,0,23.3,17,2.19,1122,2,9.8,5,0
4.0,3.88,43,45,3,2835.14,2250.93,0,1,0,2,1,1,17.2,23,3.7,1262,4,0.4,4,0
3.09,2.69,37,43,0,6127.95,7087.58,0,0,0,0,3,1,5.8,20,3.92,1106,2,2.5,6,0
2.85,3.13,55,55,0,16108.15,1460.12,0,0,1,4,1,0,30.3,18,3.43,1018,5,6.8,4,1
4.0,3.65,58,58,0,12581.36,15500.21,0,0,0,2,0,1,79.3,20,3.61,1383,3,1.7,2,0
3.45,2.65,39,41,0,14595.59,600.03,1,1,0,0,2,0,60.0,21,2.96,1066,2,3.3,2,1
3.62,3.75,41,46,1,6797.76,2279.86,0,0,1,1,2,1,39.6,20,4.0,1241,2,8.2,4,1
2.93,2.67,44,50,1,42280.45,5649.4,0,1,0,3,0,0,55.8,20,2.55,958,3,12.3,8,0
2.25,2.24,38,39,0,7510.76,9122.53,1,1,0,2,1,1,50.9,19,4.0,1174,3,17.6,1,0
2.49,2.71,41,43,1,4788.9,2010.95,1,1,1,1,0,1,67.6,17,2.81,1014,3,13.1,4,0
2.02,2.61,42,44,2,18738.21,792.03,1,1,0,1,2,1,146.8,24,2.95,918,5,9.8,2,0
3.01,3.23,47,52,2,6082.18,1366.68,1,0,0,2,1,0,31.4,17,3.0,1303,8,3.2,3,0
2.84,2.76,34,38,0,5353.65,6221.65,0,0,0,0,0,1,69.9,24,2.73,888,2,0.1,5,0
2.72,2.88,47,54,0,7448.34,2619.46,0,1,1,3,2,1,117.5,17,3.92,1272,3,21.3,5,0
3.78,3.33,51,56,0,47851.17,1629.15,0,1,0,0,3,0,7.8,17,2.46,1133,0,0.4,5,1
2.6,3.14,37,44,0,2996.29,16106.83,0,0,0,4,4,1,94.2,25,2.89,1115,6,7.4,7,0
2.12,2.97,47,51,1,630.5,1079.04,0,0,0,2,0,0,993.7,22,3.21,1152,4,2.5,5,0
2.9,3.35,46,47,1,18959.06,840.55,0,1,1,1,0,1,17.2,17,2.77,982,4,5.5,5,0
2.4,2.86,49,50,2,10203.53,3335.77,1,1,1,3,0,1,26.8,17,2.91,886,3,8.0,4,1
2.05,2.45,43,45,0,3387.1,2830.88,0,0,1,2,2,1,453.5,22,2.7,1217,3,3.6,5,0
2.75,3.83,49,52,0,1674.39,2269.62,0,0,0,0,0,1,120.3,23,3.34,1114,2,9.3,2,0
3.27,3.41,53,56,1,3256.25,3938.57,0,0,1,2,0,0,57.8,19,2.59,1162,2,0.1,5,0
3.62,3.15,64,68,1,4645.15,10236.67,0,1,1,0,2,0,40.9,17,3.51,1230,5,9.4,0,0
2.19,2.53,43,47,1,50000.0,3960.03,0,0,0,1,3,1,44.7,18,3.49,1050,4,7.0,4,0
1.42,2.2,45,47,3,707.32,170.07,0,0,0,1,1,1,216.0,17,3.24,1292,4,5.2,4,0
3.11,2.99,41,43,0,19113.22,1607.25,0,0,1,2,2,1,275.5,17,3.25,854,2,25.7,2,0
2.55,2.44,51,54,0,4359.36,2578.22,0,1,1,1,0,1,223.8,18,3.85,899,5,0.7,2,1
1.15,1.7,40,40,0,9003.59,21.81,0,0,0,2,1,1,104.2,17,3.11,1396,6,8.2,4,0
1.4,2.46,49,52,0,4700.45,1678.28,0,0,0,1,1,1,92.3,21,3.39,993,3,6.8,3,0
3.57,2.98,47,48,0,4848.63,5787.42,1,0,1,3,1,1,61.7,17,3.63,1236,0,12.5,1,0
2.24,2.55,47,49,1,12579.67,3916.38,0,0,1,3,0,1,67.1,17,2.83,1123,4,7.8,5,0
2.91,2.64,42,44,0,11713.04,181.2,0,0,0,0,3,0,7.9,20,3.33,1283,5,0.5,5,1
3.06,1.98,46,50,1,8768.79,608.58,0,0,0,3,0,1,20.5,17,3.65,1003,5,7.1,3,1
2.23,2.47,40,47,3,2084.16,1215.52,1,0,0,2,1,1,15.4,18,3.84,1335,1,2.2,6,0
2.27,2.34,42,46,2,9341.84,1019.75,1,0,1,0,1,1,429.9,22,2.71,1236,1,1.3,4,0
2.16,2.92,44,46,1,1666.85,5404.96,0,0,1,0,2,1,63.3,17,3.35,1119,3,2.1,1,0
2.89,3.09,52,54,0,26499.85,2023.81,1,1,1,3,0,0,56.7,23,3.35,951,2,18.4,3,0
2.79,3.03,36,37,2,797.64,2733.99,0,0,0,1,1,0,68.1,18,3.42,1189,3,2.3,8,0
1.7,2.06,37,40,1,3000.62,25.65,0,0,0,0,1,0,142.3,23,3.42,1183,4,29.8,1,1
3.71,3.08,55,58,0,6696.55,1642.66,0,1,0,4,1,1,40.4,20,4.0,976,3,5.0,5,0
2.3,2.9,48,51,1,7228.04,2439.32,0,1,0,3,0,0,124.0,17,2.43,872,0,6.6,2,0
2.39,2.27,45,48,2,15325.73,1504.37,0,1,1,2,0,0,53.4,17,3.16,1122,1,5.0,9,0
3.15,3.03,42,45,2,5629.49,314.86,1,1,0,0,2,1,16.1,22,3.14,964,3,27.9,7,0
2.68,2.5,43,46,2,30559.02,2313.99,0,1,0,1,3,1,117.1,17,2.55,949,3,3.3,0,1
2.02,2.39,48,50,3,8802.98,1173.12,0,0,0,2,1,1,127.7,17,3.52,1140,4,6.3,3,0
3.2,2.81,46,46,1,37490.06,3117.33,0,0,0,1,1,0,28.0,17,3.44,787,2,8.3,3,0
2.73,2.91,30,32,1,14415.58,2839.45,1,1,0,0,1,1,100.6,18,3.56,1004,3,6.5,3,0
2.99,2.57,47,49,0,15583.98,484.06,0,1,0,0,0,1,388.4,23,3.36,1066,7,11.4,3,1
3.6,2.88,45,49,2,4695.71,2722.12,1,1,1,3,1,1,34.4,17,3.15,1255,1,1.5,7,0
4.0,3.32,45,48,2,26714.13,4038.79,0,1,1,1,0,1,38.2,19,3.54,1453,3,29.0,3,1
2.32,2.64,42,46,3,6984.16,3812.55,0,1,1,0,2,1,274.5,17,3.16,1123,4,10.8,2,0
2.6,2.6,54,60,1,2959.21,1997.04,0,0,0,3,1,1,20.4,19,3.07,1239,4,3.2,5,0
