customer_tier,account_age_months,num_open_tickets,priority_level,submission_hour,is_weekend,num_users_on_account,monthly_spend,product_module,days_since_last_ticket,escalation_history_count,ticket_description,department
1,1,1,2,15,0,16,745.16,4,35,0,details request issue refund loading contact information,Billing
2,6,1,2,17,0,3,31.93,4,2,1,loading invoice broken unable check update team,Billing
0,18,1,1,21,0,37,1666.3,4,29,0,problem information update overcharge problem problem access user,Billing
1,60,1,1,5,0,7,296.09,5,17,1,details service today time SSO today account time password contact,Account
2,18,1,3,15,0,46,791.62,4,156,0,broken contact update urgent check please problem subscription invoice issue error,Billing
2,5,1,1,6,0,13,208.94,0,3,1,resolved loading fix check refund not working support loading,Billing
1,16,1,2,16,0,2,202.64,0,40,3,problem loading contact change broken update update support,Technical
2,57,1,2,15,0,3,29.35,1,64,1,password team access support problem,Account
0,26,2,1,9,1,1,224.92,4,32,0,resolved yesterday page yesterday please bug problem information problem,Technical
0,9,1,3,8,0,1,580.12,3,61,0,need account access SSO user problem,Account
3,26,1,3,10,1,40,739.95,3,17,0,check issue not working API need need update access,Technical
1,25,4,1,9,0,25,912.24,4,38,0,account problem crash information today time system,Technical
0,17,0,2,2,0,13,783.65,2,57,1,need details system unauthorized team unable unable urgent team,Security
3,62,0,3,19,0,15,1100.24,4,2,2,service information user contact update crash service,Technical
1,6,2,1,11,0,14,334.82,5,80,0,urgent yesterday support invoice access contact,Billing
2,1,3,2,0,0,6,113.83,3,62,0,help team error today broken system check not working bug,Technical
0,62,2,2,19,0,7,194.48,3,10,0,page loading timeout not working loading resolved support account check service,Technical
1,19,0,1,18,0,3,2248.58,3,7,0,issue error yesterday team broken enhance account problem error access,Feature_Request
3,19,2,3,13,0,4,157.79,0,13,0,details enhance not working unable not working urgent resolved help not working update,Feature_Request
2,87,0,1,3,0,6,171.39,3,1,2,urgent yesterday unable today request team API fix yesterday issue,Technical
2,19,1,1,3,0,8,2748.28,4,2,0,service request update subscription issue please resolved,Billing
3,1,4,1,12,0,9,1358.2,4,10,1,urgent change broken yesterday yesterday loading timeout urgent loading,Technical
1,42,2,1,2,0,5,415.5,4,7,0,fix user information permission page update problem resolved,Account
0,13,1,2,9,1,5,1002.3,5,0,1,error update not working user unable overcharge overcharge broken today need,Billing
3,9,1,2,9,1,20,1231.25,3,20,0,please today fix information help update urgent overcharge page urgent,Billing
3,3,2,3,7,0,14,212.41,1,16,2,today access access update service phishing please please,Security
1,27,0,2,21,0,3,1074.56,3,2,1,check please overcharge resolved check check yesterday broken,Billing
2,15,3,1,23,0,23,640.24,1,32,0,today details issue bug loading team help,Technical
2,4,0,1,12,0,9,740.21,1,21,0,change roadmap error error support need team not working,Feature_Request
1,2,3,1,8,0,25,229.95,3,73,2,urgent fix information user permission details access,Account
2,8,1,1,8,0,22,257.9,4,22,1,request not working issue please overcharge details unable urgent,Billing
3,30,3,1,15,0,10,1398.59,3,5,0,check urgent not working need unable login information page fix need,Account
1,5,1,1,10,1,15,142.76,4,6,0,please access fix password information contact change,Account
2,1,1,1,3,0,8,1372.15,0,17,0,team system resolved details error,Security
0,19,2,3,20,0,14,1985.45,1,48,0,details user issue service fix contact unable setup access error,Onboarding
1,33,1,2,17,0,25,204.0,0,5,0,account need details not working contact urgent getting started,Onboarding
0,22,2,1,3,0,4,2885.86,3,65,1,fix error crash update page urgent time,Technical
3,16,1,1,16,0,14,879.26,4,9,1,change would like user contact need,Feature_Request
2,26,1,1,7,0,30,76.51,4,52,0,unable information page fix overcharge help urgent change,Billing
0,12,0,3,3,0,10,4030.25,1,5,1,error error support please resolved details problem problem,Security
2,21,1,2,22,0,2,185.7,5,32,1,details today problem help change issue time API service,Technical
3,6,5,1,21,1,6,1847.67,5,73,0,urgent error unable request today update error check update,Billing
2,68,1,1,18,0,41,802.19,5,23,0,urgent request support support loading import data,Onboarding
3,29,2,1,17,0,31,195.6,5,79,0,account issue not working today permission urgent help SSO service,Account
2,43,4,3,23,0,5,204.18,2,85,1,team resolved getting started need error,Onboarding
2,8,3,2,5,0,25,2388.91,5,77,1,user urgent page fix getting started update loading user fix,Onboarding
0,15,0,1,12,0,6,319.26,0,16,0,help time refund urgent account time account broken,Billing
1,12,2,3,13,0,1,388.33,4,40,0,broken issue roadmap request page,Feature_Request
0,4,2,3,0,1,31,1457.05,1,10,1,resolved problem help problem overcharge system service,Billing
2,13,3,1,10,0,11,310.66,5,7,0,support resolved urgent yesterday information update today broken,Technical
2,22,2,2,4,0,11,697.11,1,28,0,resolved urgent support would like error system need urgent information,Feature_Request
3,13,0,2,8,0,14,407.66,5,25,1,broken urgent migration check check,Onboarding
1,11,0,2,23,1,5,33.31,4,76,0,yesterday API service problem update error,Technical
0,1,0,2,7,0,2,53.91,4,0,3,invoice today fix help change need details access not working,Billing
0,44,2,1,13,0,6,1894.89,2,8,0,need fix access issue breach request error change problem,Security
2,16,3,1,11,0,16,508.69,5,10,0,breach change support help error help error check,Security
3,11,3,2,13,0,26,309.53,5,2,0,please fix request fix access API,Technical
1,15,3,2,0,0,5,237.76,0,9,0,resolved account yesterday not working urgent information getting started,Onboarding
3,5,4,2,22,0,3,350.67,1,12,1,today problem not working urgent broken request yesterday account API,Technical
0,40,2,3,12,0,5,631.45,5,50,0,information error loading unable access,Technical
0,18,1,1,14,0,4,544.58,0,16,0,today need crash request system,Technical
0,9,2,2,22,1,4,396.97,3,73,0,not working access contact add feature change broken urgent change,Feature_Request
2,17,3,1,6,0,3,235.23,1,25,0,support yesterday getting started system update need system setup,Onboarding
1,10,3,2,13,0,12,1349.42,5,96,2,access access details enhance team need page,Feature_Request
0,20,2,2,5,0,2,40.6,0,0,0,update loading team need add feature,Feature_Request
2,49,2,2,15,0,7,627.47,2,9,2,request page update page loading unable yesterday please,Technical
1,7,0,1,21,0,15,673.15,3,18,0,details error request invoice request,Billing
2,66,1,3,20,0,10,897.49,0,51,1,change error vulnerability unable error resolved unable change help account,Security
1,27,1,2,8,1,22,3388.91,1,94,0,access check refund system page,Billing
1,7,4,2,20,1,2,196.63,4,15,2,access team check change getting started service,Onboarding
1,4,2,2,2,0,5,1927.49,4,36,0,change broken unable user account please today system,Technical
2,72,3,2,17,0,8,121.74,1,1,1,system unauthorized account not working update,Security
2,1,0,2,22,0,14,390.34,5,12,0,problem unauthorized please page service system,Security
0,8,0,1,2,1,5,91.99,3,41,0,information account login information check system resolved,Account
3,93,2,1,12,0,50,535.14,5,17,0,support urgent setup contact support not working details error update,Onboarding
0,8,1,3,5,0,8,510.52,1,5,1,support crash urgent support team issue request broken not working error,Technical
3,14,2,2,3,0,6,270.61,1,14,0,problem contact help phishing request fix request request,Security
0,72,0,1,17,0,1,183.98,1,12,1,help user loading API fix information not working,Technical
3,6,4,1,16,1,5,641.44,3,80,0,service unable user need permission help,Account
2,32,0,1,14,0,4,1858.72,0,28,0,not working overcharge details loading check change yesterday yesterday,Billing
2,64,3,1,10,0,12,210.53,1,134,0,user user crash service need information,Technical
3,28,2,1,13,1,8,6690.45,4,38,0,unable update team service request system check check,Billing
1,34,3,2,12,0,12,5752.62,5,40,0,invoice support loading fix check team team access,Billing
2,4,4,1,12,0,16,487.6,3,41,0,change request crash problem page information,Technical
1,8,0,1,4,1,5,284.34,0,33,0,access team help error contact help contact,Technical
1,1,0,1,14,0,12,530.19,0,7,2,getting started fix fix fix fix help not working resolved need,Onboarding
3,10,2,2,4,1,4,22.8,4,40,0,yesterday problem access crash update account urgent page unable,Technical
0,6,2,3,20,1,4,523.59,3,36,1,loading today unable loading information error issue error team migration,Onboarding
1,19,0,2,1,0,7,1397.17,5,24,0,crash please fix today support information details,Technical
2,16,1,1,3,1,27,587.52,4,55,0,problem subscription invoice help details system,Billing
1,23,2,3,14,0,9,389.02,3,73,0,yesterday support today bug access check resolved update,Technical
2,4,3,1,12,0,13,484.19,2,9,0,issue need system request account resolved,Billing
2,34,1,3,3,1,23,1310.96,0,46,0,update need user bug access today contact need unable,Technical
2,55,1,1,4,0,48,986.54,5,15,1,please check check resolved time fix issue overcharge,Billing
1,44,2,2,22,0,21,331.61,4,62,0,issue roadmap contact would like details team problem issue help yesterday,Feature_Request
3,19,2,2,4,0,12,278.85,4,7,1,page details today support support help issue please,Feature_Request
3,13,3,1,0,0,9,2169.18,5,8,0,user request update change timeout page please,Technical
3,18,2,2,17,0,18,36.04,4,4,0,contact change invoice help urgent change issue system account today,Billing
3,9,3,1,4,0,23,323.9,3,20,0,add feature contact problem contact contact system request,Feature_Request
0,32,0,2,0,0,3,78.03,0,42,0,login account loading need loading page not working problem error,Account
1,18,0,2,3,0,5,1040.93,1,18,1,password service change update access resolved need,Account
2,19,1,2,16,0,3,417.66,3,32,0,page API fix time service check today information change information,Technical
2,16,0,1,3,1,5,1217.53,4,14,0,page urgent roadmap team user team unable system system,Feature_Request
2,27,1,3,10,0,12,404.75,3,57,1,yesterday add feature system information need information enhance change change,Feature_Request
3,19,2,1,7,0,2,566.69,3,15,0,yesterday invoice information yesterday urgent check not working,Billing
1,1,1,1,3,0,9,144.24,1,29,1,time check urgent bug check account urgent request time,Technical
2,24,0,1,22,0,5,90.77,2,6,0,help broken update access migration page,Onboarding
1,8,1,3,1,0,11,172.34,0,27,1,refund change information issue change subscription contact check support contact,Billing
0,14,2,1,9,0,36,28.46,2,41,0,not working not working unable page urgent urgent support problem user,Onboarding
0,41,0,2,3,0,4,602.96,3,6,0,please change API team time,Technical
1,39,0,3,15,0,25,114.21,4,15,1,account details API information today page details,Technical
0,34,2,1,15,1,34,75.2,1,47,0,please loading broken update bug user bug please please change access,Technical
0,28,1,2,2,0,9,417.15,1,44,0,check not working check details getting started support support update unable,Onboarding
3,7,2,2,7,1,1,317.69,4,7,1,change resolved service vulnerability change user broken problem,Security
1,7,2,1,5,0,26,163.38,5,17,0,please account overcharge loading not working update unable system,Billing
1,18,0,1,17,1,1,255.03,1,49,1,issue request help login service user loading,Account
0,25,0,1,14,0,4,913.83,2,2,0,timeout loading need problem account system user access,Technical
1,21,3,1,13,0,62,4872.12,0,17,0,vulnerability service broken request page,Security
0,37,6,1,1,1,12,431.39,4,7,0,time today import data error request help broken problem,Onboarding
3,24,3,1,22,0,1,1515.99,2,75,1,error change not working unable support,Account
0,10,0,1,15,0,48,372.05,0,2,1,today API page contact urgent issue information,Technical
1,1,1,2,11,0,12,666.12,1,20,0,today import data import data not working system issue error change,Onboarding
3,34,2,1,23,0,16,506.68,5,42,2,help user timeout need fix,Technical
2,3,1,1,21,0,15,392.59,5,58,2,loading system request API help not working,Technical
0,1,2,1,4,0,18,18.49,3,2,0,help loading time migration team today broken,Onboarding
0,11,2,1,14,0,2,407.95,3,8,2,update yesterday bug help problem problem today,Technical
0,16,2,1,19,0,4,280.67,4,0,1,need today fix user,Onboarding
0,14,0,2,21,0,21,431.46,1,40,0,issue urgent change SSO system need,Account
1,1,3,1,4,1,1,182.38,4,77,1,request team not working time system change loading subscription,Billing
3,25,0,3,7,0,6,7531.43,2,8,1,page contact setup urgent access setup account,Onboarding
3,11,3,1,18,0,1,3080.6,4,11,0,user unable user time update invoice urgent,Billing
2,87,2,1,17,0,1,13.3,5,17,0,today update urgent overcharge access help broken,Billing
2,14,0,3,9,0,6,125.67,3,45,1,urgent time request update information system help,Feature_Request
1,31,4,3,2,0,9,837.29,2,29,1,update team yesterday broken service time problem system details,Billing
3,6,2,1,7,0,2,308.41,1,9,1,page resolved error subscription fix unable loading,Billing
1,18,2,2,14,0,4,491.48,5,101,1,resolved system today information system yesterday contact request help getting started,Onboarding
2,3,0,1,4,0,22,348.2,2,0,1,problem update page team details yesterday bug error please not working,Technical
1,6,0,1,5,0,1,1707.37,2,19,1,system time service phishing yesterday,Security
2,11,5,1,4,0,2,3175.4,0,3,0,issue check problem add feature issue add feature time,Feature_Request
2,8,6,1,14,0,4,339.29,5,53,0,login error please page error issue,Account
3,16,0,1,21,0,3,925.93,5,39,0,problem account today please crash,Technical
1,21,1,2,0,1,12,284.64,3,5,0,change unable issue today team error update,Account
3,1,4,1,20,1,8,808.05,1,34,0,need details error account login account,Account
2,17,1,2,2,0,3,144.06,3,17,0,time request setup service details,Onboarding
1,25,3,2,4,0,7,5462.17,2,20,0,unable request need support unable today breach,Security
2,16,1,1,10,0,7,7364.47,2,59,0,page information invoice change broken,Billing
0,21,3,1,20,0,7,95.85,3,54,0,unable SSO access service contact today not working request,Account
1,3,2,1,19,1,2,116.21,5,11,1,problem support account resolved vulnerability urgent need team urgent today,Security
3,3,2,1,23,1,10,598.33,0,4,0,unauthorized system information unauthorized fix support team team,Security
2,24,0,2,8,1,6,253.91,2,30,1,team today today time not working API support today issue,Technical
2,1,0,2,19,0,7,391.98,0,17,0,request problem overcharge today urgent details,Billing
3,9,2,2,3,0,10,125.67,2,16,0,check update time timeout information,Technical
2,3,1,1,14,1,19,1819.23,1,10,3,resolved resolved login page unable update,Account
2,1,1,2,6,0,5,4194.67,0,30,3,details service update resolved getting started need help,Onboarding
3,55,2,2,6,0,8,110.12,0,21,0,need contact page update request unable update urgent service,Security
1,9,2,1,5,1,1,25.63,1,20,1,broken broken fix crash fix information,Technical
2,34,2,1,19,0,1,390.15,1,9,2,update help user team service request,Technical
1,21,3,1,2,0,125,1332.46,2,4,0,problem access need yesterday service loading issue,Security
3,10,2,3,4,0,4,863.99,1,47,2,page need system check resolved need add feature,Feature_Request
0,33,2,1,3,0,20,418.87,4,5,0,check problem system loading support loading API unable details,Technical
1,13,2,1,23,0,10,1920.97,0,40,1,fix overcharge user page help,Billing
1,37,3,2,15,0,2,125.36,3,16,0,resolved timeout contact unable problem,Technical
1,39,1,1,2,0,6,30.1,0,33,0,error access access user crash urgent service page need,Technical
1,49,1,3,23,0,7,2131.64,5,38,1,broken broken permission request check not working,Account
3,59,2,3,6,0,24,339.76,4,3,1,error user change urgent page,Security
3,70,0,1,21,0,4,1321.65,4,69,0,contact issue not working broken urgent contact unauthorized information access,Security
3,3,2,3,17,0,1,1704.76,2,12,1,issue issue details information broken import data system,Onboarding
0,1,4,1,1,0,1,62.67,1,11,0,problem system fix loading team change timeout request,Technical
0,50,2,1,8,0,11,333.11,3,15,0,today help subscription change overcharge change,Billing
0,11,1,3,2,0,2,259.15,2,49,0,issue contact update urgent resolved help broken broken password,Account
0,25,2,1,23,0,2,64.52,0,5,0,error user loading crash resolved,Technical
2,32,0,2,18,0,30,476.32,0,18,0,page request not working account help crash,Technical
2,57,0,2,20,0,5,73.5,5,11,3,request SSO problem broken problem permission page check loading account need,Account
0,8,3,1,23,1,5,520.58,4,48,1,loading problem user access support,Technical
0,6,5,2,22,0,3,46.13,3,9,0,unable request check crash yesterday check please check yesterday,Technical
0,74,0,1,2,0,2,2270.75,1,5,1,team yesterday yesterday update overcharge loading yesterday help overcharge system update,Billing
3,25,1,2,23,0,52,390.02,4,6,1,user time breach error update,Security
1,21,2,1,18,0,2,635.28,4,46,1,permission resolved issue urgent team help request SSO issue not working,Account
0,18,1,3,18,0,7,56.67,5,66,1,need check support support update help information loading refund,Billing
3,60,1,1,5,0,1,86.41,3,10,0,fix support loading service login,Account
3,18,2,1,10,0,16,137.93,5,5,0,help contact update issue information API user change help,Technical
3,23,2,2,7,0,2,47.11,3,42,0,system not working page error information login page update,Account
2,20,1,2,19,1,4,90.27,2,54,1,time details please refund loading time update support,Billing
0,18,0,2,4,0,7,104.34,0,29,1,issue need timeout page today issue resolved change,Technical
3,1,1,3,7,1,8,62.84,1,33,2,team today phishing loading user problem check check,Security
2,5,5,1,17,0,5,814.19,3,53,0,check need resolved team access details,Security
1,2,1,1,9,0,3,639.41,4,35,0,timeout check not working need change,Technical
1,20,1,3,0,0,9,26.7,5,16,0,request page error crash user account information check,Technical
2,3,2,2,3,1,2,2805.28,5,84,0,invoice loading account fix information page information contact subscription resolved request,Billing
3,5,1,1,10,0,26,403.48,1,61,0,not working team resolved please timeout,Technical
1,15,0,2,10,0,2,228.53,1,0,0,yesterday timeout please time resolved unable details timeout error team,Technical
0,27,0,1,6,1,15,827.28,0,0,1,unable today support user migration account update today,Onboarding
2,40,0,1,20,0,25,247.97,5,40,3,problem refund issue system change,Billing
3,2,1,2,21,0,13,1009.73,4,21,1,password update loading loading contact account support time information,Account
1,3,4,2,9,1,15,1357.52,4,2,0,details service information timeout support unable page request team,Technical
0,45,4,2,5,0,2,931.29,4,39,0,support unable request check,Onboarding
2,19,1,2,0,0,8,2191.46,5,26,0,yesterday team unauthorized user support,Security
1,75,2,2,10,1,8,217.44,4,69,0,check issue contact support breach change not working not working,Security
1,47,1,1,17,0,8,610.64,1,27,1,migration fix system information team system user,Onboarding
2,31,2,2,16,0,11,1875.55,1,58,0,check page change information,Technical
1,31,2,2,3,0,3,590.55,0,59,1,urgent problem update resolved issue subscription,Billing
0,2,1,1,12,0,3,3350.86,5,61,1,problem yesterday check support unable,Security
1,7,3,2,2,0,6,387.01,2,10,1,issue error problem overcharge resolved,Billing
3,6,2,2,20,0,25,358.5,1,12,0,update system change please information issue details help page,Feature_Request
2,5,1,2,13,0,7,1294.82,1,60,0,not working problem not working not working password,Account
3,4,1,2,0,0,2,716.76,3,4,1,loading access need invoice fix today,Billing
3,29,1,2,13,0,8,291.88,1,113,0,update service page access,Onboarding
2,36,3,2,20,1,6,283.4,4,17,0,resolved page unable details details yesterday update,Technical
2,1,0,1,8,0,3,520.39,1,38,2,unable system yesterday service yesterday,Security
3,1,3,3,3,0,9,542.22,3,52,0,support yesterday support access bug API,Technical
1,2,2,1,14,0,10,668.33,2,10,1,service urgent resolved change API urgent,Technical
1,7,0,1,4,0,2,401.4,5,9,0,yesterday resolved error timeout access,Technical
1,20,0,1,5,0,5,170.98,0,8,0,check user details password information service user account today contact,Account
0,24,1,1,10,0,5,2560.3,2,6,2,enhance urgent access error access,Feature_Request
0,87,1,3,9,0,4,1911.68,5,17,1,system contact system fix check invoice urgent,Billing
1,1,5,1,0,0,10,56.67,2,7,0,team need subscription issue information,Billing
0,34,3,1,5,0,5,133.52,5,11,0,request check request crash service broken,Technical
3,31,1,1,14,0,19,162.8,1,13,0,service information check issue subscription yesterday team help account,Billing
1,22,1,1,5,0,10,219.24,0,22,0,contact update contact support crash,Technical
2,7,3,1,2,1,4,1645.8,4,15,0,details system details yesterday details page API change,Technical
3,17,0,1,3,1,24,515.1,3,56,0,update update bug time not working yesterday yesterday,Technical
3,51,2,3,22,0,8,64.54,5,26,2,urgent information time bug crash fix access help user urgent yesterday,Technical
0,6,1,2,6,0,1,170.97,0,35,0,yesterday problem request migration details yesterday time contact information unable,Onboarding
3,72,2,1,18,0,2,444.86,1,101,0,problem issue page timeout error account,Technical
0,105,2,1,4,0,18,4104.27,0,22,0,yesterday change request need,Feature_Request
2,65,1,2,12,1,9,485.94,0,21,0,page page issue help today bug,Technical
2,57,1,3,13,0,8,3030.45,5,9,1,problem contact system today system broken account system bug resolved,Technical
2,19,2,3,1,0,7,286.88,4,68,0,service change need account user invoice,Billing
0,8,1,2,0,0,7,1577.07,5,15,0,system need not working permission information help resolved broken loading change,Account
3,7,2,1,3,0,2,212.66,0,2,0,yesterday account urgent problem,Feature_Request
2,1,3,3,0,0,12,567.75,5,0,0,error change urgent help request request page setup change page,Onboarding
0,38,1,2,1,0,3,983.49,1,14,1,loading crash unable service information time error time service,Technical
2,1,1,2,5,0,38,213.3,1,7,0,information loading system team import data broken,Onboarding
2,1,1,1,8,0,1,71.29,3,55,0,time getting started request page need details,Onboarding
3,12,3,3,17,0,12,590.87,1,37,1,account details update broken request support access API,Technical
3,28,2,2,23,0,6,202.33,0,16,3,team system timeout loading contact fix unable unable change,Technical
0,3,3,2,8,0,20,354.13,3,24,0,resolved resolved request error help bug team resolved,Technical
3,25,1,1,19,0,29,153.81,5,108,2,user system access login SSO check need,Account
3,63,2,3,21,0,1,35.29,4,83,0,check contact contact migration account,Onboarding
0,12,2,1,10,0,4,2569.79,3,23,0,user account update access,Account
0,14,2,1,7,1,24,41.83,1,122,0,page help yesterday need not working yesterday not working,Onboarding
1,7,3,1,11,0,1,133.39,4,13,2,information support fix service account unable team,Onboarding
0,6,2,2,2,0,8,320.73,0,8,0,resolved system today login urgent access urgent access yesterday,Account
2,26,0,3,12,0,1,248.5,1,24,0,problem yesterday system need crash,Technical
2,20,1,1,12,0,11,388.61,2,21,0,today information update bug urgent page team request need,Technical
0,3,0,1,16,0,3,549.88,3,84,0,unable support unable team issue,Billing
2,55,1,3,19,0,44,258.57,4,17,1,fix account service contact overcharge update broken issue details time,Billing
2,96,1,1,0,0,17,1329.09,0,10,3,bug time account problem team change information change issue,Technical
2,3,0,2,13,0,67,810.87,2,60,0,contact request issue setup user,Onboarding
3,3,3,2,16,0,10,1436.17,3,22,1,help unable resolved account system error,Technical
1,8,0,1,23,0,3,1014.1,0,3,0,access not working access need crash,Technical
3,1,1,2,6,0,14,337.85,0,5,0,need error please access,Security
2,25,1,1,9,1,10,5188.29,0,75,1,unable change service unable problem migration problem,Onboarding
1,32,1,1,8,0,3,1038.6,3,4,0,user urgent support loading password support yesterday account service,Account
0,4,3,1,14,0,14,59.4,0,12,0,broken team loading service change system request service user,Onboarding
1,17,1,3,9,1,2,365.15,1,15,1,help error yesterday time bug,Technical
1,8,0,1,2,0,4,3110.67,4,12,0,loading information yesterday account system please not working,Billing
0,10,5,2,8,1,12,145.8,5,31,0,user issue bug crash problem system,Technical
3,9,2,1,3,0,15,511.02,3,44,0,service change unable need getting started today support page need,Onboarding
1,6,1,3,22,0,4,315.27,0,21,0,breach access yesterday broken error contact today,Security
1,91,0,3,0,0,80,592.87,4,8,0,resolved urgent not working change issue update change add feature service,Feature_Request
3,37,1,1,2,0,1,234.13,4,10,0,urgent update import data unable update urgent,Onboarding
1,5,0,3,23,0,1,411.8,5,44,0,contact team unable would like request,Feature_Request
2,3,2,3,16,0,4,365.83,0,26,0,bug yesterday not working not working API request team,Technical
0,27,2,1,18,0,1,247.74,0,66,0,resolved loading urgent unable error add feature update time problem need,Feature_Request
2,5,2,2,6,0,5,228.02,5,3,1,account update user please support yesterday need user update subscription,Billing
3,21,2,1,17,0,4,423.52,3,4,1,fix details SSO fix resolved need help need,Account
1,7,1,3,4,0,3,538.88,0,33,0,help loading please urgent user contact subscription,Billing
1,17,4,2,19,0,6,2045.42,3,27,1,system system contact migration user contact check broken,Onboarding
2,52,2,2,17,0,4,207.31,3,56,0,page details change change page broken team error,Technical
2,23,1,1,0,0,12,209.36,3,22,1,service account details request add feature yesterday,Feature_Request
1,23,0,1,20,0,27,24.74,3,4,1,access team bug loading information support page details unable,Technical
0,1,4,1,2,0,6,4133.3,5,92,0,system request service unable subscription time access check,Billing
2,7,1,2,17,1,33,90.94,4,14,1,crash please time change time service,Technical
0,4,0,1,6,0,15,928.23,5,13,2,bug check team problem access account update time yesterday,Technical
3,17,0,1,23,0,3,364.68,5,50,0,crash help update support not working not working service,Technical
2,16,2,3,7,0,113,247.1,5,9,1,today yesterday contact today fix system user information resolved,Technical
2,35,2,2,3,0,1,261.27,0,36,0,details help contact bug account,Technical
1,57,4,2,0,1,12,121.92,0,28,1,check urgent account fix contact unable contact invoice change,Billing
3,30,1,2,9,0,5,233.74,2,86,1,error unable page refund update yesterday time issue today,Billing
1,18,1,2,12,0,4,173.67,4,46,2,page system time page timeout system loading need,Technical
3,83,0,1,14,0,3,538.28,5,55,1,getting started time time unable resolved please import data contact update unable problem,Onboarding
1,13,0,1,5,0,6,224.89,4,63,0,migration today urgent page check access change service update user,Onboarding
2,15,1,2,20,0,3,99.48,4,39,0,yesterday account bug user check request not working need details support,Technical
1,6,2,2,20,0,37,83.43,2,9,0,check problem service page check time broken,Onboarding
2,31,2,3,10,0,21,2749.51,1,13,1,today change request need,Account
3,11,0,2,16,1,2,1051.03,1,46,1,support loading contact system bug team,Technical
1,54,1,2,1,0,10,229.43,0,6,0,system API fix system details fix details broken update team,Technical
3,31,4,1,19,0,7,1423.91,1,1,0,update information need SSO issue contact update,Account
2,4,2,1,12,0,20,288.07,4,43,1,permission request help access team time urgent,Account
0,2,1,1,23,0,29,426.51,1,53,0,fix update loading error update subscription please service,Billing
2,10,1,2,9,0,4,217.16,3,10,0,please urgent resolved overcharge account fix access,Billing
2,3,3,1,11,0,3,120.5,2,50,0,information support account help access help crash please team,Technical
1,12,0,2,11,0,11,258.66,0,34,0,resolved contact urgent refund change error yesterday,Billing
2,5,2,2,23,0,3,482.04,1,8,0,not working problem crash team today,Technical
2,12,2,1,15,0,16,278.1,1,8,4,loading issue timeout please today update account user error time,Technical
2,43,0,2,6,0,34,208.52,3,12,1,support not working not working broken crash system access check,Technical
1,11,0,2,4,0,22,2031.76,2,12,0,support API user time time,Technical
3,1,2,3,0,0,28,728.52,4,9,1,yesterday error yesterday SSO check help broken team check,Account
0,6,1,1,12,0,4,471.72,2,1,0,page broken issue broken error broken today team unable,Technical
0,11,1,2,12,1,7,162.0,0,14,2,not working time password check page urgent loading information broken account,Account
1,2,2,2,3,0,2,691.44,3,5,2,problem issue request not working today system,Security
0,12,1,2,18,0,5,55.55,0,36,0,update page resolved service system account information information details,Billing
3,26,1,2,19,0,4,268.72,1,30,2,SSO service loading team urgent details broken check problem unable,Account
3,17,2,2,20,0,38,532.23,2,29,0,problem access resolved change information roadmap system,Feature_Request
2,10,2,1,12,0,3,25.11,0,22,0,time fix change issue broken SSO time,Account
0,1,0,1,0,0,2,1335.04,5,57,1,broken account loading access crash check,Technical
3,15,3,1,18,0,2,2203.99,0,64,0,contact help unauthorized change team error page,Security
2,7,2,1,19,0,16,1875.29,2,4,1,service unable invoice help check problem user urgent,Billing
1,17,1,1,12,0,16,192.55,2,22,0,error page information today time broken update broken,Billing
0,34,1,1,17,0,11,774.01,2,26,0,urgent need system urgent,Onboarding
1,16,0,1,13,1,23,127.64,5,9,0,problem subscription problem support time information contact unable urgent,Billing
3,58,2,1,12,0,1,339.18,2,2,2,system loading update bug today please today time,Technical
1,11,3,1,15,0,4,1338.72,4,13,1,issue system yesterday subscription refund check please,Billing
0,83,3,1,19,0,5,882.75,3,7,0,error system loading loading issue bug change update,Technical
1,19,1,1,15,0,15,12.33,2,28,1,change today issue help update,Technical
2,10,3,1,2,0,16,611.67,3,47,0,import data support yesterday urgent problem not working need not working,Onboarding
2,23,0,1,23,0,10,877.01,1,8,0,issue vulnerability time unable access not working not working,Security
0,13,2,1,11,0,13,60.79,1,39,0,not working error access issue need time account help import data,Onboarding
3,71,2,3,22,0,1,1122.97,1,0,0,error access API service service,Technical
2,23,0,2,23,1,7,936.74,2,0,0,user please time problem team subscription error,Billing
2,18,2,2,17,0,6,419.97,3,88,0,today help unable please request unable subscription unable today,Billing
3,16,1,1,19,0,38,74.65,5,10,0,broken error help page information timeout time support,Technical
3,1,0,1,18,0,4,506.45,5,64,1,problem details need account time team timeout support details,Technical
3,3,3,2,2,0,14,320.9,1,7,0,refund system service request page,Billing
3,11,1,1,19,0,13,246.6,4,26,2,help login please information update update system time,Account
1,30,4,1,1,0,2,30.05,1,31,2,update not working import data error fix,Onboarding
0,11,0,1,16,0,4,916.65,5,42,0,request issue details today unable help service fix,Feature_Request
1,7,1,3,10,0,7,127.28,4,6,0,check account resolved user user information,Onboarding
0,23,0,2,1,0,9,552.51,5,45,1,unable crash contact details urgent details help,Technical
0,2,0,1,1,0,8,879.37,4,37,0,resolved loading please crash urgent problem,Technical
1,20,2,1,12,0,1,210.22,3,5,0,migration yesterday user access help please help team,Onboarding
2,24,1,1,23,1,30,98.09,0,17,0,not working would like account contact issue information update time please support,Feature_Request
3,8,1,1,0,1,13,173.73,5,10,1,resolved information need resolved loading overcharge time error,Billing
0,3,3,2,13,0,2,457.63,4,16,0,error error user resolved migration problem today access details please,Onboarding
