num_links,num_images,has_attachment,subject_length,body_length,num_exclamation_marks,num_caps_words,sender_domain_age_days,sender_reputation_score,num_recipients,has_unsubscribe_link,is_html_email,num_spelling_errors,time_sent_hour,contains_urgency_words,contains_financial_words,sender_in_contacts,previous_emails_from_sender,header_authenticity_score,reply_to_mismatch,target
1,1,0,11,563,0,2,149,0.7908,7,0,0,1,9,0,0,0,7,0.7214,0,0
3,3,1,8,138,1,2,178,0.8984,1,0,1,2,11,0,0,0,22,0.9119,0,0
1,1,0,66,101,0,2,767,0.7365,1,1,1,0,6,0,0,1,5,0.7324,0,0
1,1,1,5,126,0,3,174,0.8748,1,0,1,3,3,0,0,1,13,0.7854,0,0
0,1,0,8,2288,2,1,3974,0.4603,1,0,1,3,2,0,0,1,3,0.6128,0,0
1,1,0,8,67,0,1,815,0.6409,2,0,0,0,14,0,0,0,13,0.398,0,0
1,0,1,81,526,2,3,683,0.83,1,1,1,2,14,0,0,1,5,0.5118,1,0
0,1,0,14,284,0,2,24,0.8231,4,0,1,3,7,0,0,0,2,0.605,0,1
2,1,0,20,54,0,1,367,0.725,1,0,0,2,7,0,0,0,0,0.8232,0,0
3,0,0,40,1369,2,2,901,0.6417,1,1,1,2,22,0,0,1,3,0.9141,0,0
2,1,1,19,855,3,2,609,0.6742,1,0,0,3,23,1,0,0,33,0.7984,0,1
2,1,0,38,338,0,2,1059,0.5342,1,0,1,3,19,0,0,1,0,0.4033,0,0
2,3,0,45,147,2,5,95,0.8723,5,0,1,2,20,0,0,1,4,0.8204,0,0
4,2,0,20,75,0,2,65,0.6108,1,0,1,1,9,1,1,0,2,0.7327,0,1
3,1,0,12,83,0,3,786,0.6362,8,0,1,0,1,0,0,0,1,0.3875,0,0
2,1,0,5,88,2,1,78,0.8832,6,1,1,3,1,0,1,1,22,0.6508,0,1
1,1,0,22,153,3,3,70,0.8145,1,1,1,3,9,1,1,1,13,0.8221,0,1
1,1,1,30,1539,0,4,286,0.319,1,0,1,1,4,0,1,0,1,0.6115,0,0
2,4,0,30,292,0,1,2245,0.8005,5,0,0,3,5,0,0,1,1,0.8066,0,0
4,3,0,58,122,1,4,1268,0.6374,1,1,1,3,2,0,0,1,0,0.8915,0,1
2,3,0,15,1591,0,1,1036,0.8375,6,1,0,2,18,0,0,0,7,0.746,0,0
2,1,0,15,599,1,0,559,0.6666,1,0,0,1,1,1,0,0,12,0.91,0,1
0,1,1,12,2189,0,1,866,0.8589,4,0,1,0,5,0,0,0,6,0.5873,0,0
0,1,1,8,284,3,2,2350,0.7647,6,1,1,3,9,0,1,0,21,0.7783,0,0
3,2,1,41,252,0,5,3185,0.54,1,0,0,2,12,0,1,0,40,0.814,0,0
1,2,0,16,797,3,1,561,0.852,1,1,0,2,5,0,0,1,38,0.7684,0,0
4,1,1,50,1946,1,2,1063,0.8083,2,0,0,1,19,0,0,1,20,0.9732,0,0
2,0,1,16,1232,0,2,545,0.6271,2,0,1,0,14,0,0,1,13,0.9018,0,0
1,1,0,73,256,0,1,504,0.9275,2,0,0,1,21,0,0,0,11,0.838,0,0
1,0,1,13,299,0,2,1455,0.9372,1,0,0,2,18,1,0,1,11,0.6763,0,0
0,1,0,16,505,0,2,467,0.9511,1,0,0,1,1,0,0,0,0,0.9131,0,0
1,3,0,22,163,0,4,1552,0.9111,4,0,1,2,4,0,0,1,1,0.8914,0,0
2,1,0,16,2145,0,2,2005,0.9175,1,0,0,2,19,0,0,0,7,0.6662,0,0
3,1,0,28,104,1,1,1280,0.7282,2,0,0,1,21,0,0,1,6,0.8048,0,0
2,1,0,4,293,1,4,1720,0.8524,2,0,0,0,16,0,0,0,9,0.7765,0,0
2,2,0,14,1651,0,2,147,0.8622,9,0,1,4,5,1,0,1,18,0.8017,0,1
3,2,0,5,418,0,1,679,0.9859,7,0,0,3,22,0,0,1,3,0.6496,0,0
2,1,1,10,2626,2,1,394,0.8631,2,1,0,2,13,0,0,1,2,0.649,0,0
2,0,0,33,45,0,2,3403,0.7458,1,0,0,2,5,0,1,1,1,0.838,0,0
3,2,0,4,977,2,2,90,0.7614,1,1,1,3,8,0,0,0,0,0.7183,0,0
3,2,0,23,132,0,4,75,0.7308,19,1,1,0,2,0,0,0,2,0.7449,0,1
1,2,1,20,322,2,2,531,0.7717,5,0,0,1,20,0,1,1,6,0.6872,0,0
1,1,0,22,1145,2,4,93,0.5417,3,0,1,1,23,1,0,0,0,0.6031,0,1
2,2,0,37,722,1,2,567,0.4145,1,0,0,1,0,1,0,1,4,0.8161,0,0
1,1,1,16,400,0,2,1130,0.7327,3,0,1,0,9,0,0,1,5,0.8461,1,1
2,0,0,32,2414,0,0,81,0.6501,3,1,1,4,21,0,0,1,7,0.7739,0,0
1,2,1,9,559,0,1,1692,0.6043,1,1,1,2,2,0,0,0,41,0.8118,0,1
4,2,0,20,5979,1,0,1063,0.8787,1,1,0,1,20,0,0,0,1,0.9645,0,0
1,1,0,5,46,0,1,398,0.76,1,0,0,2,9,1,0,1,2,0.8559,0,0
2,1,0,47,467,3,1,932,0.5332,2,1,1,0,10,1,0,1,20,0.4652,1,1
0,3,0,17,1009,1,1,3742,0.8635,1,1,0,2,0,1,0,1,26,0.8377,0,0
1,0,0,20,435,0,2,465,0.4598,10,0,1,0,17,0,0,1,0,0.7991,0,0
3,0,0,11,207,0,4,1017,0.7921,1,0,1,0,22,1,0,0,1,0.6211,0,1
3,2,0,8,117,2,4,3700,0.7248,1,0,1,2,7,0,0,0,11,0.822,0,0
2,2,0,15,2390,1,3,1903,0.7766,3,0,1,1,14,1,0,1,7,0.7939,0,0
2,0,0,43,540,1,4,359,0.7465,1,0,1,2,16,0,0,1,14,0.574,0,0
3,3,0,9,7292,0,3,112,0.4049,15,0,0,1,6,0,0,0,15,0.8198,0,1
1,1,0,36,1575,1,4,843,0.5987,1,0,1,0,22,0,0,1,33,0.9089,0,0
3,0,1,10,182,2,2,1787,0.4696,1,0,1,0,13,0,0,0,15,0.6056,0,1
3,0,0,28,362,1,2,1498,0.6116,1,0,1,1,22,0,0,0,8,0.7055,0,1
1,3,0,28,70,0,3,2644,0.5893,2,0,1,0,3,0,0,1,1,0.6484,0,0
1,1,0,16,148,2,1,289,0.7645,8,0,0,0,23,0,0,1,0,0.8983,0,0
3,3,0,8,474,1,0,1398,0.5915,1,1,1,1,7,0,0,0,1,0.8875,0,0
2,1,1,12,343,2,0,1196,0.666,3,0,1,1,14,0,0,0,0,0.8627,0,0
3,3,0,23,673,1,2,895,0.893,1,1,0,1,23,0,0,1,5,0.8114,0,0
2,1,0,47,1215,0,2,429,0.8572,3,0,0,2,10,0,0,0,9,0.7691,0,0
2,1,0,22,119,1,3,2346,0.6186,2,0,1,0,15,0,0,0,19,0.7658,0,0
1,2,0,48,676,1,4,1194,0.9702,1,0,1,1,21,0,0,1,13,0.7263,0,0
2,6,0,31,198,1,1,115,0.8461,22,0,1,2,4,0,0,1,5,0.7845,0,0
1,2,0,20,76,1,1,104,0.7583,4,0,1,0,0,0,0,0,7,0.8461,0,0
0,1,0,72,693,0,2,522,0.8113,34,0,0,2,2,1,0,1,18,0.3805,0,0
2,1,0,20,3373,0,3,456,0.7904,1,0,0,4,17,0,0,0,3,0.5475,0,1
2,0,0,14,195,1,1,780,0.7562,1,0,1,0,23,0,0,0,8,0.8434,0,0
0,0,0,19,649,0,2,1930,0.6252,1,0,1,2,3,0,1,1,16,0.6642,0,0
3,3,0,20,538,4,0,379,0.5157,1,0,1,2,12,0,0,0,14,0.5223,0,0
3,1,0,19,611,0,2,1224,0.6404,3,1,1,2,18,1,0,0,2,0.6269,0,1
0,2,0,10,251,1,1,1152,0.7854,2,1,1,3,5,0,0,0,4,0.7725,0,0
1,0,0,26,220,0,2,156,0.8883,1,0,0,0,21,0,0,1,23,0.8279,0,0
4,1,0,30,406,3,1,530,0.6476,2,0,1,3,22,0,0,0,30,0.4733,0,1
0,1,1,16,6858,1,4,2237,0.7117,1,1,1,2,4,0,0,1,1,0.8584,0,0
2,1,0,22,1569,0,2,2112,0.9627,1,0,1,2,21,0,0,1,48,0.9335,0,0
2,2,0,9,240,0,4,2776,0.7682,1,1,1,2,1,0,0,0,13,0.4788,1,0
1,3,1,51,1472,1,0,702,0.8417,1,0,1,1,14,0,0,1,0,0.7189,0,0
1,0,0,27,1151,1,4,1927,0.4877,2,0,1,2,17,1,0,0,7,0.9135,0,1
1,2,0,17,202,2,1,411,0.5615,1,0,0,3,15,0,0,0,2,0.6853,0,0
2,3,0,30,1505,3,4,382,0.5037,1,0,0,0,3,0,0,1,0,0.8257,0,0
2,2,1,25,684,1,3,818,0.8121,1,0,1,3,22,1,0,1,1,0.7346,0,0
1,1,1,15,1198,0,4,885,0.5619,7,0,1,1,18,0,0,0,4,0.6101,0,1
0,3,0,18,436,0,3,1351,0.9091,8,1,0,1,5,0,1,1,2,0.7831,0,0
2,2,0,23,592,0,0,714,0.8569,6,1,1,0,23,1,0,1,8,0.9704,0,0
2,0,0,39,654,0,3,326,0.7508,2,0,0,0,10,0,1,1,5,0.9169,0,0
5,2,0,11,70,1,1,72,0.522,5,0,0,3,10,0,0,1,0,0.822,0,0
0,2,1,17,64,0,0,414,0.4218,6,0,0,1,17,1,1,1,2,0.5696,0,1
1,0,1,24,74,0,3,1083,0.8456,1,1,0,2,15,0,1,0,0,0.7415,0,0
1,0,1,9,479,0,3,253,0.6848,1,0,0,2,16,0,0,1,18,0.8248,0,0
2,0,1,12,148,2,2,1239,0.4588,1,1,0,0,2,0,0,0,2,0.7436,0,0
1,4,0,12,545,1,2,20,0.6565,1,1,0,4,5,0,0,1,2,0.8081,0,1
3,0,0,35,1415,1,1,1168,0.889,1,0,0,0,18,0,0,0,1,0.7124,0,0
1,2,0,8,833,1,2,101,0.7719,3,0,0,2,7,0,0,0,7,0.8071,0,1
2,2,1,17,9175,0,2,557,0.733,1,0,1,1,2,0,0,1,3,0.744,0,0
0,4,0,18,743,4,0,123,0.6964,1,0,1,2,14,0,0,0,19,0.5793,0,1
4,1,0,6,30,0,1,1355,0.5198,1,1,1,5,0,1,0,1,4,0.8788,0,1
2,1,0,62,253,1,2,2141,0.7884,1,0,0,2,18,0,0,1,1,0.726,0,0
3,2,0,7,143,0,2,537,0.5981,1,0,1,1,7,0,0,0,2,0.5406,0,0
2,1,1,33,542,1,3,155,0.7092,1,1,0,2,9,0,0,1,0,0.6029,0,0
1,1,1,21,44,1,3,174,0.7099,1,1,1,2,8,1,0,1,11,0.5781,0,0
2,1,0,36,100,0,1,1334,0.57,3,0,1,0,0,1,0,1,2,0.8898,0,0
1,2,0,14,183,1,4,452,0.9057,1,1,1,2,17,0,0,1,8,0.5321,0,0
2,2,0,24,152,2,2,686,0.7872,1,0,1,1,19,0,0,0,8,0.9252,0,0
2,4,0,16,612,0,1,237,0.8376,1,0,0,2,23,0,0,1,29,0.8172,0,0
1,2,1,4,120,0,4,497,0.8469,1,0,1,1,17,0,0,0,8,0.8481,0,0
0,1,0,22,317,3,3,961,0.6286,12,0,0,2,3,0,0,0,12,0.6377,0,1
0,0,0,15,126,0,4,458,0.7754,1,1,0,3,3,0,0,0,0,0.7814,0,0
0,2,1,24,226,0,3,455,0.5413,1,0,0,1,11,0,0,0,16,0.6619,0,0
2,0,0,13,187,1,2,551,0.9245,1,0,1,0,1,0,0,1,1,0.9588,0,0
1,1,0,24,531,0,2,789,0.8046,1,1,1,0,23,0,1,1,34,0.8332,0,0
2,0,0,45,171,1,7,151,0.5452,1,0,1,0,23,0,0,1,15,0.975,0,0
1,0,0,15,569,0,1,1157,0.8638,2,0,0,1,9,0,0,1,5,0.6372,0,0
3,2,0,15,2137,1,1,162,0.715,1,1,0,1,9,0,0,1,5,0.7668,0,0
5,3,0,10,170,3,1,273,0.5167,7,0,0,1,22,0,0,1,0,0.7216,0,1
0,0,1,9,74,0,0,4,0.5587,1,0,0,0,2,0,0,0,31,0.6627,0,1
2,1,0,31,293,3,3,1085,0.7142,1,0,0,2,8,0,0,0,2,0.7765,0,0
4,4,1,24,116,1,1,287,0.6385,1,0,0,0,22,0,0,0,4,0.6595,0,1
1,2,0,45,327,2,1,953,0.6779,3,1,1,1,16,0,0,0,4,0.6391,0,1
0,3,0,21,420,0,0,863,0.4771,1,0,1,0,17,0,0,0,15,0.4193,0,1
1,2,0,25,311,1,3,1268,0.4301,9,0,1,3,20,0,1,0,9,0.9044,0,0
3,0,1,37,675,4,1,185,0.8303,1,0,1,1,12,0,0,0,2,0.5745,0,0
1,1,0,21,259,1,3,405,0.8067,2,0,0,3,8,0,1,0,4,0.8447,0,1
1,2,0,29,225,2,4,1403,0.8296,1,1,1,1,11,1,0,1,1,0.8344,0,1
4,3,1,16,423,0,4,1903,0.8251,1,0,0,2,10,0,0,0,41,0.516,0,0
4,1,0,58,1034,1,1,1,0.675,2,0,0,1,17,0,1,0,13,0.7616,0,0
1,2,0,19,1335,1,2,2451,0.8821,1,0,1,0,1,1,0,1,33,0.91,0,0
2,1,0,13,2198,0,2,730,0.5958,6,1,1,1,22,0,0,0,2,0.8127,1,1
0,2,0,13,159,0,1,4347,0.7938,1,0,1,1,17,1,0,1,0,0.7998,0,0
1,2,1,116,143,0,0,231,0.5271,1,1,1,4,16,1,0,1,2,0.7256,0,0
4,2,0,17,341,4,1,280,0.6734,1,1,1,1,18,1,0,1,8,0.498,0,0
2,1,0,5,68,2,1,3080,0.8763,2,1,1,0,22,0,0,0,46,0.7308,0,0
2,1,0,11,296,2,2,1147,0.967,2,0,0,2,18,0,1,0,22,0.7665,0,0
0,3,0,29,462,0,3,1087,0.7157,3,0,1,1,9,0,0,0,13,0.6295,0,0
1,0,0,56,642,1,1,108,0.9053,1,1,1,2,0,0,1,1,21,0.8168,0,1
2,1,1,16,2407,1,2,1243,0.7476,2,0,1,4,23,0,0,1,32,0.8156,0,0
1,1,0,32,492,1,1,100,0.7909,1,1,0,2,8,0,0,1,22,0.7549,0,1
4,2,0,18,275,1,2,680,0.5922,6,1,0,1,1,0,0,0,2,0.5845,0,1
3,1,0,11,111,2,2,2532,0.912,9,0,1,0,2,0,0,0,20,0.7133,0,0
4,2,0,8,331,2,3,867,0.943,1,0,0,1,1,0,1,1,4,0.9289,0,0
2,2,1,13,276,1,1,324,0.8427,1,0,0,3,20,0,0,1,1,0.7466,0,0
3,1,1,19,359,3,1,912,0.7569,1,0,0,1,0,0,0,0,0,0.8889,0,1
0,1,0,9,274,1,2,465,0.936,1,1,1,1,21,0,0,1,2,0.6028,0,0
0,1,0,9,129,1,1,1417,0.4441,1,0,1,1,10,0,0,1,0,0.7206,0,0
2,0,1,11,698,0,1,702,0.4972,1,0,1,1,17,0,0,1,6,0.8059,0,0
3,1,1,11,986,0,0,52,0.8291,2,1,0,1,4,0,0,0,5,0.8208,0,1
4,1,1,27,314,3,0,545,0.4776,5,1,1,0,6,0,1,1,11,0.8946,0,0
1,0,0,14,813,0,2,108,0.7071,4,1,0,5,12,0,1,0,27,0.4434,0,1
0,2,0,45,105,1,0,1315,0.5888,1,0,0,2,0,0,1,1,26,0.9059,1,0
3,3,0,12,425,1,0,1508,0.7787,1,1,1,0,10,0,0,0,13,0.5538,0,0
4,2,0,42,189,1,1,563,0.7507,4,0,0,2,19,0,0,1,9,0.7188,1,0
0,1,0,4,808,2,5,1039,0.7471,1,1,1,0,1,1,0,0,0,0.8224,0,1
0,1,0,9,259,1,1,2775,0.7011,6,0,0,0,19,0,0,1,11,0.6903,0,0
1,0,1,13,75,2,3,4615,0.6774,3,0,1,2,21,0,0,1,0,0.9027,0,0
2,2,0,25,825,0,4,519,0.7089,1,0,0,3,15,0,0,0,21,0.8616,0,0
0,0,0,14,677,1,2,535,0.7075,1,1,1,1,10,0,0,1,13,0.8318,0,0
0,3,1,19,213,0,1,142,0.721,1,0,0,0,3,1,0,1,0,0.4885,0,1
2,2,0,13,677,1,4,247,0.5418,1,1,1,1,18,0,1,0,7,0.7169,0,1
2,2,0,14,825,4,3,1884,0.843,1,0,0,1,6,0,0,1,34,0.8847,0,0
2,2,0,14,18,0,1,648,0.5682,1,0,1,0,20,0,0,0,12,0.533,0,1
2,2,0,52,135,3,0,89,0.671,1,0,1,2,15,0,0,1,19,0.667,0,1
0,3,0,34,768,1,2,2044,0.4709,1,1,1,3,10,0,0,1,12,0.7748,0,0
0,3,0,58,358,0,4,10,0.847,2,0,1,0,15,0,1,1,3,0.5713,0,0
2,3,1,56,509,0,6,2007,0.6244,1,0,1,1,15,0,0,1,0,0.88,0,0
3,4,0,30,125,1,4,1213,0.4954,3,0,1,3,10,0,0,0,7,0.9057,0,0
3,2,0,23,110,2,1,728,0.7082,1,0,1,2,2,0,0,1,2,0.4422,0,0
0,3,0,20,295,0,4,511,0.6387,24,1,1,1,23,0,0,1,2,0.9201,0,0
0,3,0,7,2891,0,3,52,0.6795,1,1,1,1,17,0,0,1,3,0.6777,1,0
2,1,1,25,818,2,2,155,0.6173,1,0,1,2,18,0,0,1,2,0.8432,0,0
2,1,0,22,1230,1,2,656,0.6178,3,0,1,2,19,0,0,1,5,0.7524,0,0
3,5,0,27,1278,2,1,1385,0.5436,1,1,1,4,10,1,0,1,5,0.551,0,0
1,1,0,69,373,1,1,52,0.7434,2,0,1,3,4,0,0,1,23,0.9219,0,1
4,2,0,8,856,0,3,216,0.5707,1,0,0,0,6,0,1,0,1,0.9657,0,0
3,1,0,21,381,0,2,172,0.7088,4,0,1,1,11,0,0,1,3,0.9073,1,1
1,1,0,11,54,1,2,114,0.3873,1,0,0,2,14,0,0,1,5,0.885,0,0
3,0,0,28,356,2,2,180,0.6394,1,0,1,3,2,0,0,0,6,0.8946,0,0
1,2,1,81,22,2,2,637,0.5997,1,1,1,1,5,0,0,0,2,0.8086,0,0
3,2,0,23,179,1,2,865,0.5586,2,0,1,3,23,0,0,1,1,0.5209,0,0
2,1,0,54,888,1,2,621,0.4307,2,0,0,2,3,0,0,0,16,0.8837,0,1
1,1,0,19,80,3,3,198,0.7951,1,1,0,1,2,0,0,0,7,0.6456,0,1
3,3,0,29,21,2,1,222,0.3197,2,0,1,3,12,0,0,1,8,0.9309,0,0
1,3,1,10,194,2,1,532,0.4792,1,1,1,1,0,1,0,1,18,0.783,0,1
1,1,0,26,897,1,0,520,0.6877,1,1,1,1,4,0,0,1,37,0.7446,0,0
3,2,0,60,224,0,5,402,0.8528,1,1,1,1,23,0,0,1,0,0.7537,1,1
4,2,1,24,139,0,5,108,0.7984,3,1,0,2,3,0,0,0,7,0.6628,0,1
0,1,0,23,1075,2,2,418,0.8087,1,1,0,0,12,0,0,0,7,0.9264,0,0
2,2,0,17,795,0,1,1098,0.7842,1,1,1,3,13,0,0,0,4,0.6549,0,0
1,5,0,10,242,0,0,98,0.54,2,0,0,1,10,0,0,1,3,0.4663,1,1
1,0,1,17,103,1,0,1927,0.7213,3,0,1,1,4,0,0,0,1,0.7137,0,0
2,1,0,24,154,0,3,1007,0.5182,13,1,0,0,21,0,0,0,1,0.7734,0,1
2,0,0,10,71,1,6,863,0.8389,1,0,0,2,21,1,0,1,2,0.8117,0,0
1,0,0,26,220,2,1,555,0.7475,1,1,1,1,16,0,0,1,9,0.9674,0,0
3,1,1,9,77,2,2,40,0.7036,1,0,1,2,20,0,0,0,4,0.6021,0,1
4,4,0,51,1044,0,3,2179,0.8773,2,0,0,0,14,0,0,1,8,0.9227,0,0
3,2,1,8,347,0,2,1695,0.6294,61,0,1,0,16,0,0,1,11,0.8872,0,0
0,0,0,11,180,0,1,1562,0.8196,6,1,1,0,19,0,0,1,4,0.7055,1,0
1,1,0,41,520,0,4,911,0.339,1,0,0,1,23,0,0,1,8,0.8649,0,1
0,4,0,27,673,2,3,974,0.5875,4,0,0,0,5,0,0,1,17,0.8909,0,0
2,1,0,9,706,1,2,818,0.5993,4,0,1,0,1,0,0,1,9,0.6769,0,0
0,1,0,22,1750,0,1,709,0.7183,1,0,1,0,0,0,0,1,18,0.6486,0,1
9,0,1,6,545,1,1,4,0.8028,1,0,1,1,6,0,0,0,43,0.9758,0,1
6,2,1,24,51,4,2,559,0.5632,1,0,1,1,22,0,0,1,5,0.8096,1,1
4,2,0,16,307,1,1,1280,0.9244,1,0,1,0,15,0,0,0,21,0.6976,0,0
2,0,0,12,111,2,4,922,0.91,1,1,0,2,18,0,0,1,0,0.9331,0,0
0,1,0,24,308,0,2,608,0.8575,1,0,1,4,8,0,1,1,2,0.7655,0,0
3,1,0,23,333,1,4,949,0.7501,1,1,0,0,22,0,0,1,28,0.7396,0,0
1,1,0,32,444,1,2,294,0.82,1,0,0,3,12,0,0,0,10,0.7897,1,1
2,4,0,15,775,0,2,1730,0.9311,4,0,0,2,0,0,0,0,39,0.577,0,0
1,2,1,10,251,1,2,2825,0.8611,1,0,0,3,9,0,0,1,4,0.9064,0,0
0,0,0,105,411,1,0,416,0.7861,1,0,1,4,10,0,0,1,12,0.8313,0,1
5,2,0,10,86,1,2,516,0.3602,1,1,0,1,11,0,0,1,0,0.9196,0,0
1,0,0,37,483,1,5,1089,0.523,1,0,1,2,15,1,0,1,2,0.4381,0,0
1,4,0,15,1039,1,2,472,0.741,3,0,1,0,12,0,0,1,0,0.8374,0,1
2,1,0,34,94,0,2,700,0.7584,5,0,1,0,22,0,0,1,19,0.698,0,0
1,1,0,13,1685,2,0,74,0.632,1,0,1,3,5,0,0,1,0,0.7988,0,0
2,5,0,15,1117,1,0,55,0.6627,2,0,0,0,4,0,0,0,0,0.8902,0,1
1,2,0,6,285,0,1,120,0.6476,1,0,0,0,21,0,1,1,8,0.7871,0,0
0,2,0,55,1427,1,3,319,0.7789,1,1,1,6,13,0,0,1,34,0.6254,0,0
4,2,0,14,489,1,0,2131,0.6717,14,1,1,1,2,0,0,1,3,0.6423,0,0
1,1,0,8,39,1,1,1628,0.9166,4,1,1,0,9,0,0,0,13,0.9419,0,0
2,5,1,13,3002,1,7,544,0.813,1,1,0,0,14,0,0,0,13,0.6373,0,0
1,2,0,13,310,3,1,635,0.7183,1,1,1,2,16,0,0,0,18,0.7426,0,0
3,1,0,9,583,1,2,1635,0.6201,2,0,1,0,9,0,0,0,0,0.7704,0,0
2,0,0,24,816,0,2,1891,0.8964,2,1,0,0,9,0,0,0,15,0.6635,0,0
2,1,1,39,592,2,2,506,0.8437,1,1,0,0,6,0,0,1,12,0.8198,0,0
3,4,0,13,166,0,2,498,0.8188,1,0,0,1,4,0,1,0,6,0.7646,0,1
1,0,1,25,165,3,3,189,0.7566,1,0,0,1,2,0,1,0,6,0.6303,0,1
7,1,0,18,310,1,3,32,0.8671,4,0,1,0,22,0,0,1,14,0.6523,0,1
1,2,0,29,141,1,1,968,0.8977,1,0,1,1,15,0,0,0,1,0.9704,0,0
3,4,0,63,484,2,3,1132,0.5621,2,0,1,0,13,0,0,1,13,0.9652,0,0
2,1,0,16,319,1,2,854,0.8342,3,0,0,2,7,1,0,0,0,0.9593,0,0
0,3,0,34,601,0,2,587,0.5741,1,0,0,1,7,0,0,1,21,0.7804,0,0
4,1,1,39,277,1,1,809,0.8946,6,0,0,2,23,0,0,1,2,0.7881,0,0
1,2,0,54,593,1,3,200,0.9246,2,0,0,0,18,0,0,1,14,0.6536,0,0
2,1,0,21,233,2,2,27,0.6356,1,0,1,1,8,0,1,1,2,0.7509,0,0
1,1,1,32,206,0,0,584,0.493,1,0,1,3,15,0,0,1,15,0.687,0,0
2,3,1,9,148,0,3,544,0.4923,3,0,1,2,17,1,0,1,21,0.903,0,0
1,3,1,44,639,0,3,179,0.4965,1,0,1,1,1,0,0,0,1,0.9315,0,1
1,0,0,20,405,0,0,739,0.7111,3,0,1,0,1,1,0,1,3,0.7604,0,0
1,1,1,15,1234,0,2,3400,0.9735,1,0,1,1,12,0,0,1,10,0.7051,0,0
2,1,0,15,290,2,0,784,0.7745,1,0,1,2,5,1,0,1,2,0.8783,0,0
4,1,1,25,38,1,3,952,0.8941,19,1,1,2,2,0,0,1,7,0.8752,1,0
3,2,0,51,556,2,2,305,0.8421,2,1,1,0,23,0,0,1,10,0.973,0,0
5,4,0,12,185,0,2,1030,0.7154,1,0,1,1,8,0,0,1,3,0.7445,0,0
2,3,0,12,77,4,3,4086,0.7663,3,1,0,1,23,0,0,1,2,0.7962,0,0
3,0,1,27,111,2,1,235,0.6936,2,0,1,3,0,0,0,1,4,0.8653,0,0
3,1,0,14,675,1,1,120,0.4606,2,1,0,1,2,1,0,0,16,0.7507,0,1
0,0,1,30,404,1,1,560,0.5511,2,0,0,0,19,0,0,1,18,0.5994,0,0
2,2,1,5,504,0,5,820,0.9642,7,0,1,1,2,0,0,0,4,0.6195,0,0
2,1,0,21,80,1,1,567,0.716,1,1,0,1,19,1,0,1,6,0.8924,0,0
1,0,0,41,1136,2,3,21,0.9266,1,0,0,3,6,0,0,0,3,0.6234,0,0
1,3,0,23,1253,1,3,126,0.2289,1,0,1,0,7,0,0,1,5,0.6911,0,1
1,1,0,41,288,1,3,2782,0.8089,4,0,0,2,8,0,0,1,1,0.411,0,0
4,1,0,8,435,2,1,624,0.7156,1,0,1,2,8,1,0,1,0,0.8552,0,0
0,1,0,6,198,2,2,1188,0.8835,1,0,1,2,11,1,0,0,19,0.6695,0,1
4,1,0,27,858,0,3,384,0.8113,16,0,0,2,1,0,0,0,11,0.9131,0,0
2,0,0,14,563,3,1,1640,0.7553,2,0,0,1,8,0,0,1,0,0.8037,0,0
4,1,0,8,558,0,0,817,0.4568,1,1,1,1,20,0,1,0,3,0.665,0,0
2,2,0,4,2005,4,5,3692,0.8354,1,0,1,0,11,0,0,1,40,0.8909,0,0
2,4,0,28,692,0,5,77,0.8707,1,1,0,2,1,0,0,0,6,0.8728,0,0
0,0,0,79,208,1,2,1985,0.6931,8,0,1,1,9,0,0,1,3,0.67,1,0
0,4,1,2,1093,4,0,2226,0.8687,2,0,0,2,8,0,0,0,23,0.6385,0,0
5,0,0,39,1081,4,3,171,0.6298,5,0,0,3,5,0,0,1,25,0.9053,0,0
2,1,0,23,73,0,0,733,0.4942,6,0,1,2,16,0,0,0,22,0.7877,0,1
1,2,1,47,198,0,2,472,0.8117,6,0,0,2,13,0,0,1,9,0.7521,0,0
2,1,0,42,299,2,3,30,0.7345,1,0,0,1,7,0,0,0,1,0.824,0,0
1,2,1,13,780,2,2,610,0.6148,1,0,0,4,23,1,0,1,28,0.8197,0,0
2,2,0,39,234,0,2,1374,0.2011,3,1,1,0,16,0,0,1,10,0.8406,0,0
4,2,0,30,425,0,0,457,0.9224,6,0,0,0,9,0,0,1,3,0.7589,0,0
0,1,0,38,422,1,1,883,0.8189,1,0,1,5,4,0,0,1,5,0.9848,1,0
2,1,0,14,605,0,3,226,0.8166,1,1,1,1,7,0,0,1,1,0.7484,0,0
2,0,0,10,66,2,2,243,0.8516,8,1,0,1,18,0,0,0,6,0.6565,1,0
2,7,0,20,480,0,5,1380,0.9693,2,0,1,0,12,0,0,1,6,0.6584,0,0
4,4,0,17,59,3,4,60,0.4485,1,1,0,2,10,0,0,0,0,0.8652,0,1
1,3,1,24,116,1,3,580,0.6389,1,0,1,1,7,0,0,1,31,0.7002,0,0
1,2,1,11,32,1,1,3296,0.5262,1,0,1,5,6,0,0,0,3,0.8272,0,0
0,1,1,22,1024,1,3,53,0.5431,1,1,1,2,9,0,0,1,4,0.8468,1,1
3,2,1,37,1461,0,1,3389,0.6292,1,0,0,1,2,0,0,1,12,0.6362,0,0
1,3,0,30,263,1,1,1324,0.458,1,0,1,3,0,0,0,1,1,0.9488,0,0
2,2,0,12,660,1,3,617,0.8661,1,0,1,0,14,0,0,0,6,0.6742,0,0
2,1,0,4,79,1,0,1736,0.5825,1,1,0,2,16,1,0,1,20,0.9299,0,0
