years_at_company,monthly_salary,overtime_hours_per_week,num_projects,last_promotion_months_ago,satisfaction_score,manager_rating,department,commute_distance_miles,stock_option_level,training_hours_last_year,work_life_balance,relationship_with_manager,age,education_level,num_companies_worked,years_since_role_change,performance_rating,target
0.8,4812.2,7.8,1,34,7.1,3,4,1.4,1,23.5,2,3,49,3,0,0.1,2,0
1.2,9515.32,0.4,5,4,4.8,1,1,9.7,3,49.4,3,2,21,2,2,2.8,4,1
0.4,7033.22,1.6,2,19,8.0,3,1,3.2,0,7.2,3,2,61,4,5,2.4,3,0
7.1,8711.66,4.2,5,25,7.2,3,4,13.9,0,38.3,4,3,29,3,4,4.0,2,1
4.8,12671.33,3.8,1,37,8.4,4,2,31.5,3,8.1,2,4,21,5,2,0.5,3,0
0.5,7809.31,1.9,3,4,7.2,4,2,2.4,0,30.6,3,2,30,2,3,3.4,4,0
1.9,5774.78,8.4,2,37,7.1,2,1,3.0,0,9.7,4,3,37,3,2,0.3,3,0
5.8,8685.55,7.0,4,5,10.0,3,6,9.3,2,10.7,3,4,21,1,2,12.7,2,0
3.4,7129.11,3.7,3,1,7.4,3,6,1.0,2,41.4,4,4,50,3,4,1.0,4,0
14.3,14801.73,1.4,7,11,7.0,3,4,3.6,1,18.3,4,2,35,3,2,2.7,3,0
0.4,11874.56,4.5,2,1,8.0,5,4,23.3,1,15.0,4,3,37,1,2,11.7,4,0
3.1,7632.46,10.7,4,12,5.9,2,5,11.8,1,26.4,4,3,21,3,3,2.2,4,0
1.7,6095.12,0.0,3,3,10.0,3,4,1.0,0,23.8,3,4,26,2,5,1.3,3,0
2.1,8838.72,9.4,1,14,6.0,2,2,13.6,0,15.3,3,3,40,4,1,0.7,3,0
6.5,8427.71,0.2,3,0,1.8,3,2,11.0,0,26.7,2,1,40,4,3,2.1,4,1
1.6,4238.89,4.2,3,13,4.6,3,5,2.3,1,3.2,3,4,21,4,3,0.5,4,0
2.6,3100.0,1.8,4,3,5.5,3,0,1.7,2,0.0,4,5,22,3,3,1.0,3,0
9.3,12226.86,4.4,6,83,6.4,4,3,14.7,1,22.0,3,4,24,5,1,2.2,4,0
3.9,14223.32,4.9,2,4,4.6,2,0,15.2,3,22.1,3,2,41,4,5,1.8,3,0
2.7,4263.79,10.4,4,67,8.2,3,1,1.9,1,11.2,4,5,26,3,2,5.5,3,1
1.4,11690.61,5.5,6,4,7.4,3,6,1.5,2,11.4,3,3,30,4,4,3.1,4,0
4.8,15372.88,0.6,2,20,9.2,4,6,4.9,0,43.8,4,3,25,3,2,0.3,5,0
1.7,7532.65,5.8,3,33,7.0,5,5,25.5,2,26.3,5,2,33,5,1,2.3,2,0
3.4,12049.85,7.9,2,22,3.8,3,2,1.0,0,14.7,1,2,49,3,3,0.4,4,0
2.7,4926.51,0.6,3,23,6.0,3,2,7.1,1,28.0,4,4,34,3,5,0.7,2,0
4.3,6497.37,14.4,5,39,5.9,2,0,10.8,1,0.0,3,3,24,3,2,0.7,5,0
1.4,6891.41,0.8,7,50,2.5,1,4,1.0,2,29.2,2,2,45,5,1,11.0,3,0
4.4,15335.09,0.6,1,7,8.6,2,2,13.3,3,27.3,5,3,41,4,0,0.3,4,0
8.4,10212.88,3.1,1,24,10.0,4,0,1.1,0,41.8,3,3,30,1,2,0.6,3,0
0.1,10619.96,2.7,3,11,2.1,4,3,17.9,0,15.0,5,4,32,4,3,5.4,3,0
8.1,8666.41,0.8,2,24,8.4,3,5,2.4,0,16.0,4,5,44,1,3,10.0,3,0
0.9,4324.91,3.0,4,5,6.7,4,1,5.1,1,30.7,3,5,42,4,0,2.5,3,0
0.7,8102.85,0.5,2,2,3.9,3,0,26.9,3,0.0,5,3,33,4,2,0.3,3,1
3.1,11077.81,1.1,5,9,2.9,5,2,3.2,3,13.0,4,1,34,4,2,0.8,4,1
0.1,10032.67,5.0,4,11,8.5,4,4,8.2,0,11.4,3,3,28,3,2,4.1,4,0
3.3,10449.68,2.6,3,21,9.3,4,3,2.8,2,17.3,3,3,22,2,4,0.9,3,1
0.9,7657.54,6.4,7,16,4.1,3,0,13.1,0,11.1,4,5,30,2,2,1.7,3,0
5.2,11531.55,0.6,5,0,6.0,3,2,15.3,1,37.5,3,3,28,5,3,3.0,2,1
6.0,6855.44,2.9,5,62,8.5,3,6,9.5,0,16.6,2,2,38,4,3,4.1,3,0
7.3,8529.91,6.3,6,28,4.6,4,4,2.0,0,17.1,5,2,30,3,3,0.3,3,0
1.8,6671.34,13.0,3,5,6.4,3,1,16.1,0,15.1,3,2,21,3,1,1.8,4,0
8.6,10179.64,5.9,4,26,5.8,3,2,33.6,0,39.4,1,3,35,3,1,5.5,3,1
2.2,6235.89,6.9,2,4,9.4,4,0,4.9,1,22.7,4,3,34,2,4,2.9,3,0
3.8,7116.65,7.7,1,1,7.0,3,0,18.6,2,34.1,3,3,27,2,2,5.7,5,1
3.4,3100.0,1.7,3,40,4.8,4,3,5.7,1,3.2,3,5,31,3,0,3.9,3,1
1.6,8037.56,5.8,2,22,6.1,4,5,22.1,0,5.8,4,3,43,2,1,12.5,4,0
7.4,6594.07,2.9,4,18,4.3,1,6,11.3,0,14.7,1,4,42,2,3,2.0,3,1
1.9,12780.98,7.3,4,0,8.3,3,2,57.6,0,28.7,4,5,46,2,3,0.0,4,0
3.6,8124.64,5.7,1,11,7.8,3,4,13.7,0,33.0,5,2,26,2,0,1.7,4,1
1.8,8293.1,2.7,3,35,4.0,3,5,7.2,0,4.7,5,3,43,2,3,4.5,3,1
5.0,5403.87,0.8,2,17,8.2,4,3,13.6,3,28.4,4,4,42,3,4,0.0,2,0
0.2,3300.0,4.9,3,6,3.6,4,6,2.4,2,22.3,4,2,21,4,3,5.3,4,1
1.8,8254.69,3.4,3,28,7.6,1,4,15.3,3,7.1,3,4,42,2,0,2.3,2,0
9.9,2900.0,10.0,4,38,4.6,4,6,44.4,2,8.0,3,5,25,2,2,7.0,4,0
5.0,3167.31,4.1,3,38,8.1,2,0,21.5,1,29.6,3,4,29,3,3,2.2,4,0
1.7,10574.56,5.3,6,7,6.7,4,6,15.4,0,0.0,5,5,23,3,4,2.6,2,0
2.3,10514.3,4.0,2,10,6.3,5,2,1.0,0,23.3,1,2,25,3,2,1.7,4,1
1.7,13701.68,9.2,2,11,5.9,3,2,1.0,0,22.3,3,1,33,2,3,3.4,4,0
0.7,17719.12,0.1,4,10,7.3,4,6,1.0,0,33.3,4,3,21,2,5,2.7,3,0
3.4,13299.18,2.5,6,56,4.9,2,0,5.9,0,18.8,2,4,32,3,1,0.1,4,0
5.7,9822.52,0.1,6,112,5.7,5,3,8.6,0,5.6,3,3,35,4,3,1.6,3,0
2.1,3062.17,4.2,5,22,7.8,5,5,1.5,3,8.6,3,5,36,1,4,9.7,5,0
2.3,10476.36,0.8,4,28,8.1,4,1,1.0,2,5.0,5,5,34,2,2,0.4,3,0
3.0,12330.35,0.5,3,6,4.8,4,6,16.9,1,21.7,2,2,27,1,5,0.9,4,0
14.8,3953.92,3.9,2,30,4.4,3,4,3.0,3,34.2,1,3,39,2,1,2.9,4,1
0.3,7559.18,0.8,5,3,8.6,4,1,5.6,2,12.5,3,3,29,3,3,4.5,1,0
0.1,3856.16,4.6,3,9,7.9,3,2,2.5,0,8.4,3,4,32,4,3,0.2,3,0
6.3,7866.91,1.9,1,0,9.7,2,6,20.1,0,25.4,4,4,44,5,0,5.0,4,0
3.9,4689.99,7.6,5,34,6.6,3,4,21.8,0,19.4,4,2,21,2,0,16.0,3,1
9.7,13034.2,3.5,1,12,8.7,5,1,16.1,2,32.9,3,5,27,3,2,11.5,4,0
3.5,22545.79,3.0,1,13,6.2,4,4,10.2,1,0.0,3,5,31,5,2,0.3,3,0
4.2,4970.49,11.7,3,4,6.0,3,3,1.7,0,20.5,4,2,49,1,3,6.0,2,0
2.4,18534.08,4.4,2,1,7.6,2,2,2.1,1,0.0,3,3,31,3,1,7.8,3,0
6.0,7143.3,10.2,4,0,5.2,3,1,2.9,0,8.8,4,5,28,2,4,0.7,4,0
0.4,10477.38,2.8,4,13,8.1,2,1,3.4,0,29.5,2,2,31,4,1,2.5,3,0
2.2,10308.63,6.1,4,11,7.6,2,5,3.7,1,30.9,1,4,46,2,2,0.9,3,1
2.4,6649.89,2.2,5,7,5.1,3,1,13.4,0,44.9,3,3,22,2,3,0.6,3,1
1.0,10244.42,6.1,6,11,4.8,4,2,27.7,3,13.0,3,5,34,2,5,0.5,4,1
8.2,4680.69,0.6,7,46,5.6,3,6,30.8,1,10.3,4,2,38,2,3,4.2,2,0
10.3,18998.2,1.5,3,15,6.3,2,2,20.9,0,15.8,3,3,23,4,2,3.9,4,0
11.3,10422.23,0.8,4,25,1.5,5,5,14.9,1,17.9,3,4,29,2,2,1.9,2,1
0.3,17374.98,1.6,4,2,5.5,5,4,40.9,1,26.3,3,4,36,3,2,3.3,4,0
7.7,8281.47,0.1,2,7,7.2,2,5,1.4,0,28.6,2,2,21,2,1,6.7,3,1
3.2,8300.31,1.2,3,1,4.7,3,2,19.7,1,15.5,3,4,32,2,2,1.2,3,0
2.1,9812.71,4.8,4,6,5.5,3,2,19.9,3,25.1,3,2,27,4,2,6.9,3,0
3.7,26303.97,7.0,5,20,8.1,4,2,2.0,2,9.0,1,5,48,2,2,14.6,4,0
5.8,7644.93,5.2,2,33,5.1,4,2,6.3,0,19.2,3,5,38,5,3,0.5,3,0
13.0,5753.03,2.1,1,27,5.7,2,0,10.4,0,31.6,3,5,30,3,0,5.8,5,0
9.5,4149.67,6.7,3,51,7.1,4,1,12.1,1,15.4,4,3,31,4,2,1.1,2,0
2.8,12546.63,3.7,2,19,6.9,3,6,40.2,0,15.0,4,4,27,2,5,8.1,3,0
1.3,8091.59,2.9,3,26,5.7,3,5,11.4,2,14.5,3,3,37,1,1,3.2,4,0
6.7,13921.21,4.6,8,27,4.5,4,4,5.9,0,16.8,4,3,39,3,1,5.7,4,0
1.2,6899.06,7.4,2,56,7.8,4,5,1.2,1,31.4,3,3,32,1,1,0.3,3,0
0.3,3275.97,6.2,2,0,3.8,4,3,57.8,1,10.7,3,2,45,3,3,2.7,4,1
0.9,10215.14,1.6,1,5,6.6,3,2,36.3,2,31.3,2,3,32,2,2,3.7,4,0
4.4,7272.55,12.0,2,3,5.9,4,4,10.4,1,23.4,4,3,21,3,3,4.0,4,0
3.4,2900.0,4.0,2,32,5.1,4,0,13.9,3,30.5,3,1,31,2,5,2.8,2,0
2.8,5432.22,5.2,5,3,10.0,3,1,10.5,0,50.4,3,5,38,2,2,1.1,4,0
0.9,3535.61,3.0,7,4,7.1,3,4,7.8,2,5.3,4,5,43,2,2,1.7,3,0
0.5,8633.35,1.7,2,35,4.8,3,2,17.0,2,34.2,3,4,22,3,3,1.7,2,0
0.4,3804.63,9.7,5,37,5.4,4,0,14.7,1,25.2,2,4,27,3,2,0.7,3,0
10.0,5714.71,3.3,4,4,7.8,2,6,6.9,1,12.6,1,4,31,2,1,0.1,2,1
0.1,21885.26,7.8,4,8,5.0,4,6,4.5,2,23.2,3,4,33,5,3,0.2,4,0
0.1,8253.11,0.1,1,26,8.9,4,4,25.2,0,0.0,3,4,26,4,5,1.5,3,0
1.8,11991.85,0.5,5,5,6.7,4,3,17.8,0,15.1,2,4,21,3,5,0.3,2,0
4.4,4708.53,4.1,2,33,7.2,5,4,8.6,0,18.8,5,4,56,2,1,4.0,2,0
0.7,9272.11,2.4,3,16,9.2,2,4,3.2,1,41.0,3,4,35,4,5,1.5,4,0
3.8,11606.55,12.5,2,2,6.7,5,1,27.8,2,22.3,3,4,38,5,3,1.0,2,0
0.4,6867.59,1.5,2,25,2.8,4,0,9.2,2,24.4,3,2,49,3,2,1.7,5,1
0.4,8499.93,0.8,4,53,5.9,3,4,28.8,0,29.7,3,4,36,1,7,2.0,3,0
0.1,9512.55,1.6,2,11,6.5,2,5,1.3,1,4.6,3,5,35,1,3,0.1,5,0
1.8,10458.81,3.6,3,15,8.4,3,5,18.0,2,10.9,3,4,51,2,3,1.7,5,0
1.3,13378.98,0.1,4,1,10.0,3,0,7.7,0,13.5,1,3,42,5,4,8.7,3,0
1.0,18227.99,2.3,3,11,6.4,3,6,3.5,0,24.6,2,3,27,2,1,5.6,3,0
0.4,3100.0,0.1,5,75,6.9,4,6,23.1,1,4.0,3,4,38,3,1,0.0,3,0
1.1,5654.59,2.5,3,2,3.8,3,0,1.0,2,0.8,2,3,43,1,0,6.2,3,0
4.4,8383.88,1.2,6,23,1.5,3,6,1.0,1,18.5,2,1,21,3,3,5.4,4,1
0.6,17237.07,0.7,5,12,8.5,4,6,14.6,1,24.1,5,1,31,5,0,3.6,4,0
1.5,7604.78,3.4,2,8,8.8,3,1,30.6,0,31.1,3,2,42,3,1,1.4,2,0
10.1,11611.14,0.3,2,29,7.6,4,4,33.9,1,2.7,4,3,30,3,3,6.6,3,1
1.6,5540.68,1.5,3,60,6.8,4,2,19.9,2,18.3,2,5,34,3,4,0.4,3,0
9.1,6995.88,0.3,2,18,6.7,2,1,25.3,1,13.8,4,4,37,3,1,2.8,4,0
1.7,12783.7,2.7,5,35,2.3,5,5,1.0,1,9.2,3,5,28,4,4,0.2,5,0
8.2,12995.97,17.0,4,0,6.1,5,6,9.0,1,29.5,3,4,24,4,3,4.0,3,0
5.5,5177.9,4.4,5,11,8.8,3,0,7.2,0,22.2,4,3,33,1,0,1.2,3,1
0.9,9485.89,6.0,2,17,4.8,2,3,28.0,3,10.6,4,2,26,3,2,1.7,5,1
1.5,4714.23,7.5,4,3,7.1,4,5,2.1,0,18.0,3,4,36,2,1,1.4,4,1
0.7,9552.67,0.1,7,21,10.0,4,4,5.3,0,16.2,1,5,27,4,5,0.5,3,0
1.9,10362.15,0.4,6,36,9.7,3,4,11.2,0,29.4,2,2,29,3,2,11.9,3,0
9.4,13071.71,0.4,2,25,5.6,3,0,4.7,2,32.3,3,3,46,3,0,3.4,4,0
6.6,7311.77,3.6,7,47,6.2,2,4,19.0,1,19.5,3,4,37,4,4,0.4,3,0
1.8,7621.66,4.1,5,38,10.0,2,1,3.7,2,37.1,3,2,39,3,1,0.1,3,0
1.3,8152.63,2.0,3,8,5.7,4,1,5.5,1,24.2,2,5,23,3,4,1.0,3,0
2.8,15135.55,1.3,3,16,3.1,3,3,11.1,1,15.8,4,2,32,5,2,6.9,4,0
0.6,5960.61,3.7,1,27,8.5,4,4,1.2,1,7.1,2,3,42,3,2,3.1,5,0
5.7,8945.99,0.9,3,12,6.3,2,4,13.2,1,22.7,2,2,35,2,2,4.6,3,0
3.4,13377.63,4.1,3,28,4.8,3,3,6.9,0,3.2,2,5,41,2,0,2.5,3,0
0.6,7830.83,0.3,6,6,6.8,5,2,2.1,2,16.2,3,4,31,2,3,0.9,2,0
2.4,5344.05,10.2,5,27,3.9,3,6,6.2,1,25.5,4,5,25,1,4,0.9,4,1
15.5,9374.05,1.8,5,5,8.3,3,6,19.1,1,22.8,3,3,32,3,4,3.3,5,0
4.4,5601.29,9.4,2,11,6.2,1,4,35.6,1,8.1,4,4,46,2,4,1.9,3,0
19.7,4595.46,0.3,3,23,4.1,4,5,2.1,1,35.6,2,4,42,4,4,4.4,5,1
5.7,6124.43,5.5,4,2,6.0,3,6,6.7,1,15.6,3,4,22,4,3,5.9,3,0
1.3,11192.36,0.5,2,48,7.4,3,5,5.8,0,14.3,2,5,49,4,2,2.1,4,0
3.5,14611.38,0.8,1,22,6.6,3,4,20.1,0,0.0,3,3,34,2,0,3.7,3,0
3.7,10162.42,1.9,3,14,5.2,4,1,32.1,2,29.8,4,2,36,1,3,1.5,3,0
1.8,10379.69,12.4,8,17,6.3,2,3,9.3,1,28.3,5,3,31,5,0,2.9,3,0
1.8,3481.9,6.2,2,8,5.9,4,5,1.5,2,13.0,3,4,23,1,2,4.4,3,0
4.7,19801.84,0.3,4,20,5.4,4,2,1.9,0,17.3,3,1,40,5,5,12.9,4,1
1.8,8695.82,11.6,3,13,6.3,2,0,34.6,2,22.2,3,3,60,2,2,2.5,3,0
4.6,21064.51,4.3,2,4,7.7,1,2,15.4,2,40.4,3,3,34,4,3,3.1,3,0
3.5,3582.26,0.4,2,1,3.3,3,6,6.3,0,21.0,4,4,37,3,1,2.5,4,0
3.3,4723.24,3.4,2,6,5.5,5,0,8.1,0,7.5,2,4,43,3,1,2.5,3,0
8.3,11433.47,1.5,7,18,2.7,3,2,8.7,0,18.9,3,3,31,5,2,3.6,4,0
0.8,4766.68,3.3,7,88,8.7,4,2,1.8,2,31.2,4,5,21,2,0,1.2,5,0
1.8,14319.87,4.7,6,35,4.8,2,1,11.0,1,15.3,4,4,42,2,3,1.0,3,0
0.8,2959.24,9.6,1,1,9.2,3,4,6.6,1,16.8,5,3,24,1,2,2.6,2,0
0.1,4992.29,6.2,2,11,7.2,2,4,8.7,0,47.1,4,2,50,3,1,1.8,3,0
3.6,9620.67,1.0,3,16,1.6,3,0,2.5,0,0.0,4,5,21,1,4,1.9,3,1
4.4,3924.63,12.6,3,12,6.9,2,0,14.7,0,0.0,2,3,37,2,3,3.4,4,0
0.3,6862.98,0.9,7,8,8.4,3,6,8.1,2,12.7,1,5,41,2,1,1.9,3,0
2.5,5796.51,1.4,5,34,4.8,3,1,3.7,0,18.9,3,4,40,3,2,3.2,3,0
20.5,10656.4,0.7,4,8,9.7,3,2,45.5,0,39.4,2,2,32,3,1,3.1,4,0
2.1,8453.31,3.2,8,4,3.4,2,3,5.6,0,15.2,2,3,34,4,2,5.5,4,0
2.8,6758.73,3.2,6,6,4.7,3,5,10.7,1,24.7,3,4,44,3,5,1.9,3,0
35.0,4838.05,1.8,4,7,5.0,2,5,33.9,1,5.8,4,3,56,1,3,3.7,4,0
4.7,11920.25,3.1,2,13,6.3,2,5,2.1,1,19.9,5,2,39,2,3,2.6,2,0
5.9,3725.53,6.8,3,10,8.5,4,6,16.0,2,23.5,4,3,51,2,5,0.5,3,0
10.4,7212.78,2.0,3,36,3.2,3,1,1.0,0,12.9,2,2,21,1,2,1.0,2,1
3.9,4989.56,5.1,3,2,8.6,1,5,1.3,1,23.0,3,5,44,3,3,3.6,3,0
2.8,4283.74,4.2,2,71,7.8,2,1,21.1,0,29.9,4,4,31,3,2,0.1,4,0
1.0,16098.06,0.8,6,14,5.4,3,1,21.5,0,12.9,4,2,35,3,1,0.8,3,0
6.8,7677.05,3.6,5,5,2.9,2,4,12.4,1,4.9,4,2,42,5,3,0.1,2,0
3.8,4327.02,0.6,3,16,8.1,3,6,8.2,1,0.7,2,5,53,1,3,3.6,4,0
1.7,13068.62,5.7,1,9,4.2,4,2,25.8,0,20.3,4,4,35,3,1,3.3,2,0
0.2,12084.0,6.2,8,21,8.6,3,6,5.9,2,17.1,4,3,21,2,4,6.2,3,1
4.3,6235.55,7.1,1,8,9.2,4,0,1.1,3,31.4,3,1,34,5,1,13.1,3,0
1.4,14779.59,1.5,3,1,6.7,4,4,4.8,0,8.3,4,5,21,4,1,2.1,3,0
2.0,6570.63,13.5,3,2,5.9,3,2,3.0,0,29.7,2,4,35,4,2,0.9,4,1
2.4,5774.85,8.6,4,10,7.0,3,1,22.1,1,0.0,3,3,37,2,0,3.8,1,0
4.3,4521.83,13.4,8,23,9.2,5,4,13.2,2,33.4,5,1,34,3,2,2.4,3,0
0.7,29330.17,3.9,3,15,3.5,3,6,14.8,2,15.8,3,3,28,4,3,0.8,3,0
2.6,7674.81,4.1,1,7,9.1,2,5,13.6,1,13.0,3,4,34,1,2,0.1,2,1
0.4,8506.82,6.5,6,21,1.0,3,4,1.0,1,14.8,2,2,39,2,5,6.0,2,1
8.1,8524.93,2.1,1,2,4.7,4,6,14.8,2,34.0,3,4,36,4,0,3.4,4,0
10.6,10317.25,2.5,5,5,9.8,2,1,9.8,1,31.0,2,5,35,3,2,6.2,3,1
5.8,8188.44,10.6,3,17,10.0,4,3,1.0,0,36.5,3,4,48,3,4,3.5,4,0
1.5,9499.54,2.2,2,0,6.1,4,5,5.5,2,40.6,3,1,48,3,2,3.6,3,0
2.4,10791.17,2.1,1,7,3.1,4,4,34.3,3,0.0,3,3,40,4,1,1.3,4,0
1.7,5246.51,1.5,2,120,7.7,2,1,1.0,0,25.0,4,3,48,3,3,6.9,3,0
3.8,9455.34,2.0,5,34,4.6,4,6,14.8,3,1.1,3,5,33,2,2,0.2,4,0
3.4,8192.16,7.5,1,27,4.1,3,5,16.6,1,20.4,2,2,41,3,3,0.1,2,0
3.6,5203.76,10.3,8,7,8.9,5,4,55.9,1,23.5,3,2,26,5,3,4.3,3,0
6.8,6617.48,4.7,3,14,6.0,3,4,39.1,3,18.2,1,4,45,2,0,1.9,2,0
5.8,7949.98,6.7,8,13,7.4,4,3,1.0,3,16.6,2,3,25,2,5,0.6,4,1
0.8,8438.44,3.3,2,12,7.6,3,5,11.5,0,35.4,3,5,38,2,2,2.4,3,0
2.5,7303.91,0.8,4,6,2.3,4,0,3.5,0,27.7,3,3,35,2,3,1.9,4,1
19.4,4735.39,19.5,1,0,8.7,5,5,4.7,0,24.2,2,1,35,1,6,0.0,4,0
5.8,9043.39,19.3,4,19,7.9,3,3,5.8,0,28.2,3,3,35,5,5,0.6,5,0
1.9,10727.18,3.0,7,36,7.2,3,6,11.1,1,0.0,3,2,45,2,1,1.4,3,0
2.8,14114.62,2.5,4,20,7.0,5,4,3.3,1,4.3,2,4,42,3,2,2.0,3,0
6.5,4461.17,5.1,2,0,4.2,2,3,3.5,0,3.6,3,4,43,1,1,1.9,2,1
0.5,6261.08,3.0,3,6,6.2,4,1,11.4,2,8.8,5,4,27,5,3,7.5,2,0
1.6,6774.49,0.5,6,30,6.3,4,4,1.4,0,11.3,2,3,34,1,3,2.2,3,0
2.7,13772.57,8.8,3,64,10.0,3,5,3.3,0,23.6,4,3,43,3,3,1.3,4,0
2.1,3854.49,5.0,1,14,9.2,3,3,32.1,3,18.5,4,5,33,2,3,3.5,3,0
1.4,4865.21,2.6,3,5,6.7,3,5,2.8,0,13.5,5,2,38,2,1,8.0,5,1
3.4,10432.77,2.0,2,18,5.8,3,0,28.0,1,17.6,3,4,38,5,3,3.9,3,1
4.4,7012.08,16.0,1,21,4.6,3,4,23.8,1,1.7,1,3,27,3,7,2.3,4,0
24.4,11718.45,2.5,2,10,7.2,5,4,7.4,1,19.1,4,4,31,3,1,1.2,4,0
5.5,11425.89,27.8,1,22,7.4,3,6,11.6,0,14.8,1,5,35,2,3,0.0,3,0
4.0,8064.51,4.8,2,10,8.6,2,6,1.0,0,13.7,4,1,39,3,3,0.3,3,1
1.0,5276.21,6.3,4,92,6.8,4,6,1.3,3,13.1,3,4,21,3,4,0.6,4,0
1.0,7229.79,2.1,3,26,7.0,2,0,23.6,0,15.6,4,2,24,3,0,0.1,2,0
1.7,10080.54,0.8,7,3,4.1,5,0,1.0,3,9.8,4,4,30,4,3,1.4,5,0
0.6,10657.98,4.8,4,33,5.6,3,2,4.4,1,40.9,1,3,29,2,2,1.9,5,0
3.5,6472.65,22.8,4,10,9.3,3,0,1.0,0,11.4,2,5,27,3,3,0.2,3,0
5.5,11873.82,0.7,4,20,7.3,3,5,13.5,1,6.6,3,4,45,2,5,1.9,4,0
7.5,7858.56,10.4,4,17,7.2,4,6,5.1,1,26.1,4,1,48,2,0,2.9,4,0
0.4,4674.27,1.7,1,12,7.4,4,0,12.0,2,19.4,3,3,38,1,3,4.0,3,1
4.3,9720.52,3.3,1,28,2.3,2,1,23.1,0,4.3,5,1,54,3,3,2.0,4,1
2.8,15146.43,0.3,8,11,5.6,3,1,1.0,0,9.0,2,4,40,2,4,0.1,3,0
1.6,7968.79,3.2,3,32,6.0,3,5,23.8,2,18.4,3,4,45,3,3,0.0,4,0
2.5,7037.21,5.3,2,24,4.1,3,5,1.0,3,0.0,1,2,39,4,2,0.9,4,0
2.7,7585.33,0.5,5,23,4.6,3,2,1.5,1,10.3,1,3,59,3,3,0.3,5,0
4.3,9285.82,13.1,1,12,8.5,3,5,20.6,0,36.3,3,4,21,5,2,0.7,1,0
2.0,3892.82,20.5,3,19,8.3,3,4,2.9,1,18.7,3,4,53,2,0,0.3,3,0
3.0,12615.73,0.9,4,4,7.4,4,6,4.9,0,0.0,4,4,46,3,3,2.1,4,0
10.2,10016.86,0.7,6,10,8.9,2,6,7.9,2,33.5,5,3,39,3,1,5.2,4,0
5.0,14497.06,0.5,3,46,9.7,4,2,1.0,0,31.2,5,1,43,4,0,0.6,4,0
9.6,8480.4,1.9,7,50,6.7,4,2,3.2,2,29.2,3,5,33,4,3,5.0,2,0
0.5,4958.51,0.8,5,8,5.1,2,6,4.6,0,28.6,5,5,33,3,6,6.4,3,1
0.5,5900.54,1.9,4,2,10.0,4,0,20.3,1,34.8,5,4,39,5,3,2.9,3,0
12.1,4603.62,3.9,5,12,8.3,3,1,4.6,1,21.6,4,2,28,3,1,0.9,3,0
7.6,3948.89,10.1,3,41,5.4,1,6,4.6,0,14.5,3,5,21,1,3,9.1,4,1
1.8,7959.6,9.8,1,8,3.6,3,3,8.0,1,6.5,1,4,31,3,3,0.9,3,0
7.3,7484.34,1.6,8,23,8.4,3,5,8.6,1,40.4,3,4,31,3,1,4.4,4,1
6.4,5855.31,2.4,2,4,5.2,5,0,16.2,0,22.9,5,4,30,2,2,4.3,4,0
5.1,12726.25,3.2,1,3,7.2,3,0,8.6,3,11.6,1,4,42,1,1,5.0,4,0
9.9,9496.24,7.5,4,2,6.6,3,2,11.2,1,15.2,4,4,37,1,2,8.1,4,0
1.7,6507.03,0.4,5,3,6.4,4,5,4.1,3,23.7,2,3,33,1,4,2.7,4,0
7.6,5869.06,4.8,2,38,7.4,5,4,13.3,1,29.4,5,4,34,2,2,4.3,4,0
2.9,11341.57,0.0,3,0,7.8,4,6,8.3,0,6.8,4,4,39,3,4,2.5,3,0
2.1,9099.06,3.2,2,4,10.0,3,6,8.3,1,11.2,1,4,55,4,2,0.4,4,0
1.6,7540.7,3.0,3,55,8.8,4,1,2.9,0,19.3,5,1,36,4,0,1.6,4,0
3.1,10219.84,2.9,3,19,4.4,1,0,16.3,1,17.7,3,2,28,2,2,1.0,3,0
4.3,5073.46,4.0,2,13,8.0,3,3,1.0,0,18.8,4,5,23,3,4,5.2,5,0
0.4,10403.74,0.5,1,49,3.8,3,5,1.0,0,13.3,1,1,29,2,2,2.2,4,1
1.0,13994.9,3.3,6,17,6.2,4,4,1.0,2,20.0,3,3,37,4,3,1.8,4,0
1.5,4532.93,0.4,1,26,7.0,4,2,30.1,1,8.4,1,3,41,4,4,4.8,4,1
4.4,3100.0,2.7,2,24,6.6,4,2,14.4,2,0.9,3,4,42,3,2,0.4,5,1
9.7,3872.7,1.4,2,2,6.4,4,4,6.8,1,24.5,3,3,34,2,3,2.4,1,1
5.3,11919.82,5.4,3,92,6.7,3,0,1.0,1,24.9,2,3,43,4,2,2.0,4,0
0.4,9358.16,8.2,1,1,8.4,3,6,22.6,0,12.4,2,5,34,3,2,0.2,5,0
2.4,4093.69,15.9,3,9,10.0,5,2,5.6,1,40.7,3,4,24,4,3,6.3,4,0
2.6,6022.13,1.6,3,80,7.2,2,2,5.6,1,39.8,3,3,27,2,0,1.7,4,0
2.4,12938.11,0.0,5,12,5.1,4,6,11.1,3,9.9,4,3,26,3,3,1.5,1,0
2.0,3877.93,0.5,6,15,7.7,4,3,8.5,1,25.5,3,4,21,5,5,1.4,3,0
8.3,10400.57,7.5,3,27,2.4,3,4,8.4,1,3.9,5,4,26,3,2,2.0,4,0
6.0,10667.75,3.0,4,68,5.8,2,1,3.7,2,10.2,2,5,55,3,2,1.6,3,0
0.1,6220.87,0.2,1,5,3.1,3,5,1.0,0,38.1,1,3,42,4,4,3.2,3,0
