claim_amount,policy_age_months,claimant_age,num_prior_claims,num_prior_fraud_flags,days_to_report,police_report_filed,num_witnesses,vehicle_age_years,claim_type,injury_severity,time_of_incident_hour,is_weekend,is_holiday_adjacent,deductible,coverage_level,claimant_employment_status,financial_stress_score,repair_shop_is_preferred,target
4414.8,1,66,2,0,5,1,0,1,2,0,9,0,1,250.0,2,3,0.3271,0,0
4032.71,21,57,1,0,3,0,2,10,2,3,13,0,0,500.0,0,2,0.2754,0,0
1393.58,112,48,1,1,2,0,0,0,0,1,12,0,1,2000.0,2,1,0.3702,1,0
2935.26,77,30,1,0,0,1,2,6,1,0,22,0,1,500.0,1,3,0.345,1,0
4004.63,6,40,0,0,2,1,3,14,1,1,17,0,0,500.0,2,0,0.5933,1,0
1915.44,21,26,1,0,1,0,0,2,3,1,23,0,1,500.0,2,0,0.1935,0,0
2461.6,51,34,0,0,1,0,1,6,0,3,4,1,0,500.0,1,0,0.0493,0,0
1276.29,39,47,0,0,3,0,3,4,1,1,13,0,0,250.0,0,3,0.267,0,0
2259.14,5,34,2,0,1,1,1,5,0,2,1,1,0,500.0,2,3,0.2744,0,0
4770.02,52,54,0,0,0,1,3,0,0,0,10,1,0,1000.0,1,0,0.3193,0,0
1787.25,13,39,0,0,0,0,3,8,0,0,11,0,0,250.0,0,1,0.1754,0,0
2969.37,3,58,3,0,4,0,2,3,0,0,10,0,0,1000.0,1,0,0.5093,1,0
7005.31,1,34,0,0,0,1,3,0,2,3,19,0,0,250.0,1,3,0.1149,1,0
1668.69,58,42,2,0,0,1,1,7,3,0,11,1,0,500.0,0,0,0.6175,1,0
6023.84,1,35,0,1,2,1,0,0,1,0,23,1,0,1000.0,1,0,0.4198,0,0
2932.08,7,33,2,0,0,1,1,0,1,0,14,0,0,500.0,0,1,0.3389,0,0
1532.7,1,38,2,1,2,1,2,1,0,0,20,0,0,500.0,1,0,0.738,0,0
15332.4,29,50,2,0,0,1,2,0,2,0,6,0,0,250.0,0,0,0.3513,0,0
4704.8,6,55,0,0,13,1,2,2,2,0,8,0,0,500.0,1,2,0.6061,0,0
6922.38,143,37,0,0,0,1,2,0,0,2,12,0,0,2000.0,2,2,0.3222,1,0
2937.72,100,23,1,0,6,1,2,1,0,2,14,0,1,1000.0,0,2,0.4626,0,0
5822.98,85,71,2,0,3,0,1,10,0,0,1,1,0,500.0,1,0,0.3928,1,0
2213.24,29,37,1,1,1,1,1,5,1,0,14,0,0,500.0,0,3,0.2746,1,0
2059.39,20,51,2,0,2,1,2,3,0,0,7,1,1,2000.0,2,0,0.4268,0,1
1399.67,123,57,3,0,3,0,1,3,1,0,8,0,0,2000.0,2,0,0.1781,1,0
862.07,72,27,3,0,1,1,1,11,2,0,4,0,0,500.0,0,1,0.0671,1,0
402.33,8,53,0,0,1,0,0,24,2,0,0,0,0,250.0,0,1,0.1842,1,0
1120.92,9,35,2,0,8,1,0,4,0,2,8,1,0,500.0,1,0,0.113,1,0
12338.2,8,49,1,0,3,0,0,1,0,0,15,1,1,1000.0,0,1,0.563,1,1
20915.44,17,45,3,0,2,1,0,0,2,2,7,0,0,1000.0,1,2,0.3004,1,0
3824.03,10,24,4,1,10,1,1,6,1,2,23,1,0,500.0,0,0,0.2429,0,0
7033.24,81,45,0,1,6,0,0,15,1,1,18,0,0,2000.0,0,0,0.312,0,0
1921.91,47,43,0,0,5,1,2,7,1,1,19,0,0,2000.0,0,2,0.3957,0,0
1100.99,74,48,0,0,0,1,2,1,0,2,19,1,0,1000.0,2,0,0.132,0,0
2061.96,1,43,3,0,5,0,2,2,0,0,5,1,0,500.0,0,0,0.4337,1,0
2277.15,7,64,1,0,0,1,1,8,2,2,23,0,0,1000.0,1,3,0.1461,1,0
2502.81,1,49,1,0,2,1,2,6,3,1,7,0,0,500.0,2,0,0.35,0,0
2016.03,57,44,1,0,2,1,1,3,2,1,20,0,0,1000.0,0,2,0.3185,1,0
1137.07,1,32,0,0,0,1,1,6,2,1,22,0,0,250.0,1,0,0.4321,0,0
11158.62,137,30,2,0,2,1,1,1,2,1,17,1,0,500.0,1,0,0.292,1,0
2701.64,32,44,3,1,1,1,0,25,1,1,3,0,0,1000.0,2,0,0.3215,1,0
1173.68,8,55,0,0,0,1,0,2,1,0,3,1,0,1000.0,1,1,0.2415,0,0
933.14,3,42,1,0,0,1,2,10,1,0,15,0,0,2000.0,1,1,0.2664,0,0
12683.73,34,22,1,0,2,0,1,9,0,2,19,1,0,1000.0,0,0,0.5441,1,0
2670.74,6,44,2,0,3,1,1,0,1,3,4,0,0,1000.0,0,0,0.1857,1,0
1099.0,4,25,0,0,1,1,0,1,1,1,13,0,0,1000.0,2,0,0.2858,1,0
432.59,23,44,1,0,2,1,0,15,0,0,0,1,0,500.0,0,1,0.1983,1,0
4179.15,62,26,2,0,1,0,2,0,2,0,8,0,0,1000.0,1,2,0.1559,0,0
4443.47,32,18,1,0,0,0,0,13,0,1,21,0,0,500.0,1,1,0.1665,0,0
16142.73,2,46,1,0,1,1,1,4,2,0,6,0,0,2000.0,0,0,0.2109,0,0
6406.39,13,27,2,0,0,0,0,8,0,0,19,0,0,500.0,1,0,0.3075,0,0
2780.93,22,38,2,0,1,1,1,5,0,2,18,0,0,250.0,0,1,0.132,1,0
16977.24,32,65,0,0,0,1,2,6,1,0,1,0,0,2000.0,2,3,0.2308,1,0
316.17,6,29,0,0,1,0,0,10,0,0,8,0,0,1000.0,1,1,0.1412,0,0
14417.2,14,51,1,0,10,1,2,25,0,0,23,1,0,500.0,1,3,0.3853,1,0
1808.67,244,49,0,0,0,1,0,0,0,1,22,0,0,250.0,2,2,0.5704,1,0
15393.89,21,33,3,0,6,1,1,0,0,0,18,1,0,1000.0,2,1,0.3455,0,0
1361.41,6,49,1,1,4,0,0,6,0,0,20,1,0,250.0,1,0,0.1369,1,0
4093.53,37,44,1,0,0,0,0,10,3,2,9,1,0,250.0,1,1,0.1553,1,0
15966.28,30,21,1,0,0,1,0,1,1,2,22,0,0,500.0,1,2,0.3128,0,0
697.43,4,21,1,0,1,0,3,2,1,1,4,0,0,500.0,1,3,0.3195,0,0
20881.18,34,30,1,0,3,1,1,8,1,0,10,0,0,250.0,0,3,0.2486,1,0
2568.94,10,36,3,0,2,0,0,0,2,2,23,0,0,500.0,1,0,0.3269,1,0
6619.55,13,44,3,0,1,1,1,14,1,0,15,0,0,500.0,1,0,0.1109,0,0
3520.16,8,28,1,2,5,1,0,1,1,2,16,0,0,1000.0,2,0,0.1918,1,0
2606.75,28,45,1,0,1,0,0,0,1,3,0,0,0,250.0,2,3,0.5589,0,0
15321.38,4,55,0,0,2,1,1,2,2,0,10,0,0,500.0,0,0,0.5102,1,0
2178.01,17,19,1,1,1,0,1,2,0,1,4,0,0,250.0,0,0,0.4147,1,0
6164.86,30,35,1,1,0,0,1,2,0,1,0,1,0,500.0,0,1,0.2895,1,1
1662.05,8,54,0,1,0,1,2,1,1,1,3,0,0,500.0,2,3,0.0602,1,0
7390.01,77,52,2,0,0,0,0,2,1,3,7,1,0,500.0,2,0,0.4668,1,1
3921.07,3,18,1,0,1,1,0,2,1,1,4,1,0,250.0,2,1,0.1224,1,0
761.12,39,41,0,0,3,1,1,6,0,1,9,1,0,1000.0,2,2,0.2049,1,0
2254.25,31,49,4,0,0,0,0,2,1,0,18,0,0,500.0,1,1,0.245,0,0
922.84,38,38,1,0,0,0,3,2,3,0,4,1,0,1000.0,2,0,0.1639,1,0
2192.95,46,30,0,1,0,0,1,5,1,2,20,0,0,1000.0,2,0,0.2897,1,0
2315.84,70,66,1,0,2,0,1,6,3,0,10,0,0,2000.0,0,0,0.0632,1,0
2234.34,9,66,0,0,7,1,3,3,1,1,23,0,0,250.0,0,2,0.1552,1,0
2629.11,17,35,1,0,1,1,0,4,0,3,3,0,0,2000.0,2,0,0.2453,1,0
2089.92,6,33,2,0,0,1,3,1,1,0,2,0,0,250.0,1,0,0.4037,0,0
2326.64,44,33,0,0,6,0,2,16,1,0,3,0,0,250.0,0,2,0.2588,0,0
14936.41,48,44,0,0,1,1,0,2,3,2,16,1,0,2000.0,0,3,0.2318,1,0
6897.23,34,33,1,0,0,1,0,0,0,1,13,1,0,500.0,0,0,0.1792,0,0
1221.21,65,48,1,0,1,1,1,11,1,1,14,0,0,500.0,2,2,0.0419,1,0
2286.0,35,48,2,0,0,1,2,3,2,1,5,0,0,250.0,2,0,0.2215,1,0
3733.34,17,57,1,0,1,0,0,0,0,2,19,1,0,500.0,0,0,0.0708,1,0
4269.84,13,32,1,0,5,1,0,12,0,3,16,1,0,1000.0,1,1,0.2313,1,0
10655.2,50,37,1,0,3,0,0,0,0,0,15,0,1,500.0,1,2,0.0418,1,0
3504.25,50,39,1,0,4,0,4,7,1,2,6,0,0,2000.0,2,0,0.4213,0,0
6781.16,38,38,2,0,0,0,1,1,0,2,10,0,0,500.0,2,0,0.4252,1,0
2891.6,10,44,1,1,1,1,1,5,0,3,17,0,0,2000.0,2,2,0.2023,0,0
384.51,11,58,1,0,0,1,1,0,0,3,5,0,0,250.0,1,0,0.4034,0,0
12436.36,11,35,3,0,1,1,0,0,2,3,3,1,1,250.0,2,0,0.1865,1,0
1347.28,16,63,1,0,0,1,1,1,1,1,22,0,0,500.0,1,0,0.2596,1,0
4895.64,42,35,2,0,0,0,0,5,3,2,15,1,0,500.0,2,0,0.3595,1,0
726.46,29,30,0,0,6,1,2,3,1,0,14,1,0,1000.0,2,0,0.0228,0,0
8413.32,9,31,3,0,5,1,1,3,3,0,8,0,0,500.0,2,0,0.2771,0,1
864.81,37,42,1,0,2,1,2,2,0,2,5,0,0,500.0,1,0,0.3068,1,0
499.07,16,27,0,0,0,1,0,0,1,1,22,0,0,250.0,1,0,0.2053,1,0
6798.06,18,30,0,0,1,1,1,12,2,1,16,0,0,1000.0,2,1,0.3508,1,0
1358.75,48,18,4,0,0,1,0,14,1,0,16,0,0,500.0,1,0,0.18,1,0
1345.61,25,35,1,0,8,1,1,1,0,1,6,0,0,2000.0,1,1,0.075,1,0
3003.18,37,18,2,0,2,0,1,0,1,0,11,0,0,500.0,1,0,0.4396,0,0
1639.14,18,35,2,0,2,1,0,6,0,0,18,1,0,250.0,1,0,0.3534,1,0
2673.71,15,49,2,0,0,0,1,3,2,0,9,1,0,1000.0,2,0,0.0938,0,0
1141.69,81,60,3,1,4,1,0,20,0,0,10,0,1,1000.0,1,0,0.2602,0,0
6651.34,30,23,3,0,3,1,1,5,1,1,11,1,1,1000.0,0,1,0.5298,0,0
2772.7,4,53,1,0,0,0,1,0,0,1,18,0,0,2000.0,0,3,0.3889,0,0
1162.98,21,37,0,0,1,1,1,0,2,1,19,1,0,500.0,1,3,0.1768,1,0
917.95,8,32,1,0,0,0,0,2,3,0,22,0,0,500.0,1,2,0.3828,1,0
6166.76,42,30,0,1,0,1,2,14,0,3,18,0,0,250.0,2,1,0.3633,1,0
3693.98,19,34,0,0,2,1,0,5,3,2,11,1,0,500.0,0,0,0.2687,1,0
2513.55,1,18,1,0,16,1,2,1,3,1,19,0,0,250.0,2,0,0.2373,1,0
4250.86,20,36,3,0,2,0,1,20,2,0,19,0,0,500.0,2,2,0.0989,0,0
1998.45,80,65,2,0,4,0,1,3,2,1,20,0,0,250.0,0,2,0.4353,1,0
4721.61,13,51,1,0,4,1,1,7,0,0,21,0,0,2000.0,1,2,0.1089,1,0
11521.31,9,32,2,0,5,1,1,3,3,1,9,0,0,1000.0,1,2,0.1387,1,0
2461.57,30,60,3,1,1,0,2,9,0,1,20,0,0,500.0,1,0,0.5346,1,0
4446.76,27,47,2,1,0,0,2,4,0,3,19,0,0,1000.0,1,2,0.4118,0,0
3377.87,1,59,3,0,0,1,0,1,0,0,5,0,0,1000.0,0,3,0.2505,1,0
1728.82,77,47,0,0,0,0,0,5,0,0,4,0,0,500.0,0,1,0.1305,1,0
776.66,64,32,1,0,0,1,1,3,0,0,18,0,0,500.0,2,3,0.1357,1,0
2492.67,94,47,1,0,6,1,1,6,0,0,19,0,0,500.0,2,2,0.3765,1,0
6846.24,33,33,4,0,7,0,1,3,0,1,1,0,0,1000.0,1,3,0.2985,1,0
2673.19,6,49,2,0,5,1,0,1,0,1,13,0,0,1000.0,1,0,0.1229,1,0
5931.64,112,27,2,1,2,1,2,4,0,3,17,0,0,250.0,1,0,0.217,0,0
3677.42,1,40,0,0,0,1,1,6,1,0,1,1,0,500.0,1,0,0.048,1,0
3964.84,70,70,1,0,1,0,0,7,2,0,0,0,0,250.0,1,0,0.5142,1,0
963.77,41,21,0,0,1,1,0,12,3,1,5,0,0,250.0,2,0,0.5692,0,0
8284.28,85,40,1,0,5,0,2,3,0,1,1,0,0,250.0,1,0,0.0357,0,0
4457.8,4,18,3,0,2,1,1,12,3,0,6,1,0,500.0,0,1,0.3104,0,0
40631.07,23,36,5,0,0,0,2,4,0,0,2,0,0,500.0,1,0,0.1386,0,0
2199.09,3,35,1,0,6,1,0,1,1,0,2,0,0,1000.0,0,0,0.3627,1,0
1289.09,48,21,1,0,2,0,1,6,1,1,2,1,0,500.0,2,0,0.1466,1,0
20035.79,7,47,1,0,1,1,0,13,0,0,8,0,0,500.0,1,0,0.6345,0,0
3640.53,4,36,1,0,5,1,3,5,2,0,9,0,0,1000.0,0,0,0.7338,0,0
3704.85,5,25,1,0,0,1,0,3,3,0,16,0,0,1000.0,0,0,0.0639,1,0
866.24,33,36,0,0,0,1,1,3,1,3,22,1,0,1000.0,0,0,0.2464,0,0
6335.89,10,18,1,0,8,0,2,0,3,2,17,0,1,250.0,0,0,0.2986,0,0
5720.88,61,18,2,0,8,1,1,3,2,3,5,1,0,1000.0,1,3,0.16,1,0
8293.93,19,46,0,0,4,1,0,1,0,0,20,0,0,500.0,0,1,0.0793,0,0
2443.24,12,50,3,0,3,0,0,4,0,3,12,0,0,1000.0,2,0,0.1979,1,0
7647.48,42,57,0,0,2,1,0,0,0,1,21,0,0,1000.0,1,1,0.1835,0,0
2568.38,30,29,1,0,2,1,2,1,3,0,15,0,0,500.0,0,0,0.4073,0,0
2979.94,37,38,1,0,3,1,0,4,1,0,21,0,0,2000.0,2,0,0.0981,1,0
4386.46,16,56,1,0,11,1,1,2,0,1,23,0,0,2000.0,2,3,0.1331,1,0
8014.85,23,57,0,0,4,1,0,6,2,1,0,0,1,2000.0,2,0,0.1054,1,0
5969.85,5,61,2,1,2,0,0,3,2,0,1,0,0,250.0,0,3,0.0752,0,0
6728.29,12,40,1,0,2,0,0,1,0,2,19,0,0,500.0,0,0,0.2487,0,0
5208.24,5,18,0,0,6,1,1,2,1,1,0,0,0,500.0,1,2,0.2533,1,0
6461.71,51,49,4,1,0,1,0,2,1,0,8,0,0,1000.0,1,0,0.5424,1,1
4425.42,19,50,2,0,1,1,0,4,1,0,2,1,0,500.0,2,0,0.3633,1,0
27699.81,11,40,1,0,3,1,3,5,2,1,7,0,0,500.0,1,0,0.0357,0,0
3069.23,16,46,1,0,0,1,1,0,0,3,14,1,0,500.0,0,2,0.3761,0,0
5624.04,28,25,1,0,8,1,1,2,0,1,19,0,0,500.0,2,3,0.1967,0,0
1736.96,53,74,2,1,2,0,1,4,0,0,10,1,1,2000.0,2,1,0.13,0,1
1070.14,10,35,3,1,0,1,2,2,3,0,7,0,0,2000.0,2,0,0.2334,1,0
17724.94,1,44,4,0,2,0,1,4,3,1,7,0,0,500.0,1,0,0.5059,1,0
7829.18,45,22,1,0,4,1,1,3,3,0,10,1,0,500.0,0,1,0.4605,1,0
11465.0,7,41,2,0,1,1,0,0,0,1,9,0,0,250.0,0,0,0.3371,1,0
1968.09,23,27,0,0,1,1,1,4,1,1,11,0,0,250.0,2,2,0.3747,0,0
28490.17,4,50,2,0,1,1,0,3,0,2,12,0,0,1000.0,0,1,0.3467,1,0
9358.84,14,32,1,0,2,1,1,1,1,1,8,0,0,500.0,1,2,0.2945,1,0
4288.68,62,40,1,0,4,1,1,1,1,3,20,0,0,500.0,1,1,0.0737,1,0
985.95,6,30,0,1,0,0,2,1,2,1,21,0,1,250.0,0,0,0.3474,1,0
4162.18,2,42,1,0,0,1,0,0,0,2,19,1,0,1000.0,1,3,0.2526,1,0
9098.9,30,35,2,0,7,0,1,4,1,0,1,0,1,1000.0,1,0,0.5643,1,1
6294.03,96,38,2,0,0,1,1,7,0,0,9,0,0,2000.0,1,0,0.3233,1,0
1674.61,69,46,2,0,4,0,5,1,1,1,19,0,0,1000.0,1,0,0.4749,1,0
1623.06,18,49,2,0,0,1,0,1,2,0,6,0,0,500.0,2,0,0.1217,0,0
5654.51,142,26,1,0,1,1,0,0,0,3,19,0,0,500.0,1,3,0.0592,0,0
13761.61,13,21,4,0,0,1,5,4,0,0,10,1,1,500.0,1,0,0.3235,1,0
1549.81,18,45,1,0,1,1,0,9,1,0,10,0,0,500.0,0,0,0.391,1,0
3549.96,110,42,2,0,7,1,2,4,1,2,19,0,0,2000.0,1,0,0.3656,1,0
2582.54,39,34,3,0,1,0,1,11,3,0,2,0,0,500.0,0,0,0.1503,1,0
2670.07,32,43,0,0,4,0,1,2,0,3,5,0,0,500.0,0,0,0.3389,1,0
6355.35,47,59,0,0,1,0,1,0,0,0,3,1,0,500.0,2,3,0.1557,0,0
3106.95,15,48,2,0,3,0,1,3,3,1,18,0,0,1000.0,1,3,0.1376,1,0
2982.27,10,26,1,0,15,0,1,11,1,0,8,0,0,1000.0,1,0,0.465,1,0
6815.84,12,68,0,0,3,0,3,3,3,2,2,1,0,500.0,1,1,0.4935,0,0
5596.18,41,44,2,0,6,1,1,0,0,0,2,0,0,2000.0,0,0,0.3293,1,0
3545.0,61,30,1,0,0,1,0,4,0,0,11,1,0,500.0,1,1,0.0781,1,0
3956.49,29,47,2,1,0,1,1,0,0,0,7,0,0,500.0,1,2,0.1636,0,0
2012.3,76,27,0,0,0,0,0,4,3,2,7,0,0,250.0,0,3,0.4756,1,0
1956.75,37,33,2,0,5,1,1,7,3,3,18,0,0,1000.0,0,0,0.3536,1,0
1798.12,64,18,0,2,2,1,1,2,2,3,18,0,0,1000.0,1,0,0.5471,1,0
3069.18,26,60,1,0,0,1,0,8,2,0,18,0,0,2000.0,1,0,0.2211,1,0
3890.21,58,42,0,0,0,1,0,4,2,2,9,1,1,1000.0,2,0,0.4931,1,0
2610.15,36,27,2,0,2,1,0,5,0,2,16,1,0,500.0,1,0,0.1567,1,0
3869.79,99,35,1,1,0,1,0,3,1,2,12,0,0,250.0,0,0,0.2976,0,0
1925.31,4,38,2,0,1,1,0,5,0,1,21,0,0,2000.0,1,1,0.563,0,0
6600.31,23,57,0,0,0,1,0,12,3,0,0,1,1,250.0,2,3,0.4568,1,0
20748.93,1,39,2,0,2,1,1,1,0,1,1,0,0,250.0,2,1,0.2998,1,0
1287.05,14,59,0,0,2,1,0,0,3,0,1,1,0,250.0,2,0,0.4663,0,0
2884.16,28,40,2,0,2,1,2,2,2,0,18,0,0,500.0,1,0,0.1493,0,0
12496.53,18,49,3,1,6,1,0,1,2,2,18,0,0,500.0,1,2,0.1905,1,0
6220.71,57,18,1,0,0,1,0,4,1,1,2,1,0,500.0,1,0,0.3088,1,0
6929.69,15,44,1,0,3,0,1,7,0,0,19,0,0,2000.0,2,0,0.0898,0,0
8403.98,32,19,1,0,6,0,3,0,0,1,12,0,0,500.0,2,2,0.1566,1,0
14536.6,85,62,1,0,1,1,2,6,2,3,10,0,0,2000.0,2,0,0.1634,1,0
2410.16,36,39,0,0,2,0,1,14,0,1,14,0,0,500.0,2,3,0.0986,1,0
2418.45,34,28,3,0,2,0,0,1,1,0,3,0,0,500.0,2,2,0.1518,1,0
8918.9,86,41,0,0,8,1,2,4,1,0,14,0,0,500.0,2,2,0.4392,0,0
3282.25,196,46,1,0,0,1,3,1,3,0,19,1,0,500.0,2,0,0.5939,1,0
2492.06,18,26,3,1,1,1,1,0,0,3,17,0,0,1000.0,1,2,0.2002,1,0
3795.59,45,29,0,0,1,0,0,2,3,1,12,0,0,1000.0,1,1,0.4082,0,0
1115.52,18,46,2,1,1,1,2,12,3,3,3,1,0,500.0,0,3,0.7271,0,0
5965.42,17,22,0,0,3,1,0,0,2,0,22,1,0,1000.0,0,0,0.2991,0,0
20809.6,1,18,0,0,0,1,0,1,2,1,17,0,0,1000.0,1,2,0.2536,1,0
1045.32,1,18,0,0,10,1,0,0,1,2,21,0,0,1000.0,2,2,0.3841,0,0
1100.42,6,49,1,0,5,1,1,9,0,2,22,1,0,500.0,1,0,0.2717,1,0
4784.53,66,40,1,0,1,1,0,1,0,0,17,0,0,2000.0,0,0,0.2537,1,0
2501.99,25,41,2,0,1,1,0,0,0,1,16,0,0,2000.0,1,2,0.1229,0,0
17471.63,58,32,2,0,6,1,1,4,0,0,18,1,0,1000.0,0,0,0.0584,1,0
9731.28,16,29,2,0,2,1,1,1,0,1,7,1,0,1000.0,1,2,0.3949,1,1
8311.34,39,50,0,0,0,0,1,0,2,1,10,0,0,250.0,2,0,0.3065,1,1
1281.03,18,18,3,0,0,0,0,6,1,1,9,0,0,500.0,2,0,0.414,0,0
9237.35,43,26,0,0,7,1,2,7,0,0,16,0,0,1000.0,0,0,0.3845,1,0
13684.37,19,54,0,0,1,1,1,4,2,2,19,0,0,1000.0,2,0,0.1932,1,0
6544.73,64,43,4,1,0,1,0,9,1,0,21,0,0,1000.0,0,2,0.2342,0,0
11875.79,15,38,0,0,9,0,2,1,2,1,20,1,1,1000.0,1,1,0.2616,0,0
5386.77,63,40,2,0,3,1,2,0,3,0,12,0,0,1000.0,0,1,0.1568,0,0
5441.28,66,45,2,1,3,1,3,0,1,0,11,0,1,500.0,2,3,0.596,1,1
8792.82,60,56,1,0,1,1,3,2,0,1,3,0,0,500.0,2,0,0.1983,0,0
5591.23,3,45,0,0,27,1,2,3,0,1,6,0,0,250.0,1,2,0.4171,1,0
1914.82,157,31,0,0,5,1,0,2,1,0,19,1,0,500.0,1,2,0.0959,0,0
683.93,30,27,1,0,8,0,1,0,3,2,1,0,0,250.0,1,0,0.2152,1,0
4646.46,14,59,0,0,1,0,2,3,0,0,1,0,0,500.0,1,0,0.4345,1,0
3392.12,20,31,0,0,0,0,0,3,0,1,23,0,0,250.0,1,3,0.4952,1,0
1563.73,16,42,2,0,0,0,0,1,0,0,22,0,0,500.0,1,0,0.2036,0,0
1185.23,49,43,3,0,0,0,2,10,2,0,23,0,0,500.0,1,3,0.372,1,0
33634.53,16,45,1,0,8,0,1,1,0,0,15,0,0,250.0,1,2,0.2024,1,0
2976.63,23,33,0,0,5,0,0,4,0,2,19,0,0,500.0,2,0,0.1806,0,0
2184.36,17,26,2,0,0,0,0,6,1,1,23,0,0,500.0,1,0,0.0928,1,0
878.08,20,39,1,0,1,0,3,3,0,3,20,0,0,500.0,1,0,0.2102,1,0
2496.01,86,30,1,1,2,1,1,14,0,0,9,1,0,500.0,2,0,0.0526,1,0
6498.33,134,27,3,1,2,1,1,17,0,0,17,0,0,500.0,2,0,0.4011,0,0
5326.02,13,41,2,0,0,0,0,5,0,0,17,0,0,500.0,0,0,0.4454,1,0
864.15,10,46,1,0,0,1,0,2,1,0,3,0,0,250.0,1,0,0.3123,0,0
3374.74,3,55,1,0,2,1,3,2,1,0,22,0,0,500.0,0,1,0.2311,1,0
6676.77,23,18,1,0,0,1,0,2,0,3,11,0,0,500.0,1,1,0.3838,0,0
16030.09,12,46,1,0,3,1,2,3,0,1,2,0,0,500.0,1,1,0.0873,0,0
6057.57,27,37,1,0,3,0,1,4,0,0,5,0,0,500.0,1,1,0.2831,1,0
4148.16,26,39,2,0,3,1,0,8,0,0,20,0,0,2000.0,0,0,0.1611,1,0
5203.05,2,36,0,0,4,0,4,3,2,0,20,1,0,1000.0,0,3,0.5243,0,0
21958.17,11,18,1,0,0,1,0,0,3,3,4,0,0,1000.0,0,0,0.5736,0,0
28478.23,19,49,0,0,1,0,2,0,1,0,22,0,0,500.0,2,2,0.6639,0,0
9689.19,3,28,1,1,2,1,1,4,0,2,9,0,0,250.0,1,0,0.0634,1,0
2122.72,39,39,0,0,3,0,1,1,2,0,7,1,0,2000.0,1,0,0.0159,0,0
3713.2,13,35,0,0,17,1,1,2,2,1,10,1,0,1000.0,1,0,0.1435,0,0
5719.01,31,45,1,0,0,0,1,4,0,0,9,0,0,500.0,0,0,0.2389,1,0
58413.27,11,44,1,0,1,1,1,3,0,0,21,0,0,1000.0,1,0,0.2334,0,0
4445.68,117,36,0,0,1,1,4,7,0,1,1,1,0,250.0,2,0,0.1751,1,0
3112.05,11,41,1,0,11,1,2,1,1,1,18,1,0,2000.0,2,0,0.2286,1,0
3622.38,19,24,2,1,5,1,4,15,0,2,3,0,0,500.0,2,0,0.3549,0,0
3104.52,43,61,1,0,2,1,0,1,0,1,14,1,1,500.0,2,0,0.4403,1,0
7414.51,102,47,1,0,9,1,0,12,2,0,9,0,0,500.0,2,0,0.5481,0,1
3059.43,1,25,0,0,1,1,1,0,1,0,4,0,0,2000.0,1,1,0.5992,1,0
3082.77,136,59,0,0,3,0,1,5,2,1,13,0,0,500.0,2,1,0.3691,0,0
622.73,89,38,0,0,1,1,1,4,1,1,18,0,1,250.0,0,0,0.4615,1,0
4763.01,4,44,1,0,1,1,1,2,2,1,21,1,1,1000.0,1,1,0.0584,1,0
4016.28,32,31,1,0,1,1,2,1,2,1,10,0,0,1000.0,2,0,0.32,1,0
692.98,86,41,0,0,0,1,1,9,0,0,6,0,1,1000.0,1,0,0.0341,1,0
7456.29,68,43,1,0,2,0,2,1,1,0,18,0,0,250.0,1,0,0.1418,1,0
3388.7,81,65,2,0,0,0,0,5,3,2,21,0,0,1000.0,1,0,0.1011,0,0
5859.8,45,46,0,0,2,0,2,3,0,0,18,1,0,500.0,0,2,0.3401,1,0
1271.49,130,27,2,0,0,1,2,10,2,0,22,1,0,500.0,1,2,0.4275,1,1
2983.41,6,38,2,1,0,1,1,0,0,1,5,0,0,2000.0,0,0,0.3376,1,0
936.56,45,41,1,0,0,1,2,2,0,0,11,1,0,1000.0,1,3,0.585,1,0
3390.63,113,46,0,1,20,0,0,3,3,0,11,0,0,250.0,0,0,0.3049,0,0
16277.7,21,40,1,0,0,1,1,1,3,0,16,0,0,500.0,0,2,0.2135,0,0
6301.37,46,35,0,0,2,1,0,0,2,0,0,0,0,1000.0,1,0,0.3413,1,0
3425.45,3,51,0,0,5,0,0,9,3,0,22,1,0,250.0,1,1,0.1998,0,0
2182.04,1,29,0,0,2,0,0,6,1,1,10,1,0,2000.0,1,1,0.2069,0,0
1347.85,16,18,0,0,2,0,1,2,3,0,0,0,0,2000.0,2,0,0.5421,0,0
1741.69,8,62,2,0,0,1,1,18,0,1,12,1,0,250.0,0,0,0.446,0,0
3747.2,19,47,0,0,8,0,1,7,3,1,5,1,0,500.0,1,3,0.382,0,0
1581.47,48,73,1,0,2,1,2,7,1,3,4,0,0,500.0,1,0,0.497,1,0
450.57,6,33,1,0,0,1,2,2,0,0,20,0,0,1000.0,2,0,0.2344,1,0
3052.76,124,30,2,0,0,1,0,0,0,2,19,1,0,2000.0,0,1,0.1872,0,0
1985.79,36,61,1,0,0,1,0,3,0,3,22,0,0,250.0,1,2,0.3449,1,0
3835.44,170,58,1,1,4,1,1,5,0,0,6,0,0,1000.0,1,1,0.283,0,0
6859.11,1,27,0,0,0,1,1,2,3,2,5,0,0,500.0,2,1,0.4016,0,1
1507.01,51,65,2,1,5,0,0,11,0,0,1,0,0,1000.0,1,2,0.1681,1,0
1449.08,4,48,2,0,4,1,1,6,1,1,12,1,0,250.0,2,0,0.4515,0,0
1195.62,6,29,3,0,10,1,2,1,0,0,8,0,0,2000.0,1,2,0.254,0,0
9340.32,4,47,0,0,2,0,0,1,0,1,19,0,0,500.0,2,0,0.205,1,1
