product_age_months,warranty_remaining_months,claim_amount,product_category,purchase_channel,num_previous_claims,days_since_last_claim,issue_description_length,photo_submitted,receipt_provided,registered_product,customer_account_age_months,claim_filed_hour,claim_filed_day_of_week,product_price_original,repair_type_requested,distance_to_service_center,serial_number_verified,customer_satisfaction_history,target
30.8,0.0,171.78,1.0,0.0,1.0,51.0,175.0,0.0,1.0,0.0,2.2,4.0,6.0,167.2,2.0,8.0,0.0,7.9,1
24.4,0.6,689.43,5.0,3.0,0.0,999.0,212.0,1.0,0.0,0.0,17.2,15.0,6.0,321.62,3.0,7.2,1.0,5.1,0
48.8,0.0,110.19,4.0,3.0,0.0,999.0,225.0,0.0,0.0,1.0,14.8,15.0,2.0,484.65,3.0,6.1,1.0,3.2,0
6.4,16.1,119.71,1.0,0.0,1.0,94.0,208.0,1.0,0.0,1.0,8.6,12.0,2.0,364.77,1.0,6.3,1.0,6.1,1
32.3,0.0,118.16,5.0,3.0,0.0,999.0,69.0,1.0,1.0,0.0,0.6,22.0,5.0,828.05,3.0,4.5,1.0,8.1,0
5.2,21.3,206.14,1.0,1.0,0.0,999.0,153.0,1.0,1.0,1.0,8.1,5.0,2.0,242.43,2.0,34.6,1.0,8.3,0
42.4,0.0,419.91,5.0,2.0,0.0,999.0,108.0,1.0,1.0,1.0,35.1,22.0,1.0,171.86,1.0,9.2,1.0,6.8,0
60.0,0.0,456.94,5.0,3.0,1.0,44.0,73.0,0.0,1.0,1.0,53.7,5.0,0.0,335.46,3.0,36.8,1.0,7.1,0
9.9,17.4,182.43,4.0,2.0,0.0,999.0,491.0,1.0,1.0,0.0,2.6,7.0,1.0,1067.64,1.0,13.0,1.0,9.1,0
11.7,16.7,42.45,5.0,1.0,2.0,88.0,48.0,0.0,1.0,0.0,14.4,20.0,2.0,354.1,0.0,14.9,1.0,4.1,0
17.6,9.3,35.12,0.0,0.0,2.0,225.0,119.0,1.0,1.0,0.0,16.9,16.0,0.0,329.33,0.0,4.0,1.0,3.8,0
60.0,0.0,109.92,5.0,1.0,0.0,999.0,160.0,1.0,0.0,1.0,1.8,3.0,2.0,251.36,2.0,34.4,1.0,6.9,0
27.9,0.0,38.32,4.0,1.0,1.0,102.0,89.0,0.0,0.0,0.0,33.8,21.0,0.0,427.73,1.0,2.6,1.0,8.8,0
21.8,0.0,151.75,4.0,2.0,0.0,999.0,157.0,1.0,1.0,1.0,14.2,1.0,2.0,586.23,1.0,23.4,1.0,10.0,0
44.8,0.0,276.73,4.0,3.0,1.0,91.0,130.0,1.0,1.0,1.0,12.6,2.0,2.0,531.88,0.0,22.9,0.0,1.6,0
60.0,0.0,125.8,1.0,2.0,0.0,999.0,216.0,1.0,1.0,1.0,25.7,3.0,2.0,434.97,1.0,25.6,1.0,6.3,0
36.8,0.0,40.39,5.0,0.0,1.0,54.0,62.0,1.0,1.0,1.0,1.6,9.0,5.0,375.24,0.0,5.7,1.0,6.9,0
60.0,0.0,200.58,3.0,2.0,0.0,999.0,36.0,1.0,1.0,0.0,15.6,7.0,5.0,193.51,2.0,14.3,1.0,7.7,0
3.3,16.5,159.13,4.0,1.0,0.0,999.0,26.0,1.0,1.0,0.0,4.6,7.0,2.0,513.49,1.0,48.6,1.0,9.1,0
52.3,0.0,124.21,1.0,2.0,0.0,999.0,20.0,0.0,1.0,0.0,25.0,18.0,5.0,546.87,2.0,15.8,1.0,6.9,0
26.3,0.2,74.6,2.0,2.0,0.0,999.0,261.0,1.0,1.0,0.0,12.3,18.0,5.0,1554.54,2.0,9.4,1.0,5.6,0
2.1,23.7,336.22,3.0,2.0,0.0,999.0,173.0,1.0,1.0,0.0,0.1,19.0,0.0,125.4,0.0,34.2,0.0,5.7,0
6.7,16.4,99.36,2.0,0.0,0.0,999.0,54.0,1.0,1.0,0.0,53.4,2.0,2.0,310.01,0.0,6.5,1.0,6.0,0
33.3,0.0,140.94,0.0,0.0,2.0,36.0,33.0,0.0,1.0,1.0,63.3,8.0,4.0,326.26,0.0,8.9,0.0,6.6,0
1.4,22.3,248.36,4.0,2.0,1.0,15.0,48.0,0.0,0.0,0.0,2.4,3.0,3.0,218.91,2.0,8.7,1.0,5.3,1
12.5,15.0,384.86,5.0,1.0,1.0,267.0,13.0,0.0,1.0,0.0,65.4,16.0,1.0,371.68,3.0,3.9,0.0,5.1,1
18.3,6.1,174.25,0.0,1.0,1.0,22.0,11.0,0.0,1.0,1.0,3.8,4.0,1.0,407.16,2.0,20.1,1.0,5.5,0
8.3,11.8,292.25,0.0,2.0,0.0,999.0,139.0,0.0,1.0,0.0,120.0,0.0,6.0,447.68,0.0,13.1,1.0,10.0,0
6.1,17.4,95.86,5.0,3.0,0.0,999.0,34.0,1.0,1.0,1.0,3.3,20.0,5.0,779.7,3.0,26.9,0.0,7.4,0
6.1,19.1,52.11,0.0,2.0,0.0,999.0,111.0,1.0,1.0,1.0,1.0,0.0,6.0,534.62,1.0,17.8,1.0,7.1,0
19.8,3.2,164.68,5.0,1.0,1.0,8.0,179.0,0.0,1.0,0.0,56.0,21.0,4.0,648.0,2.0,4.1,1.0,6.2,0
28.8,0.0,230.85,3.0,2.0,1.0,58.0,47.0,1.0,1.0,0.0,1.0,15.0,3.0,601.06,3.0,6.3,1.0,4.1,0
24.6,0.0,102.57,1.0,2.0,1.0,13.0,314.0,1.0,1.0,1.0,12.3,7.0,0.0,1353.27,2.0,52.9,1.0,7.6,0
4.5,17.2,316.98,0.0,3.0,0.0,999.0,45.0,1.0,1.0,0.0,11.1,9.0,5.0,278.33,3.0,12.4,1.0,6.3,0
0.8,22.3,174.69,3.0,3.0,0.0,999.0,44.0,1.0,1.0,1.0,12.1,18.0,0.0,270.95,2.0,9.1,1.0,6.6,0
7.7,11.8,101.27,5.0,2.0,0.0,999.0,152.0,1.0,1.0,1.0,22.7,5.0,6.0,700.91,1.0,9.1,1.0,9.7,0
14.0,9.9,150.12,4.0,2.0,0.0,999.0,107.0,1.0,1.0,0.0,4.0,9.0,5.0,290.24,2.0,34.1,1.0,9.5,0
5.8,20.1,268.71,1.0,1.0,0.0,999.0,81.0,1.0,1.0,1.0,6.7,10.0,5.0,596.82,2.0,61.7,1.0,2.0,0
4.3,23.6,216.41,3.0,1.0,1.0,229.0,128.0,1.0,1.0,0.0,34.2,6.0,6.0,663.98,2.0,14.3,1.0,5.1,0
1.0,22.7,140.81,2.0,0.0,1.0,42.0,58.0,1.0,0.0,0.0,14.0,0.0,2.0,361.47,1.0,37.6,1.0,6.1,0
23.3,0.0,124.58,0.0,1.0,1.0,42.0,93.0,1.0,1.0,0.0,39.0,10.0,0.0,431.69,3.0,2.9,0.0,9.0,0
14.1,9.9,301.62,3.0,1.0,0.0,999.0,89.0,1.0,0.0,0.0,2.4,23.0,2.0,1576.68,0.0,38.4,1.0,7.9,0
4.0,16.6,171.47,0.0,3.0,0.0,999.0,120.0,0.0,1.0,0.0,11.4,6.0,0.0,105.08,0.0,20.2,1.0,9.2,0
0.7,21.9,28.95,1.0,1.0,2.0,133.0,145.0,1.0,1.0,0.0,10.5,13.0,0.0,50.0,1.0,31.8,1.0,4.9,1
39.0,0.0,228.44,0.0,2.0,0.0,999.0,234.0,0.0,1.0,0.0,8.0,3.0,3.0,226.61,2.0,11.1,0.0,2.6,1
15.8,12.8,233.92,1.0,3.0,0.0,999.0,106.0,1.0,1.0,1.0,5.5,0.0,5.0,79.2,2.0,24.7,0.0,5.8,0
33.2,0.0,733.55,3.0,0.0,1.0,264.0,315.0,0.0,1.0,1.0,4.2,9.0,5.0,1970.28,0.0,6.4,1.0,8.0,0
29.5,0.0,63.76,3.0,1.0,1.0,66.0,135.0,1.0,1.0,1.0,4.3,15.0,5.0,509.4,3.0,53.4,0.0,7.5,0
4.5,21.3,104.46,0.0,2.0,1.0,3.0,126.0,1.0,0.0,1.0,22.3,18.0,6.0,292.0,1.0,47.4,0.0,6.4,0
18.3,6.4,97.41,0.0,0.0,2.0,28.0,60.0,1.0,1.0,0.0,8.2,23.0,3.0,312.14,1.0,15.9,1.0,8.0,0
22.8,7.3,331.19,3.0,0.0,0.0,999.0,74.0,0.0,1.0,1.0,1.5,21.0,6.0,443.02,3.0,57.2,0.0,6.4,0
20.4,0.0,108.03,5.0,0.0,0.0,999.0,130.0,1.0,1.0,0.0,9.4,0.0,1.0,174.43,2.0,14.1,1.0,10.0,0
0.4,25.6,327.54,0.0,1.0,1.0,22.0,161.0,1.0,1.0,0.0,25.4,11.0,0.0,237.25,2.0,17.7,1.0,6.6,0
6.5,12.6,197.58,3.0,2.0,0.0,999.0,40.0,1.0,0.0,0.0,24.2,23.0,5.0,432.07,0.0,26.3,1.0,9.1,0
60.0,0.0,210.03,4.0,2.0,4.0,49.0,62.0,1.0,0.0,1.0,7.4,20.0,1.0,526.64,0.0,2.1,0.0,4.8,1
1.1,22.0,22.56,2.0,1.0,1.0,146.0,114.0,1.0,0.0,1.0,5.0,8.0,4.0,564.91,1.0,8.8,1.0,7.0,0
3.4,16.8,25.71,5.0,1.0,1.0,18.0,94.0,0.0,0.0,0.0,20.4,15.0,0.0,462.5,3.0,13.8,1.0,6.5,0
5.1,13.0,575.22,1.0,0.0,0.0,999.0,36.0,1.0,0.0,1.0,30.2,4.0,2.0,290.72,1.0,54.6,1.0,8.0,0
33.4,0.0,105.01,1.0,0.0,0.0,999.0,68.0,0.0,1.0,1.0,67.4,12.0,1.0,189.47,1.0,8.4,1.0,6.6,0
6.1,12.9,345.5,1.0,2.0,0.0,999.0,180.0,1.0,1.0,0.0,37.7,12.0,2.0,605.99,1.0,21.9,0.0,5.4,0
18.2,8.3,88.28,2.0,0.0,0.0,999.0,52.0,1.0,0.0,1.0,35.7,2.0,1.0,527.77,0.0,2.2,1.0,4.6,0
4.3,20.4,260.9,4.0,0.0,0.0,999.0,140.0,0.0,1.0,0.0,19.8,4.0,5.0,287.42,3.0,4.6,1.0,10.0,0
12.3,3.1,257.12,0.0,2.0,0.0,999.0,43.0,1.0,0.0,0.0,64.5,16.0,1.0,796.75,0.0,6.7,1.0,4.6,0
9.7,12.0,342.7,1.0,2.0,0.0,999.0,89.0,1.0,1.0,1.0,29.1,5.0,2.0,738.73,1.0,24.1,0.0,8.7,0
9.6,20.6,136.62,4.0,1.0,0.0,999.0,119.0,0.0,0.0,1.0,27.0,13.0,6.0,229.38,0.0,16.8,1.0,6.4,0
8.1,12.7,30.39,2.0,2.0,1.0,24.0,140.0,0.0,1.0,0.0,35.6,1.0,1.0,2829.7,2.0,27.7,1.0,9.0,0
15.0,5.8,92.3,5.0,3.0,0.0,999.0,46.0,1.0,1.0,0.0,3.1,19.0,5.0,752.86,2.0,28.6,0.0,9.5,0
60.0,0.0,235.3,3.0,2.0,0.0,999.0,108.0,1.0,1.0,0.0,32.1,7.0,2.0,426.22,1.0,5.5,1.0,3.8,0
28.0,0.0,93.72,5.0,0.0,2.0,34.0,182.0,0.0,1.0,1.0,1.4,20.0,6.0,150.96,3.0,23.5,1.0,5.8,0
24.7,0.0,284.73,0.0,0.0,3.0,33.0,111.0,1.0,0.0,1.0,9.7,6.0,5.0,118.09,0.0,19.2,1.0,9.6,1
0.6,23.7,125.65,2.0,1.0,0.0,999.0,41.0,1.0,1.0,1.0,50.4,22.0,2.0,285.04,1.0,16.4,1.0,9.8,0
22.8,0.0,55.69,3.0,2.0,1.0,4.0,204.0,1.0,1.0,1.0,29.2,17.0,0.0,767.26,3.0,17.7,1.0,6.0,0
1.1,23.2,196.76,0.0,0.0,1.0,183.0,64.0,0.0,0.0,1.0,18.3,9.0,6.0,435.02,3.0,5.8,1.0,8.4,0
5.0,16.9,78.11,5.0,2.0,1.0,85.0,148.0,1.0,1.0,1.0,10.6,19.0,0.0,157.18,0.0,26.1,1.0,10.0,0
2.3,21.7,62.14,0.0,0.0,0.0,999.0,268.0,1.0,1.0,1.0,22.4,3.0,3.0,252.1,2.0,8.9,1.0,10.0,0
9.7,12.3,145.8,0.0,1.0,1.0,207.0,83.0,0.0,0.0,0.0,1.5,11.0,5.0,467.03,0.0,0.9,1.0,5.7,0
9.1,14.6,194.84,3.0,0.0,1.0,67.0,277.0,1.0,1.0,0.0,43.4,12.0,3.0,143.16,0.0,39.3,1.0,10.0,0
29.7,0.0,328.34,2.0,1.0,1.0,46.0,95.0,1.0,0.0,1.0,32.0,16.0,3.0,173.55,3.0,0.7,1.0,7.0,0
11.8,10.9,218.58,2.0,0.0,1.0,169.0,86.0,1.0,1.0,1.0,40.2,7.0,5.0,467.88,2.0,15.3,1.0,7.6,0
10.1,10.4,77.64,3.0,2.0,0.0,999.0,104.0,1.0,1.0,0.0,37.8,10.0,3.0,182.43,1.0,5.3,1.0,7.0,0
3.0,26.0,52.65,2.0,1.0,3.0,431.0,59.0,1.0,0.0,1.0,59.5,12.0,2.0,239.89,2.0,23.0,1.0,8.0,1
18.6,0.0,294.8,1.0,2.0,0.0,999.0,43.0,0.0,0.0,1.0,38.0,18.0,1.0,934.09,2.0,9.6,1.0,4.0,0
0.0,26.8,62.1,5.0,0.0,0.0,999.0,116.0,0.0,1.0,1.0,10.4,19.0,1.0,2215.83,1.0,6.2,1.0,8.4,0
0.7,23.2,101.7,4.0,3.0,1.0,170.0,12.0,1.0,0.0,1.0,2.0,15.0,0.0,91.18,3.0,20.3,1.0,9.5,1
16.2,4.1,737.32,1.0,0.0,1.0,6.0,215.0,1.0,1.0,1.0,17.3,15.0,6.0,278.99,1.0,22.1,1.0,6.3,0
0.3,22.3,420.09,2.0,0.0,0.0,999.0,157.0,0.0,1.0,1.0,18.5,11.0,2.0,683.3,2.0,11.8,1.0,9.4,0
9.1,12.1,309.9,1.0,2.0,2.0,7.0,35.0,1.0,0.0,1.0,15.9,18.0,3.0,2447.1,2.0,5.5,1.0,6.8,1
26.0,0.0,209.1,2.0,3.0,1.0,35.0,294.0,1.0,1.0,0.0,18.8,0.0,1.0,695.56,3.0,10.7,1.0,7.4,0
0.8,23.9,343.05,5.0,0.0,2.0,314.0,38.0,0.0,0.0,1.0,5.6,14.0,1.0,94.25,0.0,37.5,1.0,8.7,1
21.0,5.8,86.26,3.0,2.0,0.0,999.0,26.0,1.0,1.0,0.0,12.1,19.0,1.0,385.36,3.0,3.5,1.0,5.7,0
4.7,16.7,263.62,1.0,2.0,2.0,27.0,58.0,1.0,1.0,1.0,44.9,23.0,0.0,426.54,1.0,4.7,1.0,6.7,0
6.3,13.1,195.81,0.0,2.0,0.0,999.0,121.0,0.0,1.0,0.0,55.5,21.0,6.0,503.25,2.0,8.2,1.0,6.7,0
28.9,0.0,472.21,2.0,3.0,0.0,999.0,73.0,0.0,1.0,0.0,8.5,22.0,1.0,511.69,1.0,0.4,1.0,7.4,0
7.3,16.9,89.25,0.0,0.0,0.0,999.0,402.0,0.0,1.0,0.0,43.2,6.0,1.0,638.13,1.0,4.5,1.0,6.9,0
21.0,2.7,23.06,2.0,3.0,0.0,999.0,43.0,1.0,1.0,1.0,39.6,15.0,5.0,616.41,3.0,33.3,1.0,7.8,0
17.5,3.3,42.61,4.0,2.0,0.0,999.0,63.0,0.0,1.0,0.0,106.0,16.0,6.0,849.85,2.0,59.4,1.0,3.8,0
11.9,9.4,280.75,2.0,1.0,1.0,158.0,213.0,1.0,0.0,1.0,19.0,21.0,6.0,272.67,3.0,3.4,0.0,6.4,1
15.1,10.4,128.68,2.0,3.0,0.0,999.0,388.0,0.0,1.0,1.0,7.1,15.0,4.0,1009.77,1.0,3.3,1.0,4.4,0
10.0,13.1,172.17,0.0,1.0,0.0,999.0,111.0,0.0,0.0,1.0,63.9,18.0,6.0,738.09,2.0,44.9,1.0,5.1,0
50.7,0.0,226.22,1.0,2.0,2.0,21.0,68.0,1.0,1.0,0.0,44.3,7.0,4.0,980.27,0.0,1.9,1.0,5.2,1
26.2,0.0,196.63,1.0,0.0,0.0,999.0,56.0,0.0,0.0,1.0,6.1,1.0,1.0,969.53,1.0,59.1,0.0,7.1,1
23.8,0.0,36.62,2.0,2.0,0.0,999.0,262.0,0.0,1.0,0.0,15.0,4.0,5.0,970.64,1.0,1.1,0.0,7.7,0
33.1,0.0,38.76,5.0,0.0,1.0,76.0,262.0,0.0,0.0,1.0,27.9,11.0,5.0,330.32,2.0,13.9,0.0,5.7,0
32.9,0.0,52.7,5.0,0.0,1.0,37.0,177.0,1.0,0.0,0.0,39.5,21.0,5.0,148.92,2.0,16.7,1.0,7.9,0
25.4,0.0,193.61,4.0,3.0,0.0,999.0,76.0,0.0,1.0,0.0,7.5,8.0,4.0,326.95,0.0,4.2,1.0,5.9,0
48.3,0.0,247.89,1.0,0.0,0.0,999.0,50.0,1.0,1.0,1.0,2.8,11.0,2.0,325.49,0.0,10.5,1.0,10.0,0
12.2,7.1,72.16,3.0,0.0,1.0,6.0,157.0,1.0,1.0,1.0,28.9,8.0,1.0,463.32,3.0,22.5,1.0,7.6,0
5.5,18.9,78.32,2.0,0.0,0.0,999.0,75.0,0.0,1.0,1.0,74.0,7.0,2.0,135.04,1.0,5.9,1.0,6.3,0
8.2,15.2,451.63,4.0,1.0,3.0,2.0,25.0,0.0,1.0,1.0,33.7,1.0,6.0,640.38,2.0,12.6,1.0,5.5,1
1.2,27.2,96.78,2.0,1.0,1.0,2.0,58.0,1.0,0.0,1.0,33.4,1.0,1.0,560.2,1.0,46.9,1.0,5.4,0
22.5,2.4,116.74,0.0,1.0,1.0,109.0,59.0,1.0,0.0,0.0,17.9,6.0,0.0,1213.4,3.0,2.2,0.0,7.9,0
1.2,22.3,89.4,1.0,1.0,1.0,27.0,57.0,0.0,1.0,0.0,3.7,6.0,0.0,998.51,0.0,2.3,1.0,8.0,1
2.5,25.5,113.99,3.0,1.0,1.0,185.0,168.0,0.0,1.0,0.0,50.8,15.0,2.0,179.79,1.0,22.6,1.0,5.9,0
29.0,0.0,61.29,4.0,0.0,0.0,999.0,10.0,0.0,0.0,0.0,22.6,17.0,2.0,1778.04,3.0,25.9,1.0,8.2,0
21.9,0.0,321.3,3.0,1.0,1.0,56.0,149.0,1.0,1.0,1.0,5.6,10.0,1.0,385.86,1.0,45.6,1.0,6.6,0
1.4,24.2,569.58,1.0,1.0,0.0,999.0,72.0,0.0,1.0,1.0,21.9,7.0,1.0,184.45,3.0,69.6,1.0,9.6,0
9.6,14.4,40.44,5.0,1.0,0.0,999.0,217.0,1.0,1.0,0.0,52.8,10.0,6.0,243.31,1.0,4.4,0.0,8.4,0
13.5,13.5,54.36,2.0,3.0,1.0,65.0,115.0,1.0,0.0,1.0,11.1,18.0,6.0,748.31,3.0,6.8,1.0,5.5,0
17.5,7.9,51.37,0.0,1.0,1.0,213.0,92.0,0.0,1.0,1.0,25.8,22.0,0.0,515.36,0.0,14.2,1.0,5.7,0
35.2,0.0,321.79,0.0,0.0,0.0,999.0,107.0,1.0,1.0,1.0,17.2,7.0,5.0,4397.23,2.0,1.7,1.0,7.6,0
13.8,11.3,136.68,0.0,3.0,0.0,999.0,50.0,1.0,0.0,1.0,0.5,3.0,1.0,117.86,1.0,48.5,1.0,7.2,0
18.1,5.6,585.29,5.0,0.0,0.0,999.0,139.0,1.0,1.0,1.0,8.8,9.0,4.0,369.4,1.0,28.6,0.0,6.4,0
14.7,14.7,855.59,3.0,1.0,0.0,999.0,72.0,1.0,1.0,1.0,34.4,3.0,6.0,488.16,2.0,5.6,1.0,3.7,0
0.4,25.8,57.47,1.0,2.0,1.0,413.0,240.0,1.0,1.0,0.0,1.5,20.0,3.0,302.37,3.0,30.2,1.0,9.7,0
18.8,3.4,91.22,1.0,1.0,2.0,94.0,48.0,1.0,1.0,0.0,4.3,18.0,0.0,667.24,1.0,43.4,1.0,5.8,0
29.5,0.0,76.71,5.0,1.0,0.0,999.0,35.0,1.0,1.0,1.0,35.9,3.0,0.0,464.18,0.0,9.2,1.0,7.6,0
4.9,24.1,189.96,2.0,0.0,0.0,999.0,92.0,1.0,0.0,0.0,15.3,13.0,1.0,376.85,3.0,23.4,1.0,8.8,0
60.0,0.0,123.68,3.0,1.0,0.0,999.0,399.0,0.0,0.0,0.0,14.4,11.0,3.0,127.16,3.0,14.7,0.0,7.2,1
1.0,25.1,205.97,0.0,0.0,1.0,47.0,122.0,0.0,1.0,1.0,18.1,15.0,6.0,218.38,1.0,15.3,1.0,7.8,0
16.6,6.6,188.34,5.0,2.0,1.0,27.0,154.0,1.0,0.0,0.0,2.0,13.0,4.0,1018.82,0.0,16.0,1.0,8.3,0
24.4,0.0,101.63,2.0,3.0,0.0,999.0,108.0,1.0,1.0,0.0,6.3,22.0,0.0,356.65,1.0,15.6,1.0,8.3,0
2.2,23.4,178.57,0.0,2.0,2.0,185.0,45.0,1.0,1.0,0.0,0.5,6.0,6.0,408.52,0.0,1.5,1.0,5.6,0
30.5,0.0,749.17,3.0,3.0,2.0,4.0,52.0,1.0,1.0,0.0,48.0,22.0,2.0,1718.45,3.0,27.6,0.0,8.3,0
29.0,0.0,96.95,4.0,1.0,2.0,4.0,124.0,0.0,0.0,0.0,3.3,8.0,4.0,554.31,0.0,6.7,1.0,7.6,0
14.0,8.1,146.82,5.0,3.0,0.0,999.0,103.0,1.0,1.0,0.0,38.8,1.0,1.0,148.18,1.0,33.6,0.0,7.6,0
39.8,0.0,52.27,2.0,3.0,0.0,999.0,48.0,1.0,0.0,0.0,2.3,4.0,1.0,129.19,2.0,33.7,1.0,8.0,0
26.6,0.0,73.87,4.0,1.0,1.0,127.0,81.0,1.0,0.0,0.0,42.5,1.0,2.0,198.28,2.0,6.4,1.0,9.7,0
4.9,20.6,375.16,3.0,1.0,1.0,116.0,81.0,1.0,1.0,1.0,60.4,6.0,4.0,265.95,2.0,5.6,1.0,8.1,0
2.4,17.1,334.09,2.0,1.0,2.0,37.0,169.0,1.0,0.0,1.0,29.8,3.0,2.0,758.97,0.0,60.6,1.0,8.3,0
4.4,17.0,188.12,0.0,1.0,1.0,353.0,52.0,1.0,1.0,0.0,30.5,7.0,0.0,366.88,2.0,12.9,1.0,9.1,0
5.2,15.7,81.3,3.0,1.0,0.0,999.0,160.0,0.0,1.0,0.0,4.0,13.0,2.0,222.66,3.0,37.4,1.0,6.3,0
10.3,13.2,97.4,5.0,0.0,0.0,999.0,65.0,0.0,1.0,1.0,1.2,15.0,2.0,482.36,1.0,22.7,1.0,5.2,0
24.4,0.7,276.53,2.0,2.0,1.0,27.0,42.0,1.0,1.0,0.0,6.7,17.0,4.0,566.76,1.0,6.6,1.0,9.7,0
3.7,17.4,71.32,3.0,1.0,2.0,24.0,179.0,1.0,1.0,1.0,6.7,6.0,0.0,255.28,3.0,0.6,1.0,8.6,0
0.5,28.1,102.84,2.0,1.0,1.0,28.0,24.0,1.0,1.0,0.0,0.3,18.0,4.0,79.94,2.0,4.8,1.0,3.5,1
27.2,1.8,167.0,4.0,1.0,0.0,999.0,27.0,1.0,0.0,1.0,65.4,7.0,2.0,855.45,1.0,12.3,1.0,6.6,0
60.0,0.0,77.09,2.0,0.0,1.0,24.0,71.0,0.0,1.0,1.0,4.9,21.0,2.0,399.54,1.0,12.6,1.0,8.2,0
22.0,2.3,208.7,2.0,2.0,1.0,121.0,49.0,0.0,1.0,1.0,18.3,23.0,2.0,110.05,3.0,8.6,1.0,5.3,0
38.6,0.0,756.13,5.0,3.0,1.0,5.0,65.0,1.0,1.0,1.0,20.2,1.0,3.0,551.57,1.0,33.0,0.0,9.1,1
5.9,16.1,268.38,1.0,3.0,2.0,196.0,230.0,1.0,1.0,0.0,19.1,15.0,6.0,917.22,2.0,90.5,1.0,7.5,0
1.8,16.1,130.05,1.0,2.0,1.0,51.0,101.0,1.0,1.0,1.0,5.3,12.0,5.0,576.57,2.0,1.6,1.0,8.7,0
9.9,17.9,168.36,5.0,0.0,3.0,20.0,64.0,0.0,0.0,1.0,23.5,0.0,1.0,121.05,0.0,0.8,0.0,8.0,1
5.9,22.1,289.78,2.0,0.0,1.0,24.0,253.0,1.0,0.0,1.0,44.9,7.0,1.0,333.25,3.0,69.3,1.0,6.3,0
18.3,5.4,62.48,1.0,0.0,0.0,999.0,87.0,1.0,0.0,0.0,29.2,3.0,3.0,1385.24,1.0,44.9,1.0,8.1,0
29.4,0.0,224.91,4.0,0.0,1.0,46.0,105.0,1.0,1.0,0.0,7.2,8.0,4.0,480.41,0.0,45.5,1.0,7.9,0
15.6,6.0,78.39,5.0,1.0,0.0,999.0,160.0,1.0,1.0,0.0,46.7,14.0,6.0,573.0,0.0,3.9,1.0,8.6,0
23.5,0.0,71.68,1.0,3.0,0.0,999.0,66.0,1.0,1.0,0.0,26.6,16.0,0.0,528.48,0.0,0.9,1.0,7.0,0
33.3,0.0,127.58,0.0,0.0,1.0,70.0,27.0,1.0,0.0,0.0,22.1,2.0,4.0,345.42,3.0,94.4,0.0,10.0,0
1.6,28.7,159.84,1.0,1.0,0.0,999.0,149.0,1.0,1.0,0.0,18.3,0.0,0.0,887.53,2.0,12.2,0.0,5.1,0
13.2,0.9,101.51,1.0,3.0,1.0,42.0,56.0,1.0,1.0,0.0,22.2,18.0,4.0,310.48,3.0,63.7,1.0,7.2,0
11.2,14.4,107.96,5.0,1.0,3.0,53.0,109.0,1.0,1.0,1.0,53.4,10.0,1.0,79.72,3.0,16.4,1.0,5.7,0
48.0,0.0,183.73,5.0,1.0,0.0,999.0,236.0,0.0,1.0,0.0,5.5,5.0,0.0,272.02,0.0,6.7,1.0,5.2,0
4.4,22.2,574.59,4.0,2.0,0.0,999.0,65.0,1.0,0.0,0.0,9.7,12.0,5.0,638.73,3.0,0.3,1.0,8.5,0
38.2,0.0,559.45,2.0,0.0,1.0,7.0,606.0,0.0,1.0,0.0,2.4,23.0,1.0,958.45,3.0,7.6,1.0,7.9,0
1.6,22.2,217.53,0.0,0.0,0.0,999.0,28.0,1.0,0.0,1.0,33.6,3.0,2.0,522.45,3.0,8.1,1.0,7.3,0
1.3,21.6,171.03,2.0,3.0,0.0,999.0,81.0,1.0,1.0,1.0,6.9,17.0,2.0,180.61,2.0,23.9,0.0,8.7,0
3.5,21.6,59.27,2.0,2.0,0.0,999.0,89.0,0.0,1.0,0.0,9.3,6.0,4.0,1021.99,0.0,8.5,0.0,8.4,0
3.9,18.6,44.52,2.0,0.0,0.0,999.0,73.0,1.0,1.0,1.0,7.5,5.0,1.0,213.82,3.0,18.9,0.0,7.6,0
13.9,13.0,571.05,1.0,0.0,0.0,999.0,51.0,1.0,1.0,1.0,2.1,16.0,5.0,532.09,3.0,8.1,1.0,5.0,1
16.4,9.2,189.21,0.0,2.0,0.0,999.0,45.0,1.0,0.0,1.0,9.3,6.0,6.0,821.1,1.0,16.5,1.0,10.0,0
8.1,20.4,142.55,5.0,2.0,0.0,999.0,25.0,0.0,1.0,1.0,94.6,15.0,2.0,191.89,2.0,50.9,1.0,8.2,0
10.3,15.3,115.52,1.0,2.0,0.0,999.0,86.0,0.0,1.0,1.0,5.9,13.0,2.0,382.71,1.0,14.3,1.0,6.2,0
59.4,0.0,59.45,2.0,0.0,0.0,999.0,300.0,0.0,0.0,1.0,23.8,1.0,1.0,216.58,0.0,0.6,1.0,4.2,0
11.8,6.9,201.94,4.0,1.0,1.0,15.0,24.0,1.0,0.0,1.0,18.0,17.0,0.0,916.65,3.0,24.1,0.0,10.0,0
40.0,0.0,180.03,0.0,3.0,0.0,999.0,108.0,0.0,1.0,0.0,20.9,11.0,6.0,248.91,3.0,30.7,1.0,6.6,0
6.5,18.9,133.59,3.0,0.0,0.0,999.0,70.0,1.0,0.0,0.0,0.2,18.0,5.0,888.66,1.0,2.8,1.0,4.4,0
7.8,17.2,118.9,1.0,2.0,1.0,92.0,132.0,1.0,1.0,0.0,21.4,3.0,5.0,2433.59,0.0,7.3,1.0,6.6,0
