days_since_last_inspection,previous_violation_count,previous_critical_violations,restaurant_type,years_in_operation,num_employees,seating_capacity,has_liquor_license,complaint_count_last_6months,avg_health_score_history,owner_change_last_year,renovation_last_year,chain_restaurant,neighborhood_income_level,inspection_month,food_handler_certifications_pct,cuisine_risk_category,delivery_service_partner,outdoor_seating,kitchen_size_sqft,target
45.0,1.0,0.0,3.0,0.7,12.0,11.0,1.0,1.0,80.0,0.0,1.0,0.0,68014.0,11.0,74.3,1.0,0.0,1.0,120.0,0
10.0,0.0,0.0,3.0,1.9,10.0,34.0,1.0,1.0,78.5,0.0,0.0,1.0,88129.0,12.0,77.3,2.0,0.0,1.0,269.0,0
42.0,2.0,0.0,1.0,1.5,9.0,53.0,0.0,0.0,84.4,0.0,0.0,1.0,55385.0,12.0,70.5,3.0,0.0,0.0,471.0,0
128.0,3.0,0.0,5.0,3.7,9.0,16.0,1.0,1.0,79.8,0.0,0.0,0.0,79440.0,4.0,84.6,4.0,0.0,1.0,335.0,0
246.0,2.0,0.0,2.0,2.8,10.0,10.0,1.0,3.0,83.2,0.0,0.0,0.0,67066.0,9.0,85.6,0.0,0.0,0.0,306.0,0
77.0,0.0,0.0,4.0,9.3,7.0,44.0,1.0,0.0,81.3,0.0,0.0,0.0,62746.0,7.0,66.4,4.0,1.0,0.0,203.0,0
289.0,0.0,0.0,2.0,4.4,12.0,91.0,0.0,1.0,81.1,0.0,0.0,0.0,69773.0,5.0,52.7,3.0,1.0,0.0,481.0,0
173.0,0.0,1.0,5.0,2.1,10.0,12.0,1.0,1.0,86.7,0.0,0.0,1.0,48654.0,10.0,62.3,1.0,0.0,1.0,528.0,0
39.0,1.0,0.0,5.0,5.9,12.0,55.0,1.0,1.0,83.9,0.0,0.0,0.0,42619.0,9.0,78.4,2.0,1.0,1.0,418.0,0
51.0,1.0,0.0,6.0,3.4,13.0,12.0,0.0,1.0,66.2,0.0,0.0,0.0,70030.0,11.0,35.9,4.0,1.0,0.0,356.0,0
16.0,0.0,0.0,1.0,12.3,16.0,106.0,0.0,1.0,97.3,0.0,1.0,1.0,73963.0,11.0,52.7,4.0,0.0,0.0,669.0,0
23.0,0.0,0.0,5.0,0.7,16.0,12.0,0.0,1.0,74.9,0.0,0.0,0.0,84093.0,6.0,66.6,4.0,0.0,1.0,490.0,0
44.0,3.0,0.0,5.0,4.0,11.0,17.0,1.0,0.0,85.1,0.0,1.0,1.0,15000.0,3.0,71.3,1.0,0.0,0.0,547.0,0
227.0,4.0,0.0,0.0,10.3,6.0,53.0,1.0,1.0,84.5,0.0,0.0,0.0,29676.0,7.0,72.2,0.0,1.0,1.0,366.0,0
107.0,5.0,0.0,5.0,3.1,24.0,26.0,1.0,0.0,88.5,0.0,0.0,1.0,73226.0,9.0,75.2,2.0,0.0,0.0,364.0,0
293.0,0.0,0.0,7.0,3.0,13.0,79.0,0.0,0.0,85.5,0.0,0.0,0.0,46796.0,9.0,80.5,2.0,0.0,0.0,336.0,0
22.0,0.0,0.0,5.0,8.3,8.0,64.0,1.0,0.0,74.4,0.0,0.0,1.0,55058.0,1.0,59.6,3.0,0.0,0.0,256.0,0
64.0,2.0,2.0,0.0,1.7,14.0,26.0,0.0,0.0,95.5,0.0,0.0,1.0,66091.0,8.0,61.1,3.0,1.0,0.0,624.0,1
181.0,2.0,0.0,4.0,10.3,10.0,18.0,1.0,1.0,98.5,0.0,0.0,1.0,36368.0,10.0,78.7,4.0,1.0,0.0,454.0,0
15.0,0.0,1.0,3.0,3.3,16.0,25.0,0.0,2.0,89.9,0.0,1.0,0.0,70171.0,1.0,55.7,1.0,1.0,0.0,152.0,0
312.0,1.0,0.0,1.0,11.0,9.0,75.0,0.0,2.0,86.2,1.0,0.0,0.0,80617.0,11.0,87.2,4.0,1.0,0.0,431.0,1
52.0,3.0,0.0,4.0,3.5,10.0,19.0,0.0,0.0,78.5,0.0,0.0,0.0,42834.0,1.0,75.2,2.0,0.0,1.0,406.0,0
10.0,1.0,1.0,7.0,9.0,18.0,15.0,1.0,1.0,81.3,0.0,0.0,1.0,47847.0,6.0,73.4,1.0,0.0,1.0,472.0,0
73.0,0.0,1.0,6.0,7.2,25.0,10.0,0.0,0.0,89.5,0.0,0.0,0.0,46482.0,1.0,61.7,4.0,0.0,1.0,722.0,0
135.0,4.0,0.0,7.0,8.4,5.0,13.0,0.0,0.0,92.4,0.0,0.0,0.0,78453.0,4.0,64.7,3.0,0.0,0.0,283.0,0
88.0,2.0,0.0,3.0,11.6,13.0,19.0,1.0,0.0,76.9,0.0,0.0,0.0,57975.0,2.0,65.0,1.0,0.0,0.0,872.0,0
582.0,2.0,0.0,4.0,3.5,18.0,108.0,1.0,0.0,87.9,0.0,0.0,0.0,36992.0,10.0,38.1,0.0,0.0,0.0,169.0,0
106.0,1.0,0.0,4.0,7.5,10.0,19.0,0.0,2.0,82.3,0.0,1.0,0.0,43381.0,4.0,55.9,2.0,0.0,0.0,718.0,0
42.0,0.0,0.0,1.0,0.5,15.0,56.0,0.0,0.0,81.3,0.0,1.0,0.0,24989.0,12.0,92.9,3.0,1.0,0.0,510.0,0
28.0,2.0,0.0,2.0,2.4,11.0,97.0,0.0,1.0,100.0,0.0,1.0,0.0,35670.0,6.0,64.1,0.0,1.0,0.0,602.0,0
366.0,3.0,0.0,2.0,2.8,14.0,10.0,0.0,0.0,88.3,0.0,0.0,1.0,91062.0,2.0,77.4,2.0,1.0,1.0,387.0,1
183.0,2.0,0.0,6.0,0.5,11.0,43.0,0.0,1.0,94.8,0.0,0.0,0.0,15000.0,6.0,62.8,3.0,1.0,0.0,252.0,0
11.0,3.0,1.0,3.0,21.6,11.0,48.0,1.0,1.0,85.9,0.0,0.0,1.0,61086.0,6.0,61.3,3.0,0.0,0.0,456.0,0
10.0,0.0,0.0,5.0,7.8,13.0,20.0,1.0,0.0,91.0,0.0,0.0,1.0,44704.0,7.0,79.8,2.0,0.0,1.0,318.0,0
10.0,0.0,0.0,4.0,0.8,11.0,10.0,0.0,0.0,99.5,0.0,0.0,0.0,77255.0,9.0,83.1,0.0,0.0,0.0,536.0,0
210.0,0.0,1.0,2.0,1.3,13.0,47.0,1.0,0.0,86.0,0.0,0.0,0.0,90400.0,3.0,91.3,0.0,1.0,1.0,285.0,0
191.0,5.0,0.0,0.0,1.6,14.0,10.0,1.0,1.0,81.2,0.0,0.0,0.0,66483.0,11.0,78.1,4.0,0.0,1.0,974.0,0
115.0,3.0,1.0,2.0,2.2,13.0,16.0,0.0,0.0,73.6,0.0,0.0,0.0,53922.0,1.0,77.2,1.0,1.0,0.0,233.0,0
11.0,0.0,0.0,1.0,0.8,19.0,33.0,1.0,1.0,85.8,0.0,0.0,1.0,43455.0,2.0,85.9,4.0,1.0,1.0,253.0,0
63.0,1.0,1.0,5.0,1.2,15.0,27.0,0.0,0.0,68.3,0.0,0.0,1.0,70092.0,12.0,77.2,3.0,0.0,0.0,451.0,0
13.0,2.0,0.0,2.0,12.3,11.0,78.0,1.0,0.0,92.3,0.0,0.0,1.0,76381.0,2.0,72.3,3.0,1.0,0.0,595.0,0
148.0,1.0,1.0,7.0,3.9,10.0,19.0,1.0,1.0,87.1,0.0,0.0,1.0,91055.0,9.0,53.4,1.0,0.0,0.0,651.0,0
55.0,2.0,1.0,7.0,1.7,9.0,45.0,1.0,1.0,84.2,0.0,0.0,0.0,30513.0,9.0,65.1,0.0,0.0,0.0,120.0,0
50.0,3.0,0.0,5.0,3.1,6.0,23.0,0.0,0.0,81.7,0.0,0.0,1.0,69855.0,7.0,29.4,3.0,1.0,1.0,192.0,0
17.0,2.0,0.0,6.0,4.1,10.0,14.0,0.0,0.0,77.8,0.0,0.0,1.0,50015.0,8.0,57.8,1.0,1.0,0.0,363.0,0
21.0,4.0,0.0,1.0,25.8,10.0,31.0,1.0,2.0,96.7,0.0,1.0,0.0,60457.0,1.0,66.7,3.0,0.0,0.0,333.0,0
464.0,2.0,0.0,2.0,3.4,8.0,29.0,0.0,1.0,98.2,1.0,0.0,1.0,35343.0,12.0,64.2,0.0,0.0,1.0,303.0,0
56.0,0.0,0.0,4.0,0.9,5.0,36.0,1.0,1.0,90.0,0.0,0.0,0.0,77912.0,2.0,54.4,0.0,1.0,1.0,223.0,0
158.0,2.0,1.0,2.0,2.5,12.0,17.0,0.0,0.0,63.0,0.0,0.0,0.0,55955.0,8.0,42.9,2.0,1.0,1.0,511.0,0
214.0,0.0,0.0,3.0,1.3,19.0,35.0,1.0,0.0,74.0,0.0,0.0,1.0,41207.0,8.0,69.8,4.0,1.0,0.0,499.0,0
98.0,3.0,0.0,0.0,2.8,8.0,28.0,0.0,1.0,91.5,0.0,0.0,1.0,42533.0,7.0,94.0,3.0,0.0,0.0,195.0,0
128.0,2.0,0.0,6.0,1.4,21.0,31.0,1.0,0.0,89.5,0.0,0.0,1.0,48229.0,2.0,49.1,1.0,1.0,0.0,661.0,0
25.0,3.0,1.0,3.0,0.5,7.0,31.0,1.0,1.0,94.4,0.0,0.0,1.0,41124.0,11.0,95.9,2.0,0.0,0.0,285.0,0
323.0,0.0,0.0,1.0,0.5,10.0,29.0,1.0,3.0,70.8,0.0,0.0,0.0,38426.0,10.0,72.4,2.0,1.0,0.0,184.0,1
281.0,1.0,0.0,6.0,1.9,10.0,82.0,0.0,0.0,92.7,0.0,0.0,0.0,39796.0,1.0,47.7,0.0,1.0,1.0,445.0,0
270.0,0.0,0.0,2.0,4.3,12.0,30.0,1.0,0.0,82.7,0.0,0.0,0.0,48702.0,10.0,69.8,1.0,0.0,0.0,222.0,0
366.0,2.0,0.0,0.0,18.9,6.0,41.0,0.0,3.0,76.3,0.0,0.0,0.0,49873.0,7.0,45.3,3.0,0.0,1.0,609.0,1
227.0,2.0,0.0,4.0,3.2,9.0,52.0,1.0,1.0,90.5,0.0,0.0,1.0,47161.0,7.0,85.8,2.0,1.0,1.0,320.0,0
71.0,0.0,1.0,0.0,9.2,7.0,30.0,0.0,0.0,83.7,0.0,0.0,0.0,49983.0,3.0,29.5,3.0,0.0,0.0,243.0,0
70.0,1.0,1.0,1.0,7.5,7.0,18.0,0.0,2.0,78.0,0.0,0.0,1.0,73512.0,10.0,89.6,3.0,0.0,0.0,250.0,0
157.0,1.0,0.0,1.0,21.2,16.0,50.0,0.0,0.0,92.6,0.0,0.0,0.0,60327.0,7.0,87.3,3.0,1.0,0.0,419.0,0
98.0,0.0,2.0,6.0,23.0,12.0,39.0,0.0,0.0,89.1,0.0,0.0,0.0,52236.0,1.0,58.0,2.0,1.0,0.0,381.0,1
150.0,2.0,0.0,3.0,0.5,13.0,56.0,1.0,0.0,90.7,0.0,0.0,0.0,42817.0,1.0,39.6,2.0,0.0,1.0,129.0,0
10.0,2.0,1.0,7.0,5.9,11.0,15.0,0.0,2.0,79.1,0.0,0.0,0.0,56430.0,12.0,72.0,1.0,1.0,0.0,209.0,1
53.0,3.0,0.0,6.0,4.4,14.0,131.0,0.0,0.0,71.3,0.0,0.0,0.0,49397.0,10.0,90.3,4.0,0.0,1.0,938.0,0
93.0,1.0,0.0,6.0,7.9,17.0,19.0,0.0,1.0,72.5,0.0,0.0,0.0,68647.0,11.0,90.6,3.0,1.0,0.0,376.0,0
69.0,1.0,1.0,3.0,3.4,6.0,57.0,0.0,0.0,87.0,0.0,0.0,0.0,68523.0,8.0,85.6,3.0,1.0,0.0,418.0,0
15.0,1.0,0.0,0.0,2.1,15.0,26.0,0.0,2.0,86.2,1.0,0.0,0.0,77208.0,5.0,64.1,2.0,1.0,0.0,267.0,0
10.0,1.0,1.0,2.0,2.8,9.0,16.0,0.0,0.0,81.3,0.0,0.0,0.0,70742.0,3.0,48.4,0.0,0.0,1.0,988.0,0
205.0,0.0,0.0,7.0,10.7,14.0,101.0,1.0,1.0,68.1,0.0,0.0,0.0,44247.0,11.0,65.3,3.0,0.0,0.0,741.0,1
207.0,2.0,0.0,7.0,2.9,7.0,35.0,0.0,3.0,100.0,0.0,0.0,1.0,66283.0,3.0,87.5,2.0,1.0,0.0,516.0,0
152.0,2.0,0.0,3.0,5.4,8.0,29.0,1.0,3.0,88.2,0.0,0.0,0.0,27711.0,6.0,55.3,1.0,1.0,0.0,541.0,0
474.0,2.0,0.0,3.0,17.7,14.0,51.0,1.0,2.0,82.7,0.0,0.0,0.0,30667.0,7.0,57.5,4.0,1.0,0.0,238.0,1
159.0,1.0,0.0,5.0,12.2,15.0,10.0,0.0,3.0,83.8,0.0,0.0,1.0,67240.0,1.0,72.8,2.0,0.0,0.0,1297.0,0
381.0,0.0,0.0,6.0,3.8,8.0,16.0,0.0,0.0,85.7,0.0,0.0,0.0,45455.0,6.0,68.9,2.0,0.0,0.0,453.0,0
181.0,3.0,1.0,7.0,1.1,13.0,29.0,1.0,0.0,88.1,0.0,0.0,1.0,82101.0,2.0,65.2,1.0,1.0,0.0,469.0,0
34.0,2.0,1.0,5.0,0.8,10.0,69.0,0.0,2.0,86.6,0.0,0.0,1.0,46026.0,5.0,58.5,4.0,1.0,0.0,412.0,0
169.0,1.0,0.0,6.0,5.5,12.0,40.0,0.0,1.0,90.9,0.0,0.0,1.0,55060.0,6.0,85.3,4.0,1.0,0.0,412.0,0
10.0,3.0,0.0,2.0,1.5,9.0,59.0,1.0,0.0,82.5,0.0,0.0,1.0,53618.0,6.0,95.2,1.0,0.0,0.0,415.0,0
15.0,0.0,0.0,7.0,0.8,3.0,13.0,0.0,1.0,91.7,0.0,1.0,1.0,62075.0,7.0,68.0,4.0,1.0,0.0,523.0,0
202.0,0.0,0.0,6.0,0.7,9.0,91.0,0.0,0.0,84.6,0.0,0.0,1.0,89776.0,12.0,86.0,1.0,0.0,1.0,201.0,0
162.0,1.0,0.0,6.0,0.8,10.0,66.0,0.0,1.0,91.4,0.0,0.0,1.0,80908.0,1.0,94.2,2.0,0.0,0.0,283.0,0
138.0,2.0,1.0,7.0,7.4,17.0,32.0,1.0,0.0,72.7,0.0,0.0,1.0,66277.0,1.0,23.8,4.0,0.0,0.0,559.0,1
237.0,0.0,0.0,3.0,1.9,11.0,44.0,1.0,1.0,68.7,0.0,0.0,0.0,35549.0,8.0,60.6,3.0,0.0,0.0,323.0,1
168.0,2.0,0.0,1.0,10.3,9.0,74.0,1.0,0.0,86.3,0.0,0.0,1.0,69269.0,3.0,66.3,2.0,0.0,0.0,540.0,0
216.0,1.0,0.0,3.0,12.0,15.0,44.0,1.0,0.0,87.9,1.0,0.0,0.0,59021.0,2.0,84.0,4.0,1.0,0.0,241.0,0
355.0,2.0,0.0,0.0,7.0,22.0,60.0,0.0,0.0,91.8,0.0,0.0,0.0,15094.0,3.0,82.0,2.0,0.0,0.0,337.0,0
107.0,0.0,0.0,2.0,0.9,11.0,49.0,0.0,0.0,67.5,0.0,0.0,1.0,57081.0,6.0,58.6,3.0,0.0,0.0,472.0,0
69.0,2.0,0.0,1.0,16.5,12.0,16.0,0.0,0.0,77.2,0.0,0.0,0.0,31702.0,7.0,70.1,3.0,0.0,1.0,674.0,0
370.0,4.0,0.0,7.0,4.7,11.0,27.0,1.0,0.0,93.7,0.0,0.0,1.0,41383.0,7.0,68.7,1.0,1.0,1.0,309.0,1
12.0,3.0,0.0,6.0,5.7,14.0,18.0,0.0,2.0,80.9,0.0,1.0,0.0,88141.0,12.0,64.5,1.0,1.0,0.0,386.0,0
58.0,1.0,0.0,6.0,12.2,11.0,20.0,0.0,2.0,80.0,0.0,0.0,0.0,27486.0,3.0,74.2,1.0,1.0,1.0,351.0,0
27.0,0.0,0.0,1.0,2.0,13.0,25.0,0.0,2.0,92.6,1.0,0.0,0.0,33982.0,1.0,43.8,0.0,0.0,1.0,191.0,0
48.0,2.0,1.0,6.0,0.9,14.0,177.0,0.0,1.0,88.9,1.0,0.0,1.0,85756.0,2.0,64.1,3.0,0.0,0.0,325.0,0
36.0,0.0,0.0,7.0,1.1,10.0,27.0,0.0,0.0,79.2,0.0,0.0,0.0,94992.0,3.0,51.0,4.0,0.0,0.0,1189.0,0
125.0,1.0,0.0,6.0,1.4,14.0,19.0,0.0,0.0,84.4,0.0,0.0,0.0,46181.0,10.0,48.4,3.0,1.0,0.0,439.0,0
47.0,2.0,1.0,6.0,0.5,13.0,45.0,0.0,0.0,81.6,0.0,0.0,0.0,15000.0,2.0,47.2,4.0,1.0,1.0,179.0,0
160.0,2.0,0.0,0.0,3.8,10.0,37.0,1.0,0.0,91.5,0.0,0.0,0.0,88754.0,10.0,72.3,1.0,1.0,0.0,482.0,0
22.0,1.0,0.0,3.0,0.8,13.0,25.0,1.0,0.0,73.4,0.0,0.0,0.0,52872.0,8.0,83.6,1.0,0.0,0.0,954.0,0
56.0,1.0,0.0,2.0,7.9,9.0,25.0,0.0,2.0,92.7,0.0,0.0,1.0,34430.0,7.0,44.0,3.0,0.0,1.0,548.0,1
83.0,1.0,2.0,3.0,1.1,10.0,11.0,1.0,2.0,97.6,0.0,0.0,0.0,59337.0,5.0,89.0,0.0,1.0,0.0,471.0,0
171.0,2.0,0.0,4.0,7.8,11.0,34.0,0.0,1.0,79.4,0.0,0.0,1.0,62408.0,10.0,57.3,1.0,0.0,0.0,544.0,0
504.0,0.0,1.0,1.0,0.5,12.0,31.0,1.0,0.0,80.4,0.0,0.0,0.0,33711.0,4.0,71.3,2.0,1.0,0.0,338.0,1
265.0,2.0,1.0,0.0,0.5,8.0,67.0,0.0,1.0,84.8,0.0,0.0,1.0,40591.0,5.0,61.2,3.0,0.0,1.0,788.0,0
67.0,1.0,0.0,4.0,3.1,7.0,17.0,1.0,1.0,85.5,0.0,0.0,0.0,44541.0,10.0,50.8,3.0,0.0,1.0,282.0,0
68.0,3.0,0.0,7.0,2.0,11.0,22.0,0.0,2.0,84.5,0.0,1.0,1.0,36681.0,7.0,39.3,4.0,0.0,0.0,229.0,0
90.0,3.0,1.0,5.0,0.8,13.0,69.0,0.0,2.0,80.3,0.0,0.0,0.0,60962.0,4.0,60.3,0.0,1.0,0.0,591.0,1
30.0,1.0,0.0,1.0,1.7,9.0,27.0,0.0,0.0,83.1,0.0,0.0,0.0,45662.0,1.0,77.2,4.0,0.0,1.0,251.0,0
242.0,2.0,1.0,1.0,0.8,10.0,10.0,0.0,0.0,81.0,0.0,0.0,0.0,53611.0,12.0,77.9,3.0,0.0,0.0,512.0,1
179.0,0.0,0.0,3.0,5.6,7.0,39.0,0.0,0.0,65.9,0.0,0.0,0.0,44014.0,11.0,92.5,4.0,1.0,0.0,380.0,0
150.0,1.0,1.0,5.0,1.1,11.0,33.0,1.0,0.0,98.8,0.0,0.0,1.0,74512.0,5.0,77.4,3.0,0.0,1.0,347.0,0
290.0,2.0,1.0,7.0,4.9,13.0,19.0,1.0,0.0,76.4,0.0,0.0,0.0,56701.0,3.0,68.7,4.0,0.0,0.0,293.0,0
30.0,1.0,0.0,6.0,13.3,19.0,25.0,0.0,2.0,100.0,0.0,0.0,0.0,22225.0,5.0,57.3,1.0,0.0,0.0,566.0,1
260.0,4.0,0.0,6.0,7.4,16.0,36.0,1.0,0.0,78.7,0.0,1.0,0.0,73172.0,4.0,68.9,4.0,0.0,1.0,528.0,0
106.0,1.0,2.0,5.0,6.2,8.0,76.0,1.0,1.0,85.3,0.0,0.0,1.0,66677.0,9.0,62.0,3.0,0.0,0.0,200.0,1
52.0,1.0,1.0,2.0,0.5,10.0,63.0,1.0,1.0,58.0,0.0,0.0,0.0,59281.0,1.0,71.0,0.0,1.0,0.0,830.0,0
32.0,0.0,0.0,5.0,1.4,16.0,26.0,0.0,1.0,76.7,0.0,0.0,0.0,62434.0,12.0,89.7,1.0,0.0,0.0,393.0,0
15.0,4.0,1.0,0.0,3.0,18.0,32.0,0.0,0.0,95.2,0.0,0.0,1.0,61290.0,4.0,85.2,3.0,1.0,0.0,697.0,0
444.0,2.0,0.0,2.0,1.4,7.0,10.0,0.0,2.0,86.9,0.0,1.0,1.0,62724.0,12.0,81.0,0.0,1.0,1.0,196.0,0
672.0,1.0,1.0,7.0,7.8,15.0,39.0,1.0,1.0,90.7,0.0,0.0,0.0,32447.0,2.0,51.6,3.0,1.0,0.0,526.0,1
101.0,3.0,0.0,4.0,3.4,13.0,43.0,0.0,2.0,92.6,0.0,0.0,1.0,52180.0,7.0,58.7,1.0,1.0,0.0,714.0,1
30.0,1.0,0.0,3.0,0.9,8.0,10.0,1.0,0.0,71.8,0.0,0.0,1.0,97841.0,3.0,70.5,2.0,0.0,0.0,408.0,0
66.0,1.0,0.0,6.0,1.9,11.0,27.0,0.0,2.0,85.6,0.0,0.0,0.0,27177.0,12.0,53.2,1.0,1.0,1.0,692.0,0
251.0,1.0,0.0,5.0,3.4,13.0,10.0,0.0,1.0,82.4,0.0,0.0,0.0,76704.0,9.0,78.4,0.0,0.0,0.0,320.0,0
100.0,2.0,0.0,4.0,3.4,11.0,28.0,0.0,1.0,96.8,0.0,0.0,0.0,65113.0,6.0,70.7,3.0,1.0,0.0,297.0,0
192.0,2.0,0.0,0.0,2.1,19.0,49.0,0.0,0.0,92.0,0.0,0.0,1.0,74298.0,10.0,16.2,2.0,1.0,0.0,335.0,0
53.0,3.0,0.0,7.0,5.4,14.0,75.0,0.0,0.0,87.9,0.0,0.0,0.0,42929.0,7.0,65.3,3.0,1.0,1.0,399.0,0
27.0,1.0,0.0,0.0,2.7,13.0,22.0,1.0,1.0,86.2,0.0,0.0,0.0,90704.0,2.0,79.0,4.0,0.0,0.0,481.0,0
41.0,1.0,1.0,0.0,13.0,15.0,16.0,0.0,0.0,70.1,0.0,1.0,0.0,55775.0,8.0,92.8,4.0,0.0,1.0,462.0,0
17.0,1.0,0.0,3.0,3.3,5.0,55.0,1.0,0.0,93.1,0.0,0.0,0.0,65225.0,8.0,33.6,0.0,0.0,1.0,591.0,0
132.0,4.0,2.0,2.0,2.4,10.0,39.0,0.0,0.0,88.2,0.0,0.0,1.0,62676.0,8.0,83.5,0.0,0.0,0.0,219.0,1
10.0,1.0,0.0,4.0,5.5,13.0,29.0,0.0,1.0,85.1,0.0,0.0,0.0,61035.0,8.0,73.8,4.0,0.0,0.0,471.0,0
40.0,4.0,1.0,6.0,5.1,13.0,37.0,1.0,0.0,88.5,0.0,1.0,0.0,45409.0,3.0,87.4,2.0,1.0,0.0,657.0,0
10.0,1.0,1.0,6.0,3.8,13.0,22.0,0.0,0.0,91.6,0.0,0.0,0.0,61219.0,9.0,88.7,0.0,0.0,0.0,353.0,0
140.0,3.0,0.0,6.0,3.4,17.0,55.0,1.0,3.0,84.8,0.0,0.0,0.0,91937.0,6.0,60.5,3.0,0.0,0.0,255.0,1
54.0,2.0,1.0,2.0,9.2,13.0,17.0,0.0,1.0,85.6,0.0,0.0,0.0,53525.0,10.0,35.8,4.0,0.0,1.0,482.0,0
172.0,0.0,0.0,1.0,1.2,6.0,19.0,0.0,0.0,100.0,0.0,0.0,0.0,51608.0,12.0,80.5,3.0,0.0,1.0,620.0,0
26.0,1.0,0.0,7.0,3.5,12.0,44.0,0.0,2.0,89.7,1.0,0.0,0.0,70566.0,7.0,80.9,3.0,1.0,0.0,374.0,0
35.0,2.0,1.0,3.0,5.5,9.0,92.0,1.0,0.0,97.9,0.0,0.0,0.0,38583.0,4.0,65.9,4.0,0.0,0.0,405.0,0
10.0,3.0,0.0,2.0,3.9,18.0,204.0,1.0,2.0,75.8,1.0,0.0,0.0,82428.0,3.0,74.5,2.0,0.0,1.0,616.0,1
114.0,0.0,0.0,3.0,26.9,15.0,25.0,0.0,0.0,85.1,0.0,0.0,0.0,30821.0,1.0,49.2,2.0,1.0,0.0,734.0,0
26.0,1.0,0.0,0.0,9.3,16.0,14.0,1.0,0.0,90.6,0.0,0.0,0.0,40640.0,10.0,78.4,0.0,1.0,0.0,243.0,0
45.0,1.0,1.0,6.0,16.1,10.0,25.0,0.0,2.0,77.3,0.0,1.0,0.0,24745.0,6.0,77.8,0.0,0.0,0.0,305.0,0
24.0,3.0,0.0,4.0,8.1,12.0,18.0,0.0,1.0,58.9,0.0,0.0,0.0,45818.0,9.0,41.7,0.0,0.0,1.0,554.0,1
16.0,0.0,0.0,3.0,0.5,16.0,30.0,0.0,1.0,65.5,0.0,0.0,1.0,74295.0,1.0,70.2,1.0,0.0,1.0,1125.0,0
22.0,1.0,0.0,7.0,1.5,14.0,38.0,1.0,1.0,100.0,0.0,0.0,0.0,35810.0,7.0,92.9,1.0,1.0,0.0,1474.0,0
199.0,4.0,1.0,4.0,4.4,15.0,61.0,1.0,0.0,82.0,0.0,0.0,0.0,52723.0,2.0,81.3,2.0,0.0,0.0,466.0,0
94.0,2.0,1.0,0.0,5.1,10.0,64.0,1.0,0.0,77.5,0.0,0.0,0.0,75120.0,9.0,84.9,0.0,0.0,1.0,523.0,0
220.0,0.0,0.0,6.0,0.5,14.0,65.0,0.0,0.0,95.8,0.0,0.0,1.0,33524.0,11.0,85.7,0.0,1.0,1.0,723.0,0
28.0,1.0,0.0,0.0,12.7,17.0,15.0,0.0,0.0,81.8,0.0,0.0,1.0,48654.0,5.0,66.1,1.0,1.0,0.0,358.0,0
159.0,1.0,0.0,7.0,2.5,14.0,31.0,0.0,2.0,82.8,0.0,0.0,1.0,67911.0,5.0,50.0,4.0,0.0,0.0,537.0,0
128.0,2.0,0.0,0.0,1.8,13.0,19.0,1.0,1.0,96.7,0.0,0.0,0.0,65344.0,6.0,72.6,4.0,1.0,0.0,435.0,0
223.0,2.0,0.0,0.0,2.5,8.0,55.0,1.0,0.0,84.5,0.0,0.0,0.0,58312.0,4.0,79.2,4.0,1.0,1.0,400.0,0
65.0,2.0,1.0,0.0,4.6,7.0,200.0,0.0,0.0,88.7,0.0,0.0,0.0,43935.0,7.0,82.9,0.0,0.0,0.0,252.0,1
476.0,0.0,0.0,6.0,1.5,10.0,33.0,1.0,1.0,88.3,0.0,0.0,0.0,37285.0,4.0,75.4,2.0,1.0,0.0,1799.0,0
150.0,0.0,0.0,1.0,0.5,13.0,38.0,1.0,0.0,96.0,0.0,0.0,0.0,35391.0,1.0,92.3,2.0,1.0,0.0,267.0,0
14.0,3.0,0.0,0.0,6.2,9.0,109.0,0.0,0.0,99.0,0.0,1.0,0.0,49363.0,10.0,63.0,0.0,0.0,1.0,253.0,0
32.0,1.0,1.0,2.0,0.5,14.0,31.0,1.0,3.0,83.9,0.0,1.0,0.0,47447.0,7.0,88.7,0.0,0.0,0.0,772.0,0
64.0,2.0,0.0,5.0,12.7,11.0,57.0,0.0,0.0,91.4,0.0,0.0,1.0,80989.0,5.0,76.9,2.0,0.0,0.0,363.0,0
10.0,3.0,0.0,1.0,11.5,12.0,43.0,0.0,2.0,73.2,0.0,0.0,1.0,26960.0,1.0,71.1,4.0,1.0,0.0,650.0,0
236.0,1.0,1.0,6.0,9.6,15.0,10.0,1.0,2.0,73.7,0.0,0.0,0.0,76598.0,10.0,91.8,0.0,1.0,0.0,643.0,1
105.0,4.0,1.0,0.0,2.2,12.0,28.0,0.0,2.0,88.7,0.0,0.0,0.0,73869.0,7.0,36.8,1.0,0.0,0.0,463.0,1
35.0,3.0,0.0,5.0,1.0,13.0,20.0,1.0,0.0,67.5,0.0,0.0,0.0,34052.0,1.0,49.5,0.0,1.0,0.0,425.0,0
56.0,2.0,0.0,6.0,1.6,8.0,41.0,1.0,1.0,89.1,0.0,0.0,0.0,54436.0,8.0,74.3,3.0,0.0,1.0,262.0,0
150.0,0.0,0.0,0.0,2.6,24.0,10.0,1.0,1.0,94.7,0.0,0.0,0.0,33288.0,6.0,61.3,2.0,1.0,0.0,893.0,0
10.0,3.0,1.0,4.0,5.6,15.0,18.0,1.0,0.0,85.1,0.0,0.0,0.0,49705.0,11.0,50.5,1.0,0.0,0.0,363.0,0
