customer_id,tenure_months,age,income_estimate,checking_balance,savings_balance,cd_balance,investment_balance,monthly_transactions,avg_transaction_amount,debit_card_usage,atm_withdrawals,mobile_logins_monthly,online_logins_monthly,branch_visits_monthly,has_mortgage,has_auto_loan,has_credit_card,has_personal_loan,total_deposits,total_relationship,num_products,digital_engagement
2424,36,47,69717.0,16010.81,10919.39,7987.36,0.0,25,122.99,23,1,11,9,2.0,0,1,0,0,34917.56,34917.56,3,20
2425,20,54,81428.0,757.86,1204.09,0.0,0.0,23,34.82,14,2,11,10,0.0,1,0,0,0,1961.9499999999998,1961.9499999999998,2,21
2426,138,50,42160.0,100.0,92677.34,10615.19,0.0,32,142.25,14,2,10,7,0.0,0,0,0,0,103392.53,103392.53,2,17
2427,7,18,78119.0,320.12,0.0,0.0,0.0,29,54.71,23,1,18,9,1.0,0,0,0,0,320.12,320.12,0,27
2428,187,55,27438.0,578.13,0.0,0.0,0.0,20,30.27,16,2,7,6,1.0,0,0,1,0,578.13,578.13,1,13
2429,22,41,127545.0,743.67,645.68,0.0,0.0,25,52.41,21,3,5,10,1.0,1,0,0,0,1389.35,1389.35,2,15
2430,131,18,43264.0,827.34,82.11,11163.14,2.72,28,10.0,13,5,30,12,0.0,1,0,0,0,12072.59,12075.31,4,42
2431,55,37,51265.0,5874.3,0.0,0.0,2353.76,38,10.0,15,0,9,3,1.0,0,0,0,0,5874.3,8228.060000000001,1,12
2432,105,48,74863.0,7417.84,1791.46,0.0,0.0,28,40.75,15,2,9,7,3.0,0,0,1,0,9209.3,9209.3,2,16
2433,248,64,29118.0,847.67,486.02,23728.76,5765.58,21,33.5,17,1,2,12,0.0,0,0,0,0,25062.449999999997,30828.03,3,14
2434,20,42,43574.0,5697.18,103.26,0.0,0.0,23,155.54,13,5,14,3,1.0,1,0,1,0,5800.4400000000005,5800.4400000000005,3,17
2435,194,55,21458.0,1875.24,0.0,0.0,34107.24,20,10.99,8,4,18,9,1.0,0,0,0,0,1875.24,35982.479999999996,1,27
2436,29,54,96380.0,1208.05,20987.32,0.0,0.0,25,44.61,18,5,12,7,1.0,0,0,0,0,22195.37,22195.37,1,19
2437,29,37,22190.0,4271.91,0.0,0.0,133.2,28,57.76,20,4,6,7,1.0,1,0,1,0,4271.91,4405.11,3,13
2438,24,19,94485.0,1222.16,3338.96,0.0,0.0,18,43.56,15,3,28,9,0.0,0,0,0,0,4561.12,4561.12,1,37
2439,46,43,77939.0,24021.79,7767.43,0.0,0.0,25,79.77,17,2,7,4,0.0,0,0,0,0,31789.22,31789.22,1,11
2440,10,59,69036.0,126.77,2823.05,0.0,0.0,26,19.97,15,4,10,6,0.0,0,1,1,0,2949.82,2949.82,3,16
2441,48,60,55839.0,506.36,170.81,0.0,0.0,20,64.44,14,7,14,10,2.0,0,1,0,0,677.1700000000001,677.1700000000001,2,24
2442,46,58,45504.0,907.07,173.85,0.0,0.0,27,51.89,18,4,10,10,1.0,0,0,1,0,1080.92,1080.92,2,20
2443,86,40,25319.0,2120.02,1985.57,0.0,333.74,23,84.16,16,4,10,7,2.0,0,0,0,0,4105.59,4439.33,2,17
2444,107,38,45060.0,7346.22,2161.79,0.0,0.0,20,22.0,11,3,12,9,0.0,1,0,1,0,9508.01,9508.01,3,21
2445,34,55,89280.0,1057.22,16349.71,0.0,5668.69,24,12.82,11,3,9,10,0.0,0,0,0,0,17406.93,23075.62,2,19
2446,21,52,59919.0,129.89,0.0,0.0,0.0,23,20.03,11,2,9,9,1.0,0,0,1,0,129.89,129.89,1,18
2447,18,18,26670.0,3880.7,0.0,0.0,7994.2,21,14.15,15,5,13,9,0.0,1,0,0,0,3880.7,11874.9,2,22
2448,12,39,29345.0,3403.09,0.0,0.0,0.0,21,21.07,9,2,15,8,2.0,0,0,0,0,3403.09,3403.09,0,23
2449,3,49,24243.0,100.0,0.0,0.0,0.0,21,25.34,17,9,14,4,0.0,1,0,1,0,100.0,100.0,2,18
2450,25,53,98107.0,1090.39,6796.36,0.0,0.0,28,15.97,16,7,12,6,0.0,1,1,0,0,7886.75,7886.75,3,18
2451,18,28,50764.0,100.97,8521.42,0.0,0.0,25,33.32,21,7,13,14,0.0,1,0,1,0,8622.39,8622.39,3,27
2452,203,51,63906.0,404.65,0.0,0.0,1725.76,26,12.89,14,5,15,4,0.0,1,0,1,0,404.65,2130.41,3,19
2453,48,22,62450.0,283.1,561.9,0.0,0.0,32,31.23,14,5,30,10,0.6,0,0,1,0,845.0,845.0,2,40
2454,25,38,20000.0,3691.9,748.37,9198.8,0.0,23,22.28,15,5,10,5,1.0,0,1,1,1,13639.07,13639.07,5,15
2455,52,59,80319.0,1306.68,0.0,0.0,0.0,24,30.05,18,1,6,7,1.0,0,0,1,0,1306.68,1306.68,1,13
2456,8,72,20000.0,159.43,896.72,11116.26,0.0,20,45.36,18,3,4,9,0.0,0,0,1,0,12172.41,12172.41,3,13
2457,35,29,85453.0,4105.57,0.0,0.0,0.0,26,23.7,22,3,24,7,0.6,0,0,0,0,4105.57,4105.57,0,31
2458,59,38,64799.0,127.65,1956.53,0.0,269055.62,20,17.77,17,2,6,7,1.0,0,0,0,0,2084.18,271139.8,2,13
2459,40,56,41765.0,1799.33,2168.31,0.0,0.0,26,19.62,17,2,11,1,1.0,0,0,0,0,3967.64,3967.64,1,12
2460,30,36,22757.0,323.43,0.0,0.0,0.0,26,75.08,16,3,10,5,3.0,0,0,1,1,323.43,323.43,2,15
2461,305,51,33562.0,633.64,830.5,0.0,0.0,26,91.93,17,4,12,4,1.0,1,0,0,0,1464.1399999999999,1464.1399999999999,2,16
2462,127,20,57516.0,2336.49,0.0,9300.81,0.0,19,21.93,14,3,15,13,2.0,0,1,0,0,11637.3,11637.3,2,28
2463,58,66,50493.0,2397.48,0.0,0.0,0.0,25,29.26,11,1,3,5,1.0,0,0,1,0,2397.48,2397.48,1,8
2464,50,48,86059.0,8147.4,9341.34,0.0,0.0,26,10.0,19,5,16,9,0.0,1,1,0,0,17488.739999999998,17488.739999999998,3,25
2465,58,47,36955.0,969.34,638.27,0.0,0.0,24,28.63,16,2,12,15,2.0,0,0,1,0,1607.6100000000001,1607.6100000000001,2,27
2466,13,35,20000.0,1736.59,62397.48,0.0,0.0,21,10.37,14,2,13,10,1.0,0,0,1,0,64134.07,64134.07,2,23
2467,30,25,52387.0,568.72,1588.9,0.0,0.0,25,22.41,17,4,18,12,0.4,0,0,0,1,2157.62,2157.62,2,30
2468,3,65,106981.0,1440.84,0.0,22798.57,0.0,31,78.41,17,2,3,9,0.0,1,0,1,0,24239.41,24239.41,3,12
2469,38,52,339127.0,3180.18,825.3,13994.77,29011.27,20,10.0,17,3,11,7,2.0,0,0,1,0,18000.25,47011.520000000004,4,18
2470,46,20,191866.0,946.28,51.77,3081.79,0.0,24,16.09,9,1,20,7,0.0,1,0,0,0,4079.84,4079.84,3,27
2471,15,42,167696.0,100.0,6663.47,0.0,0.0,18,16.16,15,1,11,7,0.0,0,0,0,0,6763.47,6763.47,1,18
2472,199,60,20000.0,1803.0,4900.49,1099.19,0.0,23,10.0,17,1,18,8,2.0,0,0,1,0,7802.68,7802.68,3,26
2473,144,43,20000.0,1894.75,0.0,0.0,0.0,28,66.03,15,3,6,13,2.0,0,1,1,0,1894.75,1894.75,2,19
2474,76,58,87120.0,395.34,825.13,0.0,0.0,22,41.34,9,3,10,5,0.0,0,0,1,1,1220.47,1220.47,3,15
2475,45,59,102685.0,159.72,2781.81,0.0,535.08,27,140.76,14,3,16,7,2.0,0,1,0,0,2941.5299999999997,3476.6099999999997,3,23
2476,122,58,25813.0,10034.84,1072.21,0.0,0.0,23,14.94,10,2,15,6,1.0,0,0,0,0,11107.05,11107.05,1,21
2477,8,32,68172.0,2291.97,0.0,0.0,0.0,26,10.0,15,5,18,9,0.2,0,0,1,0,2291.97,2291.97,1,27
2478,93,50,33650.0,777.73,0.0,0.0,0.0,19,70.32,16,2,12,8,1.0,0,0,0,0,777.73,777.73,0,20
2479,7,59,155180.0,199.23,0.0,977.76,0.0,22,24.81,12,6,9,6,0.0,0,1,0,1,1176.99,1176.99,3,15
2480,94,51,43437.0,319.67,10096.08,0.0,0.0,18,22.8,17,5,10,10,1.0,0,0,0,0,10415.75,10415.75,1,20
2481,19,60,27081.0,7737.9,1874.81,0.0,0.0,27,108.03,13,5,14,12,1.0,0,0,1,0,9612.71,9612.71,2,26
2482,125,66,52154.0,1348.16,0.0,0.0,6720.57,32,37.93,12,2,9,4,0.0,0,0,1,0,1348.16,8068.73,2,13
2483,172,48,82358.0,480.16,0.0,0.0,0.0,32,68.26,22,1,12,9,1.0,0,1,1,0,480.16,480.16,2,21
2484,9,52,88308.0,2355.56,1422.15,0.0,0.0,22,20.12,11,3,14,8,0.0,1,0,1,0,3777.71,3777.71,3,22
2485,37,60,39816.0,323.24,0.0,0.0,0.0,28,18.54,20,4,18,7,0.0,1,1,0,0,323.24,323.24,2,25
2486,237,30,26268.0,10417.73,0.0,0.0,0.0,25,24.72,12,5,32,2,0.2,0,0,1,0,10417.73,10417.73,1,34
2487,39,60,74890.0,8343.19,2530.7,0.0,0.0,22,56.62,16,2,16,12,2.0,1,1,1,0,10873.89,10873.89,4,28
2488,119,30,66631.0,544.65,9203.58,0.0,0.0,28,34.49,18,0,15,8,0.0,0,0,1,0,9748.23,9748.23,2,23
2489,53,57,51317.0,427.09,1741.75,15832.9,0.0,23,48.15,11,0,10,3,1.0,1,0,1,0,18001.739999999998,18001.739999999998,4,13
2490,28,49,57509.0,100.0,0.0,0.0,19179.1,21,10.0,10,2,12,7,1.0,0,0,1,0,100.0,19279.1,2,19
2491,20,40,40050.0,118.82,38.11,0.0,0.0,27,10.0,22,4,19,3,1.0,0,0,0,0,156.93,156.93,1,22
2492,13,51,87764.0,147.05,0.0,0.0,0.0,25,10.0,18,3,11,6,0.0,0,0,1,0,147.05,147.05,1,17
2493,86,45,20000.0,1343.17,103.65,0.0,0.0,24,24.45,17,3,19,9,2.0,0,1,1,0,1446.8200000000002,1446.8200000000002,3,28
2494,29,24,84647.0,672.26,265.97,0.0,0.0,22,10.83,16,2,13,7,2.0,0,1,1,0,938.23,938.23,3,20
2495,42,36,38202.0,145.77,2050.15,0.0,0.0,29,127.96,15,3,12,9,0.0,1,0,0,0,2195.92,2195.92,2,21
2496,40,30,97346.0,719.28,0.0,0.0,0.0,32,32.55,17,4,14,4,0.0,0,0,1,0,719.28,719.28,1,18
2497,51,32,126919.0,2340.23,6262.99,0.0,19118.77,32,39.38,17,1,17,10,0.0,0,0,1,0,8603.22,27721.989999999998,3,27
2498,120,39,110526.0,2420.57,3091.66,0.0,0.0,36,13.85,13,4,12,6,0.0,1,0,0,0,5512.23,5512.23,2,18
2499,236,54,41165.0,100.0,0.0,0.0,0.0,20,13.51,19,1,13,5,3.0,0,1,1,0,100.0,100.0,2,18
2500,31,31,180759.0,1357.05,715.33,0.0,33652.76,16,114.55,16,4,10,5,1.0,0,0,1,0,2072.38,35725.14,3,15
2501,105,23,33067.0,137.69,0.0,0.0,0.0,30,137.82,15,2,36,8,0.2,1,0,1,0,137.69,137.69,2,44
2502,86,22,52475.0,4241.16,7007.61,14263.16,167917.38,33,46.19,17,7,13,9,5.0,0,0,1,0,25511.93,193429.31,4,22
2503,51,31,55644.0,3555.39,186.66,0.0,0.0,35,10.0,18,5,14,5,0.0,1,0,0,0,3742.0499999999997,3742.0499999999997,2,19
2504,187,31,24581.0,285.13,9760.59,0.0,50.24,31,23.56,17,4,18,9,0.0,1,0,1,0,10045.72,10095.96,4,27
2505,13,28,56867.0,347.56,0.0,0.0,0.0,32,42.55,20,3,11,9,0.0,0,0,0,0,347.56,347.56,0,20
2506,6,39,64592.0,549.0,15539.09,43709.08,101247.85,19,27.59,10,7,15,7,0.0,0,0,0,0,59797.17,161045.02000000002,3,22
2507,115,37,47370.0,100.0,0.0,0.0,0.0,19,10.0,18,4,10,10,0.0,0,0,0,0,100.0,100.0,0,20
2508,34,48,24633.0,1815.2,104.99,0.0,0.0,23,145.42,11,1,13,12,2.0,0,0,0,0,1920.19,1920.19,1,25
2509,112,23,36401.0,728.31,931.54,0.0,11965.66,35,16.97,21,3,7,14,0.0,0,0,1,0,1659.85,13625.51,3,21
2510,134,36,232051.0,7049.61,538.58,0.0,213622.19,24,11.33,15,2,12,6,1.0,1,0,0,0,7588.19,221210.38,3,18
2511,3,38,26421.0,211.11,0.0,0.0,0.0,22,32.31,12,1,16,6,0.0,0,0,1,0,211.11,211.11,1,22
2512,128,32,29767.0,433.25,378.01,0.0,0.0,17,85.4,14,4,12,3,1.0,0,0,0,0,811.26,811.26,1,15
2513,35,18,25023.0,114.46,393372.27,0.0,0.0,25,49.92,13,3,30,11,0.0,0,0,0,0,393486.73000000004,393486.73000000004,1,41
2514,42,63,35754.0,243.12,0.0,28132.86,0.0,24,11.56,7,7,13,5,2.0,1,1,1,0,28375.98,28375.98,4,18
2515,59,55,54388.0,186.24,137940.26,0.0,0.0,26,10.13,17,4,4,6,2.0,0,0,0,0,138126.5,138126.5,1,10
2516,156,18,30838.0,4885.18,15649.54,0.0,0.0,19,10.0,8,2,14,3,1.0,0,0,0,0,20534.72,20534.72,1,17
2517,3,38,29539.0,384.76,676.08,697.1,0.0,28,26.23,9,2,11,13,1.0,0,0,1,0,1757.94,1757.94,3,24
2518,38,41,41830.0,1321.16,1389.16,0.0,0.0,28,22.68,19,1,4,7,1.0,0,0,1,0,2710.32,2710.32,2,11
2519,69,48,357192.0,619.46,9670.86,0.0,0.0,23,49.95,8,3,9,11,0.0,1,0,1,0,10290.32,10290.32,3,20
2520,76,76,77082.0,163.33,0.0,27808.02,463.0,23,19.14,13,5,2,16,0.0,0,0,1,0,27971.350000000002,28434.350000000002,3,18
2521,70,30,20453.0,851.97,939.47,30680.18,0.0,36,72.17,11,1,11,13,1.0,0,0,1,0,32471.62,32471.62,3,24
2522,8,53,47099.0,2693.66,145.48,0.0,0.0,26,55.91,16,2,12,9,1.0,0,0,0,0,2839.14,2839.14,1,21
2523,21,36,39055.0,179.17,0.0,0.0,7965.42,28,18.48,12,3,15,12,0.0,1,0,0,0,179.17,8144.59,2,27
2524,26,43,74119.0,3691.06,2247.79,3062.89,0.0,14,45.28,20,2,12,6,1.0,0,0,1,0,9001.74,9001.74,3,18
2525,97,32,73590.0,306.56,0.0,0.0,0.0,20,95.89,14,2,17,8,2.0,0,0,0,0,306.56,306.56,0,25
2526,19,64,102549.0,531.4,5609.04,2406.44,0.0,29,15.35,15,5,5,10,2.0,0,0,0,0,8546.88,8546.88,2,15
2527,14,56,20000.0,2430.92,1834.53,36461.44,0.0,23,27.92,17,0,9,6,0.0,0,0,0,0,40726.89,40726.89,2,15
2528,189,75,38945.0,405.39,5715.42,132471.32,0.0,26,27.49,13,1,4,9,0.0,0,0,1,0,138592.13,138592.13,3,13
2529,3,64,72880.0,1160.22,58650.99,27763.94,0.0,21,24.87,8,0,1,9,2.0,0,0,1,0,87575.15,87575.15,3,10
2530,360,54,56344.0,684.0,2323.67,4004.85,128096.13,23,62.9,15,0,14,8,3.0,0,0,1,0,7012.52,135108.65,4,22
2531,67,51,74940.0,1331.49,291.37,0.0,0.0,25,67.01,19,2,6,10,0.0,0,0,1,0,1622.8600000000001,1622.8600000000001,2,16
2532,105,32,88905.0,100.0,2157.52,0.0,0.0,22,45.85,18,2,17,10,0.0,0,1,0,0,2257.52,2257.52,2,27
2533,20,29,95890.0,100.0,1177.56,0.0,0.0,27,44.13,6,4,2,6,1.0,0,0,0,0,1277.56,1277.56,1,8
2534,3,30,24988.0,2762.66,51420.79,0.0,0.0,26,21.12,19,5,19,8,1.0,0,0,1,0,54183.45,54183.45,2,27
2535,80,62,69683.0,5196.66,31015.37,0.0,0.0,27,43.14,13,1,13,6,1.0,0,0,1,0,36212.03,36212.03,2,19
2536,107,20,317208.0,419.78,3696.16,0.0,71235.54,24,11.84,14,3,18,5,0.0,0,0,0,0,4115.94,75351.48,2,23
2537,80,48,74617.0,760.49,231.03,0.0,10.5,24,240.53,18,1,3,9,1.0,0,0,1,0,991.52,1002.02,3,12
2538,9,42,107476.0,1706.29,256.78,0.0,0.0,18,97.54,9,0,16,6,1.0,0,0,0,0,1963.07,1963.07,1,22
2539,84,37,39854.0,3102.07,0.0,0.0,0.0,26,71.18,16,4,13,3,2.0,0,0,0,1,3102.07,3102.07,1,16
2540,87,59,197146.0,150.0,5840.93,0.0,185431.33,27,45.91,17,5,14,11,0.0,0,0,1,0,5990.93,191422.25999999998,3,25
2541,64,62,62593.0,290.31,1409.17,11441.47,0.0,32,45.94,14,6,10,7,0.0,0,1,1,1,13140.949999999999,13140.949999999999,5,17
2542,87,47,39832.0,665.89,1141.0,1671.78,0.0,27,10.0,21,4,16,7,1.0,1,1,0,0,3478.67,3478.67,4,23
2543,112,51,38352.0,3148.59,910.87,0.0,0.0,32,12.1,19,3,14,7,2.0,1,0,1,0,4059.46,4059.46,3,21
2544,57,25,26414.0,46520.38,0.0,0.0,883.95,29,13.37,17,1,20,10,0.2,1,1,1,0,46520.38,47404.329999999994,4,30
2545,5,40,46554.0,778.98,25.39,0.0,0.0,23,34.7,13,3,16,12,2.0,1,1,1,0,804.37,804.37,4,28
2546,40,70,36299.0,132.89,494.14,18288.92,0.0,21,26.44,14,4,4,9,4.0,0,0,1,0,18915.949999999997,18915.949999999997,3,13
2547,4,75,25375.0,2005.01,1275.84,34046.31,0.0,22,63.37,17,4,3,8,4.0,0,0,1,1,37327.159999999996,37327.159999999996,4,11
2548,31,56,42572.0,7954.5,0.0,2375.63,0.0,30,15.3,14,1,6,9,3.0,0,0,1,0,10330.130000000001,10330.130000000001,2,15
2549,31,48,52108.0,1289.51,0.0,0.0,0.0,28,75.29,16,3,13,7,0.0,0,0,1,0,1289.51,1289.51,1,20
2550,4,60,29356.0,281.47,4276.7,0.0,427407.5,17,17.18,14,1,8,6,1.0,0,0,0,0,4558.17,431965.67,2,14
2551,25,20,36551.0,4614.65,4689.52,0.0,7301.25,22,23.7,16,2,13,9,0.0,0,0,1,0,9304.17,16605.42,3,22
2552,7,59,55533.0,2967.04,0.0,0.0,100.8,28,67.79,17,0,8,13,1.0,0,1,1,0,2967.04,3067.84,3,21
2553,99,33,47205.0,235.3,37240.6,0.0,0.0,27,49.59,14,5,7,12,0.0,1,0,1,0,37475.9,37475.9,3,19
2554,177,20,185546.0,2914.94,2657.11,0.0,30128.08,33,12.17,15,5,20,8,0.6,0,0,1,0,5572.05,35700.130000000005,3,28
2555,4,25,76294.0,4894.65,0.0,0.0,48096.2,30,77.58,15,3,24,5,0.2,0,0,0,1,4894.65,52990.85,2,29
2556,186,68,54028.0,6456.45,1185.36,23526.23,0.0,18,35.56,15,5,3,7,2.0,1,0,1,0,31168.04,31168.04,4,10
2557,44,70,42493.0,992.6,2760.97,30562.99,0.0,20,10.0,8,1,2,7,0.0,1,0,0,0,34316.56,34316.56,3,9
2558,21,33,43556.0,640.9,1251.29,0.0,0.0,38,16.88,18,4,20,8,0.4,0,0,0,0,1892.19,1892.19,1,28
2559,4,40,62487.0,6911.28,0.0,0.0,1212602.82,31,23.86,11,7,10,7,2.0,0,0,0,0,6911.28,1219514.1,1,17
2560,41,18,73264.0,178.53,6909.27,0.0,0.0,30,12.99,13,2,22,8,0.2,0,0,1,0,7087.8,7087.8,2,30
2561,94,47,28534.0,2117.24,0.0,0.0,0.0,16,96.95,11,2,13,5,0.0,0,0,0,0,2117.24,2117.24,0,18
2562,73,57,34823.0,140.47,36996.09,0.0,5452.93,24,24.54,25,4,16,6,0.0,0,0,0,0,37136.56,42589.49,2,22
2563,3,20,40664.0,5421.16,0.0,0.0,0.0,21,47.85,14,2,18,12,0.2,0,0,0,0,5421.16,5421.16,0,30
2564,4,52,54230.0,744.66,0.0,0.0,0.0,22,39.07,19,5,15,3,1.0,0,0,1,0,744.66,744.66,1,18
2565,30,18,33037.0,7353.08,26874.35,0.0,0.0,19,58.24,13,4,13,7,0.0,0,1,0,0,34227.43,34227.43,2,20
2566,20,30,53891.0,2291.86,1475.39,29744.7,0.0,32,126.27,15,2,20,7,0.6,0,1,1,0,33511.95,33511.95,4,27
2567,15,58,44351.0,175.07,31888.92,0.0,0.0,22,56.86,15,3,8,13,2.0,0,0,0,0,32063.989999999998,32063.989999999998,1,21
2568,19,31,77199.0,9292.3,24909.84,0.0,0.0,26,133.5,16,5,22,9,0.0,0,0,0,0,34202.14,34202.14,1,31
2569,97,64,59059.0,11235.88,22400.35,15815.45,0.0,31,58.08,19,2,10,6,1.0,0,0,1,0,49451.67999999999,49451.67999999999,3,16
2570,158,44,71388.0,4119.26,0.0,0.0,0.0,31,36.79,20,5,13,13,1.0,0,1,0,1,4119.26,4119.26,2,26
2571,31,40,101487.0,349.89,783.12,0.0,3686.16,28,42.83,18,3,22,5,0.0,1,0,1,0,1133.01,4819.17,4,27
2572,141,51,56175.0,692.96,183.27,0.0,0.0,35,10.0,15,2,6,17,1.0,0,0,1,1,876.23,876.23,3,23
2573,23,56,30749.0,1363.95,2751.57,0.0,6393.73,21,23.01,27,3,12,6,1.0,1,0,1,1,4115.52,10509.25,5,18
2574,38,54,58097.0,381.62,63960.76,0.0,0.0,23,29.52,12,2,13,11,1.0,0,0,1,0,64342.380000000005,64342.380000000005,2,24
2575,15,37,31716.0,13884.38,1604.09,20093.56,0.0,36,47.01,14,1,13,3,0.0,0,0,1,0,35582.03,35582.03,3,16
2576,61,65,36627.0,1361.7,0.0,0.0,0.0,24,32.45,8,2,8,9,2.0,1,0,1,0,1361.7,1361.7,2,17
2577,231,46,152362.0,150.0,16121.4,26334.72,32523.53,21,43.25,18,3,18,9,2.0,0,0,0,0,42606.12,75129.65,3,27
2578,55,56,20000.0,1824.45,0.0,0.0,0.0,31,11.49,7,4,17,9,2.0,1,0,0,0,1824.45,1824.45,1,26
2579,26,27,98980.0,650.51,0.0,0.0,0.0,16,10.0,7,2,14,5,4.0,0,0,0,0,650.51,650.51,0,19
2580,62,34,22950.0,980.06,0.0,0.0,55614.6,25,12.85,10,0,16,5,0.2,0,0,1,0,980.06,56594.659999999996,2,21
2581,7,45,56495.0,630.85,258.4,1886.21,0.0,38,116.39,11,2,10,8,1.0,0,1,1,0,2775.46,2775.46,4,18
2582,131,37,92455.0,3679.64,477.58,0.0,2598.65,24,12.01,9,2,13,11,0.0,0,0,1,0,4157.22,6755.870000000001,3,24
2583,41,60,20000.0,5881.29,578.58,0.0,0.0,26,17.62,14,2,16,11,0.0,0,0,1,1,6459.87,6459.87,3,27
2584,35,54,30299.0,1676.69,5840.23,5247.81,0.0,24,36.02,15,4,9,4,0.0,0,0,1,0,12764.73,12764.73,3,13
2585,52,36,30938.0,659.2,0.0,0.0,0.0,28,10.0,14,0,13,10,3.0,0,1,1,0,659.2,659.2,2,23
2586,58,19,31734.0,1030.7,6554.99,0.0,0.0,32,16.48,15,6,24,6,0.0,0,0,1,0,7585.69,7585.69,2,30
2587,4,34,44211.0,1129.35,9819.87,0.0,0.0,32,56.91,17,5,11,3,1.0,1,0,1,0,10949.220000000001,10949.220000000001,3,14
2588,68,20,20649.0,329.1,445.76,0.0,0.0,25,23.33,16,3,20,10,0.2,0,1,0,1,774.86,774.86,3,30
2589,16,21,60425.0,2613.36,260.77,13955.03,0.0,24,127.33,8,3,38,8,0.2,0,0,0,0,16829.16,16829.16,2,46
2590,75,18,77058.0,2186.51,6585.59,0.0,0.0,20,10.0,14,1,38,6,0.0,0,0,0,0,8772.1,8772.1,1,44
2591,103,40,30901.0,11055.26,845.17,0.0,1472.84,17,25.12,15,4,8,9,0.0,0,0,1,0,11900.43,13373.27,3,17
2592,97,54,28770.0,7208.56,0.0,0.0,0.0,21,23.33,14,2,8,8,1.0,0,0,1,0,7208.56,7208.56,1,16
2593,48,59,46662.0,392.09,20799.59,0.0,0.0,22,32.88,27,2,12,6,1.0,0,1,1,0,21191.68,21191.68,3,18
2594,44,52,46931.0,3753.51,48542.93,0.0,0.0,20,12.41,16,1,11,9,2.0,0,0,1,0,52296.44,52296.44,2,20
2595,9,41,59868.0,263.37,67125.67,0.0,338432.43,30,20.81,13,2,15,5,3.0,0,0,0,0,67389.04,405821.47,2,20
2596,89,27,88797.0,3114.73,4333.0,7209.52,0.0,20,62.26,15,7,5,11,0.0,0,0,0,0,14657.25,14657.25,2,16
2597,18,56,26926.0,505.26,10423.98,26071.81,0.0,23,26.7,18,3,13,9,1.0,0,0,0,0,37001.05,37001.05,2,22
2598,41,48,22662.0,236.3,0.0,0.0,0.0,19,14.07,12,1,8,5,2.0,0,0,1,0,236.3,236.3,1,13
2599,20,49,115414.0,1669.15,826.47,0.0,0.0,32,174.87,14,0,12,5,0.0,1,0,0,0,2495.62,2495.62,2,17
2600,8,50,20000.0,100.0,27483.89,0.0,0.0,19,34.44,10,1,9,10,3.0,0,0,0,0,27583.89,27583.89,1,19
2601,59,46,23648.0,100.0,0.0,0.0,0.0,13,54.09,12,3,18,8,1.0,0,1,0,0,100.0,100.0,1,26
2602,3,46,66343.0,840.3,0.0,0.0,0.0,22,61.03,15,4,13,7,1.0,0,0,1,0,840.3,840.3,1,20
2603,82,28,20494.0,1240.99,4325.08,0.0,0.0,18,31.29,10,4,11,10,2.0,1,0,1,0,5566.07,5566.07,3,21
2604,22,38,64471.0,630.19,39835.49,0.0,0.0,20,17.61,15,2,14,7,0.0,0,0,1,0,40465.68,40465.68,2,21
2605,3,45,75360.0,102.6,0.0,0.0,0.0,33,38.84,15,0,9,8,0.0,0,0,0,0,102.6,102.6,0,17
2606,42,55,74166.0,321.55,153.25,30122.2,0.0,20,18.91,15,3,19,11,1.0,1,0,1,0,30597.0,30597.0,4,30
2607,3,41,55075.0,1972.02,54385.52,0.0,0.0,30,44.58,14,4,14,9,0.0,0,0,1,0,56357.53999999999,56357.53999999999,2,23
2608,19,67,21704.0,2624.57,448.07,0.0,0.0,24,29.04,20,0,11,9,1.0,0,0,1,1,3072.6400000000003,3072.6400000000003,3,20
2609,73,55,20000.0,1070.27,36538.3,0.0,0.0,21,75.45,15,1,9,9,2.0,0,0,1,0,37608.57,37608.57,2,18
2610,3,42,203620.0,6218.29,2488.7,0.0,0.0,38,13.29,14,2,9,6,2.0,1,0,0,0,8706.99,8706.99,2,15
2611,109,52,73188.0,1990.41,31320.31,13624.4,0.0,25,58.84,17,2,16,7,2.0,1,0,1,0,46935.12,46935.12,4,23
2612,3,37,67460.0,357.39,28840.54,0.0,0.0,22,54.11,13,0,12,4,2.0,0,0,1,0,29197.93,29197.93,2,16
2613,17,45,39897.0,720.0,0.0,9360.62,0.0,26,27.35,16,4,6,9,2.0,0,0,1,0,10080.62,10080.62,2,15
2614,81,35,50525.0,133.71,8242.6,0.0,0.0,24,59.39,20,2,14,8,0.0,1,0,0,0,8376.31,8376.31,2,22
2615,22,28,20000.0,932.43,6941.39,0.0,0.0,25,46.3,21,3,20,5,0.2,0,0,1,0,7873.820000000001,7873.820000000001,2,25
2616,6,51,63208.0,5814.74,53.11,0.0,0.0,20,56.47,11,6,13,11,0.0,0,0,0,0,5867.849999999999,5867.849999999999,1,24
2617,26,32,23309.0,3065.41,0.0,13501.69,623.19,23,53.67,17,1,12,6,0.0,1,0,1,0,16567.1,17190.289999999997,4,18
2618,18,50,30795.0,8982.32,319.86,0.0,0.0,23,34.47,15,2,8,4,2.0,0,0,0,0,9302.18,9302.18,1,12
2619,110,37,32078.0,696.22,0.0,23188.44,0.0,33,20.55,21,1,15,12,2.0,0,0,1,0,23884.66,23884.66,2,27
2620,22,39,62389.0,8259.75,303.12,0.0,0.0,29,20.36,16,1,18,6,1.0,0,0,0,0,8562.87,8562.87,1,24
