loan_amount,annual_income,debt_to_income_ratio,credit_score,employment_length_years,home_ownership,loan_purpose,interest_rate,installment_amount,num_credit_lines,num_delinquencies,months_since_last_delinquency,total_credit_limit,revolving_utilization,public_records,inquiries_last_6months,age,years_at_current_address,target
7020.6,67210.57,0.0219,688,2.3,3,2,7.11,137.28,5,0,0,47734.02,0.2666,0,1,27,0.4,1
4699.39,74893.99,0.1874,605,4.9,1,0,12.9,247.45,8,1,4,37792.15,0.2783,0,2,37,2.5,0
13733.64,52209.74,0.3167,819,17.2,3,1,6.84,724.76,8,2,13,34079.48,0.9257,0,1,49,1.1,0
10696.48,46669.42,0.092,765,2.6,0,1,4.95,384.59,9,0,0,12303.56,0.7367,0,1,47,13.5,0
12727.68,30321.41,0.1742,638,0.4,0,0,14.96,441.08,8,0,0,11319.45,0.2964,0,0,21,1.3,0
11070.68,17364.26,0.2283,663,9.3,1,2,13.62,606.36,7,0,0,41247.85,0.2785,0,2,36,12.2,0
8225.86,48202.16,0.1205,627,2.5,3,2,10.11,205.91,5,2,4,23468.03,0.2778,0,1,40,1.7,0
48203.27,65660.65,0.2696,632,17.9,0,5,11.79,1245.52,8,0,0,40424.44,0.7282,0,1,34,0.3,0
14856.05,35907.03,0.1778,660,0.5,2,2,6.87,479.33,6,1,51,30005.84,0.685,0,0,51,2.4,0
10034.25,32774.92,0.0852,618,7.0,1,3,12.3,624.14,6,0,0,5904.73,0.8105,0,1,38,6.2,0
4199.12,22977.61,0.1452,677,8.2,2,0,13.89,93.76,8,1,39,41168.21,0.559,0,0,35,3.9,0
7257.82,63555.03,0.2165,750,1.8,2,0,3.0,141.88,8,1,2,25187.8,0.224,0,0,47,8.2,0
8373.43,92441.27,0.146,623,1.3,2,0,8.86,286.43,13,0,0,18323.33,0.36,0,0,35,2.7,0
13894.71,38416.66,0.4297,725,3.0,1,5,8.74,367.36,8,0,0,11887.24,1.0,1,0,51,0.3,1
7753.84,19414.92,0.0472,722,3.7,2,4,12.78,559.25,13,0,0,9756.76,0.1965,0,5,23,7.8,1
31480.63,101643.07,0.4469,777,3.5,1,1,15.37,2016.69,11,0,0,29869.61,0.6737,0,0,31,12.4,0
10096.01,32363.66,0.5069,722,20.3,2,0,13.49,299.29,12,0,0,9555.97,0.8144,1,1,46,9.3,0
15476.3,57240.98,0.2658,680,4.1,2,5,10.5,1068.78,10,1,20,27685.74,0.7268,0,1,60,3.0,0
27856.6,23261.77,0.1306,629,5.4,1,4,19.1,465.43,6,1,45,108562.55,0.5679,0,4,21,5.6,0
15621.87,28042.12,0.1155,547,0.5,0,3,22.58,659.86,9,2,4,14147.99,0.4475,0,3,43,6.9,1
18911.26,31682.17,0.1702,605,5.8,2,0,6.91,433.51,7,0,0,19000.88,0.8014,0,0,44,7.3,0
23714.16,67715.12,0.1083,723,0.0,0,3,11.37,409.77,12,0,0,28160.26,0.5799,0,0,67,10.5,0
26103.15,24598.07,0.1526,620,1.5,2,1,11.89,1263.0,5,0,0,21115.98,0.5459,1,2,54,2.7,1
14235.55,29578.94,0.1682,724,0.3,2,5,10.47,394.83,7,1,60,6933.09,0.0826,0,1,73,9.8,0
21473.58,83877.89,0.106,607,17.8,2,0,4.58,1663.13,11,1,73,6039.23,0.6747,0,2,30,4.7,0
23050.9,24495.8,0.1006,728,16.4,0,1,9.5,1260.47,11,0,0,12577.15,0.2295,0,0,49,4.5,0
11258.09,39399.82,0.0181,665,3.0,1,1,12.31,373.47,7,0,0,55331.04,0.6482,0,1,32,21.6,0
19998.19,43025.44,0.0965,616,0.1,0,0,17.03,1188.51,6,0,0,21642.03,0.1131,1,2,29,1.3,1
17478.17,76392.9,0.1331,649,15.0,2,5,12.82,339.64,9,0,0,16100.8,0.2741,0,0,47,7.7,0
24152.38,56227.89,0.1807,672,3.4,2,1,13.44,1945.6,7,1,4,11513.64,0.5357,0,0,28,8.2,0
20618.25,86106.55,0.1865,821,0.4,0,1,12.0,348.66,2,3,36,26874.5,0.4452,0,0,48,0.2,0
24518.94,32273.02,0.0685,664,4.4,0,1,3.99,582.69,8,0,0,27664.87,0.3097,0,1,40,19.7,0
18977.53,94354.68,0.2078,656,1.0,2,2,9.06,653.89,7,0,0,22835.84,0.4128,0,1,47,8.1,0
6601.75,29389.08,0.1916,672,3.4,1,0,12.22,205.82,8,1,26,13746.76,0.4698,0,2,36,1.0,0
10561.91,64128.75,0.1697,737,0.3,2,1,10.89,195.45,12,0,0,6851.0,0.4792,0,0,33,1.5,0
20281.4,69495.72,0.367,657,6.1,2,3,17.55,398.1,6,1,8,11581.45,0.6109,0,2,58,3.6,0
30106.16,60919.12,0.1027,727,2.2,3,0,10.77,1458.0,12,1,16,30351.3,0.3289,0,1,21,2.1,0
37686.9,49389.5,0.186,748,1.5,2,2,3.0,686.41,12,1,14,57929.81,0.1777,0,3,34,2.4,0
15204.16,20740.36,0.2848,736,0.8,3,5,13.51,341.01,6,2,77,22025.39,0.5453,0,2,27,8.3,0
13704.59,146882.99,0.0241,750,8.9,2,4,6.92,284.21,9,1,27,31039.26,0.4254,0,3,38,2.4,0
18557.81,169600.04,0.2037,838,3.9,1,0,3.3,510.44,7,0,0,28674.55,0.1904,0,2,58,25.9,0
12971.58,51792.15,0.2028,623,4.9,2,0,9.74,276.69,3,0,0,33001.35,0.1939,0,3,26,6.8,0
2481.31,69213.02,0.233,735,6.1,1,4,6.66,76.99,3,1,120,44043.52,0.5839,0,1,38,4.7,0
17571.19,26095.49,0.2099,716,5.3,3,1,6.8,345.74,9,0,0,26518.36,0.2705,1,1,23,4.2,0
5732.43,161677.18,0.3414,635,1.5,2,0,9.39,135.85,3,1,8,66060.97,0.7913,1,0,47,1.5,1
10952.16,36650.8,0.052,696,3.6,1,3,14.06,639.32,6,0,0,31854.32,0.466,0,1,34,3.1,0
14218.44,58828.82,0.2006,728,0.9,3,0,7.26,266.6,6,0,0,130784.69,0.7966,0,3,46,17.2,0
25360.16,80175.35,0.2941,649,0.1,2,1,12.27,600.92,9,2,13,49014.16,0.678,0,0,45,3.6,0
8806.22,60008.65,0.2542,785,10.1,0,3,7.7,217.86,6,0,0,57163.14,0.6196,0,4,29,1.6,0
39699.91,34251.32,0.4233,713,5.1,1,1,16.01,749.2,6,2,33,73649.46,0.2088,1,0,35,0.4,0
28562.09,26353.63,0.1045,722,4.8,1,5,15.5,556.68,3,1,26,19047.89,0.4105,1,1,49,5.5,0
7189.65,79809.78,0.2016,777,0.6,1,1,3.0,124.51,7,2,1,34847.29,0.1513,0,1,43,2.1,0
41911.73,24328.25,0.2878,497,4.5,1,0,19.26,1038.62,4,1,13,106532.55,0.3872,0,1,24,0.6,1
7549.99,75525.44,0.2782,734,1.4,2,3,14.03,264.43,12,1,16,61898.2,0.374,1,0,45,1.4,0
6038.35,28347.76,0.1387,723,7.7,1,4,8.06,164.98,5,2,1,6756.93,0.3948,0,2,24,3.6,0
1502.69,67977.27,0.1066,653,1.0,1,2,11.35,53.82,4,0,0,30607.18,0.7234,1,5,47,4.0,0
8757.87,59771.39,0.2494,674,2.0,2,3,6.67,191.25,12,0,0,39915.8,0.3104,0,3,23,9.8,0
9300.35,124468.11,0.3007,646,3.3,2,1,4.86,232.85,6,0,0,23677.79,0.4777,0,2,27,3.7,0
9733.53,62966.64,0.1134,779,7.0,3,4,7.41,210.89,4,0,0,5000.0,0.5832,2,4,47,2.0,0
5603.51,51715.04,0.1308,720,6.3,1,2,12.39,95.15,9,0,0,18414.44,0.2307,0,1,43,1.6,0
4393.42,28502.07,0.2054,665,22.7,1,1,10.48,132.46,5,0,0,11448.34,0.2166,0,1,29,2.6,0
33639.91,15000.0,0.0673,662,12.3,1,1,13.53,755.34,9,0,0,5401.75,0.3408,0,0,51,4.9,0
17708.36,45884.34,0.3765,709,9.4,0,3,18.82,336.16,12,0,0,113118.05,0.9248,0,1,52,0.6,0
6724.55,23676.05,0.3103,730,31.7,2,0,9.04,177.29,10,0,0,5730.48,0.5724,0,0,44,9.7,0
47262.13,56755.55,0.2179,552,0.7,1,3,16.16,2946.97,6,1,3,25951.35,0.1675,0,0,45,3.4,1
13082.77,19121.71,0.2719,790,5.3,0,4,9.47,475.74,7,0,0,34253.8,0.4764,0,0,45,10.9,0
9528.08,30429.71,0.0748,724,4.6,2,1,12.89,411.33,4,2,8,14370.59,0.534,0,0,51,3.4,0
4961.44,25361.52,0.2427,793,2.9,1,1,8.11,100.8,15,1,31,73423.91,0.3828,0,3,58,22.0,0
35757.65,16778.64,0.1272,611,3.4,0,1,10.8,1193.54,12,1,22,8254.96,0.4036,0,1,40,7.5,0
20730.77,32127.36,0.1515,723,8.8,2,1,11.85,414.51,10,0,0,39718.7,0.5675,0,1,21,2.2,0
14688.06,185908.61,0.0704,667,0.5,2,0,18.56,313.66,8,0,0,12220.02,0.3319,0,0,36,0.3,0
13488.38,40356.91,0.2374,796,1.6,3,1,10.21,611.18,6,2,18,20473.38,0.2937,0,1,23,8.4,0
15710.44,15000.0,0.128,773,11.7,1,4,3.24,562.17,10,0,0,25979.22,0.5242,0,2,42,1.1,0
16543.41,54660.05,0.0564,516,5.9,2,1,16.39,1065.06,6,0,0,34414.3,0.6267,1,3,61,1.1,1
6389.19,39308.03,0.2131,738,9.4,2,0,3.0,168.28,9,1,7,41785.16,0.2208,0,2,28,11.0,0
9205.76,39281.55,0.1335,728,3.3,2,2,12.25,241.41,10,0,0,96140.51,0.5356,0,1,35,10.8,0
24536.47,44555.72,0.0473,697,9.7,1,0,9.21,1150.94,7,0,0,26390.72,0.2653,0,1,28,1.2,1
12824.73,16287.38,0.065,714,1.1,0,5,10.11,483.14,6,0,0,25361.4,0.5104,0,2,44,14.2,0
20547.32,44015.21,0.169,663,9.4,2,5,12.67,1310.1,3,0,0,17442.95,0.945,0,0,51,12.0,0
42193.36,42107.14,0.1214,695,21.2,0,2,13.6,2520.31,5,2,40,7328.12,0.4104,0,5,24,19.3,1
34016.89,17975.28,0.1987,743,10.4,3,3,10.48,1392.75,4,1,22,57877.37,0.5419,0,2,49,2.0,0
29617.58,50375.38,0.4071,684,4.2,0,5,8.58,919.09,8,0,0,28796.22,0.4947,0,1,21,0.2,0
9699.84,24457.79,0.2408,715,5.1,2,0,9.18,319.54,8,1,2,45393.77,0.5432,0,2,23,5.5,0
10168.78,153155.49,0.2814,760,1.1,3,3,13.79,237.18,3,0,0,32712.34,0.2569,0,2,53,4.6,0
19837.36,23425.82,0.4396,690,4.2,2,1,8.08,1237.13,10,0,0,16770.25,0.8255,0,3,38,0.4,0
7238.15,108702.94,0.0689,629,1.3,1,0,22.05,133.23,6,0,0,53317.83,0.5782,1,1,40,16.2,0
19965.83,95256.33,0.2219,802,0.2,1,1,11.52,614.52,7,0,0,15325.33,0.1288,0,0,28,1.5,0
17229.59,56244.86,0.203,748,1.1,0,0,9.78,894.36,7,1,1,19848.76,0.3092,0,1,32,4.8,0
16520.09,37306.51,0.0311,692,2.9,1,0,19.54,610.58,3,0,0,10017.48,0.4638,0,0,52,2.9,0
11625.44,19836.01,0.0876,632,17.8,3,2,4.35,240.83,11,2,1,12903.28,0.3372,0,1,36,2.9,0
51760.53,54212.84,0.0364,678,20.6,1,3,16.7,924.85,6,0,0,28789.61,0.4267,1,0,38,0.2,0
9484.34,47954.18,0.1206,731,2.8,1,0,15.82,246.32,16,1,4,15552.39,0.4765,0,0,45,9.9,0
6894.27,34933.46,0.3065,642,10.5,1,1,13.53,497.77,11,0,0,99409.27,0.7976,0,1,37,0.8,0
18699.67,23150.74,0.0296,656,0.2,2,2,17.4,474.49,12,0,0,10209.68,0.464,0,1,27,4.0,0
8362.67,31163.76,0.4552,711,2.6,2,5,12.36,406.09,8,0,0,25029.55,0.3781,0,0,38,4.2,0
15647.82,15000.0,0.1989,724,0.5,2,0,14.52,362.91,9,0,0,23127.52,0.5131,0,0,42,5.7,0
58162.67,50071.36,0.1095,686,6.2,1,3,9.0,1015.24,7,0,0,5000.0,0.4837,0,1,39,3.3,0
9257.45,22839.07,0.0457,698,2.0,1,1,3.0,384.63,9,0,0,7610.59,0.2071,0,0,29,2.4,0
6267.39,117966.01,0.0299,787,2.6,1,0,3.0,504.1,7,0,0,41373.35,0.0818,0,0,31,1.0,0
26293.7,58350.68,0.1665,636,1.2,2,0,11.36,1189.17,8,0,0,17208.53,0.8445,0,1,43,9.7,1
16176.46,199024.26,0.3867,607,15.2,1,3,10.67,373.01,7,1,4,35389.26,0.4573,0,1,51,1.2,1
18667.04,44450.23,0.1887,773,5.4,0,4,11.16,347.1,8,0,0,57762.09,0.1329,0,0,47,5.2,0
10637.46,64599.16,0.318,621,0.0,1,1,19.81,208.79,18,2,15,64693.48,0.7339,0,0,48,3.1,1
13604.46,29559.53,0.0635,637,1.4,2,4,8.48,708.7,7,0,0,9077.78,0.8279,1,0,22,3.6,0
19661.32,63728.98,0.1196,707,0.7,2,4,10.3,535.47,5,0,0,18039.86,0.645,0,0,21,0.4,1
24846.03,39659.54,0.1687,751,1.5,3,2,11.68,516.16,8,1,39,45062.24,0.3536,0,1,49,8.1,0
26163.35,48587.09,0.0552,672,0.4,3,2,12.49,745.66,10,1,9,29997.44,0.328,0,1,48,4.2,0
14056.65,71919.62,0.1983,817,0.3,2,5,7.57,687.61,11,1,14,17900.74,0.4707,0,2,48,0.2,0
69047.03,158136.74,0.0843,729,0.2,1,5,16.28,4378.9,10,0,0,43239.59,0.6908,0,3,41,16.6,0
12278.45,17927.53,0.0464,681,0.3,1,0,6.38,352.25,8,1,30,11535.89,0.3775,0,0,41,0.1,0
67991.8,99650.4,0.1658,809,1.3,0,3,3.24,2854.31,5,2,1,6352.6,0.2767,1,1,44,14.2,0
15548.1,42363.94,0.2714,662,0.6,2,1,11.24,352.57,7,1,32,41012.59,1.0,0,0,28,1.5,0
8198.6,138955.34,0.1674,632,11.2,1,2,3.59,141.12,5,0,0,5000.0,0.3898,0,1,34,0.6,0
21044.24,22188.13,0.1327,591,3.4,3,4,14.97,477.87,11,0,0,23566.71,0.1831,0,2,27,0.9,0
24639.98,31530.64,0.2255,671,0.6,1,3,9.43,1203.05,7,0,0,9796.47,0.6074,0,3,60,9.2,0
19857.78,37068.37,0.2779,676,0.7,2,4,16.77,377.27,9,0,0,16399.8,0.5239,0,1,21,0.5,1
11271.14,97007.55,0.2407,828,2.0,2,3,7.74,261.07,7,0,0,46911.39,0.644,0,1,53,10.2,0
18113.08,81745.55,0.3135,657,5.4,1,2,6.72,428.63,5,1,25,10364.94,0.7263,0,0,27,2.6,0
21008.8,15000.0,0.1154,650,0.9,2,1,10.6,459.45,9,0,0,7950.53,0.5752,0,0,41,11.1,1
16049.86,70743.65,0.0624,673,1.0,0,0,11.08,1035.61,7,1,1,26944.03,0.3283,0,0,50,19.2,0
14547.25,75384.03,0.167,576,7.0,2,1,10.16,267.43,8,0,0,39572.15,0.2596,0,2,28,2.5,0
19354.57,38890.17,0.2063,719,2.5,1,3,8.03,416.87,9,1,1,19482.03,0.3123,0,1,39,0.3,0
23804.18,54894.63,0.0774,616,3.1,1,5,9.61,405.57,10,1,10,30340.84,0.1934,0,3,33,1.6,0
6749.84,57935.17,0.4457,679,2.0,2,0,12.24,356.41,12,0,0,16552.55,0.5259,0,0,47,0.1,0
17145.87,15683.17,0.2549,738,7.5,1,2,12.25,371.58,12,2,27,30082.95,0.5777,0,0,58,4.9,0
6867.18,176897.7,0.2168,623,8.8,2,4,16.87,117.69,10,0,0,86497.85,0.2922,0,1,53,2.3,0
11391.0,33292.93,0.1728,703,0.6,2,4,13.13,699.12,7,0,0,21829.21,0.4434,0,1,27,5.9,0
9776.12,16494.11,0.0997,637,3.5,1,3,11.89,615.94,8,0,0,8973.63,0.6794,1,2,44,1.9,0
7687.6,21345.37,0.0401,670,0.9,1,1,7.96,274.6,8,0,0,18981.7,0.1436,0,2,31,9.8,0
54086.7,17404.99,0.1374,722,22.0,2,2,10.47,1302.18,5,0,0,28774.08,0.3726,0,0,43,8.0,0
8984.21,16441.9,0.0571,679,4.1,2,0,10.57,168.14,9,1,3,67123.16,0.4666,0,0,21,10.6,0
5787.74,31790.32,0.2347,649,2.2,2,2,5.41,105.0,15,0,0,55071.45,0.372,0,3,50,21.0,0
6740.02,42804.63,0.0594,670,0.6,2,2,15.44,191.67,11,0,0,22617.91,0.7181,0,1,46,2.7,0
17514.68,44611.51,0.0792,728,0.1,2,0,6.95,573.62,9,0,0,34397.81,0.7999,0,0,50,0.6,0
17120.56,46480.95,0.0472,694,3.2,2,1,12.34,567.9,8,0,0,20896.76,0.595,0,2,34,12.0,0
15024.19,25723.59,0.0329,622,0.3,0,4,10.89,296.34,5,2,20,18957.09,0.3326,0,0,40,3.1,0
10827.81,98258.24,0.0536,699,7.7,1,0,10.46,368.03,5,2,13,40209.27,0.2377,0,2,44,8.3,0
25996.77,179919.68,0.3498,574,4.6,1,4,5.56,496.42,6,0,0,122802.84,0.5455,1,0,36,1.2,0
37804.57,64043.41,0.1994,663,4.3,1,0,11.08,883.71,9,0,0,43332.98,0.3031,0,0,35,1.0,0
11912.49,22949.7,0.0884,690,3.9,2,3,11.17,366.71,6,1,14,5000.0,0.1535,0,3,51,0.9,0
11618.49,28624.88,0.1257,725,8.2,1,2,7.01,269.81,8,0,0,19410.62,0.1458,2,0,30,2.8,0
12778.06,48263.5,0.3141,673,3.3,3,0,15.94,297.79,7,2,2,44246.02,0.3735,1,1,31,8.9,0
18852.59,54755.54,0.2404,606,15.6,2,0,14.27,1349.81,8,1,19,12328.13,0.1984,0,0,55,2.4,0
3195.11,17556.07,0.2351,716,2.8,2,4,18.39,66.22,11,0,0,39821.57,0.1943,0,0,21,2.7,0
22928.31,19842.67,0.2103,648,0.8,2,4,5.81,400.01,5,0,0,11528.19,0.197,0,1,46,1.2,0
7147.73,60272.59,0.1751,725,0.3,2,0,11.87,229.88,9,3,3,5000.0,0.3859,0,1,52,0.2,0
3957.7,92948.98,0.2118,587,21.5,2,1,16.65,94.04,5,1,11,18604.0,0.2585,0,3,59,6.2,0
6178.18,20329.12,0.1251,695,0.9,2,3,19.3,195.02,11,1,2,14226.66,0.3662,0,0,35,9.2,0
12121.2,68301.03,0.1231,715,3.1,1,0,8.03,288.06,5,0,0,6229.69,0.2374,0,2,45,7.5,0
12969.73,37932.99,0.1237,580,2.6,2,2,10.06,714.68,5,0,0,20858.71,0.1953,0,1,54,1.0,0
56375.28,28238.93,0.1337,738,1.1,1,4,13.21,2166.83,11,0,0,7103.78,0.1933,0,0,40,7.1,0
6736.59,55556.47,0.177,652,0.6,2,2,9.2,139.68,7,2,7,26839.91,0.8187,0,1,34,7.9,0
11702.85,93148.82,0.2114,750,3.4,1,3,14.75,200.08,8,1,2,64043.96,0.5383,0,1,33,2.0,0
6789.76,78633.81,0.1722,707,0.5,2,5,10.41,238.74,16,0,0,49760.93,0.6344,0,3,21,4.0,0
3469.28,25720.13,0.1845,698,3.0,2,0,7.82,200.22,8,1,17,36969.71,0.4389,1,0,27,6.8,0
22256.87,30161.83,0.218,716,4.5,2,5,6.62,1153.94,8,1,14,10442.34,0.5884,0,0,21,0.3,1
10381.09,78964.03,0.085,710,1.8,1,0,8.72,177.19,8,0,0,35393.36,0.4754,0,1,37,6.9,0
56518.47,16666.35,0.0475,697,9.0,2,4,12.75,1036.62,13,0,0,15960.96,0.5926,0,0,52,8.4,0
26309.29,35703.69,0.1567,726,3.0,3,5,13.79,2015.11,8,1,2,13804.33,0.6598,0,1,49,3.3,0
16379.15,87477.82,0.2369,622,2.9,1,1,15.16,898.33,7,0,0,17931.23,0.5731,0,1,48,6.3,0
44664.07,55254.86,0.2144,683,15.2,1,3,6.03,773.33,17,0,0,19014.4,0.1966,0,2,33,2.0,0
21827.73,76080.66,0.2036,769,2.9,2,3,3.0,1566.91,10,0,0,33158.44,0.2045,0,1,64,0.7,0
11692.46,15000.0,0.0169,494,0.7,2,3,16.34,278.17,13,2,37,8474.71,0.3405,0,1,44,0.9,0
11075.45,120990.43,0.2007,725,2.3,2,0,19.6,200.43,6,0,0,20121.85,0.4067,0,0,38,4.9,0
8595.92,102738.22,0.3212,681,3.0,1,0,13.65,364.69,8,1,23,13042.95,0.3314,0,0,39,1.0,0
10510.38,44849.24,0.1315,632,13.7,0,2,9.99,603.13,12,0,0,15478.19,0.8322,0,1,21,5.0,0
8476.98,24527.65,0.0967,600,1.9,1,5,16.95,146.55,11,0,0,42029.82,0.1853,1,1,39,9.6,0
21688.17,39279.31,0.2382,828,4.2,3,1,3.0,815.24,6,0,0,23358.97,0.3788,0,0,41,7.8,0
8544.0,164682.92,0.2098,773,8.0,1,2,14.17,368.46,10,0,0,40662.46,0.1501,0,1,55,1.0,0
9531.97,68247.22,0.1411,597,1.5,0,1,11.27,614.39,10,0,0,21666.19,0.5423,0,1,38,3.8,0
6573.89,45450.86,0.0634,717,4.6,1,0,15.08,113.3,8,0,0,9660.91,0.5096,0,2,41,4.1,0
13650.09,104970.49,0.1472,600,5.8,1,0,7.79,493.73,12,2,9,15386.47,0.4313,0,0,39,8.1,0
9772.33,51033.65,0.0898,724,7.9,1,5,4.91,717.2,11,0,0,15784.21,0.0929,0,2,33,1.5,0
11325.55,45738.57,0.1901,703,11.2,2,0,15.79,327.44,11,0,0,62009.0,0.0919,0,0,41,17.2,0
1418.74,130247.49,0.1181,724,9.0,1,4,13.42,30.01,5,0,0,11957.21,0.8705,0,0,39,0.2,0
5029.28,50457.24,0.0822,725,1.2,2,3,15.91,114.35,7,0,0,49406.99,0.3763,0,1,39,2.8,0
16984.99,118901.84,0.1278,741,4.1,2,4,8.5,388.65,8,1,1,42955.48,0.3152,0,0,28,4.6,0
14086.61,66006.85,0.2285,804,1.1,0,5,7.28,298.19,6,0,0,13971.0,0.2111,0,2,41,0.0,0
7445.31,57547.43,0.2948,664,5.1,2,1,18.34,213.71,7,0,0,10758.69,0.5842,0,0,33,4.6,0
5970.17,99609.86,0.1491,713,2.7,2,5,8.27,127.63,8,1,13,8997.09,0.3201,0,1,21,2.5,0
8761.16,19136.73,0.2931,528,2.8,1,0,15.18,231.33,11,2,6,55689.46,0.3009,0,0,42,3.2,1
18762.43,22497.0,0.3955,682,0.5,2,0,8.27,856.88,8,1,85,14853.54,0.2352,0,1,52,1.7,1
32686.9,18047.87,0.2824,771,13.5,0,1,14.29,981.89,7,0,0,70519.75,0.1229,0,0,44,0.3,0
14665.43,146551.74,0.1059,740,7.1,3,3,9.76,287.39,9,2,3,22116.87,0.5831,0,2,40,16.6,0
5291.6,59099.13,0.0856,689,39.7,0,1,11.74,96.43,11,0,0,6792.04,0.6877,1,1,42,0.3,0
43397.6,25240.62,0.2574,715,0.0,1,0,16.3,794.43,4,2,16,104234.54,0.3555,0,3,52,0.5,0
10058.2,139959.55,0.3562,728,1.7,2,0,18.14,285.48,10,0,0,49127.74,0.6536,0,1,75,2.1,0
15758.67,64090.98,0.1195,659,3.8,3,5,14.39,506.12,8,3,37,17295.06,0.4794,1,1,45,2.3,0
16505.2,42350.12,0.0466,683,0.1,2,3,12.97,390.89,8,0,0,22185.17,0.2704,0,0,48,2.5,0
3440.1,55231.09,0.2061,671,10.6,0,0,13.65,68.29,14,0,0,24904.82,0.1988,1,2,21,4.7,0
11368.96,36051.79,0.2579,645,3.0,1,0,22.04,328.79,8,1,87,10752.97,0.5301,0,1,29,16.0,0
17238.26,43952.28,0.1922,530,4.0,1,2,9.06,1149.18,3,0,0,12185.19,0.2398,0,1,27,9.9,1
56441.7,58418.56,0.0355,680,0.8,0,2,6.21,2601.34,5,1,68,55235.88,0.14,0,3,33,7.9,0
11432.51,33963.01,0.1077,716,8.3,3,2,7.35,232.19,10,0,0,38837.86,0.5948,0,1,37,0.8,0
15022.37,46279.16,0.1482,754,9.8,3,0,6.76,347.28,11,1,27,31215.83,0.6821,0,0,56,3.6,0
21496.67,71688.48,0.0559,716,0.8,0,4,5.59,876.21,14,0,0,73992.45,0.4824,0,0,43,7.9,0
18284.37,56832.24,0.3301,739,3.6,0,2,8.68,676.46,9,2,1,24830.14,0.6396,0,1,50,3.2,0
11731.57,90349.94,0.2554,700,21.6,2,5,7.37,293.33,9,2,42,6583.5,0.561,0,0,40,3.8,0
21680.1,47929.77,0.0856,583,2.1,1,1,12.72,1052.77,10,0,0,23497.11,0.6082,0,0,53,14.8,0
14888.98,29213.52,0.0905,637,13.0,2,2,3.21,422.57,8,1,36,6304.97,0.5906,0,2,70,6.9,0
21167.66,78957.36,0.0161,673,2.9,2,5,9.24,662.32,10,1,31,16985.66,0.1814,0,2,32,5.6,0
18081.3,88954.59,0.0889,772,4.6,1,0,6.22,455.89,2,2,3,34854.23,0.2001,0,2,38,9.4,0
28432.97,47278.29,0.0761,623,3.0,0,1,11.35,481.88,8,1,6,28758.2,0.5415,0,0,25,1.5,0
11141.3,20182.85,0.036,850,0.7,2,0,8.48,425.9,8,0,0,38180.52,0.1084,0,2,21,1.2,0
28189.69,18661.93,0.4791,580,3.7,2,2,3.17,2050.2,3,0,0,26059.51,0.2715,0,0,40,1.8,1
42959.59,61842.35,0.2331,646,0.5,2,0,6.05,778.73,10,0,0,12154.88,0.2144,0,4,33,2.0,0
19483.91,62466.02,0.0492,773,6.6,0,0,11.97,1440.59,5,0,0,80325.82,0.0916,0,3,21,4.9,0
7144.61,136533.99,0.2349,666,10.5,0,3,12.87,296.43,10,0,0,42702.98,0.5174,0,3,51,0.7,0
29623.57,45320.12,0.1811,729,3.1,2,0,10.63,903.85,5,0,0,36305.26,0.4019,0,1,60,7.7,0
32837.65,61825.47,0.2413,768,2.0,1,3,7.89,1039.52,14,0,0,11240.82,0.7002,0,1,30,5.3,0
9084.37,42049.97,0.2199,701,0.7,2,3,8.25,160.51,6,0,0,10646.32,0.4886,0,2,55,0.5,0
14291.97,71042.22,0.3733,759,2.1,3,1,8.76,740.34,8,0,0,12348.79,0.8278,0,3,40,5.4,0
10333.95,74572.99,0.3596,714,0.2,1,0,8.49,306.15,6,1,21,5296.52,0.7153,0,2,52,6.2,0
3639.98,30225.93,0.0365,805,11.0,2,0,6.27,170.64,5,1,8,21275.72,0.293,0,0,41,4.9,0
54945.75,48036.78,0.3646,715,3.2,0,0,6.95,1000.4,7,0,0,101115.5,0.6275,0,0,46,4.1,0
20916.31,32868.01,0.206,678,3.6,0,4,8.08,389.41,10,0,0,59380.06,0.5287,1,0,35,27.1,0
10920.62,42286.7,0.3817,651,0.7,0,0,10.92,254.94,8,1,6,30452.34,0.7024,0,2,61,2.9,0
5393.12,55698.46,0.056,733,15.8,2,5,12.46,104.94,9,0,0,47993.15,0.3181,0,3,23,2.9,0
12542.02,98019.66,0.0126,570,14.7,1,2,11.65,360.92,5,1,12,19726.26,0.0501,0,3,38,8.4,0
23892.66,50567.7,0.2602,666,2.2,2,1,4.71,1027.35,9,1,25,45054.67,0.5664,0,1,30,0.9,0
39705.52,29100.87,0.0692,754,2.0,1,0,7.42,1096.51,6,1,14,18826.53,0.1109,0,3,60,4.3,0
6737.33,44607.3,0.1039,699,1.1,2,1,3.68,428.77,8,1,8,26282.74,0.454,0,0,45,9.4,0
11892.64,40753.63,0.1475,599,7.2,2,0,16.83,450.51,12,1,6,7121.14,0.3076,0,1,45,0.4,1
28204.95,57990.98,0.227,782,0.1,3,3,10.0,1424.59,8,0,0,6373.4,0.2428,0,1,47,3.9,0
16299.83,23617.24,0.1418,696,2.0,2,0,6.86,279.38,5,1,11,44189.3,0.4519,0,4,23,7.5,0
10434.98,34073.45,0.3331,667,1.9,3,3,7.74,230.18,10,0,0,96090.14,0.5133,0,1,33,4.1,0
17131.62,15310.29,0.073,673,6.7,1,0,11.93,1229.21,6,0,0,33463.67,0.5479,0,0,30,10.8,1
