account_age_months,monthly_active_users,daily_active_users_avg,feature_adoption_score,num_support_tickets_last_month,avg_session_duration_minutes,login_frequency_weekly,num_integrations_enabled,contract_type,plan_tier,num_admin_users,data_storage_used_pct,num_reports_created_last_month,last_login_days_ago,nps_score,onboarding_completed,training_sessions_attended,billing_issues_count,competitor_mention_in_tickets,expansion_revenue_pct,target
9.5,8.0,1.7,45.4,1.0,21.9,1.0,4.0,0.0,1.0,1.0,78.9,5.0,1.6,5.3,1.0,2.0,1.0,0.0,31.2,0
1.4,16.0,13.7,82.9,0.0,24.0,5.0,1.0,1.0,2.0,5.0,26.9,11.0,2.6,6.6,1.0,1.0,1.0,0.0,57.0,0
41.5,16.0,5.6,43.9,3.0,18.0,4.0,5.0,0.0,2.0,3.0,35.2,9.0,1.2,5.2,1.0,0.0,0.0,0.0,27.4,0
14.9,15.0,7.4,46.8,1.0,11.9,2.0,1.0,1.0,0.0,1.0,29.8,4.0,4.0,8.1,0.0,2.0,1.0,0.0,9.0,0
40.9,14.0,5.5,23.6,1.0,7.4,5.0,2.0,0.0,2.0,3.0,36.9,11.0,0.3,7.8,1.0,2.0,0.0,0.0,25.6,0
3.9,23.0,10.5,80.5,2.0,12.1,1.0,4.0,0.0,1.0,2.0,66.4,10.0,4.2,3.4,0.0,5.0,2.0,0.0,10.3,0
21.7,15.0,10.5,37.6,2.0,15.3,10.0,4.0,0.0,1.0,2.0,60.2,5.0,0.1,6.5,0.0,4.0,0.0,0.0,23.9,0
31.0,13.0,4.6,23.8,4.0,5.2,4.0,1.0,0.0,0.0,2.0,43.2,12.0,8.2,9.8,1.0,1.0,1.0,0.0,2.2,0
6.2,13.0,6.3,79.1,0.0,7.5,2.0,3.0,0.0,0.0,1.0,45.7,7.0,2.4,8.9,1.0,1.0,0.0,0.0,28.6,0
5.7,12.0,3.9,18.7,2.0,23.3,3.0,3.0,1.0,0.0,1.0,16.1,9.0,8.8,7.6,0.0,4.0,0.0,0.0,18.8,0
1.3,12.0,8.4,59.8,2.0,35.5,6.0,1.0,0.0,1.0,3.0,55.2,5.0,1.8,7.2,0.0,4.0,0.0,0.0,13.4,0
2.6,12.0,4.5,75.0,2.0,15.4,3.0,4.0,1.0,1.0,2.0,14.5,7.0,5.8,6.6,0.0,4.0,0.0,0.0,10.9,0
1.0,14.0,5.1,65.1,0.0,105.5,6.0,3.0,0.0,1.0,3.0,18.0,8.0,1.0,5.6,1.0,4.0,0.0,0.0,28.9,0
58.8,23.0,0.4,26.8,1.0,33.6,2.0,1.0,0.0,2.0,3.0,12.2,6.0,5.2,6.4,0.0,3.0,1.0,0.0,24.1,0
8.4,16.0,9.4,57.2,0.0,4.2,3.0,3.0,0.0,1.0,3.0,51.1,8.0,30.9,6.9,1.0,3.0,0.0,0.0,0.4,1
34.7,13.0,5.8,69.8,1.0,23.6,4.0,3.0,0.0,0.0,3.0,75.1,6.0,1.3,5.7,1.0,2.0,1.0,0.0,11.1,0
33.4,12.0,5.2,17.6,1.0,10.3,4.0,3.0,0.0,0.0,3.0,37.4,11.0,14.3,6.9,1.0,3.0,0.0,0.0,30.6,1
61.4,12.0,6.4,52.5,0.0,26.5,4.0,0.0,0.0,1.0,1.0,57.7,12.0,8.9,9.2,0.0,0.0,0.0,1.0,5.7,1
52.1,19.0,8.6,31.1,0.0,29.1,3.0,0.0,0.0,1.0,1.0,31.8,13.0,2.8,3.6,0.0,0.0,0.0,0.0,19.1,0
27.8,16.0,2.0,49.6,0.0,14.9,2.0,4.0,1.0,0.0,1.0,13.9,8.0,23.0,4.1,1.0,2.0,0.0,0.0,26.7,1
9.9,10.0,4.8,32.1,1.0,77.8,5.0,2.0,1.0,0.0,4.0,22.6,2.0,9.0,6.9,1.0,0.0,0.0,0.0,27.0,0
12.5,23.0,6.6,82.0,2.0,19.7,4.0,0.0,0.0,1.0,1.0,32.3,9.0,6.7,6.3,1.0,1.0,1.0,0.0,4.3,0
17.3,8.0,5.0,59.9,1.0,15.3,8.0,4.0,0.0,1.0,1.0,25.2,6.0,15.6,3.9,1.0,0.0,0.0,0.0,22.0,1
68.1,15.0,0.8,29.3,0.0,5.1,2.0,2.0,0.0,1.0,2.0,26.8,7.0,1.5,10.0,1.0,2.0,0.0,0.0,15.2,0
27.3,10.0,3.5,54.8,3.0,28.0,3.0,0.0,0.0,0.0,1.0,62.2,6.0,2.7,7.9,0.0,2.0,1.0,0.0,6.9,1
5.8,18.0,12.4,52.4,1.0,30.9,3.0,0.0,0.0,2.0,2.0,58.8,4.0,0.3,8.6,1.0,1.0,1.0,0.0,7.4,0
18.7,17.0,6.2,63.0,1.0,15.4,3.0,0.0,0.0,1.0,1.0,28.4,8.0,7.8,4.8,1.0,0.0,0.0,0.0,19.0,1
3.3,13.0,4.1,87.3,2.0,5.4,6.0,2.0,1.0,1.0,3.0,65.2,6.0,13.9,5.8,1.0,0.0,0.0,0.0,13.0,0
6.0,15.0,4.9,34.5,2.0,14.9,4.0,1.0,0.0,2.0,1.0,46.8,8.0,0.6,5.2,0.0,2.0,0.0,0.0,19.0,0
2.6,13.0,5.6,77.8,0.0,28.6,4.0,1.0,0.0,1.0,2.0,60.9,10.0,2.3,7.0,0.0,3.0,0.0,0.0,17.4,0
22.6,22.0,3.4,16.2,0.0,11.0,4.0,1.0,0.0,1.0,3.0,34.4,8.0,1.1,8.7,1.0,1.0,0.0,0.0,33.4,0
1.0,8.0,1.5,84.1,3.0,8.6,5.0,1.0,1.0,1.0,2.0,31.3,4.0,6.9,6.0,0.0,2.0,0.0,0.0,2.6,0
3.2,14.0,7.2,51.0,0.0,30.6,3.0,1.0,0.0,0.0,3.0,70.5,8.0,30.2,6.7,1.0,3.0,0.0,0.0,6.1,1
4.5,12.0,3.7,70.6,0.0,15.6,4.0,0.0,0.0,1.0,3.0,64.6,7.0,5.8,6.7,1.0,3.0,0.0,0.0,16.7,0
16.3,12.0,4.2,72.6,1.0,8.3,3.0,0.0,1.0,1.0,3.0,9.3,5.0,3.3,4.8,1.0,0.0,0.0,0.0,14.0,0
1.1,15.0,3.2,17.3,0.0,28.6,7.0,3.0,0.0,2.0,5.0,27.3,4.0,6.3,6.9,1.0,1.0,0.0,0.0,19.7,0
2.9,20.0,9.0,39.7,3.0,28.5,6.0,2.0,0.0,1.0,2.0,26.1,9.0,2.8,10.0,1.0,3.0,0.0,0.0,25.7,0
18.9,14.0,3.7,58.8,1.0,23.3,4.0,0.0,1.0,0.0,1.0,34.9,6.0,4.8,8.8,1.0,0.0,0.0,0.0,10.5,0
12.7,21.0,6.4,37.9,1.0,31.7,5.0,1.0,0.0,1.0,1.0,55.2,8.0,4.8,6.1,1.0,0.0,0.0,0.0,1.7,0
11.2,11.0,5.7,74.1,1.0,29.1,4.0,1.0,1.0,2.0,3.0,42.7,8.0,2.7,5.9,0.0,2.0,0.0,0.0,0.9,0
4.1,13.0,4.2,62.0,0.0,10.2,6.0,3.0,1.0,0.0,4.0,20.4,8.0,7.5,7.1,1.0,0.0,0.0,0.0,13.0,0
21.1,9.0,6.1,79.2,0.0,12.5,3.0,1.0,0.0,1.0,2.0,23.2,10.0,0.8,9.4,1.0,2.0,0.0,0.0,2.8,0
1.0,16.0,3.0,50.0,1.0,5.6,6.0,0.0,0.0,1.0,2.0,37.9,7.0,6.5,8.9,1.0,0.0,0.0,0.0,5.0,1
1.2,9.0,1.7,63.5,1.0,8.9,2.0,3.0,0.0,1.0,3.0,14.6,3.0,0.0,6.1,1.0,1.0,0.0,0.0,45.9,0
1.0,9.0,4.7,45.4,1.0,43.5,3.0,2.0,0.0,1.0,6.0,24.1,12.0,0.9,7.8,1.0,3.0,1.0,0.0,18.3,1
29.8,12.0,5.2,88.6,0.0,8.1,4.0,0.0,0.0,0.0,5.0,46.7,12.0,1.6,5.4,1.0,4.0,0.0,0.0,4.3,0
16.3,15.0,3.9,70.3,1.0,8.0,3.0,5.0,1.0,2.0,1.0,26.9,4.0,0.3,1.6,1.0,0.0,0.0,0.0,12.5,0
11.2,13.0,4.1,48.6,0.0,16.1,3.0,0.0,1.0,2.0,1.0,48.0,6.0,1.6,7.8,1.0,4.0,0.0,0.0,0.9,0
17.1,13.0,3.0,90.6,0.0,38.7,2.0,1.0,1.0,0.0,2.0,6.1,11.0,0.3,6.0,1.0,4.0,1.0,0.0,23.3,0
21.2,17.0,3.8,29.4,2.0,37.2,4.0,2.0,1.0,1.0,3.0,66.6,6.0,5.8,9.0,1.0,4.0,0.0,0.0,17.7,0
20.2,13.0,1.9,55.1,1.0,25.8,4.0,4.0,0.0,1.0,4.0,22.4,8.0,7.4,5.3,1.0,2.0,0.0,0.0,0.0,1
1.4,14.0,7.9,18.1,1.0,3.9,4.0,2.0,0.0,1.0,5.0,27.5,10.0,0.7,6.8,1.0,0.0,1.0,0.0,23.5,0
35.1,21.0,11.9,73.0,1.0,19.5,4.0,1.0,1.0,1.0,2.0,61.3,8.0,8.1,6.8,0.0,3.0,1.0,0.0,10.7,0
64.5,21.0,11.2,61.3,0.0,13.5,3.0,4.0,0.0,0.0,2.0,43.6,5.0,5.8,6.5,1.0,1.0,0.0,0.0,17.1,0
3.9,17.0,4.8,41.4,0.0,3.4,6.0,1.0,1.0,1.0,1.0,11.1,4.0,2.0,10.0,1.0,1.0,0.0,0.0,16.6,0
10.1,17.0,4.9,35.5,1.0,18.8,2.0,1.0,0.0,0.0,3.0,41.1,12.0,1.6,10.0,1.0,0.0,0.0,0.0,2.7,0
25.8,17.0,3.7,36.0,4.0,7.7,3.0,4.0,0.0,1.0,1.0,32.2,11.0,2.2,6.5,1.0,1.0,0.0,0.0,20.7,0
4.7,17.0,5.2,77.1,1.0,11.5,8.0,1.0,0.0,2.0,1.0,58.5,6.0,14.6,6.7,1.0,1.0,0.0,0.0,4.3,0
22.0,11.0,2.7,65.5,0.0,17.9,5.0,2.0,1.0,2.0,1.0,33.8,6.0,2.9,5.7,1.0,3.0,0.0,0.0,6.4,0
37.4,16.0,3.8,65.1,3.0,10.2,3.0,1.0,0.0,1.0,2.0,63.4,8.0,5.8,6.8,1.0,1.0,0.0,0.0,5.1,1
17.7,16.0,2.0,61.7,0.0,8.4,8.0,2.0,1.0,2.0,2.0,34.1,10.0,2.6,8.4,0.0,2.0,0.0,0.0,20.0,0
1.6,15.0,4.4,77.5,1.0,9.9,3.0,0.0,1.0,0.0,1.0,58.7,8.0,3.2,9.8,0.0,2.0,0.0,0.0,2.8,0
16.7,11.0,3.0,53.8,0.0,4.4,5.0,2.0,1.0,2.0,1.0,21.9,5.0,0.5,7.1,1.0,2.0,0.0,0.0,16.8,0
13.1,16.0,7.0,9.4,2.0,38.9,0.0,1.0,1.0,1.0,2.0,44.5,8.0,17.0,8.7,1.0,2.0,0.0,0.0,20.8,0
44.1,12.0,1.1,44.2,1.0,10.7,10.0,0.0,0.0,1.0,2.0,40.1,6.0,8.8,5.4,1.0,3.0,2.0,0.0,7.3,1
14.7,17.0,11.3,37.0,3.0,8.2,4.0,0.0,0.0,1.0,2.0,53.2,8.0,3.7,3.0,1.0,0.0,0.0,0.0,20.2,0
3.3,17.0,7.1,71.1,1.0,7.9,5.0,5.0,0.0,0.0,3.0,24.1,10.0,3.3,5.8,1.0,1.0,0.0,0.0,40.9,0
6.6,17.0,8.4,66.5,2.0,11.8,2.0,2.0,1.0,1.0,1.0,45.7,11.0,13.2,5.0,1.0,2.0,0.0,0.0,12.7,0
65.0,16.0,4.1,53.3,1.0,29.1,9.0,2.0,0.0,1.0,2.0,52.3,7.0,18.9,7.2,1.0,1.0,0.0,0.0,13.7,1
19.6,11.0,5.0,47.3,1.0,5.9,4.0,1.0,0.0,1.0,1.0,31.5,10.0,24.7,8.0,0.0,3.0,0.0,0.0,12.9,1
3.5,16.0,9.0,45.2,3.0,27.0,4.0,1.0,0.0,1.0,1.0,19.3,2.0,10.9,7.2,1.0,1.0,0.0,0.0,5.8,0
12.9,15.0,5.2,69.5,0.0,3.3,2.0,1.0,1.0,1.0,4.0,20.6,10.0,12.1,2.6,0.0,0.0,0.0,0.0,14.6,1
2.4,10.0,0.5,35.2,1.0,15.6,1.0,4.0,1.0,2.0,2.0,8.0,7.0,7.4,6.9,1.0,1.0,0.0,0.0,50.2,0
1.0,15.0,3.0,62.8,1.0,5.3,3.0,1.0,0.0,0.0,4.0,17.1,4.0,2.7,6.1,1.0,1.0,1.0,0.0,21.4,0
2.9,17.0,3.1,34.4,1.0,15.6,7.0,3.0,0.0,1.0,2.0,22.8,12.0,7.6,9.3,0.0,2.0,0.0,0.0,2.8,1
16.8,11.0,1.8,65.4,0.0,31.1,4.0,1.0,0.0,0.0,3.0,29.3,6.0,0.6,4.9,1.0,2.0,0.0,0.0,6.0,1
37.4,13.0,1.4,56.1,3.0,5.4,3.0,4.0,0.0,2.0,4.0,42.6,7.0,3.8,6.0,0.0,0.0,0.0,0.0,10.4,0
9.3,18.0,3.5,43.0,2.0,18.3,3.0,2.0,0.0,0.0,3.0,37.3,7.0,10.0,10.0,1.0,0.0,0.0,0.0,14.6,0
23.1,12.0,3.0,55.0,0.0,6.0,3.0,2.0,1.0,1.0,1.0,53.7,9.0,4.7,6.9,0.0,1.0,0.0,0.0,16.6,0
3.0,23.0,3.1,36.4,0.0,6.3,4.0,5.0,1.0,1.0,2.0,19.8,7.0,0.8,4.4,1.0,1.0,0.0,0.0,7.7,0
1.0,17.0,12.1,56.5,1.0,6.0,3.0,1.0,1.0,1.0,1.0,53.7,11.0,2.5,4.5,1.0,3.0,0.0,0.0,26.4,0
9.1,14.0,10.3,41.1,0.0,4.1,3.0,2.0,0.0,1.0,3.0,55.1,7.0,2.3,7.9,1.0,0.0,0.0,0.0,10.1,0
51.9,16.0,12.1,85.0,2.0,9.2,3.0,1.0,0.0,0.0,6.0,84.5,5.0,0.2,9.9,1.0,3.0,1.0,0.0,3.9,0
8.1,17.0,9.6,33.4,0.0,7.8,4.0,4.0,0.0,1.0,1.0,11.5,7.0,13.0,4.5,1.0,0.0,1.0,0.0,7.1,1
11.8,13.0,6.4,57.4,1.0,2.4,6.0,1.0,0.0,1.0,1.0,17.8,11.0,7.2,7.2,1.0,0.0,0.0,0.0,62.6,0
7.1,16.0,4.6,51.0,2.0,8.3,4.0,6.0,0.0,2.0,2.0,58.3,11.0,0.8,3.3,1.0,2.0,0.0,0.0,58.9,0
2.7,16.0,7.5,22.3,1.0,8.3,1.0,4.0,1.0,1.0,1.0,32.3,5.0,8.5,9.3,1.0,2.0,1.0,0.0,1.4,0
1.5,9.0,4.5,67.7,1.0,14.1,3.0,1.0,0.0,1.0,1.0,52.4,7.0,1.6,7.1,1.0,3.0,0.0,0.0,16.8,0
27.5,11.0,3.0,52.6,1.0,21.0,6.0,4.0,0.0,1.0,1.0,65.8,16.0,0.3,6.7,1.0,0.0,1.0,0.0,11.2,1
20.2,15.0,10.4,52.5,0.0,20.8,5.0,3.0,0.0,1.0,2.0,45.9,4.0,3.6,8.9,1.0,4.0,2.0,0.0,23.5,0
1.0,9.0,1.9,26.4,1.0,10.9,2.0,3.0,1.0,1.0,1.0,23.9,4.0,24.7,6.7,1.0,1.0,1.0,0.0,2.3,1
89.4,11.0,1.4,62.0,1.0,5.7,3.0,1.0,1.0,2.0,3.0,67.2,10.0,4.6,9.7,1.0,0.0,0.0,0.0,11.6,0
17.7,13.0,3.0,60.6,0.0,19.6,7.0,1.0,0.0,1.0,1.0,44.4,2.0,3.7,10.0,1.0,0.0,1.0,0.0,44.9,0
13.7,16.0,4.1,41.1,0.0,7.5,1.0,1.0,0.0,0.0,3.0,11.2,11.0,3.4,4.2,1.0,1.0,0.0,0.0,3.2,1
18.1,12.0,7.0,29.2,1.0,26.3,3.0,1.0,0.0,1.0,2.0,25.4,4.0,6.2,6.5,1.0,1.0,0.0,0.0,8.6,1
62.1,8.0,3.7,42.9,2.0,31.1,3.0,1.0,0.0,0.0,3.0,49.3,9.0,1.2,4.9,1.0,1.0,1.0,0.0,58.3,1
13.7,13.0,8.1,92.7,0.0,12.0,5.0,2.0,0.0,1.0,2.0,28.3,7.0,15.8,6.0,0.0,0.0,1.0,0.0,13.2,1
25.4,13.0,2.8,5.1,1.0,14.8,4.0,3.0,1.0,1.0,2.0,48.9,9.0,1.6,6.3,0.0,4.0,1.0,0.0,6.3,1
24.6,22.0,5.3,25.9,0.0,15.1,1.0,4.0,1.0,0.0,3.0,38.9,8.0,1.9,7.1,1.0,1.0,0.0,0.0,2.3,0
4.0,16.0,1.2,68.8,3.0,14.4,4.0,4.0,1.0,1.0,3.0,72.0,10.0,6.6,3.6,1.0,1.0,0.0,0.0,5.3,0
56.4,20.0,8.4,71.5,0.0,13.1,4.0,0.0,0.0,1.0,2.0,52.6,12.0,5.7,9.1,0.0,4.0,1.0,0.0,2.8,0
43.0,17.0,11.6,32.4,3.0,7.0,7.0,1.0,0.0,1.0,1.0,16.1,9.0,2.7,9.8,1.0,2.0,0.0,0.0,3.2,0
19.3,17.0,7.4,65.0,0.0,5.4,4.0,1.0,0.0,0.0,2.0,38.0,6.0,0.8,3.6,1.0,1.0,0.0,1.0,0.6,0
20.8,11.0,4.7,68.6,1.0,14.8,3.0,2.0,1.0,0.0,2.0,15.7,12.0,3.7,10.0,1.0,1.0,0.0,0.0,10.9,0
7.8,17.0,4.3,37.0,3.0,36.3,5.0,0.0,0.0,1.0,4.0,9.8,15.0,0.8,4.4,0.0,0.0,0.0,0.0,29.0,0
21.2,10.0,4.8,36.1,0.0,23.0,4.0,1.0,0.0,1.0,2.0,46.7,8.0,8.0,5.0,1.0,1.0,0.0,0.0,11.4,0
8.5,18.0,8.1,81.5,1.0,4.8,4.0,2.0,0.0,0.0,5.0,9.2,11.0,5.2,8.8,1.0,4.0,0.0,0.0,9.6,0
18.2,21.0,14.7,26.2,0.0,12.8,2.0,2.0,1.0,1.0,1.0,35.8,10.0,10.8,8.4,1.0,0.0,0.0,0.0,36.1,0
3.8,16.0,6.6,10.8,0.0,25.7,3.0,3.0,0.0,1.0,1.0,35.1,9.0,4.8,5.2,1.0,2.0,0.0,0.0,2.3,0
15.0,10.0,0.1,26.5,1.0,8.5,4.0,1.0,1.0,1.0,1.0,8.9,3.0,3.1,6.3,0.0,0.0,1.0,0.0,14.5,1
4.8,10.0,4.2,73.8,1.0,8.6,9.0,1.0,0.0,0.0,2.0,18.4,6.0,8.0,8.7,0.0,3.0,0.0,0.0,1.4,0
2.2,5.0,1.6,27.6,1.0,6.3,2.0,1.0,1.0,2.0,1.0,23.4,8.0,3.2,7.6,1.0,3.0,1.0,0.0,57.1,0
18.7,16.0,3.4,24.0,1.0,12.5,8.0,1.0,0.0,0.0,3.0,22.3,8.0,4.3,7.0,0.0,4.0,1.0,0.0,13.0,0
19.9,11.0,6.2,71.5,0.0,12.4,5.0,4.0,1.0,1.0,2.0,43.3,12.0,0.9,8.8,1.0,1.0,0.0,0.0,22.2,0
36.6,17.0,7.5,69.9,1.0,17.8,2.0,3.0,0.0,1.0,3.0,12.9,10.0,11.9,8.5,0.0,1.0,0.0,0.0,6.3,1
7.1,11.0,4.0,59.5,2.0,3.3,7.0,0.0,0.0,2.0,2.0,22.0,8.0,0.0,7.0,0.0,4.0,0.0,0.0,14.6,1
4.5,18.0,5.1,20.1,2.0,32.0,2.0,2.0,1.0,0.0,1.0,16.5,4.0,1.6,6.3,0.0,1.0,1.0,0.0,25.8,0
11.1,12.0,1.7,57.6,3.0,11.5,5.0,2.0,0.0,1.0,2.0,38.1,9.0,1.9,9.2,1.0,2.0,0.0,0.0,3.9,0
2.1,13.0,5.5,65.4,1.0,14.9,5.0,1.0,1.0,1.0,1.0,83.6,9.0,0.0,7.3,0.0,1.0,0.0,0.0,3.9,0
6.2,12.0,4.7,66.5,0.0,47.9,3.0,2.0,0.0,1.0,1.0,71.1,7.0,5.0,7.5,1.0,1.0,0.0,0.0,16.4,0
35.4,16.0,1.7,25.4,1.0,7.2,5.0,1.0,1.0,0.0,2.0,24.4,12.0,5.5,1.4,1.0,2.0,0.0,0.0,56.9,0
23.3,13.0,3.6,75.7,0.0,2.6,4.0,0.0,0.0,0.0,3.0,55.7,8.0,6.8,6.9,1.0,1.0,0.0,1.0,1.0,0
3.6,13.0,4.1,29.9,0.0,12.5,2.0,0.0,0.0,2.0,2.0,49.0,6.0,10.9,3.2,0.0,0.0,1.0,0.0,29.3,1
33.6,14.0,7.2,30.1,1.0,14.3,7.0,3.0,1.0,0.0,1.0,31.8,9.0,1.9,6.1,1.0,2.0,0.0,0.0,6.6,0
4.1,16.0,7.6,73.6,0.0,2.7,2.0,1.0,1.0,1.0,1.0,10.4,6.0,3.1,6.0,0.0,0.0,1.0,0.0,4.8,0
5.7,15.0,11.2,47.8,3.0,3.9,4.0,2.0,1.0,2.0,1.0,50.3,11.0,8.7,4.8,1.0,0.0,0.0,0.0,22.7,1
9.0,10.0,2.9,45.6,3.0,10.6,1.0,3.0,0.0,1.0,2.0,54.3,8.0,30.8,6.3,1.0,1.0,0.0,0.0,25.9,1
1.1,13.0,2.0,42.4,2.0,102.1,5.0,2.0,0.0,1.0,1.0,17.2,8.0,3.5,7.1,0.0,1.0,0.0,0.0,15.5,1
38.3,12.0,4.7,79.3,1.0,5.6,1.0,2.0,0.0,0.0,1.0,35.9,13.0,4.9,9.2,1.0,2.0,0.0,0.0,2.1,0
5.2,13.0,4.2,34.0,0.0,41.0,3.0,3.0,0.0,0.0,1.0,71.2,4.0,15.3,7.1,1.0,2.0,0.0,0.0,22.7,1
22.0,9.0,1.8,85.7,2.0,6.3,4.0,3.0,0.0,2.0,2.0,21.4,15.0,7.5,10.0,0.0,2.0,0.0,0.0,10.2,1
29.3,23.0,8.4,26.2,0.0,53.0,3.0,2.0,1.0,1.0,1.0,45.2,5.0,4.6,10.0,1.0,0.0,1.0,0.0,0.3,0
21.8,16.0,4.7,40.1,0.0,4.0,6.0,2.0,0.0,2.0,2.0,68.8,5.0,1.9,4.5,1.0,1.0,0.0,0.0,24.6,0
7.0,22.0,3.2,81.9,1.0,40.2,4.0,2.0,0.0,1.0,1.0,46.2,4.0,2.8,6.7,0.0,1.0,2.0,0.0,7.6,0
9.6,16.0,4.5,55.1,0.0,41.4,5.0,1.0,0.0,2.0,2.0,13.9,10.0,3.7,5.3,1.0,1.0,1.0,0.0,30.0,0
4.1,14.0,7.5,20.7,1.0,12.5,4.0,1.0,0.0,0.0,2.0,59.8,10.0,0.6,8.3,1.0,3.0,1.0,1.0,9.0,1
7.5,15.0,7.1,62.0,2.0,4.1,4.0,2.0,0.0,1.0,1.0,22.3,10.0,0.3,10.0,1.0,2.0,0.0,0.0,17.3,0
3.4,14.0,5.0,58.8,4.0,72.4,5.0,2.0,0.0,0.0,3.0,37.5,4.0,3.1,6.2,1.0,1.0,0.0,0.0,12.4,1
19.8,17.0,8.4,51.1,1.0,4.0,4.0,2.0,0.0,1.0,3.0,30.3,14.0,0.6,7.5,1.0,3.0,1.0,0.0,43.4,0
2.8,17.0,3.2,42.8,1.0,9.8,3.0,1.0,1.0,2.0,2.0,28.3,8.0,5.5,3.9,1.0,1.0,0.0,0.0,25.8,0
57.6,19.0,11.1,35.4,3.0,3.8,2.0,0.0,1.0,1.0,3.0,65.7,8.0,2.0,5.3,1.0,3.0,0.0,0.0,17.7,0
8.9,14.0,6.4,64.5,1.0,6.9,4.0,1.0,0.0,0.0,2.0,52.2,7.0,1.6,7.2,1.0,1.0,0.0,0.0,18.4,0
3.2,11.0,2.4,19.2,1.0,29.2,2.0,0.0,0.0,0.0,1.0,43.8,9.0,20.8,7.9,1.0,1.0,0.0,0.0,2.7,1
4.9,10.0,6.2,29.0,2.0,72.7,1.0,3.0,0.0,2.0,1.0,41.2,6.0,11.3,8.1,1.0,3.0,0.0,0.0,39.1,0
1.3,21.0,9.2,33.1,0.0,28.6,6.0,2.0,1.0,2.0,1.0,40.4,9.0,16.7,5.2,1.0,2.0,0.0,0.0,44.7,0
67.8,9.0,1.7,33.6,0.0,20.8,5.0,4.0,1.0,1.0,2.0,58.2,9.0,0.1,6.7,0.0,0.0,0.0,0.0,9.2,0
4.7,13.0,4.8,85.6,2.0,7.5,5.0,2.0,1.0,2.0,2.0,50.2,10.0,0.5,4.3,1.0,0.0,0.0,0.0,14.8,0
6.4,10.0,3.5,39.0,1.0,2.5,3.0,4.0,0.0,1.0,2.0,21.6,15.0,0.5,5.3,0.0,0.0,0.0,0.0,23.2,0
23.1,7.0,2.1,54.6,0.0,10.2,6.0,1.0,0.0,0.0,1.0,45.2,4.0,7.7,7.3,1.0,3.0,0.0,0.0,9.6,0
1.9,14.0,2.6,57.1,1.0,6.2,4.0,3.0,1.0,2.0,2.0,31.8,6.0,8.1,8.6,1.0,2.0,0.0,0.0,9.1,0
6.8,15.0,4.1,62.5,1.0,16.0,3.0,2.0,0.0,1.0,2.0,50.3,9.0,1.8,8.3,0.0,0.0,0.0,0.0,12.4,0
11.6,18.0,7.1,73.1,1.0,3.7,6.0,2.0,0.0,2.0,3.0,71.7,5.0,4.1,5.2,1.0,1.0,0.0,0.0,39.2,0
3.0,11.0,4.4,47.3,1.0,9.8,3.0,4.0,0.0,0.0,2.0,18.9,6.0,0.5,10.0,1.0,1.0,0.0,0.0,6.8,0
3.3,18.0,1.9,47.6,0.0,10.3,4.0,1.0,0.0,1.0,1.0,18.9,12.0,8.2,3.6,0.0,1.0,0.0,0.0,22.7,1
15.1,24.0,10.0,39.9,2.0,4.9,7.0,1.0,1.0,0.0,1.0,8.6,6.0,7.3,7.4,1.0,1.0,0.0,0.0,6.3,0
6.0,20.0,5.0,30.9,2.0,7.3,2.0,7.0,0.0,1.0,2.0,28.8,10.0,4.2,5.7,0.0,3.0,0.0,0.0,5.3,0
7.3,9.0,5.5,42.9,0.0,11.3,7.0,3.0,0.0,2.0,1.0,17.0,10.0,2.7,7.7,1.0,2.0,0.0,0.0,23.3,0
24.7,17.0,10.4,61.2,2.0,16.5,4.0,2.0,0.0,1.0,2.0,18.9,8.0,2.7,3.9,1.0,2.0,0.0,0.0,39.8,0
10.6,13.0,5.1,51.6,4.0,11.4,3.0,3.0,0.0,2.0,1.0,18.8,9.0,11.6,4.3,1.0,0.0,1.0,0.0,12.5,1
35.8,11.0,2.8,39.9,3.0,7.2,7.0,4.0,1.0,1.0,2.0,73.8,9.0,0.1,5.5,1.0,0.0,1.0,0.0,30.4,0
23.0,14.0,3.0,79.5,1.0,18.2,0.0,1.0,0.0,1.0,2.0,65.1,6.0,3.9,9.3,1.0,3.0,1.0,0.0,14.7,1
55.6,17.0,3.8,51.9,2.0,52.2,5.0,1.0,1.0,1.0,1.0,29.4,11.0,1.9,8.3,1.0,2.0,1.0,0.0,3.0,0
63.1,16.0,3.1,16.4,1.0,3.2,2.0,3.0,1.0,2.0,3.0,34.3,6.0,6.6,4.9,1.0,4.0,0.0,0.0,12.0,0
1.8,12.0,3.6,51.4,1.0,13.4,4.0,3.0,0.0,1.0,6.0,45.7,5.0,0.0,6.9,0.0,3.0,0.0,1.0,52.5,0
37.0,23.0,16.0,53.0,2.0,17.0,10.0,1.0,1.0,1.0,1.0,7.8,9.0,1.1,8.3,0.0,3.0,0.0,0.0,10.9,0
23.3,12.0,6.2,39.7,0.0,7.9,3.0,1.0,0.0,0.0,5.0,50.6,7.0,3.1,9.0,0.0,3.0,0.0,0.0,9.0,1
8.7,17.0,7.6,29.3,1.0,4.0,5.0,2.0,0.0,1.0,1.0,63.9,9.0,2.6,7.2,1.0,1.0,1.0,0.0,18.0,1
18.6,12.0,2.7,32.3,1.0,68.6,1.0,3.0,0.0,1.0,1.0,19.6,8.0,11.7,6.9,1.0,0.0,1.0,0.0,6.2,0
