scheduled_departure_hour,day_of_week,month,origin_airport_congestion,dest_airport_congestion,aircraft_age_years,aircraft_utilization_hours_today,crew_hours_on_duty,weather_severity_origin,weather_severity_dest,num_prior_flights_today,previous_flight_delay_minutes,gate_turnaround_time_planned,passenger_load_factor,is_holiday_period,route_distance_miles,is_hub_origin,is_hub_destination,maintenance_flag,connecting_pax_pct,target
18.0,2.0,6.0,2.86,7.03,8.1,8.1,12.1,0.0,2.0,1.0,18.9,58.1,79.0,1.0,250.0,0.0,1.0,0.0,9.5,1
9.0,0.0,2.0,3.48,8.32,29.3,10.3,1.0,0.0,2.0,1.0,73.1,21.3,71.3,0.0,3072.0,0.0,0.0,0.0,12.4,1
9.0,2.0,10.0,5.74,4.79,17.5,5.1,12.7,1.0,1.0,3.0,7.0,48.3,94.6,0.0,626.0,0.0,0.0,0.0,47.5,0
16.0,1.0,9.0,4.97,3.15,12.5,12.4,12.4,0.0,2.0,0.0,36.3,37.7,79.7,0.0,471.0,1.0,0.0,1.0,17.9,1
9.0,6.0,1.0,5.67,6.0,3.2,1.3,0.8,4.0,1.0,1.0,15.1,45.9,78.6,0.0,567.0,0.0,0.0,0.0,8.5,0
13.0,6.0,1.0,4.11,5.49,12.4,8.7,8.2,4.0,1.0,3.0,4.3,40.5,81.1,0.0,663.0,1.0,0.0,0.0,3.3,0
23.0,4.0,6.0,3.1,3.0,6.0,11.5,3.0,3.0,0.0,3.0,21.1,53.4,95.5,0.0,872.0,0.0,0.0,0.0,34.2,0
17.0,4.0,3.0,5.05,4.0,25.2,11.9,10.4,2.0,0.0,3.0,8.0,39.6,80.3,0.0,1034.0,1.0,0.0,0.0,34.4,0
21.0,2.0,9.0,5.91,6.32,10.0,12.8,12.7,1.0,2.0,3.0,7.5,49.2,76.2,0.0,1064.0,0.0,1.0,0.0,6.3,0
15.0,2.0,12.0,6.44,4.93,1.9,0.8,6.8,0.0,2.0,3.0,30.4,43.5,68.2,0.0,247.0,0.0,1.0,0.0,48.0,1
11.0,1.0,11.0,5.33,6.18,1.9,0.8,7.5,0.0,3.0,2.0,0.5,34.3,95.6,0.0,393.0,1.0,0.0,0.0,26.0,0
20.0,5.0,10.0,3.92,7.45,9.4,4.6,4.6,0.0,0.0,3.0,13.7,31.6,85.6,0.0,367.0,1.0,0.0,0.0,41.3,0
20.0,6.0,10.0,4.19,5.97,4.7,3.5,10.1,0.0,3.0,3.0,0.8,43.5,84.4,0.0,433.0,0.0,1.0,0.0,27.5,0
10.0,2.0,2.0,4.86,2.02,5.2,1.6,12.9,0.0,1.0,1.0,20.9,41.2,82.9,1.0,200.0,1.0,1.0,0.0,49.5,1
12.0,0.0,6.0,4.32,8.79,1.5,13.5,13.4,2.0,2.0,1.0,2.7,28.8,79.6,0.0,701.0,1.0,0.0,0.0,23.9,1
23.0,4.0,4.0,6.31,2.75,0.5,9.6,2.6,2.0,1.0,3.0,0.7,46.6,77.0,0.0,1474.0,0.0,0.0,0.0,35.7,0
11.0,1.0,11.0,3.24,3.73,2.7,5.9,12.3,1.0,1.0,1.0,7.6,50.4,93.9,0.0,4222.0,0.0,0.0,0.0,46.6,0
14.0,2.0,7.0,6.65,4.93,6.5,8.6,8.0,0.0,0.0,0.0,5.9,32.9,81.0,0.0,1019.0,1.0,0.0,0.0,48.9,0
5.0,6.0,9.0,1.85,6.37,4.4,1.9,6.1,0.0,1.0,0.0,12.8,51.4,76.2,0.0,303.0,0.0,0.0,0.0,11.0,0
11.0,5.0,3.0,6.21,7.79,8.4,13.5,3.5,0.0,0.0,2.0,0.7,54.4,78.6,0.0,624.0,0.0,0.0,0.0,38.0,0
11.0,6.0,1.0,7.34,8.26,2.4,9.4,13.5,1.0,0.0,2.0,1.2,50.1,76.1,0.0,549.0,0.0,0.0,0.0,41.0,0
15.0,0.0,5.0,1.94,8.46,5.3,0.1,13.0,0.0,0.0,2.0,4.2,55.7,88.3,0.0,527.0,0.0,1.0,0.0,3.2,0
9.0,2.0,3.0,4.75,5.74,0.5,7.0,4.9,3.0,1.0,5.0,1.7,43.2,83.8,0.0,799.0,0.0,0.0,0.0,40.4,0
12.0,1.0,10.0,3.93,3.54,10.8,6.1,8.1,0.0,1.0,1.0,29.7,32.5,57.8,0.0,1189.0,0.0,0.0,0.0,26.4,0
15.0,0.0,10.0,6.69,2.68,8.5,11.6,0.9,0.0,1.0,4.0,29.8,32.0,53.1,1.0,757.0,0.0,0.0,0.0,22.8,0
5.0,3.0,12.0,2.58,7.87,8.8,2.0,13.9,1.0,0.0,4.0,4.0,49.0,70.1,1.0,708.0,0.0,1.0,0.0,45.0,0
6.0,2.0,2.0,5.47,1.24,30.0,10.9,6.9,0.0,2.0,3.0,2.7,38.4,86.0,0.0,1301.0,0.0,0.0,0.0,2.6,0
14.0,0.0,3.0,4.39,5.52,5.8,2.8,10.5,0.0,1.0,0.0,6.6,28.7,90.1,0.0,1092.0,0.0,0.0,1.0,29.9,0
18.0,1.0,7.0,4.34,2.29,0.5,6.1,2.2,1.0,1.0,3.0,29.8,49.4,81.9,0.0,954.0,1.0,1.0,0.0,9.2,0
12.0,1.0,12.0,4.88,6.24,9.3,6.1,12.2,0.0,1.0,1.0,20.0,42.7,78.8,0.0,1970.0,0.0,0.0,1.0,24.1,1
22.0,5.0,6.0,5.73,5.02,5.1,10.0,13.2,1.0,1.0,3.0,15.6,66.8,85.4,0.0,1359.0,0.0,0.0,0.0,47.0,0
18.0,2.0,10.0,5.64,6.7,17.1,0.1,5.6,1.0,0.0,0.0,26.8,51.1,84.4,0.0,685.0,0.0,0.0,0.0,28.4,1
11.0,4.0,6.0,4.68,5.29,8.2,3.5,6.0,0.0,1.0,1.0,0.2,33.5,69.7,0.0,960.0,1.0,0.0,0.0,58.2,0
21.0,4.0,5.0,3.83,6.31,9.6,11.7,6.9,2.0,1.0,0.0,1.0,41.9,70.7,0.0,1017.0,0.0,0.0,0.0,27.3,0
11.0,5.0,6.0,3.23,7.78,1.6,8.4,11.0,3.0,3.0,1.0,16.4,51.8,64.2,0.0,454.0,0.0,0.0,0.0,26.5,0
9.0,2.0,10.0,2.71,4.4,0.5,6.6,6.9,0.0,3.0,3.0,11.2,56.1,78.7,0.0,469.0,0.0,1.0,0.0,16.7,0
19.0,0.0,12.0,8.23,1.67,7.0,6.4,9.3,0.0,1.0,1.0,1.3,51.4,82.2,0.0,1217.0,1.0,0.0,0.0,66.4,0
13.0,5.0,9.0,8.11,1.42,7.6,0.8,5.1,1.0,2.0,3.0,3.6,50.7,54.5,0.0,1414.0,1.0,1.0,0.0,64.7,0
5.0,3.0,12.0,5.63,6.81,13.0,2.0,11.5,2.0,2.0,4.0,13.3,56.8,65.8,0.0,1494.0,0.0,1.0,0.0,13.0,0
7.0,3.0,9.0,6.46,4.39,0.5,2.9,8.1,2.0,1.0,0.0,28.1,45.3,77.9,0.0,265.0,0.0,1.0,0.0,19.9,1
12.0,4.0,1.0,3.78,5.37,11.1,1.5,9.4,1.0,1.0,1.0,27.8,40.8,95.2,0.0,1050.0,0.0,1.0,0.0,13.2,0
14.0,6.0,10.0,1.35,4.61,7.4,9.1,9.8,2.0,1.0,4.0,2.5,35.3,88.3,0.0,346.0,0.0,1.0,0.0,36.3,0
23.0,6.0,11.0,4.1,4.54,6.1,4.6,1.9,1.0,0.0,5.0,31.6,49.1,86.0,0.0,931.0,0.0,0.0,0.0,57.0,0
12.0,2.0,7.0,4.77,4.27,3.3,13.8,11.5,1.0,1.0,2.0,11.7,28.5,91.9,0.0,667.0,0.0,0.0,0.0,24.2,0
9.0,2.0,7.0,1.55,5.89,0.5,7.9,12.7,0.0,0.0,5.0,11.3,36.5,98.2,0.0,415.0,0.0,0.0,0.0,49.6,0
20.0,5.0,9.0,6.31,2.17,15.4,7.4,8.4,1.0,1.0,0.0,2.0,37.4,61.7,0.0,298.0,0.0,0.0,0.0,4.7,0
12.0,2.0,5.0,6.64,4.95,1.4,7.2,7.4,1.0,0.0,2.0,19.7,65.4,51.9,0.0,402.0,0.0,0.0,0.0,68.5,0
10.0,2.0,3.0,4.65,2.66,7.5,11.4,9.5,1.0,3.0,4.0,1.1,39.0,96.3,0.0,728.0,0.0,1.0,0.0,11.2,0
8.0,3.0,6.0,2.31,4.7,0.8,12.5,7.3,0.0,1.0,1.0,2.2,33.6,96.2,1.0,1172.0,0.0,0.0,0.0,47.2,0
16.0,6.0,7.0,2.47,3.52,4.3,5.7,4.0,2.0,4.0,1.0,19.1,66.6,90.5,0.0,2136.0,0.0,1.0,0.0,10.2,0
14.0,2.0,10.0,6.57,7.17,4.7,7.7,13.7,0.0,3.0,2.0,2.7,48.9,91.3,0.0,847.0,0.0,0.0,0.0,56.8,0
6.0,6.0,8.0,4.74,7.15,18.9,5.7,2.2,1.0,0.0,2.0,2.4,39.2,71.8,0.0,1496.0,1.0,0.0,0.0,16.9,0
12.0,3.0,1.0,6.99,6.57,22.0,12.1,11.4,2.0,2.0,1.0,4.4,41.3,87.4,1.0,532.0,1.0,0.0,0.0,17.3,0
23.0,4.0,2.0,4.49,6.13,16.1,7.2,1.3,2.0,0.0,2.0,2.7,38.9,85.1,0.0,516.0,0.0,0.0,0.0,27.8,0
6.0,4.0,11.0,7.5,9.37,1.6,9.7,0.8,4.0,2.0,0.0,5.7,37.6,59.6,0.0,1414.0,1.0,1.0,0.0,19.1,0
19.0,6.0,5.0,5.57,6.35,16.5,7.0,11.3,0.0,1.0,2.0,14.0,25.0,86.7,0.0,347.0,1.0,0.0,0.0,13.1,0
5.0,3.0,5.0,6.79,4.91,4.1,1.6,13.5,0.0,1.0,0.0,16.5,45.7,70.6,0.0,477.0,0.0,0.0,0.0,24.3,0
6.0,6.0,7.0,6.51,5.6,6.0,11.5,3.4,0.0,1.0,1.0,8.0,50.3,79.6,0.0,714.0,1.0,1.0,0.0,22.3,0
20.0,2.0,6.0,5.71,1.53,6.3,3.8,9.2,2.0,1.0,4.0,35.6,55.0,86.4,1.0,1225.0,0.0,0.0,0.0,19.1,1
12.0,5.0,8.0,1.28,6.15,3.1,14.0,8.5,3.0,0.0,1.0,11.1,40.9,68.7,1.0,1380.0,1.0,1.0,0.0,22.3,0
14.0,3.0,12.0,4.14,1.59,4.4,12.2,11.7,0.0,4.0,2.0,3.0,47.3,92.9,0.0,2048.0,0.0,1.0,0.0,36.2,0
15.0,4.0,2.0,6.73,8.38,13.1,6.7,5.7,0.0,0.0,1.0,17.2,38.4,66.4,0.0,795.0,0.0,0.0,1.0,42.8,1
11.0,5.0,2.0,2.38,6.08,9.1,3.9,12.5,0.0,0.0,3.0,27.9,43.0,85.4,0.0,1766.0,1.0,0.0,0.0,14.9,1
6.0,6.0,12.0,1.66,3.27,3.6,12.5,3.8,2.0,0.0,2.0,26.2,38.6,94.9,0.0,2152.0,0.0,1.0,0.0,3.4,0
10.0,3.0,11.0,4.72,6.02,19.1,13.5,6.3,0.0,0.0,1.0,8.0,50.8,73.5,0.0,342.0,1.0,0.0,0.0,25.4,0
9.0,1.0,1.0,7.58,6.69,1.8,12.6,13.5,2.0,0.0,0.0,8.4,31.2,84.9,0.0,1486.0,0.0,0.0,0.0,10.0,0
8.0,1.0,4.0,4.19,3.11,0.5,13.1,12.3,0.0,1.0,1.0,2.0,37.3,85.1,1.0,467.0,0.0,1.0,0.0,32.1,0
6.0,0.0,6.0,5.82,3.38,3.0,5.8,0.2,2.0,1.0,2.0,15.3,49.4,89.0,0.0,457.0,1.0,1.0,0.0,39.2,1
21.0,6.0,9.0,4.64,4.84,2.8,0.8,13.9,3.0,0.0,3.0,20.6,42.3,71.1,0.0,250.0,1.0,0.0,0.0,15.9,1
6.0,2.0,2.0,3.49,3.26,1.5,9.7,11.6,1.0,0.0,0.0,6.9,35.0,71.1,0.0,2077.0,0.0,0.0,0.0,51.5,0
11.0,4.0,9.0,5.19,8.6,30.0,1.3,4.8,2.0,0.0,1.0,5.8,44.8,63.4,0.0,693.0,0.0,0.0,0.0,37.8,0
8.0,1.0,6.0,4.58,6.69,15.5,7.1,2.1,3.0,2.0,0.0,23.6,37.5,62.2,0.0,1170.0,1.0,0.0,0.0,8.1,0
14.0,5.0,5.0,2.79,3.1,4.3,6.1,0.4,0.0,0.0,1.0,0.5,55.6,92.8,0.0,200.0,0.0,1.0,0.0,52.0,0
7.0,0.0,9.0,5.5,5.72,6.6,0.3,11.8,2.0,1.0,2.0,1.5,41.8,81.6,0.0,200.0,1.0,1.0,0.0,31.4,0
23.0,0.0,6.0,3.05,6.86,0.5,1.1,5.7,1.0,0.0,4.0,45.1,43.6,79.1,1.0,1612.0,1.0,1.0,0.0,16.8,0
6.0,5.0,7.0,5.62,6.26,11.6,10.4,4.6,0.0,0.0,0.0,6.6,37.9,84.7,0.0,543.0,1.0,0.0,0.0,7.5,0
12.0,2.0,11.0,7.55,6.97,2.3,10.2,10.1,0.0,3.0,4.0,2.1,29.0,86.0,0.0,387.0,1.0,0.0,0.0,26.2,0
7.0,6.0,4.0,5.7,5.32,10.4,0.2,13.4,1.0,0.0,2.0,30.3,52.9,85.9,0.0,441.0,0.0,1.0,0.0,6.9,1
10.0,3.0,5.0,2.57,8.3,5.1,11.3,4.8,0.0,1.0,2.0,30.6,45.8,89.4,0.0,268.0,0.0,0.0,0.0,6.9,0
5.0,5.0,5.0,8.86,6.96,2.4,13.3,3.5,2.0,2.0,3.0,9.7,34.8,95.6,0.0,477.0,0.0,1.0,0.0,21.9,1
16.0,4.0,12.0,4.34,3.54,9.8,8.0,10.8,0.0,3.0,3.0,2.5,45.0,72.4,0.0,984.0,0.0,0.0,0.0,68.7,0
23.0,0.0,11.0,5.77,7.68,30.0,9.1,10.5,1.0,4.0,4.0,1.5,50.1,70.9,0.0,1918.0,0.0,0.0,0.0,19.5,0
11.0,1.0,8.0,6.9,7.2,3.7,10.0,1.2,1.0,1.0,0.0,14.1,41.9,90.3,0.0,303.0,0.0,1.0,1.0,10.8,0
6.0,6.0,5.0,5.86,4.95,3.9,13.1,5.2,2.0,0.0,4.0,19.7,47.9,91.5,0.0,1125.0,0.0,1.0,0.0,62.6,0
16.0,5.0,9.0,6.18,1.55,1.8,9.3,13.7,4.0,1.0,3.0,7.3,29.4,76.4,0.0,435.0,0.0,0.0,0.0,28.5,0
9.0,1.0,10.0,8.45,7.33,6.6,10.7,2.9,1.0,2.0,6.0,1.6,47.9,65.6,0.0,625.0,1.0,0.0,0.0,53.0,0
16.0,2.0,9.0,2.91,5.07,12.2,13.8,2.7,0.0,1.0,3.0,29.8,29.5,79.9,0.0,200.0,0.0,1.0,0.0,36.9,0
6.0,1.0,3.0,5.65,3.08,8.8,1.4,6.0,4.0,1.0,4.0,21.2,37.7,80.2,0.0,525.0,1.0,0.0,0.0,16.5,0
22.0,0.0,12.0,4.71,4.79,7.5,13.6,4.6,1.0,2.0,2.0,5.6,63.7,92.3,0.0,1234.0,0.0,1.0,0.0,13.0,0
12.0,2.0,10.0,4.62,3.89,1.4,3.0,10.1,3.0,0.0,0.0,16.3,57.7,93.9,0.0,372.0,0.0,1.0,0.0,23.0,1
9.0,0.0,12.0,6.3,6.03,0.5,5.3,8.6,0.0,2.0,1.0,9.1,41.0,81.5,0.0,334.0,1.0,0.0,1.0,49.6,0
10.0,0.0,9.0,4.06,3.99,1.9,12.9,2.5,3.0,2.0,3.0,7.9,30.3,88.4,0.0,935.0,0.0,0.0,0.0,17.4,0
17.0,2.0,11.0,4.16,4.63,8.3,9.0,7.0,0.0,1.0,0.0,9.2,34.7,83.9,0.0,1680.0,0.0,0.0,0.0,23.9,0
22.0,2.0,3.0,6.34,4.3,1.4,6.3,5.5,0.0,1.0,1.0,13.6,42.2,91.8,0.0,1930.0,1.0,0.0,0.0,5.6,0
10.0,1.0,6.0,2.77,8.15,10.9,5.5,4.8,0.0,1.0,4.0,5.0,60.6,52.2,0.0,396.0,0.0,0.0,0.0,56.1,0
10.0,0.0,3.0,3.55,4.5,11.3,13.3,1.2,2.0,0.0,1.0,29.9,30.3,93.8,0.0,574.0,1.0,0.0,0.0,30.4,0
12.0,2.0,3.0,6.96,6.83,11.5,4.4,13.0,4.0,0.0,2.0,15.1,31.1,66.2,0.0,425.0,0.0,0.0,1.0,49.5,1
18.0,6.0,11.0,3.51,5.77,2.9,1.6,1.3,2.0,2.0,1.0,11.9,56.4,88.3,0.0,331.0,0.0,0.0,0.0,49.1,0
13.0,1.0,3.0,6.27,4.33,16.0,1.8,11.7,0.0,2.0,1.0,7.7,43.0,95.3,0.0,539.0,0.0,0.0,0.0,15.9,1
19.0,3.0,1.0,2.31,4.83,3.0,4.1,12.0,0.0,0.0,3.0,10.4,47.4,62.5,0.0,1701.0,0.0,1.0,0.0,2.5,0
6.0,0.0,4.0,2.31,6.15,8.6,9.9,10.3,2.0,0.0,0.0,22.9,44.9,60.1,0.0,1784.0,0.0,0.0,0.0,28.3,1
13.0,0.0,9.0,5.5,6.87,8.1,10.8,10.5,1.0,2.0,1.0,21.6,53.6,65.8,0.0,958.0,0.0,0.0,0.0,24.4,0
14.0,1.0,3.0,3.7,7.28,10.3,6.7,6.5,4.0,4.0,1.0,34.9,45.8,61.2,0.0,200.0,0.0,0.0,0.0,17.5,0
13.0,0.0,12.0,6.9,8.65,5.5,12.3,0.2,0.0,4.0,3.0,33.6,32.9,54.4,0.0,931.0,1.0,0.0,0.0,33.3,1
8.0,5.0,1.0,2.59,4.66,13.6,10.2,8.9,1.0,0.0,2.0,2.8,50.5,64.2,0.0,779.0,1.0,0.0,0.0,39.3,0
15.0,4.0,9.0,5.29,5.46,18.3,13.7,12.5,3.0,2.0,0.0,22.5,57.6,67.0,0.0,862.0,0.0,1.0,0.0,14.4,1
21.0,3.0,9.0,3.79,5.72,0.9,13.5,0.7,1.0,0.0,2.0,32.0,41.5,67.8,0.0,836.0,0.0,0.0,0.0,17.7,0
9.0,6.0,8.0,5.02,7.01,2.4,4.3,7.4,4.0,1.0,2.0,1.0,45.1,65.4,0.0,434.0,0.0,1.0,0.0,17.3,0
19.0,0.0,6.0,5.93,7.93,0.5,3.5,3.1,0.0,2.0,1.0,8.8,49.7,74.2,0.0,685.0,0.0,0.0,0.0,29.8,0
5.0,5.0,10.0,1.62,4.73,0.6,10.3,1.0,2.0,2.0,3.0,4.7,44.0,92.2,0.0,1478.0,1.0,0.0,0.0,47.3,0
22.0,5.0,5.0,4.67,4.07,30.0,5.5,1.5,2.0,1.0,1.0,14.6,56.4,79.3,1.0,454.0,0.0,0.0,0.0,15.1,0
7.0,3.0,9.0,5.85,6.03,2.3,2.0,5.7,2.0,2.0,1.0,5.9,47.5,90.9,0.0,383.0,0.0,0.0,0.0,21.4,1
23.0,6.0,6.0,9.33,5.25,1.3,4.8,13.1,0.0,4.0,1.0,7.5,52.4,64.3,0.0,1666.0,0.0,0.0,0.0,15.4,0
15.0,3.0,5.0,3.2,5.57,4.9,7.1,1.2,3.0,3.0,2.0,14.3,59.1,96.6,1.0,655.0,0.0,0.0,0.0,12.4,0
18.0,2.0,3.0,7.98,4.59,10.2,0.0,10.6,0.0,1.0,2.0,12.8,57.1,72.2,0.0,862.0,0.0,0.0,0.0,39.1,0
6.0,4.0,8.0,2.58,5.96,6.5,7.2,2.5,1.0,2.0,2.0,0.2,50.6,83.1,0.0,444.0,1.0,0.0,0.0,36.2,0
18.0,4.0,1.0,6.82,1.03,2.6,6.4,2.2,3.0,0.0,2.0,12.6,47.1,84.5,0.0,319.0,0.0,1.0,0.0,13.2,0
7.0,0.0,1.0,4.51,4.93,1.0,8.6,4.5,0.0,4.0,0.0,4.1,57.2,70.2,0.0,655.0,1.0,0.0,0.0,26.6,0
18.0,2.0,9.0,6.24,5.28,4.8,0.4,5.0,1.0,1.0,4.0,3.0,37.5,80.3,0.0,610.0,1.0,0.0,0.0,10.5,0
13.0,1.0,10.0,4.28,5.46,23.1,6.6,2.4,4.0,2.0,4.0,12.4,37.7,87.2,0.0,1135.0,0.0,0.0,0.0,59.2,0
7.0,1.0,1.0,1.9,7.34,9.3,8.2,0.2,1.0,0.0,3.0,2.5,46.9,50.0,0.0,1139.0,1.0,1.0,0.0,11.3,0
5.0,1.0,6.0,7.12,1.7,0.5,9.8,12.3,0.0,0.0,2.0,1.7,45.4,86.4,0.0,5000.0,0.0,0.0,0.0,20.2,0
6.0,1.0,3.0,3.04,5.67,4.3,11.1,11.1,0.0,3.0,2.0,0.3,35.0,91.2,0.0,543.0,0.0,1.0,0.0,22.2,0
7.0,3.0,8.0,5.01,6.17,0.5,12.4,5.2,0.0,1.0,3.0,2.5,41.8,65.3,0.0,200.0,0.0,0.0,0.0,22.5,0
8.0,2.0,4.0,3.72,5.82,8.5,4.1,6.3,0.0,1.0,3.0,13.4,40.5,82.5,0.0,1223.0,0.0,0.0,0.0,61.5,0
16.0,5.0,11.0,5.63,6.69,4.5,6.2,6.6,3.0,1.0,2.0,0.8,33.0,72.3,0.0,373.0,0.0,0.0,0.0,12.8,0
9.0,6.0,7.0,1.07,4.05,8.8,5.1,11.2,3.0,0.0,1.0,11.8,61.2,92.3,0.0,1397.0,0.0,1.0,0.0,17.0,0
12.0,2.0,2.0,7.05,2.26,10.6,10.8,7.1,1.0,3.0,3.0,10.4,62.4,64.8,0.0,2915.0,0.0,0.0,1.0,51.0,0
23.0,5.0,7.0,7.22,6.93,3.3,8.3,8.6,0.0,0.0,3.0,9.2,50.6,81.8,0.0,371.0,0.0,0.0,0.0,10.8,0
16.0,1.0,4.0,4.29,3.11,0.6,11.2,3.1,1.0,0.0,4.0,13.6,46.6,70.9,0.0,308.0,0.0,0.0,0.0,41.2,0
12.0,1.0,5.0,6.26,6.03,1.0,7.0,8.6,2.0,2.0,1.0,2.5,58.4,67.1,1.0,397.0,1.0,0.0,0.0,15.7,0
15.0,0.0,9.0,3.5,6.23,7.1,2.0,10.5,0.0,2.0,6.0,4.3,34.3,74.7,0.0,1062.0,0.0,0.0,0.0,18.5,0
18.0,1.0,4.0,3.49,5.44,9.6,0.9,0.5,0.0,0.0,1.0,9.8,60.1,84.0,0.0,591.0,0.0,1.0,0.0,10.9,0
9.0,6.0,6.0,3.07,3.16,22.9,1.0,1.4,1.0,0.0,0.0,8.0,53.5,82.3,0.0,528.0,0.0,1.0,0.0,34.6,0
16.0,4.0,5.0,5.37,6.77,14.5,10.4,6.3,0.0,2.0,3.0,19.0,48.6,91.2,0.0,755.0,0.0,0.0,0.0,30.2,0
17.0,4.0,4.0,5.65,4.15,3.8,8.9,1.4,0.0,1.0,3.0,6.2,41.0,91.5,0.0,410.0,0.0,1.0,0.0,57.1,0
10.0,3.0,5.0,4.34,7.12,16.2,8.2,0.5,0.0,0.0,1.0,7.9,41.2,75.8,0.0,1006.0,1.0,0.0,0.0,7.7,0
14.0,2.0,10.0,5.51,5.0,14.8,13.1,9.2,3.0,0.0,1.0,12.4,34.4,56.1,0.0,964.0,0.0,1.0,0.0,49.7,0
18.0,2.0,4.0,6.3,4.84,6.2,12.0,1.7,0.0,1.0,3.0,1.6,44.4,80.5,0.0,1359.0,0.0,1.0,0.0,22.6,0
19.0,6.0,9.0,3.76,4.13,7.7,2.5,11.8,1.0,1.0,0.0,13.4,39.9,81.0,0.0,453.0,0.0,0.0,0.0,22.7,0
14.0,2.0,2.0,3.2,7.18,5.0,9.6,6.7,3.0,3.0,1.0,3.4,57.1,96.2,1.0,1838.0,1.0,0.0,0.0,35.3,0
10.0,2.0,10.0,2.43,3.3,3.7,2.6,0.8,0.0,0.0,3.0,6.3,43.3,73.0,0.0,369.0,1.0,1.0,0.0,30.2,0
19.0,1.0,7.0,4.6,6.01,0.9,2.1,3.9,2.0,1.0,6.0,1.3,32.8,76.7,1.0,1573.0,0.0,0.0,0.0,27.7,0
20.0,3.0,12.0,5.95,7.46,1.5,13.4,2.0,2.0,0.0,1.0,8.5,33.3,74.2,0.0,1021.0,1.0,0.0,0.0,16.0,0
12.0,5.0,1.0,3.69,6.4,5.8,6.5,13.4,1.0,2.0,2.0,53.7,55.2,96.0,0.0,658.0,0.0,1.0,0.0,27.4,1
7.0,2.0,11.0,4.7,5.24,22.7,7.4,12.6,3.0,2.0,3.0,26.8,36.5,90.7,1.0,1168.0,0.0,1.0,0.0,24.3,0
19.0,2.0,7.0,5.1,9.19,10.7,11.4,2.0,0.0,0.0,3.0,3.2,51.2,77.6,0.0,655.0,0.0,1.0,0.0,1.6,0
6.0,2.0,1.0,6.46,5.29,11.3,13.8,5.3,0.0,0.0,1.0,4.8,20.0,77.0,0.0,572.0,0.0,0.0,0.0,25.2,0
12.0,4.0,3.0,5.14,4.66,5.6,1.4,11.6,2.0,2.0,4.0,33.9,41.7,90.9,0.0,873.0,1.0,0.0,0.0,8.5,1
9.0,3.0,4.0,6.64,3.49,1.5,12.9,12.7,2.0,1.0,1.0,13.7,23.2,78.2,0.0,389.0,0.0,0.0,0.0,17.4,0
16.0,3.0,9.0,5.35,4.84,0.5,5.1,7.4,2.0,2.0,0.0,1.1,43.4,65.6,0.0,717.0,0.0,1.0,0.0,49.9,0
21.0,3.0,3.0,5.46,3.47,8.2,13.0,6.8,4.0,1.0,0.0,37.5,51.5,97.5,0.0,773.0,0.0,0.0,0.0,17.5,1
8.0,5.0,1.0,5.8,3.88,2.4,11.8,7.1,3.0,1.0,2.0,0.9,68.6,70.9,0.0,1135.0,0.0,1.0,0.0,14.0,0
6.0,0.0,4.0,1.19,5.04,3.9,7.0,2.9,0.0,3.0,1.0,7.2,48.3,94.9,0.0,697.0,1.0,1.0,0.0,19.6,0
11.0,0.0,6.0,7.43,7.86,1.6,8.1,11.5,1.0,2.0,1.0,4.5,38.6,73.1,0.0,420.0,0.0,0.0,0.0,15.5,1
5.0,6.0,1.0,9.07,2.94,6.1,10.5,8.4,2.0,0.0,3.0,9.4,31.0,90.7,0.0,432.0,0.0,0.0,0.0,61.3,0
20.0,4.0,2.0,2.17,4.16,8.5,11.6,8.7,4.0,1.0,2.0,9.2,43.2,86.8,0.0,901.0,1.0,1.0,0.0,11.3,0
9.0,5.0,8.0,7.72,5.34,2.4,5.9,13.5,1.0,3.0,1.0,4.3,29.8,68.5,0.0,271.0,0.0,0.0,0.0,21.1,0
21.0,1.0,8.0,5.26,5.45,5.6,4.3,6.1,0.0,0.0,3.0,45.4,34.1,24.4,0.0,337.0,0.0,1.0,0.0,15.2,1
22.0,1.0,8.0,2.67,1.89,2.2,7.3,3.0,3.0,1.0,3.0,3.5,36.6,53.6,0.0,1347.0,0.0,1.0,1.0,13.9,0
5.0,3.0,6.0,2.97,5.45,4.7,13.1,2.3,0.0,1.0,4.0,11.9,44.8,79.5,0.0,835.0,1.0,0.0,0.0,36.6,0
7.0,0.0,10.0,7.67,6.73,0.9,9.0,6.7,0.0,1.0,2.0,24.3,42.7,97.3,0.0,415.0,0.0,1.0,0.0,42.4,0
14.0,2.0,1.0,5.38,4.6,10.8,1.5,8.9,0.0,0.0,2.0,3.1,55.2,87.1,0.0,509.0,0.0,0.0,0.0,49.1,0
14.0,5.0,5.0,3.43,5.89,15.6,11.6,7.5,0.0,1.0,1.0,25.7,47.5,67.3,1.0,575.0,0.0,0.0,0.0,26.8,0
7.0,3.0,10.0,5.32,1.37,0.5,4.7,0.0,1.0,0.0,3.0,15.4,54.7,88.2,0.0,1712.0,0.0,0.0,0.0,20.3,0
15.0,1.0,10.0,8.14,5.23,4.9,1.3,11.5,0.0,2.0,2.0,17.9,38.8,83.7,1.0,449.0,0.0,0.0,0.0,59.9,0
5.0,1.0,6.0,4.26,7.03,4.2,13.0,10.1,0.0,2.0,3.0,11.0,29.9,85.5,0.0,398.0,0.0,1.0,0.0,30.8,0
