supplier_reliability_score,lead_time_days,order_quantity,supplier_country_risk,transportation_mode,days_since_last_disruption,num_disruptions_last_year,supplier_financial_health_score,commodity_price_volatility,weather_risk_index,geopolitical_risk_score,port_congestion_index,num_alternative_suppliers,contract_type,order_complexity_score,seasonal_demand_index,supplier_capacity_utilization,distance_km,customs_complexity_score,target
94.1,8.4,2542.0,1.0,3.0,424.0,0.0,91.8,0.2868,1.19,1.12,3.04,5.0,2.0,1.01,0.7213,58.9,1849.0,0.7,0
84.5,20.6,614.0,0.0,0.0,58.0,0.0,94.5,0.2384,0.24,1.38,2.86,2.0,2.0,6.92,0.7009,76.3,355.0,2.09,0
76.0,13.0,1642.0,0.0,1.0,299.0,2.0,75.7,0.2922,1.66,5.13,2.34,0.0,0.0,7.22,0.3451,58.6,1632.0,2.45,0
82.7,17.4,135.0,2.0,0.0,569.0,0.0,55.5,0.0935,1.41,3.01,1.42,2.0,1.0,5.09,0.3955,80.9,4887.0,0.66,0
59.3,13.1,125.0,4.0,2.0,187.0,1.0,66.9,0.0237,0.79,3.17,2.16,1.0,1.0,6.4,0.6081,64.9,578.0,1.08,0
84.7,4.8,1091.0,4.0,1.0,147.0,0.0,70.4,0.1582,0.92,2.15,4.13,4.0,2.0,2.96,0.2887,85.3,733.0,2.62,0
71.5,10.9,6530.0,1.0,1.0,219.0,0.0,75.3,0.0782,1.06,3.09,2.87,1.0,0.0,5.67,0.4765,79.3,1736.0,1.78,0
84.0,13.5,460.0,2.0,0.0,576.0,0.0,19.6,0.4196,0.39,3.53,1.32,4.0,1.0,7.68,0.3144,34.2,978.0,3.76,0
90.3,3.0,712.0,4.0,1.0,28.0,1.0,79.8,0.0167,2.08,4.28,2.43,2.0,2.0,5.03,0.2568,59.0,6226.0,4.28,0
57.8,20.0,968.0,0.0,1.0,46.0,0.0,66.1,0.023,0.67,2.07,2.81,3.0,0.0,5.19,0.3368,84.1,803.0,0.76,0
87.1,28.5,75.0,2.0,0.0,738.0,1.0,84.2,0.2231,4.18,4.2,1.86,3.0,0.0,4.72,0.0557,94.9,2001.0,2.46,0
87.2,5.8,1873.0,0.0,3.0,11.0,1.0,75.0,0.0313,0.73,0.88,2.5,2.0,1.0,2.58,0.8555,74.9,761.0,7.04,0
83.4,4.6,374.0,1.0,2.0,60.0,1.0,56.6,0.0922,1.33,3.21,1.0,1.0,0.0,3.87,0.9082,83.2,3136.0,5.98,0
69.4,6.2,168.0,2.0,2.0,620.0,0.0,53.2,0.0057,3.94,0.99,4.17,1.0,2.0,6.98,0.8685,79.8,796.0,5.87,0
96.9,2.8,2047.0,1.0,3.0,201.0,0.0,58.2,0.0268,4.4,4.16,1.22,1.0,2.0,2.19,0.9219,63.1,2146.0,1.59,0
82.3,11.4,2240.0,3.0,2.0,14.0,0.0,67.2,0.0967,2.21,2.01,1.22,1.0,0.0,4.2,0.3075,72.8,596.0,3.4,0
91.6,8.1,273.0,4.0,0.0,92.0,1.0,54.3,0.186,0.31,1.1,3.61,3.0,0.0,4.34,0.9956,67.4,2649.0,2.98,0
66.2,11.1,1173.0,2.0,1.0,43.0,2.0,64.0,0.0467,0.67,5.31,4.72,0.0,2.0,2.98,0.6666,82.9,846.0,0.99,0
93.7,2.8,1229.0,0.0,2.0,361.0,0.0,78.0,0.1531,0.16,0.69,2.52,1.0,1.0,1.7,0.5594,71.2,4861.0,2.32,0
90.6,8.2,27.0,3.0,1.0,146.0,2.0,59.0,0.7879,5.19,3.9,1.64,0.0,2.0,6.04,0.9785,67.6,263.0,3.37,0
71.0,7.7,102.0,3.0,1.0,16.0,0.0,72.8,0.1121,2.99,4.35,0.46,3.0,0.0,7.33,0.6075,83.0,706.0,3.93,0
72.5,21.3,430.0,4.0,1.0,330.0,1.0,84.0,0.0377,2.17,2.99,2.52,3.0,2.0,6.77,0.621,73.3,980.0,1.81,0
93.2,11.7,253.0,2.0,2.0,242.0,0.0,77.6,0.0731,1.63,2.25,6.31,4.0,2.0,6.59,0.6748,78.3,1509.0,6.68,0
87.2,5.6,1280.0,2.0,0.0,14.0,0.0,81.4,0.0404,1.73,2.97,1.47,1.0,0.0,7.0,0.5578,69.0,3067.0,0.23,0
71.8,18.7,1093.0,2.0,0.0,193.0,1.0,60.5,0.0009,0.85,2.94,4.19,5.0,1.0,6.84,0.175,65.5,694.0,4.16,0
92.8,10.5,327.0,1.0,3.0,87.0,0.0,65.2,0.0491,0.14,2.92,4.73,6.0,2.0,8.76,0.9205,49.7,782.0,3.44,0
71.4,38.6,218.0,1.0,3.0,162.0,1.0,83.4,0.2583,1.02,0.91,1.59,3.0,0.0,6.81,0.3038,89.3,528.0,3.58,0
61.2,16.5,1383.0,0.0,2.0,50.0,1.0,83.7,0.1109,2.15,5.3,3.36,5.0,2.0,1.92,0.7398,74.3,624.0,2.11,0
75.4,22.5,731.0,0.0,2.0,201.0,1.0,79.1,0.0592,2.81,1.69,4.6,3.0,1.0,1.7,0.6722,93.7,566.0,1.81,0
78.6,16.0,2082.0,2.0,2.0,29.0,1.0,48.5,0.043,3.57,4.69,4.53,0.0,1.0,5.11,0.0295,82.6,1377.0,3.78,1
85.8,3.7,213.0,1.0,1.0,192.0,1.0,78.2,0.5056,2.96,3.1,5.93,7.0,1.0,8.28,0.2657,81.2,905.0,2.13,0
74.8,26.0,689.0,2.0,2.0,331.0,1.0,70.6,0.0611,2.11,2.82,3.21,4.0,0.0,5.08,0.6038,81.7,3622.0,2.62,0
70.7,4.7,3900.0,0.0,1.0,118.0,0.0,28.5,0.0873,0.84,1.69,2.37,2.0,2.0,8.4,0.8123,90.6,260.0,3.39,0
66.0,7.5,198.0,1.0,2.0,229.0,1.0,83.0,0.1027,2.21,4.8,2.07,2.0,2.0,8.01,0.2756,65.0,120.0,0.31,0
72.6,7.6,866.0,1.0,1.0,254.0,1.0,82.3,0.0777,2.01,2.49,4.44,4.0,1.0,3.58,0.3033,69.7,3169.0,4.76,0
60.2,8.9,555.0,1.0,3.0,246.0,1.0,90.9,0.0307,2.16,3.07,3.23,3.0,1.0,7.81,0.4442,44.2,524.0,1.42,0
88.6,49.3,1255.0,0.0,3.0,30.0,2.0,65.2,0.0272,1.18,2.84,5.99,2.0,2.0,8.42,0.9758,89.4,4094.0,0.78,0
77.9,11.5,1870.0,1.0,0.0,81.0,3.0,77.9,0.1754,2.32,5.95,2.03,3.0,0.0,3.95,0.0553,92.7,1130.0,3.49,0
74.4,5.1,236.0,2.0,0.0,373.0,1.0,83.4,0.1453,0.8,2.03,3.25,1.0,0.0,1.72,0.7888,75.0,1042.0,6.19,0
70.2,11.7,2111.0,3.0,0.0,2.0,0.0,65.9,0.0152,2.06,5.53,2.01,4.0,0.0,9.03,0.8231,84.8,3358.0,1.9,0
76.6,13.6,142.0,2.0,0.0,179.0,0.0,41.2,0.1757,2.62,0.6,4.11,2.0,2.0,1.16,0.5541,71.1,778.0,0.4,0
87.2,14.1,1338.0,0.0,1.0,473.0,0.0,83.0,0.172,3.57,0.8,1.95,2.0,0.0,5.68,0.2618,86.3,1452.0,0.86,0
82.5,15.0,248.0,2.0,2.0,215.0,3.0,73.7,0.4922,2.12,5.75,1.76,3.0,2.0,3.73,0.0894,38.5,5369.0,1.16,0
94.5,5.0,2257.0,1.0,1.0,3.0,0.0,59.5,0.3321,3.71,5.97,1.17,4.0,2.0,7.32,0.1503,60.8,1320.0,4.16,0
89.4,16.2,1100.0,4.0,0.0,104.0,1.0,69.8,0.2411,1.66,5.41,2.49,5.0,0.0,3.44,0.8585,63.7,1483.0,2.7,0
74.6,3.7,516.0,0.0,3.0,494.0,0.0,49.9,0.0004,1.13,3.92,1.59,1.0,1.0,5.39,0.5776,91.4,1872.0,2.69,0
74.0,5.8,1930.0,2.0,1.0,59.0,2.0,76.5,0.0953,1.1,2.02,7.42,1.0,0.0,8.42,0.6485,96.6,1805.0,1.38,0
64.9,3.3,1968.0,1.0,2.0,280.0,3.0,58.9,0.3037,1.05,3.1,2.04,3.0,2.0,4.22,0.3766,81.7,6521.0,1.21,0
81.8,13.4,603.0,0.0,0.0,685.0,3.0,57.5,0.1175,3.41,3.01,1.68,4.0,2.0,7.05,0.8485,95.2,6616.0,3.26,0
79.2,7.5,423.0,2.0,2.0,85.0,1.0,86.8,0.1872,2.4,2.16,2.66,1.0,0.0,5.92,0.776,62.9,432.0,1.57,0
80.1,12.6,2612.0,1.0,0.0,351.0,1.0,81.4,0.2158,1.94,2.86,1.63,2.0,1.0,8.6,0.3676,73.7,2394.0,1.41,0
84.8,11.3,154.0,0.0,3.0,11.0,2.0,61.9,0.02,0.75,0.79,3.06,1.0,0.0,4.69,0.1455,71.0,930.0,2.63,0
67.7,5.9,10087.0,1.0,1.0,16.0,0.0,63.6,0.1962,0.39,3.5,5.42,3.0,1.0,7.18,0.808,68.8,1602.0,1.05,0
63.9,5.0,296.0,0.0,1.0,182.0,1.0,47.7,0.0681,2.28,2.55,5.11,2.0,1.0,2.81,0.0599,92.3,513.0,5.2,0
58.8,6.7,197.0,0.0,2.0,42.0,2.0,87.0,0.0642,2.64,4.14,2.63,3.0,1.0,7.57,0.5049,94.6,2116.0,3.05,0
73.9,5.1,199.0,0.0,3.0,195.0,1.0,85.6,0.7992,2.49,3.14,3.58,2.0,2.0,3.51,0.8102,78.7,898.0,0.87,1
94.1,4.2,201.0,2.0,1.0,15.0,0.0,85.6,0.0872,1.79,1.84,4.92,2.0,1.0,3.36,0.1208,72.9,1043.0,4.62,0
87.3,11.4,614.0,0.0,3.0,31.0,1.0,41.3,0.1207,1.21,1.89,7.0,3.0,0.0,4.78,0.0096,80.2,564.0,6.13,0
75.7,38.7,234.0,0.0,2.0,89.0,2.0,93.1,0.0142,1.73,2.16,5.6,1.0,0.0,2.92,0.8099,42.3,2559.0,3.58,0
86.7,33.3,803.0,3.0,2.0,200.0,0.0,94.8,0.1263,3.21,6.91,2.82,1.0,2.0,2.04,0.3803,68.3,1157.0,5.47,0
85.3,3.2,2596.0,3.0,0.0,234.0,0.0,83.7,0.0297,1.41,0.78,0.87,1.0,0.0,4.32,0.5618,74.6,1814.0,1.36,0
92.0,13.5,2252.0,3.0,1.0,705.0,2.0,78.7,0.4775,4.16,3.65,3.4,3.0,1.0,4.64,0.1045,58.3,2688.0,3.62,0
88.1,15.4,873.0,1.0,2.0,208.0,2.0,70.2,0.0336,2.09,2.05,2.71,3.0,2.0,8.3,0.5664,66.3,320.0,2.0,0
74.8,18.7,1594.0,0.0,3.0,45.0,0.0,39.8,0.0201,2.26,1.32,0.85,3.0,2.0,5.64,0.2334,68.7,570.0,6.1,0
53.5,7.4,1029.0,1.0,1.0,16.0,1.0,78.4,0.0724,4.27,1.69,1.21,5.0,0.0,3.92,0.8358,65.0,5001.0,0.8,0
88.1,14.9,183.0,0.0,2.0,607.0,0.0,84.6,0.033,0.44,2.01,1.41,1.0,1.0,6.15,0.6487,72.1,870.0,5.01,0
90.6,11.0,179.0,0.0,2.0,378.0,0.0,74.5,0.0815,2.66,2.97,1.43,1.0,0.0,7.86,0.3694,26.6,601.0,3.73,0
91.7,12.9,394.0,4.0,2.0,496.0,0.0,88.2,0.0371,0.23,3.87,2.23,2.0,0.0,5.31,0.3301,80.9,635.0,0.09,0
70.3,40.6,674.0,1.0,0.0,28.0,1.0,80.4,0.0887,0.93,1.5,1.37,1.0,1.0,2.97,0.1845,66.5,478.0,3.54,0
40.5,19.1,272.0,0.0,2.0,881.0,1.0,82.8,0.0009,2.11,3.2,4.58,1.0,0.0,6.25,0.477,96.9,6293.0,1.77,0
76.6,5.2,212.0,0.0,0.0,9.0,1.0,50.9,0.095,1.76,2.6,5.05,2.0,2.0,5.07,0.9342,87.1,143.0,3.42,0
81.3,11.8,1314.0,1.0,0.0,343.0,1.0,86.9,0.3899,0.68,1.26,4.02,2.0,2.0,5.88,0.9769,58.2,233.0,0.55,0
89.2,18.3,2485.0,3.0,0.0,123.0,0.0,92.5,0.0182,1.14,0.36,1.18,0.0,2.0,9.09,0.7415,65.7,3052.0,0.9,0
88.9,31.3,1386.0,0.0,2.0,182.0,0.0,64.1,0.2486,1.23,4.12,1.51,2.0,2.0,4.6,0.4753,99.7,1682.0,2.17,0
67.7,10.5,108.0,1.0,3.0,122.0,0.0,50.7,0.1097,0.98,2.9,0.97,0.0,2.0,2.66,0.3889,87.9,1251.0,4.07,0
89.3,22.3,306.0,4.0,2.0,140.0,1.0,87.0,0.3233,1.84,1.28,2.85,4.0,1.0,3.08,0.7218,74.9,286.0,0.13,0
89.5,12.4,10744.0,2.0,1.0,42.0,2.0,41.7,0.7324,0.69,2.04,1.17,2.0,2.0,5.63,0.0344,77.4,928.0,0.5,0
84.6,11.1,256.0,2.0,1.0,31.0,0.0,82.2,0.274,1.5,4.39,1.88,6.0,0.0,4.08,0.7503,87.2,425.0,1.14,0
81.6,8.9,276.0,4.0,0.0,13.0,1.0,62.2,0.6704,1.23,1.19,2.6,2.0,0.0,6.87,0.2812,90.7,2383.0,3.31,1
75.0,7.5,880.0,2.0,0.0,655.0,4.0,81.6,0.003,0.92,3.07,0.99,3.0,1.0,3.79,0.7199,91.6,1272.0,2.45,0
98.5,9.6,778.0,2.0,1.0,200.0,1.0,77.5,0.2169,0.1,2.6,0.23,2.0,2.0,5.86,0.8544,61.8,1204.0,1.66,0
91.1,4.7,1442.0,4.0,2.0,10.0,1.0,93.3,0.0588,2.3,2.94,1.79,3.0,0.0,5.55,0.2825,73.7,529.0,3.41,0
81.7,9.0,335.0,1.0,0.0,55.0,1.0,67.9,0.4526,5.3,1.48,6.49,5.0,2.0,4.13,0.1883,90.2,454.0,2.81,0
90.6,13.5,512.0,0.0,0.0,28.0,0.0,44.2,0.0518,1.71,0.64,2.17,3.0,1.0,8.59,0.0033,62.5,2611.0,4.11,0
88.4,5.5,673.0,2.0,2.0,230.0,0.0,89.6,0.6492,1.98,3.14,1.77,4.0,2.0,3.06,0.0614,86.3,2630.0,1.99,0
89.3,42.6,1106.0,0.0,3.0,11.0,0.0,87.8,0.0039,5.46,5.72,1.93,3.0,1.0,7.73,0.2746,78.0,333.0,1.77,0
73.2,8.3,2052.0,2.0,3.0,61.0,1.0,47.7,0.0287,3.4,3.64,0.64,2.0,1.0,6.3,0.333,84.0,1128.0,1.72,0
91.5,14.1,1281.0,1.0,0.0,3.0,0.0,76.8,0.0275,2.54,0.95,1.45,2.0,2.0,8.32,0.2378,39.8,1435.0,1.57,0
96.7,12.1,352.0,2.0,2.0,318.0,2.0,64.1,0.261,1.56,5.06,5.36,3.0,0.0,3.79,0.4715,79.2,3228.0,3.82,0
83.0,45.9,383.0,0.0,0.0,603.0,0.0,65.7,0.2228,4.24,4.05,1.21,2.0,2.0,5.82,0.1122,80.6,305.0,1.43,0
97.9,29.6,717.0,1.0,2.0,248.0,1.0,62.4,0.1723,0.7,4.06,2.69,5.0,2.0,2.34,0.612,97.8,610.0,1.51,0
85.9,30.6,3351.0,2.0,0.0,272.0,2.0,29.6,0.1373,3.81,1.88,1.39,4.0,0.0,4.58,0.5882,73.7,179.0,5.56,0
55.5,14.9,334.0,0.0,0.0,36.0,2.0,82.9,0.4024,1.61,3.17,4.17,3.0,1.0,7.52,0.238,89.6,5554.0,3.83,0
93.3,50.9,1284.0,2.0,1.0,170.0,1.0,44.2,0.115,3.02,4.08,1.25,2.0,0.0,5.69,0.8041,90.1,397.0,2.14,0
80.0,29.6,138.0,3.0,0.0,647.0,1.0,75.1,0.4807,1.6,3.43,2.32,1.0,2.0,7.14,0.9871,85.4,339.0,2.89,0
86.1,8.8,2580.0,0.0,1.0,445.0,1.0,64.2,0.236,2.62,3.46,6.32,1.0,1.0,8.35,0.8797,94.4,3318.0,2.97,0
91.9,16.3,240.0,0.0,0.0,162.0,0.0,79.7,0.0462,4.61,3.18,1.54,2.0,1.0,3.07,0.2682,70.6,2366.0,3.69,0
88.1,7.9,366.0,1.0,3.0,70.0,1.0,35.5,0.0788,0.6,3.9,0.66,3.0,1.0,7.8,0.7533,78.2,598.0,1.91,0
88.8,7.3,308.0,1.0,2.0,420.0,1.0,45.4,0.0664,2.02,4.02,5.21,2.0,1.0,4.63,0.6463,56.3,2793.0,1.94,0
77.9,5.6,645.0,2.0,3.0,55.0,1.0,78.2,0.1621,1.88,2.83,1.9,3.0,2.0,4.71,0.4393,76.8,1246.0,3.85,0
54.8,37.6,1466.0,0.0,3.0,45.0,1.0,37.2,0.1587,4.84,2.55,0.79,0.0,0.0,2.95,0.1918,51.7,289.0,3.16,1
78.4,5.6,1521.0,0.0,3.0,450.0,1.0,72.0,0.2699,0.72,4.15,3.98,2.0,0.0,6.43,0.3572,74.4,587.0,1.22,0
70.8,39.4,963.0,3.0,0.0,138.0,0.0,86.5,0.1381,1.33,4.48,1.38,0.0,0.0,7.25,0.5625,79.4,283.0,1.21,0
96.5,5.9,643.0,1.0,0.0,30.0,1.0,84.0,0.0392,2.18,6.55,1.4,4.0,0.0,3.64,0.9517,71.1,5867.0,4.01,0
76.9,5.7,394.0,0.0,0.0,8.0,1.0,84.1,0.1129,2.55,3.81,5.16,3.0,2.0,2.26,0.5902,69.2,1366.0,5.23,0
61.9,9.2,371.0,0.0,0.0,8.0,0.0,72.4,0.52,3.07,1.25,2.86,1.0,0.0,4.07,0.5647,36.3,457.0,3.84,0
71.3,12.0,126.0,3.0,0.0,43.0,0.0,88.1,0.2764,2.35,3.13,0.21,4.0,0.0,7.08,0.6176,75.2,1828.0,4.43,0
81.8,8.1,177.0,1.0,0.0,18.0,2.0,70.3,0.1367,1.46,2.29,3.38,4.0,1.0,3.52,0.2741,78.3,1012.0,1.35,0
84.4,12.2,2265.0,4.0,0.0,167.0,4.0,69.7,0.0264,2.47,1.84,1.61,1.0,1.0,6.84,0.371,73.2,1320.0,4.0,0
96.0,7.0,272.0,1.0,2.0,86.0,1.0,55.5,0.0098,1.61,5.07,5.0,2.0,0.0,4.56,0.8933,46.7,350.0,0.24,0
88.9,20.8,306.0,0.0,1.0,553.0,1.0,53.0,0.0713,1.37,1.64,2.35,1.0,1.0,2.26,0.2641,68.5,3748.0,4.51,0
90.3,1.5,676.0,0.0,0.0,396.0,1.0,74.8,0.1099,2.88,1.93,0.77,3.0,1.0,5.59,0.4794,61.1,1490.0,2.42,0
92.3,13.8,2674.0,1.0,0.0,240.0,0.0,83.0,0.0424,0.59,1.05,1.4,2.0,2.0,6.5,0.6742,55.8,3554.0,0.97,0
85.7,8.5,1261.0,0.0,1.0,40.0,3.0,37.2,0.0961,2.1,4.59,3.28,3.0,1.0,3.56,0.373,58.5,3321.0,5.48,1
93.6,32.5,1155.0,3.0,1.0,525.0,1.0,74.1,0.0791,4.62,1.69,3.08,1.0,2.0,3.29,0.6599,89.8,758.0,1.24,0
73.1,21.2,2401.0,0.0,1.0,182.0,1.0,65.5,0.0686,4.91,3.95,2.19,2.0,2.0,3.33,0.272,99.8,1126.0,1.87,0
86.1,20.7,641.0,1.0,1.0,587.0,1.0,90.7,0.0809,0.95,3.32,3.18,2.0,0.0,2.29,0.4119,94.8,21346.0,2.44,0
78.2,33.0,1170.0,0.0,2.0,152.0,0.0,89.0,0.0555,1.47,0.12,4.57,2.0,2.0,4.67,0.4393,76.7,770.0,2.8,0
51.1,11.5,4557.0,4.0,1.0,276.0,1.0,66.5,0.0631,3.46,3.42,3.09,1.0,2.0,5.18,0.2761,94.7,4966.0,2.91,1
86.0,5.8,279.0,0.0,1.0,191.0,2.0,77.3,0.0547,0.19,2.85,4.68,2.0,0.0,8.96,0.7293,85.0,1528.0,1.69,0
74.5,5.7,745.0,3.0,0.0,104.0,1.0,78.9,0.075,2.69,5.64,3.1,1.0,1.0,5.02,0.8587,81.4,1747.0,1.29,0
90.5,5.4,4013.0,2.0,3.0,3.0,2.0,64.1,0.18,1.62,3.88,2.45,2.0,0.0,5.1,0.8015,63.8,795.0,2.22,0
76.3,21.7,2122.0,0.0,0.0,67.0,1.0,66.2,0.2001,0.71,4.38,2.61,3.0,0.0,6.04,0.6915,74.5,1994.0,2.44,0
81.3,8.8,391.0,1.0,0.0,385.0,0.0,66.0,0.0726,1.42,1.23,4.47,2.0,2.0,6.52,0.5874,82.3,765.0,2.44,0
97.5,6.2,711.0,1.0,1.0,44.0,0.0,84.0,0.2448,1.35,4.28,1.93,1.0,0.0,4.23,0.9425,56.2,140.0,2.33,0
79.9,7.4,343.0,3.0,2.0,200.0,1.0,86.9,0.0182,0.38,2.54,1.09,2.0,1.0,4.42,0.5542,37.0,2187.0,4.78,0
51.3,16.8,508.0,1.0,1.0,50.0,1.0,62.8,0.1086,1.84,6.98,5.48,3.0,2.0,7.62,0.4093,71.7,4996.0,5.4,1
79.0,6.6,309.0,0.0,2.0,456.0,0.0,95.8,0.1169,2.42,0.88,1.76,2.0,1.0,3.81,0.166,45.9,465.0,2.98,0
89.0,8.1,2626.0,1.0,2.0,293.0,1.0,72.8,0.2004,3.85,4.0,4.89,3.0,2.0,4.03,0.7169,67.7,2573.0,1.41,0
73.6,5.3,307.0,1.0,1.0,398.0,0.0,67.0,0.4975,1.88,3.69,5.7,3.0,2.0,6.93,0.4986,37.9,573.0,3.71,1
92.5,4.2,4290.0,0.0,2.0,69.0,1.0,66.1,0.0175,0.82,1.72,1.05,3.0,0.0,8.57,0.8757,71.7,1496.0,3.8,0
95.0,28.2,254.0,1.0,1.0,48.0,0.0,68.5,0.1226,4.04,0.91,0.12,3.0,1.0,3.16,0.5234,77.0,810.0,2.09,0
83.6,11.5,93.0,3.0,1.0,345.0,1.0,76.9,0.1068,0.98,2.37,5.59,2.0,2.0,5.32,0.209,87.0,531.0,4.66,0
77.4,38.8,189.0,3.0,0.0,9.0,0.0,68.3,0.1647,1.78,1.62,1.6,3.0,0.0,1.43,0.6124,90.8,2022.0,3.58,0
72.5,6.5,1190.0,1.0,1.0,236.0,2.0,54.6,0.0715,3.52,3.78,6.12,2.0,1.0,6.14,0.6294,57.5,1257.0,1.83,0
62.6,27.7,297.0,3.0,0.0,400.0,1.0,93.8,0.0289,1.38,2.56,1.59,4.0,1.0,4.47,0.0487,79.6,69.0,1.24,0
87.5,5.7,937.0,2.0,1.0,337.0,0.0,81.2,0.1095,3.67,3.71,1.68,1.0,2.0,5.03,0.6402,57.0,3143.0,3.83,0
88.9,24.9,519.0,1.0,1.0,338.0,2.0,58.1,0.1956,1.86,1.06,2.68,1.0,0.0,4.65,0.6248,58.2,279.0,2.66,0
81.3,18.9,927.0,0.0,0.0,358.0,0.0,22.8,0.0594,2.03,3.73,2.58,8.0,2.0,4.61,0.1885,68.7,2026.0,4.43,0
66.6,8.0,809.0,1.0,2.0,76.0,0.0,71.2,0.2961,3.41,4.72,2.81,6.0,0.0,2.9,0.5828,91.7,510.0,1.25,0
85.7,17.8,1303.0,3.0,3.0,14.0,1.0,66.9,0.1125,2.72,2.51,0.72,0.0,2.0,4.18,0.5491,87.7,7155.0,0.76,0
68.1,14.3,87.0,3.0,2.0,78.0,2.0,44.9,0.1016,1.99,1.77,1.37,4.0,2.0,4.5,0.8782,69.0,1963.0,3.33,0
79.4,14.2,2115.0,0.0,3.0,112.0,0.0,63.9,0.1279,0.81,2.05,6.04,3.0,2.0,6.14,0.9516,42.5,982.0,2.4,0
70.0,7.5,755.0,0.0,1.0,203.0,0.0,88.4,0.0419,4.58,3.33,5.71,3.0,1.0,9.16,0.7443,43.8,149.0,1.82,0
65.3,21.1,164.0,3.0,1.0,662.0,0.0,82.4,0.0671,1.28,2.47,1.7,1.0,0.0,8.14,0.3915,73.5,738.0,3.77,0
57.8,5.8,620.0,1.0,1.0,48.0,1.0,62.2,0.0803,0.43,1.11,1.98,3.0,2.0,4.41,0.9084,65.0,538.0,3.52,1
63.9,6.9,392.0,0.0,1.0,569.0,0.0,91.8,0.3998,2.6,2.96,1.11,1.0,0.0,3.09,0.2689,61.5,1353.0,1.02,0
96.1,12.9,199.0,1.0,3.0,619.0,0.0,70.0,0.2247,1.84,2.25,2.4,5.0,2.0,3.81,0.4027,77.4,154.0,1.17,1
91.5,14.2,219.0,0.0,1.0,503.0,0.0,89.2,0.0163,2.58,1.0,1.56,5.0,0.0,8.29,0.799,86.9,757.0,4.09,0
85.3,16.8,582.0,1.0,1.0,310.0,0.0,93.1,0.1371,1.72,3.31,2.7,6.0,1.0,2.33,0.6577,59.5,562.0,0.77,0
69.7,18.6,248.0,0.0,0.0,253.0,0.0,87.9,0.0712,5.23,2.43,1.8,2.0,0.0,6.23,0.9751,71.2,8278.0,1.23,0
78.9,8.8,357.0,2.0,1.0,79.0,1.0,85.9,0.1685,3.57,1.96,0.36,3.0,2.0,7.25,0.5407,40.7,1083.0,2.16,0
71.6,19.1,850.0,1.0,0.0,213.0,0.0,56.3,0.076,1.08,2.97,3.15,0.0,1.0,5.07,0.887,94.1,1657.0,2.77,0
85.9,11.8,6879.0,1.0,0.0,69.0,0.0,51.0,0.0101,2.54,0.82,1.56,5.0,1.0,3.65,0.776,85.3,6129.0,0.22,0
72.6,14.0,645.0,0.0,2.0,31.0,0.0,75.2,0.0941,1.68,2.47,0.64,6.0,1.0,7.02,0.8082,89.9,1200.0,3.35,0
69.2,3.6,515.0,2.0,0.0,173.0,1.0,56.4,0.1955,2.59,4.44,5.24,4.0,2.0,5.12,0.8891,55.8,2979.0,1.29,0
87.5,21.4,56.0,2.0,3.0,290.0,0.0,77.9,0.0103,1.12,2.99,0.52,4.0,1.0,2.59,0.2684,79.0,648.0,3.4,0
91.4,20.5,1028.0,1.0,1.0,11.0,2.0,71.1,0.1433,1.86,7.01,0.45,4.0,1.0,2.65,0.0153,68.9,995.0,2.99,0
72.4,2.7,802.0,1.0,1.0,119.0,1.0,27.6,0.0498,2.52,1.36,3.75,3.0,2.0,0.67,0.5097,66.3,424.0,2.66,0
75.1,2.0,1411.0,1.0,3.0,54.0,1.0,84.5,0.071,2.32,2.3,4.36,0.0,2.0,6.75,0.4911,75.0,951.0,2.49,0
87.7,8.7,1861.0,0.0,1.0,300.0,0.0,81.9,0.4,2.03,1.63,3.6,2.0,2.0,1.25,0.4072,87.9,1084.0,5.42,0
71.0,11.2,465.0,0.0,0.0,224.0,0.0,58.0,0.0013,1.68,3.45,3.77,1.0,1.0,4.79,0.7085,76.0,191.0,3.8,1
71.2,4.2,297.0,2.0,1.0,44.0,0.0,80.0,0.0677,1.25,3.63,2.85,2.0,0.0,5.19,0.9591,53.8,937.0,0.95,0
81.2,9.2,250.0,2.0,0.0,372.0,2.0,37.3,0.1329,1.12,3.05,1.1,3.0,0.0,7.35,0.4726,79.6,740.0,2.43,0
77.4,3.1,415.0,3.0,0.0,38.0,2.0,29.4,0.0253,4.0,2.01,0.92,3.0,0.0,6.46,0.4951,52.8,740.0,1.56,0
70.7,6.3,419.0,2.0,2.0,189.0,0.0,57.7,0.0107,1.8,1.62,1.12,8.0,1.0,8.34,0.0344,62.2,555.0,6.29,0
77.2,16.0,1226.0,3.0,1.0,53.0,2.0,78.6,0.0079,4.25,4.01,3.27,0.0,2.0,5.43,0.1555,58.0,391.0,0.96,0
79.3,7.5,457.0,3.0,0.0,50.0,0.0,26.8,0.0493,2.47,1.96,1.32,5.0,0.0,5.85,0.4804,75.8,449.0,7.26,0
97.3,3.6,261.0,0.0,1.0,422.0,1.0,65.2,0.063,2.35,2.32,3.97,0.0,0.0,4.88,0.5323,83.3,2496.0,7.31,0
88.4,17.6,1401.0,2.0,2.0,41.0,0.0,84.4,0.0553,2.55,4.31,4.04,1.0,0.0,5.05,0.8404,54.4,1267.0,1.68,0
51.2,8.8,651.0,2.0,1.0,110.0,1.0,87.9,0.2244,1.99,5.29,3.96,3.0,2.0,7.71,0.332,84.5,2954.0,2.31,1
