tenure_months,monthly_charges,total_charges,contract_type,num_support_calls_last_3months,avg_data_usage_gb,num_service_failures,has_internet_service,has_phone_service,has_streaming,payment_method,paperless_billing,num_plan_changes,overage_charges_last_3months,customer_age,household_size,is_senior,target
9,86.03,758.41,2,3,3.58,0,1,0,1,3,0,0,9.24,28,5,0,0
50,87.13,4024.23,0,2,8.79,2,1,1,0,2,0,0,1.65,49,3,0,0
1,61.54,68.3,1,4,1.49,2,0,1,0,2,1,1,0.76,28,2,0,0
19,58.35,965.23,0,2,7.61,2,0,0,1,1,1,2,1.15,18,3,0,1
39,15.0,513.07,1,0,5.28,0,1,1,0,2,1,0,2.78,29,2,0,0
16,83.62,1503.51,2,3,2.16,2,1,1,0,0,1,0,2.48,21,3,0,0
55,21.57,1042.7,1,2,2.23,2,1,1,0,1,1,0,0.91,61,2,0,0
34,43.68,1434.49,1,4,0.8,1,0,1,0,3,0,0,0.24,56,2,0,0
2,17.48,30.29,0,4,8.22,1,1,1,1,0,1,0,10.47,33,5,0,1
19,70.38,1348.77,0,1,16.72,0,1,0,0,1,0,1,2.03,29,1,0,0
9,91.99,788.87,2,3,3.52,1,0,0,0,1,0,1,1.25,58,2,0,0
3,53.54,184.25,1,4,2.96,1,1,1,0,0,1,2,2.81,20,3,0,0
25,98.46,2822.67,0,2,5.39,2,1,1,1,1,1,1,6.09,37,1,0,0
14,51.27,648.9,1,1,1.89,1,1,1,1,2,1,1,10.58,28,3,0,0
99,23.4,2111.88,0,3,3.84,1,1,0,1,3,1,0,2.67,33,1,0,0
16,76.55,1299.17,0,1,3.11,1,0,0,1,2,1,0,4.26,42,3,0,0
12,74.01,825.75,0,4,3.19,0,1,0,0,0,1,0,1.52,33,2,0,1
1,78.25,68.26,2,3,4.35,2,1,1,1,2,0,0,2.83,73,3,1,0
53,71.16,3426.07,1,2,9.92,0,0,1,1,2,1,0,1.93,36,4,0,0
36,58.08,2376.5,2,2,1.87,0,1,1,1,3,1,1,0.7,33,5,0,0
6,81.72,454.84,0,1,11.82,2,1,0,0,1,1,1,0.52,23,1,0,0
26,63.46,1664.93,0,2,2.55,0,1,1,0,1,1,4,2.12,54,3,0,0
5,73.87,336.63,0,2,2.13,0,1,1,1,1,1,2,1.88,49,4,0,1
7,41.74,302.16,0,2,2.6,2,1,1,1,0,0,0,18.51,59,2,0,0
22,49.77,1061.99,0,2,3.5,2,0,1,1,1,1,0,11.54,43,2,0,1
3,46.97,152.22,2,3,7.55,1,1,1,0,0,1,1,1.26,18,5,0,0
12,51.41,543.71,0,3,3.56,4,1,0,1,3,1,0,1.85,48,1,0,1
1,80.67,87.02,0,0,23.11,0,1,1,0,0,1,0,4.5,56,1,0,1
45,57.91,2226.34,0,1,10.19,0,1,1,0,3,1,1,0.76,48,4,0,0
29,15.0,468.92,0,1,4.82,0,1,1,0,1,0,3,0.08,39,1,0,0
19,17.98,346.22,0,1,6.21,1,1,1,0,1,0,1,0.29,25,2,0,1
14,86.02,1168.17,1,2,4.69,0,1,1,1,3,1,0,3.96,69,3,1,0
1,132.03,145.8,0,0,1.18,2,1,0,0,3,0,2,1.27,42,3,0,1
17,15.33,270.55,2,3,4.06,1,1,1,0,0,0,1,4.55,46,2,0,0
1,60.48,61.97,2,1,2.65,1,1,1,1,2,1,0,2.03,52,4,0,0
1,49.28,52.37,0,2,1.66,0,1,1,1,1,1,1,3.77,38,6,0,0
19,66.65,1333.66,0,3,6.6,0,1,0,1,2,0,1,6.45,29,4,0,0
1,88.1,79.63,1,0,1.12,0,1,1,0,1,1,1,11.03,56,2,0,0
71,88.5,5533.5,0,1,2.64,2,0,1,1,3,1,1,3.3,28,5,0,0
23,55.67,1452.38,2,3,3.38,1,0,1,0,0,0,2,0.0,54,2,0,1
26,73.05,1953.66,2,0,0.91,0,1,1,0,2,1,2,1.24,64,3,0,0
13,137.98,1929.63,0,3,1.09,0,1,1,1,1,1,1,1.78,35,3,0,0
2,76.05,155.04,0,2,2.32,0,1,1,0,0,0,1,5.13,55,6,0,1
48,30.97,1385.02,0,0,26.85,0,1,1,0,2,1,1,16.82,46,2,0,0
37,65.86,2648.62,0,2,3.63,1,1,0,1,3,1,1,0.78,28,3,0,0
11,99.24,1179.66,0,0,5.4,1,1,1,0,0,1,1,5.47,58,3,0,1
8,57.33,469.13,0,2,1.77,0,1,1,0,3,1,2,0.04,36,3,0,0
42,15.0,675.16,0,0,16.39,2,1,0,0,2,0,2,10.03,54,2,0,0
16,98.08,1458.22,0,1,25.09,1,0,1,1,0,1,1,10.09,68,2,1,0
33,101.52,2904.07,0,2,16.38,1,1,1,0,0,1,2,3.11,38,1,0,0
1,77.48,73.38,2,1,4.58,2,1,1,0,2,1,0,8.06,32,3,0,0
63,37.05,2424.61,0,0,6.44,0,1,0,0,2,0,1,1.16,42,2,0,0
32,30.35,839.38,0,2,1.72,0,0,1,0,0,0,1,3.71,68,3,1,0
68,97.03,6238.95,2,0,9.01,1,1,1,0,1,1,1,2.05,52,2,0,0
9,84.35,870.99,1,1,5.1,0,0,1,1,3,0,0,7.74,43,6,0,0
3,59.34,176.83,0,1,4.48,1,1,1,0,1,0,0,11.76,27,1,0,1
3,80.57,254.03,0,2,2.47,0,1,0,0,1,1,1,9.58,39,5,0,0
11,22.94,262.94,0,2,3.3,2,1,0,1,3,0,1,1.52,60,4,0,0
24,30.21,691.94,2,1,3.94,0,0,1,0,1,1,0,19.32,35,2,0,0
120,51.5,6778.88,0,1,2.27,0,1,1,1,2,1,0,1.58,66,3,1,0
9,61.42,476.84,1,2,13.36,3,1,1,1,2,0,0,3.7,46,5,0,0
2,54.92,95.41,0,1,6.0,0,1,0,0,0,0,0,0.19,53,4,0,0
33,58.15,1734.01,1,1,1.83,1,0,0,0,3,1,0,1.61,47,1,0,0
27,83.27,2073.95,0,1,25.16,1,0,1,1,3,1,2,0.2,18,3,0,0
52,82.47,4664.65,0,2,6.75,1,1,1,0,1,1,1,0.72,49,2,0,0
42,45.98,2162.69,0,2,3.75,1,1,1,0,1,1,0,4.93,35,4,0,0
9,68.16,631.84,0,2,6.0,2,1,1,0,0,1,1,8.92,50,2,0,0
20,66.97,1265.63,0,0,8.06,1,1,0,1,0,0,1,3.54,48,2,0,0
9,72.91,617.23,0,2,1.85,0,1,1,1,2,1,0,5.23,41,1,0,1
12,72.66,871.95,2,1,29.54,1,1,1,0,3,1,4,11.11,36,1,0,0
112,47.19,5909.2,0,2,8.05,0,1,0,1,3,0,1,2.52,37,1,0,0
58,31.28,1657.85,1,2,19.35,2,0,0,1,2,0,0,0.2,32,3,0,0
55,56.26,3043.75,0,3,5.45,3,0,0,1,1,1,1,3.62,44,2,0,0
4,69.98,263.91,0,1,7.03,0,1,0,0,2,1,0,3.43,75,3,1,0
28,75.55,2047.29,0,0,10.67,2,0,1,1,2,1,0,0.64,35,4,0,0
37,82.93,3524.22,2,1,6.75,0,0,1,1,3,1,2,1.09,49,2,0,0
22,126.0,2498.98,0,1,16.83,0,0,1,1,2,1,1,11.82,56,5,0,1
24,76.0,2025.76,0,2,10.73,0,1,0,1,0,1,1,8.3,27,2,0,0
1,28.68,31.66,0,2,3.29,0,1,0,0,1,1,1,7.77,38,6,0,0
38,91.83,3099.16,1,4,2.02,1,1,1,1,1,1,0,3.61,53,3,0,0
13,47.92,553.05,2,0,4.84,1,1,1,0,3,0,1,5.54,48,4,0,0
42,54.85,2046.5,1,3,2.41,0,0,1,0,2,1,1,11.34,48,3,0,0
4,47.11,183.33,1,5,23.6,0,1,0,0,2,1,1,0.84,24,5,0,1
35,90.97,3402.95,2,3,7.36,1,1,1,0,1,1,1,0.88,46,3,0,0
1,30.22,33.7,1,1,1.83,1,1,1,0,2,1,0,4.73,37,2,0,0
35,80.06,2654.55,0,1,2.69,0,0,1,0,0,0,0,6.89,47,4,0,0
1,70.67,73.94,0,0,11.41,1,0,1,1,2,1,4,16.42,31,5,0,0
120,120.26,13781.47,1,1,13.46,1,1,0,0,0,1,0,0.44,22,1,0,1
9,44.49,378.34,1,3,2.24,0,0,0,1,2,1,0,1.24,56,4,0,0
19,76.24,1654.09,0,1,2.76,1,1,0,0,3,0,2,11.33,53,5,0,1
10,63.16,570.02,1,0,1.0,1,1,1,1,2,1,2,2.7,24,4,0,0
16,68.78,1145.92,2,0,2.56,0,1,1,0,1,0,1,0.56,60,4,0,1
8,59.22,476.87,1,2,4.73,3,1,0,1,1,0,1,3.68,18,1,0,1
10,60.64,581.01,0,3,3.55,0,1,1,0,0,1,0,9.64,34,3,0,0
120,55.24,5804.57,0,0,5.37,0,0,0,0,2,1,1,5.35,31,5,0,0
16,44.5,649.2,2,2,3.32,0,1,1,0,0,0,1,0.16,32,4,0,0
45,73.39,2934.81,0,0,1.65,1,0,1,0,2,1,0,19.65,59,2,0,0
7,33.41,229.32,0,1,2.71,1,1,1,1,1,1,1,2.94,51,3,0,0
5,56.67,276.73,0,1,4.72,0,1,0,0,2,1,0,5.1,38,4,0,1
2,57.99,112.81,0,2,4.11,3,1,0,0,2,1,1,0.64,74,3,1,1
6,91.97,543.9,2,2,0.93,1,0,0,0,2,0,0,18.54,54,3,0,0
74,28.43,2060.55,1,4,5.62,1,1,1,0,0,1,0,11.72,59,2,0,0
42,27.52,1187.65,0,0,6.13,0,1,0,1,1,1,0,7.99,41,1,0,0
60,109.84,6143.65,2,0,3.28,0,1,0,0,3,1,0,0.12,18,3,0,0
19,47.55,769.16,0,1,13.76,0,0,1,0,1,1,0,5.86,29,4,0,1
72,31.93,1977.04,0,0,4.62,0,1,1,0,1,1,0,3.25,45,1,0,0
70,72.72,4784.76,1,1,8.91,0,1,0,0,1,1,1,4.84,22,2,0,0
15,82.95,1134.48,1,0,3.46,1,1,1,0,3,0,1,0.27,47,1,0,0
44,74.82,2938.1,0,0,12.0,0,0,1,1,1,1,0,6.17,26,1,0,0
27,77.45,2366.68,2,1,7.22,1,1,1,1,2,0,1,9.71,37,3,0,0
45,52.34,2277.81,0,1,7.28,2,0,0,1,0,0,1,1.47,39,2,0,0
62,56.74,3139.99,0,2,3.71,0,1,0,0,1,1,1,1.18,47,3,0,0
1,49.0,48.64,2,1,9.45,2,1,1,0,1,1,0,21.73,60,4,0,0
1,100.36,95.39,2,3,9.58,1,1,0,1,0,0,0,4.14,34,1,0,0
12,113.6,1407.21,0,0,1.94,1,1,1,1,0,0,0,3.4,18,3,0,1
33,43.54,1227.19,2,0,2.15,1,1,1,0,1,0,0,6.16,58,1,0,0
35,70.35,2268.89,2,1,6.25,0,1,1,0,0,1,1,0.95,51,2,0,0
38,67.3,2636.26,0,0,1.19,2,1,1,0,2,1,1,7.58,21,5,0,0
35,90.36,3020.22,1,2,4.17,1,1,1,0,1,1,1,8.3,41,2,0,0
2,91.82,168.57,0,2,6.48,1,0,1,1,2,1,1,7.94,21,1,0,1
10,39.84,353.8,2,3,4.71,1,1,0,0,3,1,1,8.82,40,2,0,0
6,105.61,604.53,0,0,4.94,1,1,0,1,1,0,0,3.95,27,3,0,0
24,66.9,1621.66,0,0,1.22,0,1,1,0,1,0,0,8.11,54,1,0,0
68,46.87,2925.39,2,2,3.39,1,1,0,0,0,1,0,0.05,32,5,0,0
53,64.72,3285.28,2,0,2.79,0,1,0,0,0,1,1,1.06,67,3,1,0
1,32.42,32.78,0,3,7.12,0,1,1,0,2,1,1,4.5,46,3,0,0
9,60.69,614.82,0,1,3.45,1,1,1,0,3,0,0,0.53,47,3,0,1
1,41.68,45.88,0,3,1.21,2,1,1,0,0,1,1,3.24,30,3,0,0
58,34.98,2142.43,1,0,9.07,1,0,1,1,2,1,1,4.98,53,3,0,0
1,57.67,51.91,0,2,6.63,0,1,0,1,1,1,1,11.14,56,4,0,0
16,58.55,908.65,0,4,6.14,1,1,0,0,3,0,0,6.42,44,1,0,1
56,33.39,1811.45,2,1,1.01,1,1,1,0,2,1,1,9.27,57,2,0,0
44,42.99,1899.89,0,2,1.78,4,0,1,1,2,0,0,5.46,62,5,0,0
50,65.27,3145.63,0,2,1.75,0,1,1,0,1,1,1,13.71,54,2,0,0
6,61.97,358.15,1,1,7.85,1,0,1,0,0,1,0,5.85,18,1,0,0
50,84.22,4608.98,1,0,7.46,4,1,1,1,2,0,1,16.22,26,2,0,0
1,50.44,46.7,2,0,10.07,2,1,1,0,0,1,0,9.63,18,3,0,0
74,66.23,4311.14,0,5,6.69,1,1,1,0,0,1,0,13.32,29,3,0,0
10,50.08,496.28,1,1,1.75,0,1,0,0,2,1,0,4.82,45,4,0,0
33,75.19,2849.59,0,4,9.42,1,1,1,0,2,1,1,2.35,66,4,1,1
13,38.9,502.4,2,1,11.29,0,1,0,1,3,1,1,20.7,40,4,0,0
8,73.06,569.68,0,0,2.36,1,0,0,1,2,0,0,1.52,37,3,0,0
26,124.93,3531.75,0,3,4.19,1,1,1,1,0,1,1,1.81,27,3,0,1
70,94.75,7447.33,0,2,3.44,0,1,1,0,0,1,0,0.92,18,1,0,0
35,82.07,3090.05,0,1,0.86,3,1,1,0,2,0,2,1.09,48,2,0,1
22,53.08,1028.6,0,3,4.51,0,1,0,1,3,1,1,0.88,32,1,0,0
10,67.08,719.95,0,2,24.74,0,0,1,1,1,1,0,4.45,23,1,0,0
8,96.3,736.13,0,1,6.24,1,1,0,0,0,0,0,0.04,43,5,0,0
1,83.25,83.5,1,3,7.93,1,1,0,0,3,0,0,2.82,28,1,0,0
9,73.4,615.07,0,1,0.76,2,0,1,1,0,0,2,1.24,50,2,0,1
3,53.02,136.5,0,4,1.71,4,1,1,1,2,0,0,6.39,42,4,0,1
58,27.81,1732.63,0,2,6.82,1,0,0,0,1,1,0,0.37,48,2,0,0
34,77.35,2272.96,0,0,11.63,1,1,1,0,1,1,0,4.61,78,2,1,0
7,81.95,612.13,0,0,9.62,1,0,0,1,0,0,0,0.17,56,4,0,0
25,100.35,2757.18,0,2,2.05,1,1,1,0,0,0,0,4.76,69,4,1,0
14,94.33,1440.67,1,1,13.27,0,1,1,0,0,0,1,5.51,36,5,0,0
45,63.99,2783.5,1,1,7.96,1,0,0,1,2,0,0,10.8,27,2,0,0
18,54.05,1061.92,0,2,1.38,0,1,1,0,0,1,1,0.04,39,3,0,1
27,43.11,1141.42,0,2,9.31,1,1,0,0,3,0,2,6.2,53,2,0,0
40,38.15,1699.24,2,1,10.0,1,1,0,0,3,0,0,25.12,18,3,0,0
21,31.72,579.69,1,3,3.26,0,1,1,1,0,0,3,12.13,45,4,0,0
23,42.54,930.8,2,2,40.1,0,1,1,0,1,0,1,0.07,62,1,0,0
6,44.84,238.06,2,1,3.23,1,1,1,0,1,1,1,6.45,67,5,1,0
73,61.01,4520.41,0,0,6.91,1,1,1,0,0,1,2,0.26,85,2,1,0
35,51.19,1844.58,1,3,1.56,1,1,1,1,0,1,1,1.4,37,2,0,0
18,61.94,1164.37,0,2,5.35,1,1,1,1,1,1,1,6.93,40,3,0,0
20,21.93,478.4,0,1,1.82,0,1,0,0,0,1,4,1.06,63,2,0,1
1,61.76,61.57,0,1,2.38,1,1,1,1,2,1,0,1.75,55,1,0,1
47,96.52,3930.62,2,0,5.13,0,1,1,1,1,0,0,3.87,28,3,0,0
2,40.22,79.31,2,2,4.22,0,0,1,0,2,0,0,0.37,46,3,0,0
44,99.75,3763.23,2,1,1.78,0,1,0,1,2,0,1,0.44,35,1,0,0
7,78.29,554.99,0,1,7.04,0,1,1,1,1,0,2,11.37,31,3,0,0
26,45.38,1307.05,1,1,1.74,0,1,0,0,3,0,4,7.76,18,5,0,0
41,72.1,2633.64,0,1,1.41,0,1,1,0,2,0,1,2.77,18,4,0,0
16,55.89,984.55,0,0,4.31,2,1,1,1,3,1,0,3.21,29,3,0,0
13,46.65,548.63,0,0,1.36,0,0,1,0,2,0,2,2.89,38,3,0,1
15,68.92,1058.16,0,1,14.0,0,1,0,0,3,1,1,5.27,37,3,0,1
3,63.03,195.96,0,4,4.55,1,1,1,0,0,0,1,8.51,51,3,0,1
3,44.44,115.39,2,1,5.08,1,0,0,0,0,1,2,15.22,52,3,0,0
11,87.0,1015.33,0,0,7.38,0,0,0,1,1,0,0,4.17,46,2,0,0
60,57.06,3087.68,2,0,2.47,2,1,0,1,3,1,0,0.66,38,2,0,0
1,124.77,134.89,1,1,0.99,1,1,0,1,3,1,0,12.29,35,3,0,1
1,69.23,77.78,2,0,6.73,0,0,0,0,3,1,1,4.52,41,1,0,0
45,123.26,6372.03,1,0,6.31,2,1,0,1,1,1,0,1.32,51,2,0,0
24,81.05,2121.84,0,1,6.98,2,0,0,0,1,1,0,9.05,39,1,0,0
18,44.63,910.18,1,3,2.02,0,1,1,0,2,1,1,5.35,18,5,0,0
50,59.46,3049.56,1,1,4.61,2,1,1,0,1,0,1,8.9,40,4,0,0
46,23.05,1053.05,0,1,11.95,0,0,0,0,2,0,1,16.46,53,2,0,0
1,94.73,102.65,1,0,0.9,1,1,1,1,0,1,2,3.16,34,2,0,0
59,45.48,2785.36,1,0,10.73,0,1,1,0,2,1,2,0.6,47,2,0,0
77,72.04,6039.74,1,2,2.13,3,1,1,0,3,0,0,1.45,51,1,0,0
31,73.94,1961.91,1,0,2.12,1,0,1,0,2,0,0,10.96,63,4,0,0
64,50.43,2892.22,0,5,3.0,1,1,1,1,0,1,1,0.32,51,2,0,0
47,90.51,3746.3,2,3,12.1,2,0,0,0,2,0,1,2.8,31,2,0,0
25,49.8,1151.53,0,2,1.63,0,0,1,0,0,1,0,7.68,76,3,1,0
33,17.37,570.03,0,1,11.04,0,1,1,0,2,1,1,5.67,30,1,0,0
19,37.91,711.86,0,0,10.68,2,1,1,0,2,1,0,4.58,61,2,0,0
15,80.19,1325.76,0,2,3.2,0,1,1,0,2,0,1,3.98,18,4,0,1
49,66.34,3057.38,2,1,1.34,1,1,0,0,2,1,1,4.48,18,1,0,0
16,94.67,1637.37,2,0,0.92,0,0,1,0,1,1,0,0.4,31,6,0,1
11,45.88,578.98,0,1,4.5,1,0,0,1,0,0,0,4.36,47,5,0,0
14,65.3,811.86,0,4,3.73,1,1,0,1,0,1,2,1.62,31,5,0,1
1,71.65,82.2,2,1,3.8,2,1,1,0,2,0,2,4.57,37,6,0,1
8,66.47,609.19,0,2,1.01,0,1,0,0,0,1,1,0.39,55,2,0,1
6,83.75,451.32,0,4,2.82,1,1,1,1,2,1,1,3.46,40,2,0,0
37,22.49,720.19,2,2,10.47,2,1,0,0,2,0,1,7.42,38,1,0,0
37,76.61,2956.45,0,1,4.86,0,1,1,0,3,0,0,2.29,45,5,0,1
21,54.37,1209.84,0,0,3.46,0,1,1,0,1,1,1,1.6,31,4,0,0
17,85.04,1619.51,1,2,3.43,0,0,1,1,0,1,0,9.38,29,2,0,0
34,103.42,3753.79,0,2,6.41,0,1,1,0,3,1,0,0.13,22,4,0,0
9,59.22,505.97,0,1,7.49,1,1,0,1,1,1,1,0.78,58,1,0,1
8,108.63,806.25,1,1,2.96,1,1,1,1,2,0,0,2.17,33,3,0,0
11,23.8,223.98,0,0,4.6,1,0,0,0,0,0,1,10.73,46,1,0,1
3,78.42,228.83,1,0,4.14,0,1,0,0,0,1,1,0.44,33,4,0,0
1,49.76,49.23,2,0,1.9,0,0,0,0,1,0,2,2.66,51,2,0,0
45,34.67,1586.49,2,5,1.79,0,0,1,0,2,0,1,4.55,30,3,0,0
10,66.7,762.65,1,1,4.6,0,0,1,0,3,0,0,0.43,48,3,0,0
9,79.85,631.45,1,0,8.03,0,1,1,0,1,1,1,3.47,18,4,0,0
60,57.62,3576.52,2,2,5.59,1,1,1,1,2,0,1,0.3,55,3,0,0
9,99.19,999.87,0,2,8.47,2,1,0,1,1,1,1,9.84,46,2,0,1
16,39.91,589.57,0,1,1.83,3,0,0,0,1,0,2,4.74,47,3,0,0
13,65.19,972.53,0,3,3.64,1,1,1,1,0,0,0,4.26,47,3,0,0
20,55.59,1204.53,1,2,4.33,3,1,1,0,3,0,1,12.65,47,3,0,0
10,95.85,937.76,2,0,10.72,0,1,0,0,1,1,0,3.05,61,1,0,0
43,74.94,3480.33,0,3,5.61,2,1,0,0,2,1,1,0.34,41,3,0,0
85,88.06,7435.76,0,0,1.58,0,1,1,1,1,1,0,4.79,40,6,0,0
4,64.76,265.27,2,3,2.41,1,1,0,1,1,1,0,4.26,28,2,0,0
5,15.7,67.01,0,3,15.09,0,1,1,0,2,0,1,0.49,30,1,0,1
1,44.29,39.49,0,1,9.22,1,0,1,0,2,0,0,15.65,32,1,0,1
3,94.63,265.26,0,1,7.07,2,1,1,0,1,1,0,4.72,37,2,0,1
5,81.68,409.85,1,2,6.35,1,1,1,1,3,0,0,3.29,53,1,0,0
23,81.07,2126.62,0,2,1.41,1,1,0,0,0,1,0,2.01,18,2,0,0
2,56.57,99.55,0,3,4.77,1,1,0,0,1,1,0,6.15,53,5,0,1
12,77.14,949.69,2,0,2.41,2,1,1,0,1,1,0,11.77,37,3,0,0
7,85.08,684.56,0,3,8.68,0,1,0,0,2,1,0,0.56,40,1,0,0
32,59.06,1838.43,1,1,12.01,2,1,0,0,0,1,1,0.25,25,2,0,0
66,58.89,4413.72,1,1,3.6,0,0,0,0,2,1,0,2.92,24,1,0,0
13,64.29,881.03,1,1,7.47,0,0,1,0,0,0,1,5.49,64,4,0,0
91,21.33,2193.09,1,3,4.74,1,1,0,1,1,1,1,10.99,40,3,0,0
23,67.81,1352.11,0,1,11.59,0,1,0,1,1,0,1,1.78,40,1,0,1
12,109.73,1351.2,0,0,1.25,2,1,0,0,0,0,0,2.26,37,6,0,0
32,20.58,623.21,2,0,2.73,0,1,0,1,1,1,0,1.65,18,3,0,0
28,40.93,1047.35,0,2,4.48,0,1,0,1,0,1,1,4.56,76,2,1,0
9,55.54,460.02,0,1,3.42,0,1,1,1,3,1,2,18.65,26,3,0,0
10,62.9,699.84,0,3,16.86,0,1,1,1,0,1,2,14.05,60,2,0,0
28,15.0,366.44,0,1,10.25,0,1,1,0,0,1,0,12.77,25,5,0,0
17,96.87,1626.27,0,1,12.41,0,1,1,0,1,1,0,4.46,18,6,0,0
22,43.4,938.3,2,1,3.72,2,1,0,0,0,0,1,3.14,38,5,0,0
3,52.0,175.77,0,2,2.96,0,1,1,1,1,1,0,16.59,36,3,0,1
45,60.13,3110.49,0,4,2.77,0,0,0,1,1,1,0,12.64,33,3,0,0
15,95.43,1402.79,1,2,3.33,0,1,1,0,1,1,2,0.42,52,3,0,1
22,39.82,968.77,0,1,9.75,3,0,1,1,3,0,0,4.52,51,2,0,0
18,48.54,917.73,0,1,5.95,1,0,1,0,2,1,0,6.47,46,1,0,0
1,38.01,40.55,0,2,1.92,0,1,1,1,2,0,0,11.5,40,2,0,0
15,26.09,394.83,0,2,11.05,0,1,1,0,1,0,0,1.23,44,3,0,0
31,79.44,2472.79,0,1,2.78,2,1,1,0,3,0,2,5.64,18,4,0,0
10,107.82,1207.1,2,2,3.58,1,1,1,1,2,1,0,2.87,51,2,0,1
11,75.7,890.4,1,3,6.95,1,1,1,1,0,1,2,0.83,28,3,0,0
9,61.5,588.31,0,0,8.81,1,1,0,1,3,0,1,7.06,62,1,0,0
26,57.77,1362.76,1,3,8.11,0,1,1,1,1,0,3,1.41,32,2,0,0
4,62.42,226.29,2,2,17.69,1,0,0,1,0,1,2,0.74,71,3,1,0
52,51.0,2366.64,2,3,3.61,0,0,0,0,1,1,1,0.18,51,2,0,0
74,59.56,3816.9,0,0,3.69,1,1,1,1,1,0,1,4.21,25,5,0,0
7,91.28,570.11,0,1,9.61,1,0,1,0,3,1,1,2.33,51,2,0,0
15,83.59,1396.77,0,2,15.82,0,0,1,1,2,1,1,12.87,18,2,0,1
12,28.1,333.93,0,0,2.24,0,1,1,1,3,0,2,1.38,42,1,0,1
1,71.97,75.4,1,4,3.71,0,0,1,0,0,1,0,3.76,31,3,0,1
29,61.83,1744.81,0,1,5.57,1,0,0,1,3,1,0,2.29,23,4,0,1
21,44.74,913.49,0,0,2.38,0,0,1,1,1,1,1,29.69,25,1,0,1
7,67.6,457.41,2,1,10.38,3,1,0,0,1,1,0,1.3,33,3,0,0
2,66.77,138.61,0,3,16.4,0,1,1,0,3,1,2,6.34,44,2,0,0
30,70.3,2168.1,1,0,9.59,1,1,1,0,2,1,0,2.54,32,1,0,0
16,45.76,722.32,0,2,1.12,1,0,1,1,3,0,1,5.26,60,4,0,0
23,86.37,1767.2,0,1,0.63,0,0,1,1,3,1,0,0.46,28,2,0,0
48,62.72,3188.17,0,2,2.03,1,0,1,0,2,0,2,1.1,53,2,0,0
22,71.98,1472.9,2,2,2.58,1,1,1,1,0,1,2,9.02,38,2,0,0
12,99.46,1213.57,0,0,1.99,0,1,1,0,0,1,0,9.25,47,5,0,0
33,64.97,2108.72,0,1,12.82,1,1,1,0,3,0,0,4.74,58,1,0,0
21,61.17,1207.6,1,1,4.63,0,1,1,0,0,0,2,0.22,57,1,0,0
17,69.9,1196.96,0,1,6.89,1,1,1,0,2,0,0,6.3,36,1,0,1
22,90.76,2150.96,2,1,1.7,1,0,1,0,0,1,2,2.46,73,3,1,1
9,82.11,726.19,0,1,13.65,1,1,1,1,1,1,1,1.57,58,1,0,0
5,91.08,459.45,0,3,6.0,1,0,1,0,2,1,0,1.04,38,2,0,1
7,47.32,365.54,0,2,6.08,1,1,1,0,2,1,3,2.97,52,1,0,0
17,58.09,1086.97,1,1,2.47,1,1,0,0,3,0,0,4.95,49,3,0,0
9,99.23,970.37,0,0,2.14,0,1,0,0,2,0,1,2.42,68,2,1,1
4,55.88,199.0,0,3,18.2,0,1,1,0,0,1,2,6.65,18,3,0,1
6,28.03,145.63,2,1,2.91,0,1,1,0,1,1,2,11.44,38,2,0,0
6,53.75,365.75,2,2,10.34,0,1,0,1,2,0,0,4.63,55,2,0,0
6,36.68,205.45,0,2,2.75,1,1,0,1,2,1,0,0.8,57,4,0,0
39,38.9,1526.77,0,1,6.1,1,0,1,0,0,1,2,0.81,68,3,1,0
62,66.1,4345.99,1,1,6.67,1,1,1,0,1,1,2,1.09,46,5,0,0
29,79.36,2443.58,1,1,25.86,0,0,1,1,3,0,0,0.71,29,2,0,0
92,65.6,6143.07,2,2,3.32,1,0,1,1,0,1,2,0.81,56,3,0,0
42,18.11,784.21,0,2,3.06,0,1,1,1,3,1,0,7.28,40,1,0,0
27,31.06,730.23,0,3,5.65,2,1,1,0,0,0,0,9.67,58,1,0,0
29,78.55,2298.44,2,2,3.62,3,1,1,0,3,0,3,1.83,18,1,0,0
12,15.0,161.87,0,0,6.8,0,1,0,0,1,0,2,2.27,37,5,0,0
59,85.18,5372.6,1,3,5.42,0,1,1,1,1,1,1,3.2,40,5,0,0
14,77.54,1025.05,1,1,4.1,0,1,1,0,1,1,2,2.46,61,2,0,0
2,86.94,190.23,1,1,2.37,1,1,1,1,1,0,0,0.17,25,2,0,0
4,78.66,299.84,0,2,2.4,1,0,1,1,0,1,1,8.91,40,6,0,1
23,72.19,1437.6,2,0,3.73,0,1,1,0,2,0,0,5.68,25,3,0,0
7,32.2,193.05,0,1,6.17,0,1,1,0,3,0,0,17.83,18,1,0,0
69,108.17,7851.59,2,1,6.24,1,1,0,1,0,0,2,1.94,39,3,0,0
6,48.38,288.91,1,1,1.91,0,0,1,1,0,0,0,5.0,49,3,0,0
27,103.09,3162.86,2,0,5.22,0,1,0,0,2,1,2,2.4,25,4,0,0
32,82.69,2384.08,0,0,7.43,1,1,1,0,1,0,0,0.04,51,4,0,1
13,83.83,1036.9,2,2,1.57,1,1,1,1,3,1,2,1.62,52,3,0,0
8,70.34,529.79,0,0,4.92,0,1,0,0,0,1,0,1.78,18,5,0,0
22,90.72,1956.71,0,2,3.79,0,1,0,0,0,0,0,5.44,25,3,0,1
