word_count,num_named_entities,avg_sentence_length,num_quotes,has_numbers,publish_hour,source_type,author_article_count,article_shares,reading_time_minutes,sentiment_score,num_images,article_text,category
9,5,17.4,0,1,11,3,38,0,4.1,-0.271,4,officials also public president first telescope next leader future,Science
10,4,4.0,0,0,6,1,71,5,6.7,0.03,0,policy new industry according president celebrity people president including national,Entertainment
13,2,12.6,1,1,12,3,8,6,1.6,0.272,3,many percent report impact research country international leader NASA sector decision technology according,Science
17,2,10.7,0,0,16,0,96,1285,3.6,0.487,2,expected development also security program year security group development decision government public NASA sector million officials year,Science
10,6,26.1,0,1,11,3,1,45,4.4,-0.056,5,major state leader national country technology president reported sector security,Sports
14,4,15.1,3,0,21,0,28,113,8.7,0.244,2,leader development future plan last report called reported algorithm security policy program company plan,Technology
11,5,19.8,0,1,7,1,84,32,6.4,0.193,4,leader clinical trial health many million leader economic future world global,Health
13,2,31.9,0,1,19,2,122,118,6.6,0.046,6,impact policy global announced security president expected earnings research country group would research,Business
13,4,22.7,0,1,22,0,24,3,5.3,0.145,3,growing report country would according president policy country recent leader market according vaccine,Health
13,3,20.0,2,0,11,2,40,21,2.6,-0.135,2,country country would local future economic international sector many expected last many public,Politics
16,2,10.3,1,1,22,4,66,305,1.3,-0.129,2,growing health technology world many recent program health system future announced program president premiere economic international,Entertainment
11,3,17.7,3,1,20,1,29,19,3.7,-0.237,0,country partisan people group research called report first international concerns sector,Politics
14,3,22.6,0,0,16,2,7,77,2.5,-0.457,4,new major industry including startup called recent decision could including recent country group smartphone,Technology
17,4,13.9,1,0,21,4,40,317,6.7,0.015,2,future year diagnosis public public according market last called recent leader last group state according including would,Health
15,3,18.2,1,1,17,1,14,70,3.0,0.482,1,growing impact policy public new would new local smartphone first company new year including public,Technology
15,3,12.4,2,0,20,4,48,3,9.5,-0.155,4,economic decision recent organization industry said including world market concerns international system decision organization million,Entertainment
9,5,19.3,2,0,0,1,33,2,5.9,0.509,2,leader national decision according streaming officials health said security,Entertainment
13,3,19.7,1,0,6,4,11,193,5.3,-0.499,1,industry company reported percent major championship research international first concerns international national million,Sports
15,3,5.9,0,1,23,4,8,334,4.9,0.018,0,state decision local people security leader program recent sanctions international reported concerns called international company,World
13,1,14.1,3,0,21,0,100,11,4.0,0.373,2,state people percent policy country leader including local plan also state quarterly development,Business
14,2,23.1,2,1,0,0,21,15,1.7,-0.366,2,state company million said million major called according announced recent organization people future legislation,Politics
15,2,13.7,0,0,2,1,43,1601,4.8,0.426,2,smartphone year expected policy announced country new market state announced called million impact would officials,Technology
14,2,15.9,2,1,8,4,8,29,1.3,-0.497,1,future officials industry industry could impact research president concerns market also also genome group,Science
10,4,19.6,0,1,15,2,104,77,1.0,-0.042,1,year system report economic international million called shareholders research said,Business
16,2,19.5,1,0,0,1,41,5,4.5,0.348,3,impact plan people sector economic said decision health system percent diagnosis percent including expected officials last,Health
18,1,20.3,0,0,13,1,9,35,2.1,-0.236,3,impact plan research decision reported system policy sector industry first public leader group million quantum group company could,Science
13,4,20.3,3,0,14,4,9,25,6.8,0.193,2,program report state technology merger government health government report major major major policy,Business
12,0,20.2,0,0,10,0,2,6,3.0,-0.048,3,policy smartphone officials million country would percent state impact many report market,Technology
12,4,19.9,1,1,10,0,8,0,5.4,0.378,3,new plan impact next health clinical trial year also clinical trial many,Health
13,3,11.1,0,0,3,1,16,9,3.5,-0.264,4,economic reported people year also country research expected growing recent impact organization including,Health
14,3,13.2,1,1,17,2,51,44,7.6,0.408,3,officials president could algorithm national year major organization could reported new concerns concerns first,Technology
16,2,16.5,1,1,23,4,222,5,3.1,0.245,0,next major research company sector quarterly future program shareholders first economic expected could decision public people,Business
12,6,14.8,0,1,23,4,20,3,7.2,-0.077,1,merger million plan country many public technology report security said plan security,Business
17,3,20.1,1,0,7,3,17,10,3.7,-0.233,5,future country impact government according expected future country clinical trial program government national last market leader FDA,Health
12,3,19.3,2,1,7,4,1,8,4.7,0.022,3,government state health year world growing government people called FDA technology system,Health
15,5,27.5,0,1,1,4,8,289,5.4,0.079,2,growing million according called government reported economic international policy app reported year first international company,Technology
10,3,8.0,0,1,6,3,136,133,4.6,-0.279,2,athlete development plan million research local next economic sector according,Sports
15,3,8.6,1,1,20,3,1,9,5.2,-0.113,2,national president system international technology public celebrity system last major announced percent development announced leader,Entertainment
10,5,22.3,0,1,12,4,59,2,2.3,-0.245,1,year year said also year technology major world year global,Politics
12,1,9.0,0,0,4,4,39,63,7.3,-0.091,1,report including next startup health could according organization concerns said would global,Technology
18,0,17.7,2,0,14,0,6,44,5.2,-0.366,0,many market concerns government global plan industry research officials national including market legislation industry impact state officials world,Politics
13,5,21.1,0,0,20,0,46,217,3.6,0.463,5,reported health plan leader company coach including development concerns global economic plan government,Sports
16,7,9.7,2,0,8,1,9,8,7.6,-0.282,1,report expected group next economic technology athlete million coach said group called report million policy also,Sports
12,1,20.0,1,1,9,0,46,18,6.2,-0.1,2,national market government international company said new decision called development country refugees,World
18,2,13.6,0,1,15,4,37,852,3.5,0.15,3,called technology national sector public first policy impact recent would according company policy plan security also announced diagnosis,Health
12,3,14.2,1,1,17,1,53,7,5.6,0.102,1,celebrity report could technology president next system million leader percent percent plan,Entertainment
10,2,20.0,2,1,15,0,4,10,5.5,-0.321,1,championship decision first could development million next new major security,Sports
15,2,20.2,3,0,5,0,22,67,4.2,-0.278,3,development impact plan box office leader government company world public development next market first could,Entertainment
10,3,20.9,0,0,7,4,16,8,5.4,0.276,0,year called impact could streaming leader expected next national system,Entertainment
12,3,19.2,1,0,9,3,54,16,5.9,0.402,3,first world last economic organization report government celebrity technology program said first,Entertainment
17,8,21.6,0,0,23,4,1,15,1.0,0.161,2,would percent technology celebrity sector local national according company first called could decision policy group new could,Entertainment
16,2,15.9,1,1,11,2,21,5,5.6,0.279,5,also health major announced local local NASA many telescope government government including next also world decision,Science
13,0,15.3,0,1,10,0,109,1116,7.7,-0.413,1,company economic health system new state recent called future would major industry growing,Technology
10,2,29.7,0,0,6,4,58,111,2.0,0.479,1,technology economic according also plan plan many app policy public,Technology
16,0,20.9,4,1,7,2,7,15,5.8,0.026,3,major research international concerns including many country health startup people industry organization country major million group,Technology
17,1,15.5,1,1,13,4,41,1851,6.3,-0.493,3,including security people global decision many concerns new said sector people national diplomat would group called also,World
9,4,19.7,2,1,13,1,39,644,8.0,-0.164,3,system president refugees million growing technology state said major,World
15,4,26.4,0,1,20,0,23,13,6.4,-0.147,1,global health earnings including impact program global economic according economic world organization sector report concerns,Business
10,3,19.4,3,1,3,2,55,10,4.3,0.253,4,would technology leader growing policy market impact security people sanctions,World
15,3,18.6,0,0,12,3,2,10,1.2,-0.38,2,recent last public country system policy policy could diplomat government policy country major expected many,World
14,4,8.7,1,1,22,1,22,5434,6.9,-0.012,0,including development reported startup world recent report said year last market officials security million,Technology
14,4,17.9,2,1,18,1,24,23,3.9,-0.097,3,million global global company could including would international research expected percent economic major program,Entertainment
15,4,15.2,3,0,11,1,81,377,1.0,-0.032,3,country industry report announced announced development development including reported next world development plan next public,Technology
13,4,20.4,1,0,14,3,28,7,7.2,-0.173,4,many including million could major legislation called said new organization report public national,Politics
14,5,23.3,2,1,4,4,10,9,6.6,-0.359,2,growing including development next according security state startup group development concerns according first local,Technology
16,6,12.0,2,1,10,0,65,112,4.0,0.05,1,technology million said report NASA state growing growing state sector health organization expected development future local,Science
16,1,31.1,3,0,10,4,50,28,7.0,-0.077,1,said percent announced would industry million leader national called international celebrity last security group future recent,Entertainment
14,7,16.5,3,1,10,3,18,14,8.5,-0.491,2,international new economic reported expected reported new industry according smartphone international next next according,Technology
15,3,25.6,0,0,8,4,11,21,6.6,0.078,0,growing many recent impact company last new economic group state world said called future diagnosis,Health
12,2,17.1,0,1,14,1,228,1,5.9,-0.376,4,system future FDA including sector program people first global could development plan,Health
15,3,20.4,0,0,12,4,10,18,5.1,0.17,0,state major technology impact global major million major economic decision global app million plan would,Technology
12,1,11.7,2,1,2,0,71,598,1.5,0.112,2,leader million officials security health system group people plan decision could smartphone,Technology
16,3,9.4,1,0,9,3,28,137,6.3,0.322,2,announced organization system also according percent plan championship according last year future security impact leader million,Sports
16,5,18.8,0,1,1,1,23,1243,4.3,0.113,2,coach would global global million state president group impact many government officials organization could global economic,Sports
16,3,19.0,1,0,2,1,24,48,3.7,0.081,2,program including diplomat leader growing major report new according reported called officials technology system policy impact,World
12,1,24.8,2,0,13,1,103,958,9.7,-0.512,5,national country million according earnings plan next public last sector concerns policy,Business
16,3,21.2,0,1,0,1,54,310,2.5,0.102,1,development future including expected industry market world country plan percent market leader celebrity economic organization growing,Entertainment
16,1,20.2,1,1,5,3,17,271,4.2,-0.082,1,said new development global plan new group research tournament development development leader report recent million athlete,Sports
10,6,25.4,0,1,18,4,142,263,4.3,-0.244,4,policy said national organization local group company plan development vaccine,Health
13,2,4.1,2,1,21,4,15,151,4.8,-0.317,2,expected future sector economic organization government world security last technology including system economic,Health
12,5,13.6,3,0,7,3,35,21,3.3,-0.075,3,president system market research market diagnosis called company company percent expected next,Health
11,4,19.2,1,0,5,0,79,64,7.9,-0.083,2,growing last economic industry sector organization program partisan country state policy,Politics
9,2,22.5,0,0,20,3,34,226,6.5,0.2,2,industry earnings plan called country also plan state major,Business
14,2,13.1,1,1,21,1,189,8,6.9,-0.092,3,first international industry industry development announced future recent leader quantum decision policy genome people,Science
17,4,8.2,0,1,23,0,30,117,3.6,0.019,2,major concerns technology future plan international economic research policy expected industry market growing would research sector also,Entertainment
17,6,20.2,1,0,20,0,93,94,6.7,-0.328,2,announced including announced global decision including said announced startup policy percent sector country growing recent plan called,Technology
11,8,15.1,1,0,21,3,3,3,7.3,-0.155,4,international summit last leader organization organization concerns group technology policy international,World
14,3,23.6,3,1,8,3,111,53,3.8,0.236,2,organization officials according refugees impact major called president world officials could new next called,World
16,2,14.9,0,1,22,1,54,26,3.6,-0.369,4,announced report president year economic plan reported world reported plan FDA would global including also many,Health
16,3,15.4,3,1,22,1,88,227,1.0,-0.157,1,plan could future said policy year sector economic government future recent organization security leader including could,Politics
18,3,17.5,2,1,0,2,40,7,7.1,-0.284,3,first government economic expected plan future international decision expected new local major health world impact plan system premiere,Entertainment
12,4,21.7,1,1,17,2,13,46,3.6,0.097,3,company international organization next international public leader government celebrity including plan industry,Entertainment
17,7,22.0,0,1,19,2,4,18,6.1,0.276,3,decision million last also organization world diplomat country report new president world world leader million health impact,World
14,7,20.2,0,0,15,2,29,8,2.7,-0.073,4,local health plan officials next first recent president sector plan future growing organization recent,Science
10,2,23.6,1,0,1,1,97,121,6.8,-0.211,0,said country decision concerns international president year global merger would,Business
9,4,22.0,1,1,23,1,80,0,7.4,0.452,3,security sector research technology vaccine major local development health,Health
12,3,12.1,1,1,14,1,21,95,3.0,0.12,1,million people concerns president sector company decision leader country vaccine system million,Health
18,4,20.3,0,0,15,1,53,71,2.9,-0.402,1,program growing said national decision company percent announced plan organization program people shareholders growing world system security policy,Business
9,6,13.6,1,1,10,2,19,48,7.0,0.087,2,million sector policy public recent international could would national,Business
10,2,21.8,0,0,11,0,77,0,2.9,-0.142,1,group many future health could policy policy national clinical trial,Health
13,3,11.3,1,0,15,3,151,94,7.1,-0.291,3,FDA plan decision organization growing system president could president growing security group people,Health
16,1,7.9,3,1,23,2,63,55,8.8,-0.29,3,next system telescope leader public sector last could announced genome plan next group public sector said,Science
16,3,18.9,4,1,2,3,6,409,3.2,-0.433,2,vaccine according economic sector system diagnosis country global local market according industry called market including people,Health
13,7,22.0,2,0,3,2,1,1417,6.4,-0.045,4,could health expected next major government impact economic group would athlete million expected,Sports
9,2,21.4,1,1,16,2,7,386,6.5,0.08,2,expected startup organization could next also world state would,Technology
17,4,17.1,2,1,20,2,35,7285,1.5,0.031,0,system international industry report officials group according industry program people development public according state expected market legislation,Politics
11,1,10.7,0,0,15,4,32,213,1.0,0.305,3,would decision research new health government merger next many policy expected,Business
16,6,19.2,0,1,15,1,5,85,8.4,0.25,2,future technology system many organization global plan year next also program including percent could plan quarterly,Business
18,0,12.1,0,1,14,0,84,103,5.7,-0.005,1,plan said also research last legislation would security report government development announced public including economic security company country,Politics
14,1,24.8,2,1,1,4,19,68,6.6,-0.377,1,many impact plan local recent FDA next last health new last development would first,Health
10,6,17.4,1,1,14,2,8,168,1.1,-0.247,3,could national celebrity million first recent last million program major,Entertainment
13,2,23.0,1,0,16,4,58,64,3.0,0.275,2,future report said industry shareholders reported plan national percent recent merger state development,Business
13,4,14.8,2,1,11,0,15,348,6.0,-0.229,3,world company report economic recent country next expected new called research international growing,Health
8,0,20.3,2,0,3,4,3,1578,2.1,-0.183,2,could market according said next said could first,World
15,1,14.8,0,1,8,3,19,13,4.5,-0.081,4,also including decision said program new national said future organization concerns national could earnings company,Business
14,2,18.6,2,1,13,1,2,97,8.1,0.054,0,said also smartphone international said security percent percent research new said impact including sector,Technology
17,3,19.1,0,1,1,1,10,14,10.6,0.261,3,called national genome market could market major state plan global people program world growing could policy major,Science
15,4,9.2,0,1,11,0,57,150,1.0,-0.052,4,program could recent recent app international said future many said public national economic organization expected,Technology
15,1,18.8,1,0,16,2,2,114,7.7,-0.357,2,concerns health new government leader concerns development diagnosis country policy last industry people concerns next,Health
12,4,16.9,0,0,7,1,21,95,1.1,0.379,2,smartphone percent policy last could growing last people organization global growing company,Technology
13,0,26.8,0,1,20,1,2,11,1.0,0.138,7,economic organization technology reported sector organization percent partisan called impact next development would,Politics
9,1,20.1,3,0,3,4,108,27,2.3,-0.14,0,would called according tournament local people million new program,Sports
12,3,9.2,4,1,17,0,49,21,3.4,0.181,2,public state health sector organization economic concerns called including including government officials,Science
14,1,23.2,1,0,13,1,24,40,6.3,0.065,1,many country last concerns summit sector report leader program many market people expected said,World
11,3,9.2,0,1,8,0,54,4,7.3,0.047,2,industry system security decision last security sector next future percent vaccine,Health
14,2,18.2,1,1,2,2,40,27,7.1,0.195,3,health growing could organization leader next health local shareholders announced program percent sector recent,Business
16,1,24.4,2,0,19,1,61,12,2.6,-0.067,2,company local reported national system according government technology company national plan including decision shareholders could growing,Business
14,1,18.0,0,1,2,4,145,1272,3.2,0.054,3,last coach international announced reported year million leader people would government world health first,Sports
11,0,10.2,0,1,23,2,90,41,4.7,0.149,1,genome public international would new according decision world report called new,Science
18,6,18.2,0,1,5,3,62,109,4.2,0.647,1,according system could major would technology last genome decision system public growing concerns announced research government technology world,Science
18,2,22.8,2,0,8,4,2,18,5.3,0.68,3,called local new would new percent research would major year local million international million box office could global,Entertainment
12,1,7.4,1,1,3,2,95,81,3.4,-0.574,1,according year country people summit global according group world development group next,World
12,1,16.0,2,1,3,0,8,66,7.2,-0.045,3,economic leader major would major bipartisan international security security next industry said,Politics
9,2,21.8,1,1,5,4,19,11,6.9,0.008,4,leader streaming sector impact also country economic first future,Entertainment
14,2,31.5,0,1,9,2,9,55,1.4,0.005,0,plan impact reported global plan public reported state would country market could group market,Sports
15,1,10.1,2,1,9,1,79,29,7.2,0.354,2,group global company first health country growing development startup new organization said research company recent,Technology
16,4,13.1,1,0,7,3,226,125,2.4,0.104,4,recent decision last according year program report would research also research officials market local celebrity concerns,Entertainment
13,4,19.3,0,1,8,0,23,4,3.6,0.144,3,sector new security concerns policy called people expected many quantum impact million president,Science
17,2,10.3,1,1,21,4,4,0,6.6,0.158,4,national announced country market health technology plan health could reported quantum could including state according development policy,Science
10,2,20.6,0,1,11,2,10,240,7.8,-0.139,4,streaming also percent government million including according called sector impact,Entertainment
17,2,19.7,1,0,6,3,28,10,4.7,-0.161,1,program group system sector percent officials would would quantum million market many industry year year million research,Science
14,5,17.2,2,1,12,0,3,25,5.4,-0.067,1,decision impact security sector national technology expected government economic genome future future local officials,Science
18,6,21.0,2,1,15,4,22,2453,4.6,0.076,3,industry organization industry next company group people next year public industry technology local recent clinical trial group last,Health
12,4,17.1,0,1,5,3,313,38,9.1,-0.055,1,legislation program last reported system economic company company leader state next announced,Politics
15,1,14.2,0,1,23,3,73,1055,2.9,-0.268,4,economic said also state industry also research plan according reported recent streaming president industry technology,Entertainment
14,2,15.1,0,1,23,4,65,305,5.2,0.099,3,million said many summit people decision group said said next world major state decision,World
15,4,11.7,1,1,22,4,74,38,3.6,-0.133,4,plan future state people decision leader recent partisan reported report technology technology year new market,Politics
17,2,15.0,1,1,19,1,34,5,6.8,-0.388,1,industry health technology growing group diplomat organization state country international plan organization policy people expected public including,World
14,4,22.9,1,1,0,1,16,7,1.1,0.022,0,concerns growing country also according first first global smartphone announced also percent economic impact,Technology
17,2,18.6,1,1,21,4,41,354,2.4,-0.552,3,reported international report public decision million future company government state last national could could organization concerns announced,Health
10,2,16.2,2,0,2,3,42,460,7.3,0.372,0,expected program national future industry million diplomat major sector said,World
13,5,17.9,2,0,8,3,32,12,5.4,0.283,1,called national said decision year research sector economic diplomat called reported local security,World
9,1,21.5,0,1,17,0,41,3,1.6,-0.282,1,expected million leader plan security research startup organization report,Technology
18,2,12.1,0,1,7,3,5,30,3.2,-0.486,3,genome also world government first last expected international world security recent national new country policy announced organization new,Science
12,4,16.9,4,1,11,0,49,1,4.5,0.2,2,smartphone technology organization international leader said last world app technology percent organization,Technology
14,1,18.9,1,1,1,0,164,74,5.6,0.136,2,including organization market diplomat announced recent new including future system report new international concerns,World
9,1,17.7,2,0,9,3,54,7690,6.5,-0.269,1,public officials recent impact algorithm called could sector first,Technology
15,3,26.4,0,0,10,3,68,4,6.0,-0.031,1,industry sector technology year market many including security expected leader would state year partisan percent,Politics
15,1,10.4,2,1,11,4,49,257,5.1,-0.066,1,public plan national said major algorithm said technology report national world million could security would,Technology
14,2,19.1,0,0,23,4,1,6,5.7,-0.422,1,senator reported local company year year public announced company future also including said senator,Politics
18,4,12.8,0,1,18,1,29,101,3.4,-0.061,0,could partisan security country local could group million expected new security impact organization next company according percent decision,Politics
12,3,14.4,5,1,9,1,21,17,7.1,-0.156,2,last security report group said sector leader local percent announced research first,World
10,3,14.5,2,1,8,2,6,242,7.4,-0.226,0,world health president industry could local year company legislation could,Politics
18,2,20.5,1,1,10,0,75,215,10.1,0.245,3,industry future health government many growing country program last percent many tournament many year group decision announced would,Sports
16,3,17.8,1,1,15,4,75,54,1.0,-0.168,2,first vaccine country president international last country public called expected would government million people future reported,Health
12,2,19.2,2,1,19,4,4,140,6.7,-0.012,2,next next concerns according announced tournament said technology international future policy reported,Sports
14,4,23.7,1,1,11,0,78,5621,5.2,-0.207,2,market quantum telescope according according public health first health percent year technology said world,Science
14,6,25.1,2,1,15,4,76,89,6.4,0.597,2,first research national policy growing genome genome government economic according officials world leader industry,Science
13,2,8.0,0,0,0,3,9,1,6.7,-0.176,4,economic international organization athlete according policy announced president major national security technology major,Sports
12,2,5.2,1,1,10,1,4,43,4.9,0.284,1,health organization many tournament future new industry according many expected recent country,Sports
18,5,18.5,2,1,9,2,134,114,5.6,-0.272,4,market according officials expected according new international country announced million next including economic government earnings international growing said,Business
18,3,16.0,2,1,3,0,35,1084,3.0,-0.038,1,diplomat growing decision president government reported organization local major organization future development group leader development major said could,World
16,3,22.7,1,0,5,4,84,678,7.4,0.157,1,group major would market company percent major president leader state recent year reported president million refugees,World
16,3,17.6,4,0,7,1,102,220,4.6,0.121,1,announced expected company many impact public recent policy first first announced plan decision called sanctions development,World
12,2,4.9,1,1,6,3,10,60,5.8,0.411,2,summit industry impact government said development report economic could public said group,World
10,3,17.0,2,0,12,3,3,1795,4.6,-0.495,0,future concerns concerns people policy report quarterly world last program,Business
9,3,8.4,0,1,16,4,134,14,4.0,0.331,0,industry also market industry research research group sector group,Entertainment
10,3,24.0,0,1,15,0,26,49,6.0,-0.22,1,industry report said premiere decision impact international year policy would,Entertainment
18,4,17.3,0,1,1,2,22,6,6.2,-0.508,2,people report people security last people future could major report organization international said reported major international vaccine percent,Health
16,1,14.7,1,0,4,3,53,4,3.2,0.132,4,year public local government local FDA economic industry program state system health recent new impact policy,Health
11,2,18.0,1,1,2,3,91,2096,4.3,0.279,2,industry government world state future world research technology economic said technology,World
16,3,26.4,0,0,3,4,29,4,3.5,-0.052,1,country local development program decision country organization decision global leader sanctions security officials company called report,World
17,5,18.1,0,1,13,3,46,94,9.4,-0.124,1,could genome recent country health public sector world concerns president international expected economic telescope impact president organization,Science
11,6,9.6,1,1,10,0,2,74,7.1,0.12,1,national security president sector according organization health telescope technology health percent,Science
15,2,23.4,0,1,5,0,156,280,6.9,0.513,3,growing public year organization development including people smartphone percent report leader industry major plan president,Technology
15,4,13.8,2,1,12,0,143,4,4.6,0.575,1,state policy national concerns global new algorithm also new health expected year according public expected,Technology
11,2,17.3,0,0,22,3,18,286,7.2,-0.053,4,growing announced economic country development government impact reported program research startup,Technology
16,3,16.8,0,0,13,2,58,405,4.0,0.374,1,future box office new major market policy world many expected technology health organization security plan president,Entertainment
18,2,13.7,1,1,10,1,68,1684,4.8,0.141,5,country last quarterly economic many many decision major people global company system announced country health people sector report,Business
16,2,16.3,2,0,21,1,20,2655,1.9,-0.066,1,first said reported vaccine percent global also people new local growing system future world expected officials,Health
14,3,4.5,1,1,4,3,27,34,4.9,-0.51,3,sector last smartphone international plan announced industry government year also company recent people international,Technology
11,2,18.1,0,0,1,0,62,71,4.9,-0.091,3,percent officials last diagnosis policy major local expected expected percent plan,Health
17,3,26.6,1,1,14,1,58,27,2.1,-0.084,2,leader policy percent officials first partisan could concerns development reported impact announced industry international security many percent,Politics
14,0,24.4,1,1,16,0,5,87,4.0,-0.378,2,president development report major world decision country policy expected public group security also policy,Politics
17,3,16.8,0,1,6,0,48,233,5.7,0.299,2,officials recent report industry future growing group national company international championship recent economic million president program president,Sports
10,4,18.4,0,0,1,0,17,41,3.5,-0.409,2,organization president recent organization report million global group program premiere,Entertainment
15,4,17.7,1,0,18,1,114,2386,2.5,-0.231,2,sector senator would many world year country year system percent program president research year plan,Politics
14,5,14.2,0,0,17,3,2,25,6.1,-0.043,3,company new genome sector market local new reported national impact expected health industry international,Science
18,2,16.8,0,1,14,2,51,95,7.7,0.124,2,economic company quarterly development reported called state industry growing including could according quarterly including leader government million recent,Business
15,2,19.9,1,1,19,2,26,596,5.6,0.243,3,international many many first impact company organization government local company premiere organization future could decision,Entertainment
10,3,11.8,0,1,18,0,9,142,2.9,0.021,2,announced according reported new system global last quantum world state,Science
15,2,17.5,1,0,23,4,32,41,5.4,-0.192,0,group impact according system last reported reported called championship next public called also program year,Sports
12,3,20.2,0,1,11,2,3,9,6.6,-0.215,3,policy first program partisan technology million also people program country according called,Politics
13,1,18.0,1,0,19,0,61,1910,2.1,-0.332,1,could market announced percent said senator people according government recent new system health,Politics
13,1,17.1,1,0,21,1,16,5,3.9,0.335,3,international development expected world technology organization NASA growing national could president announced organization,Science
10,4,20.2,1,0,23,0,43,76,6.4,-0.186,0,premiere could million next security world organization development reported program,Entertainment
9,3,15.2,0,0,0,1,98,8,2.5,-0.097,1,next championship group state industry could president plan group,Sports
11,2,12.7,0,1,23,1,39,103,4.3,-0.264,0,plan major health genome could country plan impact country new new,Science
17,3,20.2,0,1,17,1,36,109,3.3,0.286,1,would decision organization security world report health next bipartisan called economic state government health expected year economic,Politics
14,5,23.4,2,1,15,4,38,5761,6.0,0.249,2,system organization recent NASA president impact government local system impact national announced world would,Science
12,3,14.9,1,1,14,4,39,16,4.3,0.207,4,many organization sanctions economic according report million would would report market sanctions,World
9,2,21.2,3,1,1,1,222,811,2.9,0.187,1,many state plan million market economic telescope could group,Science
19,1,21.0,0,1,12,0,55,31,6.4,-0.435,4,tournament expected company public first decision public year impact athlete last first according last called security sector president impact,Sports
13,0,26.2,0,1,2,0,14,667,6.7,-0.208,0,also people expected including global research telescope company local organization recent leader company,Science
15,5,19.3,3,1,13,2,133,180,2.7,-0.084,4,international championship president policy industry expected sector development research public plan called impact government public,Sports
9,3,24.0,0,1,0,3,34,462,2.3,-0.233,2,organization policy report celebrity world according recent officials announced,Entertainment
16,1,22.3,1,0,9,2,81,203,5.1,0.34,0,health merger leader plan announced impact merger expected year expected major first group year next would,Business
9,3,14.6,0,1,6,0,18,50,4.7,-0.176,4,organization plan people development announced next major technology future,Technology
14,5,20.3,2,0,21,3,67,0,3.5,0.269,2,including decision including percent market also research technology diplomat leader new public new industry,World
14,3,7.0,0,0,18,1,54,7,6.3,-0.33,1,leader would world program international growing first telescope major officials national group next research,Science
9,1,13.0,2,1,13,1,44,3175,3.6,0.179,1,percent system decision million national development technology would reported,Business
11,2,21.2,1,1,20,1,24,4,4.4,0.044,1,local health vaccine people expected security million concerns expected market year,Health
10,3,14.3,0,1,15,4,190,191,4.8,0.047,0,could system country economic called economic quantum officials first major,Science
16,3,20.1,0,1,11,4,204,14,7.1,0.055,3,sector industry president quantum major program research next program decision global percent program government sector impact,Science
11,5,21.7,2,1,0,1,14,3453,1.9,0.67,5,impact market according officials government market new security would last said,World
12,2,18.6,2,0,7,3,131,8,9.1,-0.08,2,report leader announced government genome announced policy people including world future health,Science
18,6,15.8,0,1,3,1,24,18,3.5,0.098,0,million would people industry president policy startup would industry technology sector expected world president system policy president many,Technology
12,3,15.9,1,0,3,3,28,141,3.5,-0.027,0,health system market policy state concerns government tournament program organization local global,Sports
10,2,15.1,0,0,18,3,253,29,7.4,0.197,1,government research global quarterly next development concerns research international organization,Business
16,3,12.7,2,0,9,4,149,124,6.5,-0.465,4,called announced clinical trial year system plan expected president also international major plan first FDA impact,Health
9,4,29.9,3,1,4,3,50,90,5.3,0.066,1,announced world genome health growing million program government next,Science
12,5,17.3,0,0,11,4,29,594,4.9,-0.114,0,leader senator year people plan called global report future people would research,Politics
15,2,18.1,0,0,21,1,25,52,2.5,-0.279,1,plan next next major industry leader economic premiere million group called recent national percent reported,Entertainment
11,2,20.2,1,1,9,3,15,8,2.8,-0.596,0,year new million recent technology leader industry president officials technology legislation,Politics
12,3,13.8,1,0,10,1,93,7,9.3,0.214,1,security report premiere program also research development including impact announced reported expected,Entertainment
12,2,25.1,0,0,17,1,159,978,7.3,-0.346,2,president also percent industry international percent local clinical trial decision million local,Health
15,3,12.8,0,1,22,2,142,24,2.8,-0.094,1,reported percent leader quantum organization country reported technology next new health state expected international first,Science
13,4,14.9,0,1,3,0,66,167,4.1,-0.092,2,called percent world percent health technology percent called last diagnosis country report would,Health
17,2,16.0,2,1,5,3,85,1290,3.4,0.019,5,public championship said future organization leader officials also economic percent organization new president concerns would public growing,Sports
17,2,21.1,0,0,23,4,46,365,9.7,-0.573,2,public many including impact decision system sector growing program senator would group impact next according leader global,Politics
9,2,21.5,1,0,8,3,56,17,4.8,0.222,1,national organization decision people development decision celebrity global new,Entertainment
18,5,16.6,5,1,15,4,204,520,2.7,-0.168,2,expected according global program summit plan last next refugees national recent many country future industry group country called,World
18,4,17.9,2,0,1,1,12,17,3.3,0.331,1,many government first security program would merger called announced could group reported world year year new would would,Business
18,10,15.7,0,1,5,3,27,303,4.3,0.601,1,leader report health impact national million growing including global impact earnings many company country public million program local,Business
10,3,14.9,2,1,5,1,43,25,8.2,-0.187,1,report recent government would coach economic first system report said,Sports
16,4,16.0,1,1,5,4,118,103,4.5,0.442,2,people government public championship government athlete world president public growing first state local officials international group,Sports
10,4,25.8,1,1,14,4,5,107,6.0,0.438,1,state group system research president government officials report celebrity president,Entertainment
9,3,15.4,1,0,23,2,22,1528,6.8,-0.033,2,future including future called recent according local recent state,Business
12,3,18.9,0,0,0,4,1,230,1.0,-0.11,0,local organization percent tournament called development plan industry would economic public people,Sports
14,1,13.9,4,1,11,2,52,91,4.7,0.289,0,recent group first would percent concerns expected national report health local world company company,World
18,1,22.3,1,1,13,4,9,17,4.1,0.287,3,expected last future government policy company growing market future organization industry app would including system said app health,Technology
