requested_loan_amount,annual_income,employment_length_months,credit_score,num_open_accounts,total_debt,debt_to_income,num_derogatory_marks,months_since_last_derogatory,home_ownership,purpose,application_hour,time_on_page_seconds,num_page_revisits,device_type,previous_applications,referral_source,verification_status,zip_risk_score,target
11181.14,59393.67,10.0,613.0,4.0,29145.81,0.4907,0.0,0.0,0.0,4.0,17.0,311.0,1.0,1.0,2.0,4.0,1.0,1.0,0
7044.52,66299.49,142.0,738.0,8.0,37004.36,0.5581,1.0,107.0,0.0,0.0,9.0,47.9,0.0,0.0,4.0,4.0,1.0,2.61,0
7617.62,79284.97,29.0,679.0,9.0,27640.63,0.3486,0.0,0.0,0.0,4.0,17.0,296.1,2.0,1.0,1.0,3.0,2.0,2.33,0
8161.85,29622.94,12.0,601.0,4.0,29578.9,0.9985,0.0,0.0,0.0,2.0,15.0,224.3,1.0,1.0,0.0,4.0,2.0,1.51,1
11287.22,19359.33,63.0,850.0,4.0,7647.29,0.395,1.0,44.0,1.0,5.0,2.0,188.5,1.0,0.0,3.0,4.0,0.0,1.12,0
9554.49,46118.06,79.0,635.0,5.0,4877.04,0.1058,1.0,9.0,1.0,5.0,12.0,217.4,2.0,0.0,0.0,3.0,2.0,0.98,0
8775.38,42281.58,14.0,615.0,8.0,18254.76,0.4317,0.0,0.0,1.0,4.0,8.0,521.3,0.0,1.0,0.0,3.0,0.0,0.59,1
21614.48,47572.19,262.0,749.0,7.0,9272.47,0.1949,1.0,6.0,2.0,4.0,5.0,49.8,3.0,2.0,1.0,2.0,2.0,2.08,0
9212.82,36920.33,8.0,508.0,1.0,6081.82,0.1647,0.0,0.0,1.0,4.0,17.0,1358.0,2.0,1.0,1.0,4.0,2.0,5.62,0
8303.26,52496.46,55.0,669.0,5.0,20330.98,0.3873,0.0,0.0,1.0,5.0,0.0,675.1,1.0,0.0,2.0,1.0,1.0,0.64,0
16496.96,43466.11,15.0,723.0,4.0,16437.14,0.3782,0.0,0.0,0.0,3.0,0.0,666.9,0.0,2.0,1.0,3.0,2.0,4.31,0
13653.12,23521.56,26.0,673.0,6.0,6204.85,0.2638,0.0,0.0,0.0,4.0,2.0,201.1,1.0,2.0,0.0,4.0,0.0,3.42,0
19948.8,32899.98,70.0,659.0,9.0,5728.8,0.1741,3.0,0.0,1.0,4.0,10.0,92.7,3.0,1.0,1.0,4.0,2.0,1.77,1
18396.67,25836.42,146.0,659.0,7.0,3174.08,0.1229,0.0,0.0,1.0,3.0,7.0,108.2,1.0,1.0,0.0,0.0,1.0,3.58,0
5781.1,49163.21,38.0,694.0,4.0,34166.14,0.695,2.0,51.0,2.0,2.0,4.0,1338.4,4.0,0.0,0.0,0.0,0.0,4.85,0
7394.39,70751.18,165.0,717.0,5.0,83238.56,1.1765,0.0,0.0,0.0,2.0,16.0,870.9,1.0,2.0,1.0,3.0,1.0,0.45,0
8237.99,46541.78,21.0,656.0,4.0,39183.82,0.8419,0.0,0.0,1.0,3.0,14.0,408.8,2.0,0.0,0.0,4.0,2.0,3.74,0
5625.26,40008.56,26.0,684.0,0.0,12831.9,0.3207,0.0,0.0,0.0,4.0,0.0,96.6,1.0,0.0,0.0,0.0,2.0,1.17,0
5554.01,38143.84,7.0,809.0,8.0,29817.45,0.7817,0.0,0.0,0.0,5.0,15.0,160.6,4.0,1.0,0.0,1.0,0.0,0.43,0
4323.91,31760.72,36.0,650.0,6.0,12167.97,0.3831,0.0,0.0,2.0,1.0,7.0,239.1,1.0,2.0,1.0,3.0,2.0,2.39,0
12882.13,56679.54,124.0,723.0,9.0,45596.94,0.8045,0.0,0.0,0.0,3.0,1.0,348.2,1.0,1.0,1.0,1.0,0.0,2.62,0
24841.05,79842.84,30.0,706.0,8.0,6612.27,0.0828,0.0,0.0,2.0,5.0,21.0,297.7,0.0,0.0,1.0,0.0,2.0,4.94,0
6437.28,105570.03,2.0,632.0,6.0,44872.2,0.425,1.0,31.0,1.0,4.0,0.0,203.7,1.0,0.0,1.0,3.0,1.0,4.37,0
9174.7,70902.91,35.0,659.0,4.0,8852.65,0.1249,0.0,0.0,1.0,5.0,4.0,231.7,1.0,0.0,1.0,2.0,2.0,2.8,0
4478.18,73737.89,9.0,700.0,4.0,53218.64,0.7217,1.0,17.0,0.0,4.0,22.0,363.1,0.0,0.0,1.0,3.0,2.0,1.71,0
7325.16,49687.13,17.0,692.0,5.0,15023.11,0.3024,0.0,0.0,2.0,5.0,15.0,728.7,2.0,0.0,1.0,0.0,0.0,3.91,0
11235.95,107161.49,28.0,833.0,4.0,54806.72,0.5114,0.0,0.0,1.0,5.0,7.0,348.4,3.0,1.0,0.0,4.0,0.0,5.16,0
11086.06,38972.99,27.0,645.0,7.0,55960.91,1.4359,0.0,0.0,1.0,5.0,14.0,270.9,0.0,1.0,0.0,3.0,2.0,1.88,1
3919.03,54832.7,141.0,706.0,5.0,29970.14,0.5466,0.0,0.0,1.0,0.0,11.0,106.8,2.0,2.0,0.0,1.0,1.0,2.06,0
12853.38,40145.47,18.0,781.0,7.0,10169.8,0.2533,0.0,0.0,1.0,4.0,3.0,649.9,1.0,0.0,2.0,2.0,1.0,5.77,0
11186.04,37225.48,23.0,633.0,4.0,25996.94,0.6984,0.0,0.0,1.0,3.0,23.0,391.4,4.0,1.0,2.0,1.0,2.0,0.86,0
6223.44,66577.84,3.0,666.0,4.0,61036.53,0.9168,0.0,0.0,1.0,3.0,16.0,95.5,1.0,1.0,1.0,0.0,1.0,0.95,1
4550.17,58392.32,49.0,673.0,6.0,21855.32,0.3743,4.0,8.0,0.0,3.0,22.0,581.6,2.0,0.0,1.0,0.0,1.0,1.27,1
8937.56,21425.08,10.0,611.0,6.0,14694.09,0.6858,0.0,0.0,2.0,0.0,5.0,94.6,2.0,2.0,2.0,2.0,0.0,1.74,1
13397.4,25999.99,28.0,679.0,4.0,19629.59,0.755,0.0,0.0,0.0,3.0,5.0,389.2,1.0,0.0,2.0,1.0,1.0,2.99,1
10895.43,56055.97,9.0,568.0,4.0,24149.76,0.4308,0.0,0.0,1.0,5.0,10.0,256.0,1.0,1.0,1.0,2.0,2.0,2.11,1
2705.89,71935.43,5.0,547.0,5.0,26681.77,0.3709,0.0,0.0,1.0,1.0,7.0,231.5,4.0,0.0,0.0,4.0,1.0,3.72,0
8126.74,23174.17,8.0,690.0,6.0,27863.08,1.2023,0.0,0.0,0.0,3.0,2.0,537.7,1.0,1.0,1.0,1.0,2.0,1.14,1
8488.07,16620.14,27.0,612.0,7.0,7670.98,0.4615,2.0,9.0,0.0,1.0,1.0,132.9,2.0,1.0,2.0,3.0,2.0,4.54,1
8164.46,66123.89,135.0,741.0,4.0,28376.39,0.4291,0.0,0.0,2.0,4.0,8.0,75.1,0.0,0.0,2.0,2.0,0.0,2.14,0
6718.27,50871.97,10.0,717.0,2.0,21359.05,0.4199,1.0,31.0,0.0,5.0,2.0,272.6,0.0,2.0,1.0,1.0,1.0,2.8,0
8528.75,22325.87,167.0,669.0,7.0,7216.92,0.3233,2.0,54.0,1.0,3.0,9.0,578.8,2.0,0.0,0.0,4.0,1.0,3.43,0
13535.41,35371.12,52.0,692.0,7.0,24906.53,0.7041,1.0,8.0,1.0,0.0,23.0,374.4,3.0,0.0,1.0,2.0,0.0,1.87,0
8997.98,19826.77,13.0,834.0,3.0,2344.01,0.1182,0.0,0.0,2.0,3.0,12.0,166.7,2.0,0.0,1.0,0.0,2.0,4.91,0
8225.35,53192.92,44.0,669.0,2.0,35118.93,0.6602,0.0,0.0,1.0,5.0,18.0,137.2,1.0,0.0,0.0,0.0,0.0,3.25,0
6837.28,51582.18,59.0,700.0,8.0,37660.74,0.7301,0.0,0.0,2.0,5.0,17.0,158.3,2.0,1.0,1.0,4.0,2.0,4.9,0
2771.99,20420.17,7.0,711.0,5.0,16268.7,0.7967,1.0,46.0,1.0,4.0,2.0,99.9,1.0,0.0,2.0,0.0,1.0,1.74,0
5809.13,17541.04,7.0,776.0,4.0,10428.19,0.5945,1.0,0.0,0.0,5.0,6.0,383.0,1.0,0.0,0.0,1.0,0.0,4.35,0
8997.5,30151.23,8.0,638.0,1.0,11079.25,0.3675,0.0,0.0,1.0,3.0,15.0,831.5,2.0,1.0,0.0,4.0,0.0,0.54,0
8761.94,52629.33,54.0,754.0,5.0,11117.69,0.2112,0.0,0.0,1.0,3.0,18.0,1519.0,2.0,0.0,1.0,2.0,2.0,3.05,0
8736.63,49515.18,33.0,657.0,6.0,21810.27,0.4405,2.0,18.0,0.0,5.0,20.0,372.5,2.0,0.0,0.0,2.0,0.0,6.98,0
21290.55,27852.34,18.0,660.0,7.0,12792.89,0.4593,0.0,0.0,2.0,4.0,17.0,345.4,1.0,0.0,1.0,0.0,1.0,4.73,0
6950.97,35870.88,37.0,520.0,4.0,14737.24,0.4108,0.0,0.0,1.0,3.0,2.0,83.1,4.0,0.0,0.0,2.0,0.0,0.38,1
6795.46,40535.6,30.0,686.0,7.0,19971.19,0.4927,2.0,30.0,0.0,1.0,12.0,101.8,1.0,0.0,0.0,1.0,1.0,0.71,0
7872.58,83815.22,20.0,622.0,0.0,27846.83,0.3322,0.0,0.0,2.0,1.0,13.0,122.8,1.0,1.0,2.0,2.0,0.0,7.17,0
5936.0,28640.33,101.0,617.0,6.0,25322.46,0.8842,2.0,14.0,1.0,4.0,11.0,309.0,1.0,1.0,2.0,4.0,2.0,0.86,0
22433.0,67051.44,26.0,676.0,3.0,67211.75,1.0024,0.0,0.0,0.0,5.0,11.0,659.2,1.0,1.0,0.0,2.0,0.0,2.01,0
3147.81,59578.05,45.0,635.0,4.0,29500.59,0.4952,0.0,0.0,0.0,2.0,19.0,269.8,0.0,0.0,0.0,0.0,2.0,4.31,1
18857.24,132643.49,39.0,622.0,2.0,133620.82,1.0074,0.0,0.0,0.0,1.0,7.0,120.0,3.0,0.0,0.0,1.0,1.0,4.26,0
25643.59,48396.98,67.0,702.0,6.0,2008.38,0.0415,0.0,0.0,2.0,0.0,5.0,56.9,1.0,0.0,0.0,4.0,1.0,1.31,0
10559.33,88375.49,1.0,697.0,0.0,56450.3,0.6388,0.0,0.0,1.0,2.0,23.0,186.2,1.0,1.0,2.0,3.0,1.0,1.26,0
6116.49,45308.14,110.0,662.0,5.0,10744.2,0.2371,0.0,0.0,0.0,3.0,10.0,399.2,1.0,1.0,1.0,4.0,2.0,5.08,0
6715.13,55027.77,73.0,686.0,2.0,44699.08,0.8123,1.0,3.0,1.0,2.0,7.0,172.8,2.0,1.0,0.0,1.0,1.0,5.56,0
4515.47,98294.89,52.0,660.0,4.0,82583.13,0.8402,0.0,0.0,2.0,2.0,7.0,408.5,0.0,1.0,1.0,3.0,0.0,3.51,0
5860.99,30597.77,33.0,713.0,8.0,21365.75,0.6983,1.0,19.0,2.0,0.0,7.0,221.6,3.0,0.0,2.0,0.0,1.0,3.86,0
5061.51,45125.05,8.0,698.0,4.0,22224.06,0.4925,0.0,0.0,0.0,1.0,21.0,490.8,4.0,0.0,2.0,3.0,0.0,1.78,0
13657.68,53724.3,10.0,682.0,1.0,25834.23,0.4809,0.0,0.0,0.0,3.0,17.0,475.1,2.0,1.0,2.0,1.0,1.0,0.98,0
7331.13,58466.92,50.0,646.0,7.0,31816.66,0.5442,0.0,0.0,2.0,3.0,20.0,227.7,3.0,2.0,2.0,2.0,1.0,4.3,0
9948.86,129989.41,38.0,713.0,7.0,101537.51,0.7811,1.0,8.0,2.0,1.0,3.0,124.3,1.0,0.0,0.0,2.0,0.0,1.94,0
7066.71,52802.48,64.0,676.0,5.0,27097.21,0.5132,1.0,9.0,2.0,3.0,10.0,187.7,2.0,1.0,1.0,2.0,0.0,5.67,0
8962.48,33262.93,150.0,662.0,2.0,27596.04,0.8296,1.0,26.0,1.0,4.0,13.0,131.3,2.0,1.0,1.0,1.0,1.0,1.62,0
4837.46,68755.36,37.0,805.0,7.0,61450.6,0.8938,1.0,12.0,1.0,0.0,10.0,604.4,2.0,0.0,1.0,4.0,0.0,3.16,0
6757.27,38102.35,57.0,736.0,4.0,28047.51,0.7361,0.0,0.0,0.0,3.0,5.0,332.0,1.0,0.0,2.0,2.0,2.0,4.47,0
5582.16,41614.67,27.0,668.0,9.0,26133.97,0.628,0.0,0.0,0.0,1.0,17.0,81.0,1.0,1.0,1.0,4.0,0.0,1.22,1
17671.18,98604.44,67.0,647.0,6.0,67656.61,0.6861,0.0,0.0,1.0,0.0,21.0,218.8,4.0,0.0,0.0,2.0,0.0,3.5,0
9370.32,77894.11,98.0,670.0,1.0,24342.39,0.3125,0.0,0.0,1.0,3.0,17.0,272.0,4.0,0.0,0.0,1.0,0.0,1.14,0
8737.98,19807.7,38.0,706.0,5.0,13369.98,0.675,1.0,27.0,1.0,2.0,11.0,200.8,1.0,1.0,0.0,3.0,1.0,1.4,0
13288.61,84412.51,177.0,670.0,4.0,73191.06,0.8671,1.0,13.0,1.0,3.0,21.0,129.3,2.0,1.0,2.0,3.0,1.0,2.17,0
17138.34,101394.96,8.0,719.0,3.0,54678.67,0.5393,1.0,37.0,2.0,2.0,19.0,91.2,1.0,0.0,0.0,2.0,2.0,3.53,0
15693.51,57559.54,27.0,668.0,4.0,60037.06,1.043,1.0,67.0,0.0,2.0,6.0,136.0,0.0,1.0,1.0,1.0,1.0,3.3,0
19933.4,65889.12,2.0,585.0,4.0,13789.15,0.2093,0.0,0.0,1.0,5.0,8.0,731.9,3.0,0.0,0.0,0.0,0.0,3.77,0
11119.15,45983.16,12.0,695.0,7.0,18906.53,0.4112,0.0,0.0,0.0,2.0,0.0,291.4,1.0,1.0,1.0,4.0,0.0,2.4,0
9197.2,104223.99,23.0,640.0,2.0,105425.6,1.0115,2.0,10.0,0.0,2.0,3.0,195.1,1.0,1.0,0.0,4.0,1.0,4.88,0
9761.91,21995.51,10.0,808.0,5.0,3287.33,0.1495,0.0,0.0,0.0,3.0,9.0,235.5,1.0,1.0,1.0,1.0,0.0,2.51,0
2644.75,65793.05,10.0,671.0,6.0,56715.04,0.862,1.0,27.0,1.0,4.0,3.0,153.1,1.0,1.0,2.0,3.0,1.0,3.94,1
5575.59,120190.5,35.0,751.0,6.0,84380.95,0.7021,0.0,0.0,0.0,2.0,20.0,825.7,1.0,0.0,1.0,3.0,0.0,1.28,0
3877.62,35961.11,62.0,688.0,3.0,24358.27,0.6774,0.0,0.0,0.0,2.0,8.0,231.0,2.0,1.0,0.0,1.0,0.0,2.66,0
2294.31,26056.35,76.0,630.0,6.0,8194.42,0.3145,0.0,0.0,1.0,1.0,19.0,182.6,4.0,0.0,1.0,3.0,0.0,2.95,0
23172.47,79293.88,144.0,634.0,3.0,22261.24,0.2807,0.0,0.0,0.0,4.0,7.0,124.0,0.0,0.0,0.0,1.0,1.0,1.12,0
3583.2,50238.43,17.0,608.0,4.0,33637.64,0.6696,0.0,0.0,1.0,1.0,16.0,42.1,3.0,1.0,0.0,3.0,1.0,4.13,0
6269.52,29549.74,31.0,721.0,1.0,8418.81,0.2849,0.0,0.0,1.0,2.0,10.0,57.7,1.0,0.0,0.0,0.0,0.0,1.2,0
6309.53,90100.77,23.0,662.0,7.0,56370.18,0.6256,0.0,0.0,2.0,5.0,11.0,57.2,1.0,0.0,0.0,4.0,1.0,3.22,0
5573.76,66833.14,16.0,605.0,3.0,18283.64,0.2736,0.0,0.0,0.0,5.0,1.0,670.9,3.0,0.0,4.0,2.0,1.0,2.68,0
6463.29,56962.78,11.0,731.0,5.0,53960.29,0.9473,0.0,0.0,2.0,3.0,6.0,185.2,1.0,2.0,2.0,3.0,1.0,4.28,0
9176.78,48176.96,10.0,742.0,14.0,23007.17,0.4776,0.0,0.0,0.0,2.0,22.0,140.0,2.0,1.0,0.0,4.0,0.0,0.62,0
13097.2,35151.83,115.0,720.0,4.0,6751.02,0.1921,0.0,0.0,1.0,2.0,13.0,1059.5,2.0,1.0,0.0,1.0,1.0,2.15,0
7252.82,35844.97,45.0,716.0,2.0,28994.72,0.8089,0.0,0.0,0.0,2.0,15.0,1087.9,3.0,1.0,1.0,0.0,1.0,3.31,0
2323.57,18736.07,2.0,625.0,3.0,4832.26,0.2579,1.0,34.0,0.0,1.0,19.0,253.2,1.0,2.0,0.0,4.0,1.0,1.55,0
9690.67,82791.28,91.0,637.0,6.0,63194.44,0.7633,0.0,0.0,2.0,1.0,11.0,216.6,2.0,0.0,0.0,2.0,1.0,2.55,1
3632.79,63852.51,138.0,798.0,3.0,15040.2,0.2355,0.0,0.0,2.0,1.0,23.0,1535.2,1.0,0.0,2.0,3.0,0.0,2.7,0
7169.45,54492.61,113.0,692.0,4.0,23278.42,0.4272,0.0,0.0,0.0,4.0,14.0,58.9,0.0,0.0,1.0,3.0,1.0,6.82,0
9989.96,63626.78,11.0,687.0,8.0,56854.19,0.8936,1.0,5.0,1.0,1.0,13.0,171.1,2.0,1.0,1.0,0.0,1.0,2.28,0
9490.87,34914.48,76.0,690.0,8.0,13488.12,0.3863,1.0,59.0,1.0,5.0,20.0,294.9,3.0,1.0,0.0,0.0,2.0,3.11,0
4578.89,85757.74,6.0,499.0,3.0,53301.86,0.6215,1.0,30.0,1.0,4.0,23.0,3550.5,0.0,1.0,0.0,3.0,0.0,5.39,0
7938.6,47500.34,22.0,718.0,2.0,5695.53,0.1199,1.0,44.0,2.0,4.0,17.0,476.1,1.0,1.0,0.0,3.0,2.0,3.94,0
6554.91,121281.72,13.0,606.0,6.0,87534.66,0.7217,0.0,0.0,1.0,5.0,21.0,159.3,3.0,0.0,0.0,3.0,1.0,1.81,0
7465.29,58625.44,41.0,647.0,5.0,65098.74,1.1104,0.0,0.0,1.0,5.0,6.0,243.7,0.0,0.0,0.0,2.0,2.0,4.07,0
12292.92,20175.82,123.0,729.0,6.0,7604.02,0.3769,1.0,7.0,1.0,0.0,2.0,725.7,3.0,1.0,0.0,2.0,1.0,1.99,0
6599.8,36873.02,11.0,687.0,8.0,5473.29,0.1484,0.0,0.0,2.0,0.0,17.0,605.8,2.0,0.0,0.0,3.0,2.0,2.95,0
13269.11,68412.48,2.0,743.0,4.0,88608.38,1.2952,1.0,6.0,2.0,3.0,21.0,69.2,1.0,0.0,2.0,0.0,2.0,1.66,1
2616.73,28959.44,66.0,654.0,5.0,9612.57,0.3319,1.0,7.0,0.0,5.0,6.0,822.1,0.0,0.0,0.0,1.0,1.0,3.37,0
29027.4,59763.27,2.0,632.0,6.0,67242.8,1.1252,0.0,0.0,0.0,3.0,8.0,1499.1,2.0,0.0,1.0,4.0,0.0,3.43,1
10051.09,38521.84,44.0,603.0,4.0,52272.26,1.357,0.0,0.0,0.0,2.0,16.0,230.2,0.0,0.0,1.0,4.0,2.0,4.9,1
19390.73,33045.77,3.0,685.0,2.0,5757.77,0.1742,0.0,0.0,0.0,1.0,0.0,656.4,1.0,1.0,0.0,2.0,2.0,2.58,0
6141.83,18169.31,6.0,757.0,7.0,11540.36,0.6352,0.0,0.0,0.0,2.0,17.0,133.8,1.0,0.0,0.0,2.0,1.0,1.9,0
16093.5,37651.6,14.0,666.0,5.0,33201.07,0.8818,2.0,81.0,0.0,1.0,9.0,235.2,1.0,0.0,1.0,3.0,0.0,2.76,1
12184.46,36493.42,3.0,642.0,5.0,10411.38,0.2853,0.0,0.0,2.0,3.0,6.0,103.7,1.0,0.0,0.0,0.0,1.0,2.28,0
32909.1,93736.77,103.0,689.0,4.0,43857.62,0.4679,0.0,0.0,2.0,4.0,11.0,213.2,4.0,0.0,2.0,2.0,1.0,3.28,0
10588.2,72496.95,44.0,696.0,3.0,23879.34,0.3294,0.0,0.0,1.0,5.0,5.0,279.0,2.0,1.0,1.0,2.0,0.0,2.8,0
6936.79,24821.05,98.0,666.0,0.0,14105.64,0.5683,0.0,0.0,0.0,2.0,2.0,719.5,2.0,2.0,0.0,0.0,0.0,1.1,0
5903.51,110523.85,4.0,620.0,6.0,65310.12,0.5909,0.0,0.0,1.0,3.0,13.0,269.6,1.0,1.0,0.0,0.0,0.0,1.9,0
3567.14,41546.09,11.0,627.0,4.0,42682.94,1.0274,0.0,0.0,1.0,1.0,6.0,477.0,2.0,0.0,0.0,4.0,1.0,1.05,0
11371.79,32627.34,39.0,614.0,4.0,4786.56,0.1467,0.0,0.0,2.0,1.0,9.0,748.0,3.0,0.0,1.0,4.0,2.0,2.6,0
4656.85,48851.5,125.0,685.0,4.0,6134.56,0.1256,0.0,0.0,1.0,2.0,5.0,178.8,3.0,0.0,2.0,2.0,1.0,0.25,0
5105.4,92296.41,81.0,652.0,6.0,38011.49,0.4118,0.0,0.0,2.0,4.0,6.0,132.4,2.0,1.0,0.0,0.0,2.0,1.75,0
10982.92,37103.58,47.0,689.0,2.0,39721.25,1.0706,1.0,3.0,1.0,2.0,16.0,388.0,1.0,0.0,2.0,0.0,2.0,2.29,0
8642.54,25474.27,30.0,687.0,6.0,21061.08,0.8268,0.0,0.0,2.0,0.0,20.0,273.9,1.0,1.0,1.0,1.0,2.0,2.12,1
3936.32,34815.49,87.0,708.0,7.0,13232.91,0.3801,0.0,0.0,2.0,0.0,4.0,1412.2,1.0,0.0,0.0,3.0,0.0,2.04,0
6938.01,59319.59,45.0,681.0,6.0,30939.88,0.5216,1.0,30.0,2.0,5.0,21.0,494.3,0.0,1.0,0.0,0.0,1.0,5.0,0
11812.54,43467.25,4.0,751.0,5.0,30571.07,0.7033,0.0,0.0,0.0,2.0,6.0,751.4,1.0,0.0,0.0,2.0,2.0,0.19,0
16464.54,47486.49,15.0,712.0,2.0,9473.54,0.1995,0.0,0.0,1.0,5.0,5.0,143.1,0.0,1.0,0.0,3.0,2.0,0.35,0
7568.54,25329.77,21.0,747.0,6.0,15092.6,0.5958,1.0,8.0,1.0,1.0,6.0,363.3,1.0,0.0,1.0,1.0,2.0,2.62,0
4193.08,43147.97,5.0,623.0,6.0,39372.22,0.9125,1.0,32.0,2.0,5.0,4.0,355.0,0.0,1.0,1.0,4.0,1.0,1.0,0
8409.65,69220.17,18.0,596.0,5.0,59092.07,0.8537,0.0,0.0,1.0,0.0,4.0,273.7,1.0,1.0,0.0,0.0,1.0,4.08,1
7075.02,118086.78,44.0,633.0,6.0,114662.54,0.971,0.0,0.0,1.0,1.0,21.0,121.0,0.0,1.0,1.0,1.0,2.0,3.67,0
16246.61,33619.06,65.0,651.0,2.0,19722.55,0.5866,0.0,0.0,1.0,4.0,9.0,257.3,1.0,1.0,0.0,4.0,0.0,1.42,1
7275.04,64734.88,29.0,728.0,3.0,36691.96,0.5668,0.0,0.0,1.0,1.0,14.0,87.8,3.0,0.0,0.0,3.0,0.0,1.82,0
5966.99,36049.31,31.0,711.0,4.0,29893.8,0.8292,0.0,0.0,2.0,5.0,12.0,208.0,1.0,0.0,0.0,1.0,1.0,3.32,0
25845.72,86536.26,62.0,796.0,2.0,67346.14,0.7782,0.0,0.0,1.0,3.0,23.0,340.4,1.0,1.0,0.0,1.0,1.0,1.27,0
2656.82,28711.61,182.0,690.0,6.0,6706.24,0.2336,0.0,0.0,2.0,4.0,13.0,392.2,2.0,0.0,0.0,4.0,1.0,2.9,0
10771.18,54523.67,109.0,666.0,7.0,27073.03,0.4965,1.0,35.0,0.0,4.0,0.0,259.4,3.0,0.0,2.0,3.0,1.0,5.82,0
6549.76,37873.83,21.0,675.0,8.0,33018.77,0.8718,1.0,8.0,1.0,3.0,5.0,185.8,1.0,0.0,2.0,2.0,0.0,6.25,0
18176.52,49004.73,75.0,628.0,3.0,10482.0,0.2139,0.0,0.0,0.0,3.0,1.0,396.2,3.0,0.0,0.0,1.0,0.0,2.36,0
4896.99,38210.51,122.0,735.0,6.0,23623.95,0.6183,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,2.0,1.0,1.28,0
7090.95,36440.65,28.0,742.0,8.0,19470.64,0.5343,2.0,3.0,0.0,5.0,22.0,106.8,2.0,1.0,1.0,2.0,2.0,1.45,0
6927.64,83048.63,9.0,667.0,5.0,17596.95,0.2119,0.0,0.0,1.0,2.0,8.0,276.1,2.0,2.0,2.0,1.0,0.0,0.27,0
17095.48,51325.23,57.0,661.0,3.0,42529.82,0.8286,0.0,0.0,0.0,0.0,5.0,269.7,1.0,0.0,2.0,0.0,1.0,1.52,0
6292.99,150408.36,2.0,760.0,7.0,70251.25,0.4671,0.0,0.0,2.0,5.0,4.0,417.9,0.0,2.0,0.0,1.0,1.0,2.12,0
3154.78,35281.19,8.0,712.0,6.0,30561.91,0.8662,0.0,0.0,0.0,1.0,5.0,372.4,0.0,0.0,1.0,1.0,2.0,7.47,1
7352.63,86631.71,91.0,700.0,5.0,78194.03,0.9026,0.0,0.0,1.0,2.0,16.0,217.0,1.0,2.0,2.0,0.0,2.0,1.23,0
2981.14,54389.29,69.0,669.0,3.0,51079.53,0.9391,0.0,0.0,1.0,0.0,22.0,645.3,2.0,2.0,2.0,0.0,1.0,2.44,0
10366.2,59305.48,149.0,664.0,5.0,25843.86,0.4358,0.0,0.0,1.0,3.0,2.0,257.8,0.0,2.0,3.0,0.0,1.0,3.57,0
19619.56,21719.72,17.0,672.0,2.0,15058.34,0.6933,1.0,27.0,2.0,5.0,6.0,113.1,0.0,0.0,0.0,2.0,1.0,3.73,0
5265.53,110462.99,84.0,724.0,6.0,24135.38,0.2185,0.0,0.0,1.0,1.0,12.0,204.4,4.0,0.0,0.0,1.0,1.0,1.06,0
2465.77,39030.1,79.0,707.0,1.0,15327.75,0.3927,1.0,6.0,1.0,3.0,7.0,321.4,2.0,0.0,2.0,0.0,2.0,2.93,0
4728.31,24698.98,2.0,592.0,3.0,5518.59,0.2234,0.0,0.0,0.0,4.0,5.0,443.7,1.0,0.0,2.0,1.0,2.0,2.48,0
12306.08,102762.04,2.0,743.0,8.0,119558.49,1.1634,0.0,0.0,2.0,5.0,20.0,497.8,0.0,0.0,1.0,3.0,2.0,4.95,0
8002.81,86170.63,12.0,704.0,8.0,58336.08,0.677,0.0,0.0,1.0,4.0,12.0,193.7,3.0,0.0,2.0,3.0,1.0,5.62,1
6743.87,99545.87,22.0,599.0,7.0,90253.16,0.9066,0.0,0.0,1.0,2.0,8.0,534.0,1.0,1.0,1.0,3.0,1.0,1.8,1
11397.71,68042.38,158.0,660.0,2.0,69409.15,1.0201,0.0,0.0,1.0,1.0,5.0,93.6,0.0,0.0,1.0,0.0,2.0,1.75,0
8002.9,46402.1,19.0,732.0,1.0,6186.17,0.1333,1.0,35.0,2.0,1.0,4.0,261.7,1.0,1.0,0.0,2.0,1.0,1.31,0
2974.99,33850.79,4.0,703.0,4.0,13950.62,0.4121,1.0,28.0,1.0,1.0,14.0,500.7,3.0,0.0,0.0,1.0,1.0,2.78,0
13001.49,74770.62,22.0,641.0,4.0,40186.51,0.5375,0.0,0.0,0.0,5.0,6.0,223.8,2.0,0.0,0.0,1.0,0.0,1.42,0
25608.77,75949.75,28.0,644.0,7.0,32078.44,0.4224,1.0,4.0,0.0,1.0,8.0,114.3,0.0,1.0,0.0,2.0,2.0,2.63,0
6787.35,39141.75,6.0,674.0,8.0,22646.97,0.5786,1.0,14.0,1.0,1.0,19.0,83.5,3.0,1.0,2.0,4.0,1.0,3.39,1
12840.26,76050.32,134.0,655.0,8.0,33458.62,0.44,3.0,157.0,1.0,4.0,21.0,95.4,0.0,1.0,3.0,1.0,1.0,1.98,0
3390.73,25103.66,44.0,657.0,2.0,22521.52,0.8971,2.0,6.0,0.0,0.0,1.0,348.2,2.0,1.0,0.0,0.0,1.0,2.84,1
7261.68,40468.85,162.0,767.0,6.0,18700.43,0.4621,2.0,6.0,1.0,4.0,6.0,321.5,2.0,1.0,1.0,0.0,2.0,5.29,0
5719.31,47141.46,41.0,731.0,6.0,35841.48,0.7603,0.0,0.0,1.0,5.0,3.0,175.9,1.0,0.0,1.0,0.0,1.0,2.05,0
